gbifID,species,countryCode,locality,stateProvince,individualCount,decimalLatitude,decimalLongitude,elevation,month,year
3986291808,Grallaria flavotincta,EC,,Pichincha,1,0.024343,-78.711506,1832,11,2022
2243779759,Grallaria flavotincta,EC,"Mindo Cloudforest Reserve, San Tadeo, Pichincha",,1,-0.0306,-78.7414,1900,12,2001
2609687203,Grallaria flavotincta,EC,"Mindo, Pichincha",,1,-0.0268,-78.7422,1867,2,2020
2848586192,Grallaria flavotincta,EC,"Mindo, Pichincha",,1,-0.0266,-78.7423,1861,3,2020
180353779,Grallaria flavotincta,EC,Reserva Las Gralarias,Pichincha,2,-0.014162,-78.72983,2090,5,2008
3625364234,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,2,0.019655,-78.70693,1906,9,2021
1777699412,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,11,2013
3137767396,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,3,2020
3217268234,Grallaria flavotincta,EC,Santa Lucia Lodge,Pichincha,1,0.118575,-78.61154,1881,1,2020
2672490709,Grallaria flavotincta,EC,Reserva Bellavista--general area,Pichincha,1,-0.016544,-78.68791,2278,7,2008
2663923228,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,2,2019
1759355253,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,9,2016
1191926323,Grallaria flavotincta,EC,Santa Lucia Lodge,Pichincha,1,0.118575,-78.61154,1881,10,2014
1147126576,Grallaria flavotincta,EC,Mindo Cloud Forest,,1,-0.0295,-78.743183,1881,9,2003
1147167305,Grallaria flavotincta,EC,Mindo Cloud Forest Area,,1,-0.0295,-78.743183,1881,9,2003
1147248390,Grallaria flavotincta,EC,Mindo Cloud Forest,,1,-0.0295,-78.743183,1881,9,2003
2350434053,Grallaria flavotincta,EC,,Pichincha,1,0.033335,-78.72012,1711,8,2019
3257994286,Grallaria flavotincta,EC,Mindoloma Bird Lodge,Pichincha,1,-0.01163,-78.74401,1785,10,2020
3384916229,Grallaria flavotincta,EC,,Pichincha,1,0.02082,-78.709788,1834,1,2010
1880580818,Grallaria flavotincta,EC,,Pichincha,1,0.009238,-78.705614,2032,8,2017
2013735742,Grallaria flavotincta,EC,,Pichincha,1,0.009408,-78.705561,2036,2,2019
3243971478,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,2,2020
2076012352,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,8,2017
3582080536,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,2,0.019655,-78.70693,1906,9,2021
2188854910,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,6,2018
1708398770,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,1,2016
1774165380,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,11,2016
271863462,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,2,2010
2661971192,Grallaria flavotincta,EC,Refugio Paz de las Aves (Angel Paz),Pichincha,1,0.019655,-78.70693,1906,3,2019
2778878029,Grallaria flavotincta,EC,Bellavista Cloud Forest Lodge,Pichincha,1,-0.015922,-78.681206,2242,9,2019
3760014979,Grallaria flavotincta,EC,,Pichincha,1,0.024343,-78.711506,1832,4,2022
3747337925,Grallaria flavotincta,EC,,Pichincha,1,0.024247,-78.71166,1827,2,2022
2839443946,Grallaria flavotincta,EC,Ecuador - Pichincha - Mindo Nambillo Cloud Forest Reserve,,2,-0.036753,-78.700533,2261,4,2006
2839164608,Grallaria flavotincta,EC,Ecuador - Pichincha,,1,0.028948,-78.716294,1690,1,2015
266747806,Grallaria flavotincta,EC,Reserva Las Gralarias,Pichincha,2,-0.014162,-78.72983,2090,10,2008
