acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
"Vireo olivaceus (Linnaeus, 1766)",17,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC,Vireo olivaceus,"(Linnaeus, 1766)",Red-eyed Vireo,"Vireo chivi griseobarbatus, 0.23076923076923078; Vireo olivaceus griseobarbatus, 0.0625"
"Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996",1,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo masteri,2487433.0,NT,Vireo masteri,"P.G.W.Salaman & F.G.Stiles, 1996",Chocó Vireo,
"Vireo leucophrys (Lafresnaye, 1844)",1642,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo leucophrys,2487452.0,LC,Vireo leucophrys,"(Lafresnaye, 1844)",Brown-capped Vireo,"Vireo leucophrys josephae, 0.0018303843807199512"
"Vireo flavifrons Vieillot, 1808",8,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo flavifrons,2487453.0,LC,Vireo flavifrons,"Vieillot, 1808",Yellow-throated Vireo,
"Vireolanius leucotis (Swainson, 1838)",21,SPECIES,ACCEPTED,Vireolanius,2487482.0,Vireolanius leucotis,2487484.0,LC,Vireolanius leucotis,"(Swainson, 1838)",Slaty-capped Shrike-Vireo,
"Hylophilus decurtatus (Bonaparte, 1838)",1007,SPECIES,SYNONYM,Hylophilus,9576765.0,Hylophilus decurtatus,5230500.0,LC,Pachysylvia decurtata,"(Bonaparte, 1838)",Lesser Greenlet,
"Hylophilus ochraceiceps P.L.Sclater, 1860",1,SPECIES,SYNONYM,Hylophilus,9576765.0,Hylophilus ochraceiceps,5230507.0,LC,Tunchiornis ochraceiceps,"(P.L.Sclater, 1860)",Tawny-crowned Greenlet,
"Microbates cinereiventris (P.L.Sclater, 1855)",19,SPECIES,ACCEPTED,Microbates,2487578.0,Microbates cinereiventris,5230511.0,LC,Microbates cinereiventris,"(P.L.Sclater, 1855)",Tawny-faced Gnatwren,
"Polioptila plumbea bilineata (Bonaparte, 1850)",406,SPECIES,SYNONYM,Polioptila,2487581.0,Polioptila plumbea,2487583.0,NE,Polioptila bilineata,"(Bonaparte, 1850)",White-browed Gnatcatcher,
"Grallaricula flavirostris (P.L.Sclater, 1858)",156,SPECIES,ACCEPTED,Grallaricula,2490507.0,Grallaricula flavirostris,2490514.0,NT,Grallaricula flavirostris,"(P.L.Sclater, 1858)",Ochre-breasted Antpitta,"Grallaricula flavirostris mindoensis, 0.012987012987012988"
"Grallaria gigantea Lawrence, 1866",97,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria gigantea,2490517.0,VU,Grallaria gigantea,"Lawrence, 1866",Giant Antpitta,"Grallaria gigantea hylodroma, 0.010416666666666666"
"Grallaria haplonota P.L.Sclater, 1877",3,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria haplonota,2490518.0,LC,Grallaria haplonota,"P.L.Sclater, 1877",Plain-backed Antpitta,
"Grallaria alleni Chapman, 1912",54,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria alleni,2490520.0,VU,Grallaria alleni,"Chapman, 1912",Moustached Antpitta,
"Grallaria ruficapilla Lafresnaye, 1842",80,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria ruficapilla,2490523.0,LC,Grallaria ruficapilla,"Lafresnaye, 1842",Chestnut-crowned Antpitta,
"Grallaria flavotincta P.L.Sclater, 1877",72,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria flavotincta,2490528.0,LC,Grallaria flavotincta,"P.L.Sclater, 1877",Yellow-breasted Antpitta,
"Grallaria guatimalensis Prevost & Des Murs, 1842",514,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria guatimalensis,2490529.0,LC,Grallaria guatimalensis,"Prevost & Des Murs, 1842",Scaled Antpitta,"Grallaria guatimalensis regulus, 0.005870841487279843"
"Grallaria quitensis Lesson, 1844",2,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria quitensis,2490542.0,LC,Grallaria quitensis,"Lesson, 1844",Tawny Antpitta,
"Mitrospingus cassinii (Lawrence, 1861)",132,SPECIES,ACCEPTED,Mitrospingus,2488751.0,Mitrospingus cassinii,2488752.0,LC,Mitrospingus cassinii,"(Lawrence, 1861)",Dusky-faced Tanager,
"Chlorospingus flavigularis (P.L.Sclater, 1852)",5312,SPECIES,ACCEPTED,Chlorospingus,2488700.0,Chlorospingus flavigularis,2488703.0,LC,Chlorospingus flavigularis,"(P.L.Sclater, 1852)",Yellow-throated Chlorospingus,"Chlorospingus flavigularis marginatus, 0.001886080724254998"
"Chlorospingus semifuscus P.L.Sclater & Salvin, 1873",1711,SPECIES,ACCEPTED,Chlorospingus,2488700.0,Chlorospingus semifuscus,2488735.0,LC,Chlorospingus semifuscus,"P.L.Sclater & Salvin, 1873",Dusky Chlorospingus,"Chlorospingus semifuscus semifuscus, 0.0023432923257176333"
"Chlorospingus canigularis (Lafresnaye, 1848)",401,SPECIES,ACCEPTED,Chlorospingus,2488700.0,Chlorospingus canigularis,2488739.0,LC,Chlorospingus canigularis,"(Lafresnaye, 1848)",Ashy-throated Chlorospingus,"Chlorospingus canigularis conspicillatus, 0.02557544757033248"
"Arremonops conirostris (Bonaparte, 1850)",751,SPECIES,ACCEPTED,Arremonops,2491023.0,Arremonops conirostris,2491024.0,LC,Arremonops conirostris,"(Bonaparte, 1850)",Black-striped Sparrow,"Arremonops conirostris striaticeps, 0.004010695187165776"
"Atlapetes tricolor (Taczanowski, 1875)",2781,SPECIES,ACCEPTED,Atlapetes,2491388.0,Atlapetes tricolor,2491398.0,LC,Atlapetes tricolor,"(Taczanowski, 1875)",Tricolored Brushfinch,"Atlapetes tricolor crassus, 0.0010799136069114472"
"Atlapetes crassus Bangs, 1908",21,SPECIES,ACCEPTED,Atlapetes,2491388.0,Atlapetes crassus,2491402.0,LC,Atlapetes crassus,"Bangs, 1908",Choco Brushfinch,
"Atlapetes latinuchus (Du Bus de Gisignies, 1855)",57,SPECIES,ACCEPTED,Atlapetes,2491388.0,Atlapetes latinuchus,2491404.0,LC,Atlapetes latinuchus,"(Du Bus de Gisignies, 1855)",Yellow-breasted Brushfinch,
"Atlapetes leucopterus (Jardine, 1856)",55,SPECIES,ACCEPTED,Atlapetes,2491388.0,Atlapetes leucopterus,2491414.0,LC,Atlapetes leucopterus,"(Jardine, 1856)",White-winged Brushfinch,
"Arremon aurantiirostris Lafresnaye, 1847",3341,SPECIES,ACCEPTED,Arremon,2491613.0,Arremon aurantiirostris,2491628.0,LC,Arremon aurantiirostris,"Lafresnaye, 1847",Orange-billed Sparrow,"Arremon aurantiirostris occidentalis, 0.0017991004497751124"
"Arremon castaneiceps (P.L.Sclater, 1860)",219,SPECIES,ACCEPTED,Arremon,2491613.0,Arremon castaneiceps,5788842.0,NT,Arremon castaneiceps,"(P.L.Sclater, 1860)",Olive Finch,
"Arremon brunneinucha (Lafresnaye, 1839)",610,SPECIES,ACCEPTED,Arremon,2491613.0,Arremon brunneinucha,7341947.0,LC,Arremon brunneinucha,"(Lafresnaye, 1839)",Chestnut-capped Brushfinch,"Arremon brunneinucha frontalis, 0.003289473684210526"
"Oreothraupis arremonops (P.L.Sclater, 1855)",7,SPECIES,ACCEPTED,Oreothraupis,2492006.0,Oreothraupis arremonops,2492007.0,LC,Oreothraupis arremonops,"(P.L.Sclater, 1855)",Tanager Finch,
"Zonotrichia capensis (P.L.S.Müller, 1776)",1684,SPECIES,ACCEPTED,Zonotrichia,6173226.0,Zonotrichia capensis,5231103.0,LC,Zonotrichia capensis,"(P.L.S.Müller, 1776)",Rufous-collared Sparrow,"Zonotrichia capensis costaricensis, 0.001784651992861392"
"Mycteria americana Linnaeus, 1758",3,SPECIES,ACCEPTED,Mycteria,2481934.0,Mycteria americana,2481937.0,LC,Mycteria americana,"Linnaeus, 1758",Wood Stork,
"Sarkidiornis sylvicola H.Ihering & R.Ihering, 1907",2,SPECIES,ACCEPTED,Sarkidiornis,2498000.0,Sarkidiornis sylvicola,2498003.0,LC,Sarkidiornis sylvicola,"H.Ihering & R.Ihering, 1907",Comb Duck,
"Anas georgica J.F.Gmelin, 1789",15,SPECIES,ACCEPTED,Anas,2498056.0,Anas georgica,2498127.0,LC,Anas georgica,"J.F.Gmelin, 1789",Yellow-billed Pintail,
"Anas platyrhynchos Linnaeus, 1758",6,SPECIES,ACCEPTED,Anas,2498056.0,Anas platyrhynchos,9761484.0,LC,Anas platyrhynchos,"Linnaeus, 1758",Mallard,
"Merganetta armata Gould, 1842",252,SPECIES,ACCEPTED,Merganetta,2498274.0,Merganetta armata,2498275.0,LC,Merganetta armata,"Gould, 1842",Torrent Duck,
"Cairina moschata (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Cairina,2498282.0,Cairina moschata,9751099.0,LC,Cairina moschata,"(Linnaeus, 1758)",Muscovy Duck,
"Spatula discors (Linnaeus, 1766)",12,SPECIES,ACCEPTED,Spatula,4850990.0,Spatula discors,9422220.0,LC,Spatula discors,"(Linnaeus, 1766)",Blue-winged Teal,
"Ara severus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Ara,1686160.0,Ara severus,5959228.0,LC,Ara severus,"(Linnaeus, 1758)",Chestnut-fronted Macaw,
"Forpus coelestis (Lesson, 1847)",679,SPECIES,ACCEPTED,Forpus,2479059.0,Forpus coelestis,2479087.0,LC,Forpus coelestis,"(Lesson, 1847)",Pacific Parrotlet,
"Aratinga erythrogenys (Lesson, 1844)",4,SPECIES,SYNONYM,Aratinga,2479088.0,Aratinga erythrogenys,2479104.0,NT,Psittacara erythrogenys,"R.P.Lesson, 1844",Red-masked Parakeet,
"Amazona farinosa (Boddaert, 1783)",2,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona farinosa,2479606.0,LC,Amazona farinosa,"(Boddaert, 1783)",Mealy Amazon,
"Amazona autumnalis (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona autumnalis,2479623.0,LC,Amazona autumnalis,"(Linnaeus, 1758)",Red-lored Amazon,
"Amazona mercenaria (Tschudi, 1844)",50,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona mercenaria,2479636.0,LC,Amazona mercenaria,"(Tschudi, 1844)",Scaly-naped Amazon,
"Pyrrhura melanura (Spix, 1824)",1179,SPECIES,ACCEPTED,Pyrrhura,2479799.0,Pyrrhura melanura,2479824.0,LC,Pyrrhura melanura,"(Spix, 1824)",Maroon-tailed Parakeet,"Pyrrhura melanura pacifica, 0.0008488964346349745"
"Pionus chalcopterus (Fraser, 1841)",6952,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus chalcopterus,2479901.0,LC,Pionus chalcopterus,"(Fraser, 1841)",Bronze-winged Parrot,
"Pionus menstruus (Linnaeus, 1766)",58,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus menstruus,2479902.0,LC,Pionus menstruus,"(Linnaeus, 1766)",Blue-headed Parrot,
"Pionus tumultuosus (Tschudi, 1844)",78,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus tumultuosus,2479913.0,LC,Pionus tumultuosus,"(Tschudi, 1844)",Plum-crowned Parrot,
"Pionus tumultuosus seniloides (Massena & Souance, 1854)",2,SPECIES,SYNONYM,Pionus,2479900.0,Pionus tumultuosus,2479913.0,LC,Pionus seniloides,"(Massena & Souance, 1854)",White-capped Parrot,
"Pionus sordidus (Linnaeus, 1758)",4821,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus sordidus,2479917.0,LC,Pionus sordidus,"(Linnaeus, 1758)",Red-billed Parrot,"Pionus sordidus corallinus, 0.0008305647840531562; Pionus sordidus mindoensis, 0.0002074688796680498"
"Pionopsitta pulchra Berlepsch, 1897",947,SPECIES,SYNONYM,Pionopsitta,2479978.0,Pionopsitta pulchra,2479981.0,LC,Pyrilia pulchra,"(Berlepsch, 1897)",Rose-faced Parrot,
"Touit dilectissimus (P.L.Sclater & Salvin, 1871)",12,SPECIES,ACCEPTED,Touit,2480121.0,Touit dilectissimus,2480138.0,LC,Touit dilectissimus,"(P.L.Sclater & Salvin, 1871)",Blue-fronted Parrotlet,
"Bolborhynchus lineola (Cassin, 1853)",100,SPECIES,ACCEPTED,Bolborhynchus,8977008.0,Bolborhynchus lineola,5229121.0,LC,Bolborhynchus lineola,"(Cassin, 1853)",Barred Parakeet,
"Patagioenas fasciata (Say, 1822)",786,SPECIES,ACCEPTED,Patagioenas,2495265.0,Patagioenas fasciata,2495266.0,LC,Patagioenas fasciata,"(Say, 1822)",Band-tailed Pigeon,
"Patagioenas cayennensis (Bonnaterre, 1792)",1441,SPECIES,ACCEPTED,Patagioenas,2495265.0,Patagioenas cayennensis,2495295.0,LC,Patagioenas cayennensis,"(Bonnaterre, 1792)",Pale-vented Pigeon,
"Patagioenas plumbea (Vieillot, 1818)",2415,SPECIES,ACCEPTED,Patagioenas,2495265.0,Patagioenas plumbea,2495314.0,LC,Patagioenas plumbea,"(Vieillot, 1818)",Plumbeous Pigeon,"Patagioenas plumbea chapmani, 0.00041425020712510354"
"Patagioenas subvinacea (Lawrence, 1868)",4084,SPECIES,ACCEPTED,Patagioenas,2495265.0,Patagioenas subvinacea,2495321.0,LC,Patagioenas subvinacea,"(Lawrence, 1868)",Ruddy Pigeon,"Patagioenas subvinacea berlepschi, 0.0002449179524859172"
"Patagioenas goodsoni (Hartert, 1902)",204,SPECIES,ACCEPTED,Patagioenas,2495265.0,Patagioenas goodsoni,2495333.0,LC,Patagioenas goodsoni,"(Hartert, 1902)",Dusky Pigeon,
"Zenaida auriculata (Des Murs, 1847)",149,SPECIES,ACCEPTED,Zenaida,2495346.0,Zenaida auriculata,2495358.0,LC,Zenaida auriculata,"(Des Murs, 1847)",Eared Dove,
"Columba livia J.F.Gmelin, 1789",1598,SPECIES,ACCEPTED,Columba,2495404.0,Columba livia,2495414.0,LC,Columba livia,"J.F.Gmelin, 1789",Rock Dove,
"Columbina minuta (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Columbina,2495852.0,Columbina minuta,2495853.0,LC,Columbina minuta,"(Linnaeus, 1766)",Plain-breasted Ground Dove,
"Columbina passerina (Linnaeus, 1758)",29,SPECIES,ACCEPTED,Columbina,2495852.0,Columbina passerina,2495869.0,LC,Columbina passerina,"(Linnaeus, 1758)",Common Ground Dove,
"Columbina cruziana (Prévost, 1842)",2,SPECIES,ACCEPTED,Columbina,2495852.0,Columbina cruziana,2495891.0,LC,Columbina cruziana,"(Prévost, 1842)",Croaking Ground Dove,
"Columbina buckleyi (P.L.Sclater & Salvin, 1877)",1,SPECIES,ACCEPTED,Columbina,2495852.0,Columbina buckleyi,2495892.0,LC,Columbina buckleyi,"(P.L.Sclater & Salvin, 1877)",Ecuadorian Ground Dove,
"Claravis mondetoura (Bonaparte, 1856)",1,SPECIES,SYNONYM,Claravis,2495913.0,Claravis mondetoura,2495914.0,LC,Paraclaravis mondetoura,"(Bonaparte, 1856)",Maroon-chested Ground Dove,
"Claravis pretiosa (Ferrari-Pérez, 1886)",2,SPECIES,ACCEPTED,Claravis,2495913.0,Claravis pretiosa,2495922.0,LC,Claravis pretiosa,"(Ferrari-Pérez, 1886)",Blue Ground Dove,
"Leptotila verreauxi Bonaparte, 1855",3099,SPECIES,ACCEPTED,Leptotila,2496059.0,Leptotila verreauxi,2496060.0,LC,Leptotila verreauxi,"Bonaparte, 1855",White-tipped Dove,
"Leptotila pallida von Berlepsch & Taczanowski, 1884",712,SPECIES,ACCEPTED,Leptotila,2496059.0,Leptotila pallida,2496078.0,LC,Leptotila pallida,"von Berlepsch & Taczanowski, 1884",Pallid Dove,
"Geotrygon montana (Linnaeus, 1758)",36,SPECIES,ACCEPTED,Geotrygon,2496103.0,Geotrygon montana,2496121.0,LC,Geotrygon montana,"(Linnaeus, 1758)",Ruddy Quail-Dove,
"Geotrygon purpurata (Salvin, 1878)",3,SPECIES,ACCEPTED,Geotrygon,2496103.0,Geotrygon purpurata,5843937.0,EN,Geotrygon purpurata,"(Salvin, 1878)",Purple Quail-Dove,
"Zentrygon frenata (Tschudi, 1843)",593,SPECIES,ACCEPTED,Zentrygon,7366089.0,Zentrygon frenata,8243080.0,LC,Zentrygon frenata,"(Tschudi, 1843)",White-throated Quail-Dove,"Zentrygon frenata bourcieri, 0.0050933786078098476; Geotrygon frenata bourcieri, 0.0016891891891891893"
"Megaceryle torquata (Linnaeus, 1766)",1459,SPECIES,ACCEPTED,Megaceryle,2475462.0,Megaceryle torquata,2475466.0,LC,Megaceryle torquata,"(Linnaeus, 1766)",Ringed Kingfisher,"Megaceryle torquata torquata, 0.0006858710562414266"
"Chloroceryle americana (J.F.Gmelin, 1788)",204,SPECIES,ACCEPTED,Chloroceryle,2475481.0,Chloroceryle americana,2475486.0,LC,Chloroceryle americana,"(J.F.Gmelin, 1788)",Green Kingfisher,
"Chloroceryle inda (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Chloroceryle,2475481.0,Chloroceryle inda,2475492.0,LC,Chloroceryle inda,"(Linnaeus, 1766)",Green-and-rufous Kingfisher,
"Baryphthengus martii (Spix, 1824)",7113,SPECIES,ACCEPTED,Baryphthengus,2475268.0,Baryphthengus martii,2475270.0,LC,Baryphthengus martii,"(Spix, 1824)",Rufous Motmot,"Baryphthengus martii semirufus, 0.0009852216748768472; Baryphthengus martii martii, 0.00014060742407199101"
"Electron platyrhynchum (Leadbeater, 1829)",1428,SPECIES,ACCEPTED,Electron,2475319.0,Electron platyrhynchum,2475321.0,LC,Electron platyrhynchum,"(Leadbeater, 1829)",Broad-billed Motmot,"Electron platyrhynchum platyrhynchum, 0.001402524544179523"
"Streptoprocne rutila (Vieillot, 1817)",455,SPECIES,ACCEPTED,Streptoprocne,2477070.0,Streptoprocne rutila,2477071.0,LC,Streptoprocne rutila,"(Vieillot, 1817)",Chestnut-collared Swift,
"Streptoprocne zonaris (Shaw, 1796)",3448,SPECIES,ACCEPTED,Streptoprocne,2477070.0,Streptoprocne zonaris,2477082.0,LC,Streptoprocne zonaris,"(Shaw, 1796)",White-collared Swift,"Streptoprocne zonaris subtropicalis, 0.0005803830528148578"
"Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)",23,SPECIES,ACCEPTED,Aeronautes,2477107.0,Aeronautes montivagus,2477116.0,LC,Aeronautes montivagus,"(d'Orbigny & Lafresnaye, 1837)",White-tipped Swift,
"Panyptila cayennensis (J.F.Gmelin, 1789)",225,SPECIES,ACCEPTED,Panyptila,2477135.0,Panyptila cayennensis,2477137.0,LC,Panyptila cayennensis,"(J.F.Gmelin, 1789)",Lesser Swallow-Tailed Swift,
"Chaetura cinereiventris P.L.Sclater, 1862",270,SPECIES,ACCEPTED,Chaetura,2477150.0,Chaetura cinereiventris,5228621.0,LC,Chaetura cinereiventris,"P.L.Sclater, 1862",Grey-rumped Swift,
"Chaetura spinicaudus (Temminck, 1839)",57,SPECIES,ACCEPTED,Chaetura,2477150.0,Chaetura spinicaudus,5228635.0,LC,Chaetura spinicaudus,"(Temminck, 1839)",Band-rumped Swift,
"Cypseloides cryptus J.T.Zimmer, 1945",2,SPECIES,ACCEPTED,Cypseloides,2477279.0,Cypseloides cryptus,2477280.0,LC,Cypseloides cryptus,"J.T.Zimmer, 1945",White-chinned Swift,
"Cypseloides cherriei Ridgway, 1893",98,SPECIES,ACCEPTED,Cypseloides,2477279.0,Cypseloides cherriei,2477289.0,DD,Cypseloides cherriei,"Ridgway, 1893",Spot-fronted Swift,
"Cypseloides lemosi Eisenmann & Lehmann, 1962",3,SPECIES,ACCEPTED,Cypseloides,2477279.0,Cypseloides lemosi,2477290.0,LC,Cypseloides lemosi,"Eisenmann & Lehmann, 1962",White-chested Swift,
"Ramphomicron microrhynchum (Boissonneau, 1840)",1,SPECIES,ACCEPTED,Ramphomicron,2476051.0,Ramphomicron microrhynchum,2476052.0,LC,Ramphomicron microrhynchum,"(Boissonneau, 1840)",Purple-backed Thornbill,
"Chlorostilbon gibsoni (Fraser, 1840)",1,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon gibsoni,2476063.0,LC,Chlorostilbon gibsoni,"(Fraser, 1840)",Red-billed Emerald,
"Chlorostilbon mellisugus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon mellisugus,2476077.0,LC,Chlorostilbon mellisugus,"(Linnaeus, 1758)",Blue-tailed Emerald,
"Chlorostilbon melanorhynchus Gould, 1860",310,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon melanorhynchus,2476094.0,LC,Chlorostilbon melanorhynchus,"Gould, 1860",Western Emerald,
"Myrtis fanny (R.Lesson, 1838)",110,SPECIES,ACCEPTED,Myrtis,2476138.0,Myrtis fanny,2476139.0,LC,Myrtis fanny,"(R.Lesson, 1838)",Purple-collared Woodstar,
"Adelomyia melanogenys (Fraser, 1840)",304,SPECIES,ACCEPTED,Adelomyia,2476167.0,Adelomyia melanogenys,2476168.0,LC,Adelomyia melanogenys,"(Fraser, 1840)",Speckled Hummingbird,
"Florisuga mellivora (Linnaeus, 1758)",9180,SPECIES,ACCEPTED,Florisuga,2476192.0,Florisuga mellivora,2476195.0,LC,Florisuga mellivora,"(Linnaeus, 1758)",White-necked Jacobin,"Florisuga mellivora mellivora, 0.002621231979030144"
"Schistes geoffroyi (Bourcier, 1843)",1,SPECIES,ACCEPTED,Schistes,2476198.0,Schistes geoffroyi,2476199.0,LC,Schistes geoffroyi,"(Bourcier, 1843)",Geoffroy'S Daggerbill,
"Schistes albogularis Gould, 1852",832,SPECIES,ACCEPTED,Schistes,2476198.0,Schistes albogularis,8752472.0,LC,Schistes albogularis,"Gould, 1852",White-throated Daggerbill,"Schistes geoffroyi albogularis, 0.0036188178528347406"
"Threnetes ruckeri (Bourcier, 1847)",19,SPECIES,ACCEPTED,Threnetes,2476204.0,Threnetes ruckeri,5228462.0,LC,Threnetes ruckeri,"(Bourcier, 1847)",Band-tailed Barbthroat,
"Heliothryx barroti (Bourcier, 1843)",676,SPECIES,ACCEPTED,Heliothryx,2476218.0,Heliothryx barroti,2476219.0,LC,Heliothryx barroti,"(Bourcier, 1843)",Purple-crowned Fairy,
"Urosticte benjamini (Bourcier, 1851)",3590,SPECIES,ACCEPTED,Urosticte,2476278.0,Urosticte benjamini,2476279.0,LC,Urosticte benjamini,"(Bourcier, 1851)",Purple-bibbed Whitetip,"Urosticte benjamini benjamini, 0.004195804195804196"
"Lesbia nuna (R.Lesson, 1832)",16,SPECIES,ACCEPTED,Lesbia,2476292.0,Lesbia nuna,5228490.0,LC,Lesbia nuna,"(R.Lesson, 1832)",Green-tailed Trainbearer,
"Lesbia victoriae (Bourcier & Mulsant, 1846)",37,SPECIES,ACCEPTED,Lesbia,2476292.0,Lesbia victoriae,5228496.0,LC,Lesbia victoriae,"(Bourcier & Mulsant, 1846)",Black-tailed Trainbearer,
"Haplophaedia lugens (Gould, 1852)",19,SPECIES,ACCEPTED,Haplophaedia,2476335.0,Haplophaedia lugens,2476344.0,NT,Haplophaedia lugens,"(Gould, 1852)",Hoary Puffleg,
"Ocreatus underwoodii (R.Lesson, 1832)",4509,SPECIES,ACCEPTED,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,LC,Ocreatus underwoodii,"(R.Lesson, 1832)",White-booted Racket-Tail,"Ocreatus underwoodii melanantherus, 0.004231625835189309"
"Calliphlox mitchellii (Bourcier, 1847)",3077,SPECIES,SYNONYM,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,NE,Philodice mitchellii,"(Bourcier, 1847)",Purple-throated Woodstar,
"Calliphlox mitchellii (Bourcier, 1847)",9,SPECIES,ACCEPTED,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,LC,Calliphlox mitchellii,"(Bourcier, 1847)",Purple-throated Woodstar,
"Calliphlox amethystina (Boddaert, 1783)",1,SPECIES,ACCEPTED,Calliphlox,2476367.0,Calliphlox amethystina,2476373.0,LC,Calliphlox amethystina,"(Boddaert, 1783)",Amethyst Woodstar,
"Eutoxeres aquila (Bourcier, 1847)",32,SPECIES,ACCEPTED,Eutoxeres,2476376.0,Eutoxeres aquila,2476380.0,LC,Eutoxeres aquila,"(Bourcier, 1847)",White-tipped Sicklebill,
"Aglaiocercus coelestis (Gould, 1861)",3121,SPECIES,ACCEPTED,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,LC,Aglaiocercus coelestis,"(Gould, 1861)",Violet-tailed Sylph,"Aglaiocercus coelestis coelestis, 0.00256986829424992"
"Aglaiocercus kingii (R.Lesson, 1832)",2,SPECIES,ACCEPTED,Aglaiocercus,2476384.0,Aglaiocercus kingii,2476388.0,LC,Aglaiocercus kingii,"(R.Lesson, 1832)",Long-tailed Sylph,
"Amazilia tzacatl (de la Llave, 1833)",12437,SPECIES,ACCEPTED,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,LC,Amazilia tzacatl,"(de la Llave, 1833)",Rufous-tailed Hummingbird,"Amazilia tzacatl jucunda, 0.00032172444301455805"
"Thalurania colombica (Bourcier, 1843)",7051,SPECIES,ACCEPTED,Thalurania,2476526.0,Thalurania colombica,2476528.0,LC,Thalurania colombica,"(Bourcier, 1843)",Crowned Woodnymph,"Thalurania colombica verticeps, 0.004862004862004862; Thalurania colombica fannyae, 0.0034153977515298138"
"Thalurania furcata (J.F.Gmelin, 1788)",3,SPECIES,ACCEPTED,Thalurania,2476526.0,Thalurania furcata,2476533.0,LC,Thalurania furcata,"(J.F.Gmelin, 1788)",Fork-tailed Woodnymph,
"Phaethornis longuemareus (R.Lesson, 1832)",1,SPECIES,ACCEPTED,Phaethornis,2476571.0,Phaethornis longuemareus,2476572.0,LC,Phaethornis longuemareus,"(R.Lesson, 1832)",Little Hermit,
"Phaethornis yaruqui (Bourcier, 1851)",6804,SPECIES,ACCEPTED,Phaethornis,2476571.0,Phaethornis yaruqui,2476588.0,LC,Phaethornis yaruqui,"(Bourcier, 1851)",White-whiskered Hermit,
"Phaethornis syrmatophorus Gould, 1852",2447,SPECIES,ACCEPTED,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,LC,Phaethornis syrmatophorus,"Gould, 1852",Tawny-bellied Hermit,"Phaethornis syrmatophorus syrmatophorus, 0.0036915504511894994"
"Phaethornis striigularis Gould, 1854",600,SPECIES,ACCEPTED,Phaethornis,2476571.0,Phaethornis striigularis,2476600.0,LC,Phaethornis striigularis,"Gould, 1854",Stripe-throated Hermit,
"Phaethornis atrimentalis Lawrence, 1858",1,SPECIES,ACCEPTED,Phaethornis,2476571.0,Phaethornis atrimentalis,2476632.0,LC,Phaethornis atrimentalis,"Lawrence, 1858",Black-throated Hermit,
"Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)",1,SPECIES,ACCEPTED,Eriocnemis,2476643.0,Eriocnemis nigrivestis,5228530.0,EN,Eriocnemis nigrivestis,"(Bourcier & Mulsant, 1852)",Black-breasted Puffleg,
"Heliangelus strophianus (Gould, 1846)",203,SPECIES,ACCEPTED,Heliangelus,2476694.0,Heliangelus strophianus,2476710.0,LC,Heliangelus strophianus,"(Gould, 1846)",Gorgeted Sunangel,
"Anthracothorax nigricollis (Vieillot, 1817)",29,SPECIES,ACCEPTED,Anthracothorax,2476712.0,Anthracothorax nigricollis,2476718.0,LC,Anthracothorax nigricollis,"(Vieillot, 1817)",Black-throated Mango,
"Boissonneaua jardini (Bourcier, 1851)",1251,SPECIES,ACCEPTED,Boissonneaua,2476785.0,Boissonneaua jardini,2476786.0,LC,Boissonneaua jardini,"(Bourcier, 1851)",Velvet-purple Coronet,
