taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2476964	Patagona gigas (Vieillot, 1824)	2476964	Patagona gigas (Vieillot, 1824)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Patagona	2476963	Patagona gigas	2476964	LC
2483329	Myiotheretes fumigatus (Boissonneau, 1840)	2483329	Myiotheretes fumigatus (Boissonneau, 1840)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiotheretes	2483325	Myiotheretes fumigatus	2483329	LC
5230353	Pachyramphus albogriseus guayaquilensis Zimmer, 1936	5230353	Pachyramphus albogriseus guayaquilensis Zimmer, 1936	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pachyramphus	2486256	Pachyramphus albogriseus	5230352	
7094918	Leptodon cayanensis cayanensis	7094918	Leptodon cayanensis cayanensis	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Leptodon	2480711	Leptodon cayanensis	5229197	
8264206	Xiphorhynchus aequatorialis (von Berlepsch & Taczanowski, 1884)	5230175	Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphorhynchus	2485513	Xiphorhynchus erythropygius	5230172	LC
2476572	Phaethornis longuemareus (R.Lesson, 1832)	2476572	Phaethornis longuemareus (R.Lesson, 1832)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Phaethornis	2476571	Phaethornis longuemareus	2476572	LC
2488192	Tangara parzudakii (Lafresnaye, 1843)	2488192	Tangara parzudakii (Lafresnaye, 1843)	3237	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara parzudakii	2488192	LC
2490542	Grallaria quitensis Lesson, 1844	2490542	Grallaria quitensis Lesson, 1844	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria quitensis	2490542	LC
2480620	Accipiter ventralis P.L.Sclater, 1866	2480620	Accipiter ventralis P.L.Sclater, 1866	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter ventralis	2480620	NE
7493446	Drymophila striaticeps Chapman, 1912	7493446	Drymophila striaticeps Chapman, 1912	301	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Drymophila	2490056	Drymophila striaticeps	7493446	LC
7623200	Pachysylvia decurtata (Bonaparte, 1838)	5230500	Hylophilus decurtatus (Bonaparte, 1838)	1007	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Hylophilus	9576765	Hylophilus decurtatus	5230500	LC
8384677	Thalurania colombica fannyae (Delattre & Bourcier, 1846)	8384677	Thalurania colombica fannyae (Delattre & Bourcier, 1846)	24	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Thalurania	2476526	Thalurania colombica	2476528	
7341745	Spinus magellanicus (Vieillot, 1805)	7341745	Spinus magellanicus (Vieillot, 1805)	87	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus magellanicus	7341745	LC
10835052	Dryobates dignus (P.L.Sclater & Salvin, 1877)	2478378	Veniliornis dignus (P.L.Sclater & Salvin, 1877)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Veniliornis	2478338	Veniliornis dignus	2478378	NE
2481047	Falco peregrinus Tunstall, 1771	2481047	Falco peregrinus Tunstall, 1771	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco peregrinus	2481047	LC
2495869	Columbina passerina (Linnaeus, 1758)	2495869	Columbina passerina (Linnaeus, 1758)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina passerina	2495869	LC
5230511	Microbates cinereiventris (P.L.Sclater, 1855)	5230511	Microbates cinereiventris (P.L.Sclater, 1855)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Polioptilidae	5789066	Microbates	2487578	Microbates cinereiventris	5230511	LC
6172507	Pipraeidea melanonota venezuelensis P.L.Sclater, 1857	6172507	Pipraeidea melanonota venezuelensis P.L.Sclater, 1857	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Pipraeidea	2488794	Pipraeidea melanonota	2488795	
6174789	Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)	6174789	Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Camptostoma	2483506	Camptostoma obsoletum	2483511	
9701018	Platyrinchus mystaceus Vieillot, 1818	9701018	Platyrinchus mystaceus Vieillot, 1818	315	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Platyrinchus	2483053	Platyrinchus mystaceus	9701018	LC
2488493	Piranga leucoptera Trudeau, 1840	2488493	Piranga leucoptera Trudeau, 1840	1696	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga leucoptera	2488493	LC
7192214	Chlorothraupis stolzmanni stolzmanni	7192214	Chlorothraupis stolzmanni stolzmanni	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Chlorothraupis	2488764	Chlorothraupis stolzmanni	2488770	
7341766	Spinus xanthogastrus xanthogastrus	7341766	Spinus xanthogastrus xanthogastrus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus xanthogastrus	7341765	
7342077	Diglossa cyanea (Lafresnaye, 1840)	7342077	Diglossa cyanea (Lafresnaye, 1840)	326	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Diglossa	2488798	Diglossa cyanea	7342077	LC
11072745	Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)	11072745	Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sphenopsis	4851602	Sphenopsis ochracea	11072745	LC
2475466	Megaceryle torquata (Linnaeus, 1766)	2475466	Megaceryle torquata (Linnaeus, 1766)	1458	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Megaceryle	2475462	Megaceryle torquata	2475466	LC
2483629	Attila spadiceus (Gmelin, 1789)	2483629	Attila spadiceus (Gmelin, 1789)	48	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Attila	2483622	Attila spadiceus	2483629	LC
6171472	Philydor rufum riveti Menegaux & Hellmayr, 1906	6171472	Philydor rufum riveti Menegaux & Hellmayr, 1906	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Philydor	2485696	Philydor rufum	2485712	
2475207	Micromonacha lanceolata (Deville, 1849)	2475207	Micromonacha lanceolata (Deville, 1849)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Bucconidae	5703	Micromonacha	2475206	Micromonacha lanceolata	2475207	LC
2479824	Pyrrhura melanura (Spix, 1824)	2479824	Pyrrhura melanura (Spix, 1824)	1178	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Pyrrhura	2479799	Pyrrhura melanura	2479824	LC
2481033	Falco rufigularis Daudin, 1800	2481033	Falco rufigularis Daudin, 1800	539	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco rufigularis	2481033	LC
2488795	Pipraeidea melanonota (Vieillot, 1819)	2488795	Pipraeidea melanonota (Vieillot, 1819)	2766	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Pipraeidea	2488794	Pipraeidea melanonota	2488795	LC
2491404	Atlapetes latinuchus (Du Bus de Gisignies, 1855)	2491404	Atlapetes latinuchus (Du Bus de Gisignies, 1855)	57	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Atlapetes	2491388	Atlapetes latinuchus	2491404	LC
7792707	Schiffornis veraepacis (P.L.Sclater & Salvin, 1860)	6172522	Schiffornis turdina veraepacis (P.L.Sclater & Salvin, 1860)	33	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Schiffornis	2486445	Schiffornis turdina	2486447	LC
2476786	Boissonneaua jardini (Bourcier, 1851)	2476786	Boissonneaua jardini (Bourcier, 1851)	1251	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Boissonneaua	2476785	Boissonneaua jardini	2476786	LC
2480953	Nyctanassa violacea (Linnaeus, 1758)	2480953	Nyctanassa violacea (Linnaeus, 1758)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nyctanassa	2480952	Nyctanassa violacea	2480953	LC
2483531	Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)	2483531	Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)	4317	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiarchus	2483527	Myiarchus tuberculifer	2483531	LC
2488106	Tangara nigroviridis (Lafresnaye, 1843)	2488106	Tangara nigroviridis (Lafresnaye, 1843)	2573	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara nigroviridis	2488106	LC
2498003	Sarkidiornis sylvicola H.Ihering & R.Ihering, 1907	2498003	Sarkidiornis sylvicola H.Ihering & R.Ihering, 1907	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Sarkidiornis	2498000	Sarkidiornis sylvicola	2498003	LC
5959212	Thamnophilus unicolor (P.L.Sclater, 1859)	5959212	Thamnophilus unicolor (P.L.Sclater, 1859)	346	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Thamnophilus	5959199	Thamnophilus unicolor	5959212	LC
7191201	Accipiter bicolor bicolor	7191201	Accipiter bicolor bicolor	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter bicolor	2480599	
2480710	Gampsonyx swainsonii Vigors, 1825	2480710	Gampsonyx swainsonii Vigors, 1825	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Gampsonyx	2480709	Gampsonyx swainsonii	2480710	LC
2497078	Uropsalis segmentata (Cassin, 1849)	2497078	Uropsalis segmentata (Cassin, 1849)	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Uropsalis	2497073	Uropsalis segmentata	2497078	LC
2475200	Nystalus radiatus (P.L.Sclater, 1854)	2475200	Nystalus radiatus (P.L.Sclater, 1854)	514	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Bucconidae	5703	Nystalus	2475191	Nystalus radiatus	2475200	LC
5229801	Myiophobus fasciatus (Statius Muller, 1776)	5229801	Myiophobus fasciatus (Statius Muller, 1776)	53	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiophobus	5229779	Myiophobus fasciatus	5229801	LC
6093199	Setophaga fusca (Statius Müller, 1776)	6093199	Setophaga fusca (Statius Müller, 1776)	3204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga fusca	6093199	LC
8965072	Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)	8965072	Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)	161	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporathraupis	4845721	Sporathraupis cyanocephala	8965072	LC
2487989	Euphonia saturata (Cabanis, 1861)	2487989	Euphonia saturata (Cabanis, 1861)	824	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia saturata	2487989	LC
7465752	Sporophila funerea (P.L.Sclater, 1860)	7465752	Sporophila funerea (P.L.Sclater, 1860)	167	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila funerea	7465752	LC
2479030	Capito squamatus Salvin, 1876	2479030	Capito squamatus Salvin, 1876	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Capitonidae	3242201	Capito	2479028	Capito squamatus	2479030	LC
2491398	Atlapetes tricolor (Taczanowski, 1875)	2491398	Atlapetes tricolor (Taczanowski, 1875)	2778	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Atlapetes	2491388	Atlapetes tricolor	2491398	LC
2483293	Myiobius villosus P.L.Sclater, 1860	2483293	Myiobius villosus P.L.Sclater, 1860	378	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiobius	2483292	Myiobius villosus	2483293	LC
5229817	Cacicus uropygialis Lafresnaye, 1843	5229817	Cacicus uropygialis Lafresnaye, 1843	846	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Cacicus	2484110	Cacicus uropygialis	5229817	LC
2483666	Myiotriccus ornatus (Lafresnaye, 1853)	2483666	Myiotriccus ornatus (Lafresnaye, 1853)	5931	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiotriccus	2483665	Myiotriccus ornatus	2483666	LC
5230541	Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)	5230541	Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Anisognathus	2488031	Anisognathus igniventris	5230541	LC
6090470	Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)	6090470	Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	
2489830	Myioborus melanocephalus (Tschudi, 1844)	2489830	Myioborus melanocephalus (Tschudi, 1844)	85	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Myioborus	2489828	Myioborus melanocephalus	2489830	LC
6176849	Andigena nigrirostris spilorhynchus Gould, 1858	6176849	Andigena nigrirostris spilorhynchus Gould, 1858	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Andigena	2478852	Andigena nigrirostris	2478854	
9100399	Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)	9100399	Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila nigricollis	2491335	
2480873	Egretta thula (Molina, 1782)	2480873	Egretta thula (Molina, 1782)	1811	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta thula	2480873	LC
2486371	Pipreola riefferii (Boissonneau, 1840)	2486371	Pipreola riefferii (Boissonneau, 1840)	48	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pipreola	2486358	Pipreola riefferii	2486371	LC
2495295	Patagioenas cayennensis (Bonnaterre, 1792)	2495295	Patagioenas cayennensis (Bonnaterre, 1792)	1441	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas cayennensis	2495295	LC
2496209	Crotophaga ani Linnaeus, 1758	2496209	Crotophaga ani Linnaeus, 1758	1425	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Crotophaga	2496208	Crotophaga ani	2496209	LC
2496811	Nyctibius griseus (J.F.Gmelin, 1789)	2496811	Nyctibius griseus (J.F.Gmelin, 1789)	2633	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Nyctibiiformes	10833565	Nyctibiidae	9324	Nyctibius	2496795	Nyctibius griseus	2496811	LC
6086538	Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)	6086538	Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Stelgidopteryx	2489200	Stelgidopteryx ruficollis	2489203	
11325032	Polioptila bilineata bilineata	6087264	Polioptila plumbea bilineata (Bonaparte, 1850)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Polioptilidae	5789066	Polioptila	2487581	Polioptila plumbea	2487583	
2475321	Electron platyrhynchum (Leadbeater, 1829)	2475321	Electron platyrhynchum (Leadbeater, 1829)	1426	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Electron	2475319	Electron platyrhynchum	2475321	LC
5230363	Pachyramphus polychopterus (Vieillot, 1818)	5230363	Pachyramphus polychopterus (Vieillot, 1818)	583	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pachyramphus	2486256	Pachyramphus polychopterus	5230363	LC
6174442	Myiarchus tuberculifer nigriceps P.L.Sclater, 1860	6174442	Myiarchus tuberculifer nigriceps P.L.Sclater, 1860	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiarchus	2483527	Myiarchus tuberculifer	2483531	
6171777	Masius chrysopterus coronulatus P.L.Sclater, 1860	6171777	Masius chrysopterus coronulatus P.L.Sclater, 1860	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pipridae	5270	Masius	2487739	Masius chrysopterus	2487740	
2480556	Buteo nitidus (Latham, 1790)	2480556	Buteo nitidus (Latham, 1790)	49	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo nitidus	2480556	LC
2488677	Iridophanes pulcherrimus (P.L.Sclater, 1853)	2488677	Iridophanes pulcherrimus (P.L.Sclater, 1853)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Iridophanes	2488676	Iridophanes pulcherrimus	2488677	LC
5230556	Anisognathus somptuosus cyanopterus (Cabanis, 1866)	5230556	Anisognathus somptuosus cyanopterus (Cabanis, 1866)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Anisognathus	2488031	Anisognathus somptuosus	5230547	
7060955	Tyrannus melancholicus melancholicus	7060955	Tyrannus melancholicus melancholicus	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus melancholicus	5229662	
9963091	Tangara episcopus (Linnaeus, 1766)	2488602	Thraupis episcopus (Linnaeus, 1766)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Thraupis	2488600	Thraupis episcopus	2488602	LC
2475147	Malacoptila panamensis Lafresnaye, 1847	2475147	Malacoptila panamensis Lafresnaye, 1847	76	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Bucconidae	5703	Malacoptila	2475141	Malacoptila panamensis	2475147	LC
6174730	Capsiempis flaveola magnirostris Hartert, 1898	6174730	Capsiempis flaveola magnirostris Hartert, 1898	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Capsiempis	2483844	Capsiempis flaveola	2483845	
2480720	Ictinia plumbea (Gmelin, 1788)	2480720	Ictinia plumbea (Gmelin, 1788)	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Ictinia	2480718	Ictinia plumbea	2480720	LC
2490033	Dysithamnus mentalis (Temminck, 1823)	2490033	Dysithamnus mentalis (Temminck, 1823)	49	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Dysithamnus	2490027	Dysithamnus mentalis	2490033	LC
2489207	Pygochelidon cyanoleuca (Vieillot, 1817)	2489208	Notiochelidon cyanoleuca (Vieillot, 1817)	7865	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Notiochelidon	2489174	Notiochelidon cyanoleuca	2489208	LC
2481745	Calidris minutilla (Vieillot, 1819)	2481745	Calidris minutilla (Vieillot, 1819)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris minutilla	2481745	LC
2488439	Ramphocelus flammigerus (Jardine & Selby, 1833)	2488439	Ramphocelus flammigerus (Jardine & Selby, 1833)	13121	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Ramphocelus	2488419	Ramphocelus flammigerus	2488439	LC
6093856	Parkesia noveboracensis (J.F.Gmelin, 1789)	6093856	Parkesia noveboracensis (J.F.Gmelin, 1789)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Parkesia	6093857	Parkesia noveboracensis	6093856	LC
2476199	Schistes geoffroyi (Bourcier, 1843)	2476199	Schistes geoffroyi (Bourcier, 1843)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Schistes	2476198	Schistes geoffroyi	2476199	LC
5228725	Picumnus olivaceus Lafresnaye, 1845	5228725	Picumnus olivaceus Lafresnaye, 1845	892	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Picumnus	2477643	Picumnus olivaceus	5228725	LC
7192241	Diglossa albilatera albilatera	7192241	Diglossa albilatera albilatera	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Diglossa	2488798	Diglossa albilatera	5230649	
2487740	Masius chrysopterus (Lafresnaye, 1843)	2487740	Masius chrysopterus (Lafresnaye, 1843)	568	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pipridae	5270	Masius	2487739	Masius chrysopterus	2487740	LC
6089681	Synallaxis brachyura chapmani	6089681	Synallaxis brachyura chapmani	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Synallaxis	2484925	Synallaxis brachyura	2485023	
9764995	Tangara palmarum (Wied-Neuwied, 1821)	9436876	Thraupis palmarum (Wied-Neuwied, 1821)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Thraupis	2488600	Thraupis palmarum	9436876	LC
6171492	Glyphorynchus spirurus sublestus J.L.Peters, 1929	6171492	Glyphorynchus spirurus sublestus J.L.Peters, 1929	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Glyphorynchus	2485340	Glyphorynchus spirurus	2485341	
9813242	Falco columbarius Linnaeus, 1758	9813242	Falco columbarius Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco columbarius	9813242	LC
2485461	Xiphocolaptes promeropirhynchus (Lesson, 1840)	2485461	Xiphocolaptes promeropirhynchus (Lesson, 1840)	1424	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphocolaptes	2485457	Xiphocolaptes promeropirhynchus	2485461	LC
2491290	Haplospiza rustica (Tschudi, 1844)	2491290	Haplospiza rustica (Tschudi, 1844)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Haplospiza	2491288	Haplospiza rustica	2491290	LC
7645611	Pseudastur occidentalis (Salvin, 1876)	2480405	Leucopternis occidentalis Salvin, 1876	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Leucopternis	2480394	Leucopternis occidentalis	2480405	EN
11049909	Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)	11049909	Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)	1310	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Asemospiza	7666090	Asemospiza obscura	11049909	LC
2483402	Lophotriccus pileatus (Tschudi, 1844)	2483402	Lophotriccus pileatus (Tschudi, 1844)	5134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Lophotriccus	2483395	Lophotriccus pileatus	2483402	LC
5788533	Chaetocercus mulsant (Bourcier, 1843)	5788533	Chaetocercus mulsant (Bourcier, 1843)	199	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Chaetocercus	2476913	Chaetocercus mulsant	5788533	LC
7191844	Dendrocincla tyrannina tyrannina	7191844	Dendrocincla tyrannina tyrannina	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocincla	2485949	Dendrocincla tyrannina	2485976	
