taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2476860	Metallura tyrianthina (Loddiges, 1832)	2476860	Metallura tyrianthina (Loddiges, 1832)	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Metallura	2476858	Metallura tyrianthina	2476860	LC
6170402	Piaya cayana nigricrissa (Cabanis, 1862)	6170402	Piaya cayana nigricrissa (Cabanis, 1862)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Piaya	2496427	Piaya cayana	2496432	
2488179	Tangara arthus R.Lesson, 1832	2488179	Tangara arthus R.Lesson, 1832	9567	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara arthus	2488179	LC
2489133	Progne chalybea (Gmelin, 1789)	2489133	Progne chalybea (Gmelin, 1789)	237	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Progne	2489127	Progne chalybea	2489133	LC
8009306	Clibanornis rubiginosus (P.L.Sclater, 1857)	5230262	Automolus rubiginosus (P.L.Sclater, 1857)	307	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Automolus	2485730	Automolus rubiginosus	5230262	LC
10930571	Dendroma rufa (Vieillot, 1818)	2485712	Philydor rufum (Vieillot, 1818)	4596	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Philydor	2485696	Philydor rufum	2485712	NE
6172682	Pheucticus chrysogaster chrysogaster	6172682	Pheucticus chrysogaster chrysogaster	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Pheucticus	2490486	Pheucticus chrysogaster	2490491	
2481071	Herpetotheres cachinnans (Linnaeus, 1758)	2481071	Herpetotheres cachinnans (Linnaeus, 1758)	1009	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Herpetotheres	2481070	Herpetotheres cachinnans	2481071	LC
2481930	Cathartes aura (Linnaeus, 1758)	2481930	Cathartes aura (Linnaeus, 1758)	6494	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Cathartidae	3242141	Cathartes	2481927	Cathartes aura	2481930	LC
2482947	Myiopagis viridicata (Vieillot, 1817)	2482947	Myiopagis viridicata (Vieillot, 1817)	75	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiopagis	2482944	Myiopagis viridicata	2482947	LC
2488315	Chlorophonia cyanea (Thunberg, 1822)	2488315	Chlorophonia cyanea (Thunberg, 1822)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Chlorophonia	2488311	Chlorophonia cyanea	2488315	LC
2491356	Sporophila corvina (P.L.Sclater, 1860)	2491356	Sporophila corvina (P.L.Sclater, 1860)	5054	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila corvina	2491356	LC
6093898	Taraba major transandeanus (P.L.Sclater, 1855)	6093898	Taraba major transandeanus (P.L.Sclater, 1855)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Taraba	2490223	Taraba major	2490224	
6101060	Tolmomyias flavotectus (Hartert & Ejo, 1902)	6174946	Tolmomyias assimilis flavotectus (Hartert, 1902)	31	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tolmomyias	2482872	Tolmomyias assimilis	2482899	LC
6172291	Tangara gyrola nupera Bangs, 1917	6172291	Tangara gyrola nupera Bangs, 1917	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara gyrola	2488114	
9095476	Leuconotopicus fumigatus obscuratus (Chapman, 1927)	9095476	Leuconotopicus fumigatus obscuratus (Chapman, 1927)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Leuconotopicus	4845041	Leuconotopicus fumigatus	9000455	
2476897	Urochroa bougueri (Bourcier, 1851)	2476897	Urochroa bougueri (Bourcier, 1851)	927	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Urochroa	2476896	Urochroa bougueri	2476897	LC
7192811	Doryfera ludovicae ludovicae	7192811	Doryfera ludovicae ludovicae	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Doryfera	2476967	Doryfera ludovicae	2476971	
2485362	Syndactyla subalaris (P.L.Sclater, 1859)	2485362	Syndactyla subalaris (P.L.Sclater, 1859)	3324	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Syndactyla	2485356	Syndactyla subalaris	2485362	LC
2496990	Nyctidromus albicollis (J.F.Gmelin, 1789)	2496990	Nyctidromus albicollis (J.F.Gmelin, 1789)	455	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Nyctidromus	2496989	Nyctidromus albicollis	2496990	LC
7341947	Arremon brunneinucha (Lafresnaye, 1839)	7341947	Arremon brunneinucha (Lafresnaye, 1839)	608	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Arremon	2491613	Arremon brunneinucha	7341947	LC
9053125	Colibri cyanotus (Bourcier, 1843)	9053125	Colibri cyanotus (Bourcier, 1843)	467	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Colibri	5228473	Colibri cyanotus	9053125	NE
2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	82	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Thripadectes	2485254	Thripadectes ignobilis	2485256	LC
7340421	Orochelidon murina (Cassin, 1853)	2489177	Notiochelidon murina (Cassin, 1853)	41	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Notiochelidon	2489174	Notiochelidon murina	2489177	LC
2478863	Semnornis ramphastinus (Jardine, 1855)	2478863	Semnornis ramphastinus (Jardine, 1855)	981	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Semnornithidae	6101214	Semnornis	2478862	Semnornis ramphastinus	2478863	NT
6085663	Coccycua minuta gracilis Heine, 1863	6170398	Piaya minuta gracilis (Heine, 1863)	6	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Piaya	2496427	Piaya minuta	2496428	
6172588	Tityra semifasciata nigriceps Allen, 1888	6172588	Tityra semifasciata nigriceps Allen, 1888	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Tityra	2486465	Tityra semifasciata	2486467	
2490552	Formicarius rufipectus Salvin, 1866	2490552	Formicarius rufipectus Salvin, 1866	2608	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Formicariidae	9311	Formicarius	2490547	Formicarius rufipectus	2490552	LC
5228511	Philodice mitchellii (Bourcier, 1847)	2476368	Calliphlox mitchellii (Bourcier, 1847)	3077	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Calliphlox	2476367	Calliphlox mitchellii	2476368	NE
5229529	Mionectes olivaceus hederaceus Bangs, 1910	5229529	Mionectes olivaceus hederaceus Bangs, 1910	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Mionectes	2482811	Mionectes olivaceus	9504121	
6179132	Geotrygon frenata bourcieri Bonaparte, 1855	7465014	Zentrygon frenata bourcieri (Bonaparte, 1855)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Zentrygon	7366089	Zentrygon frenata	8243080	
7191484	Baryphthengus martii martii	7191484	Baryphthengus martii martii	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Baryphthengus	2475268	Baryphthengus martii	2475270	
9784421	Catharus maculatus (P.L.Sclater, 1858)	6086112	Catharus dryas maculatus (P.L.Sclater, 1858)	105	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Catharus	2490799	Catharus dryas	2490808	LC
2482867	Myiornis atricapillus (Lawrence, 1875)	2482867	Myiornis atricapillus (Lawrence, 1875)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiornis	2482865	Myiornis atricapillus	2482867	LC
2487433	Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996	2487433	Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo masteri	2487433	NT
2476351	Ocreatus underwoodii (R.Lesson, 1832)	2476351	Ocreatus underwoodii (R.Lesson, 1832)	4490	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Ocreatus	2476350	Ocreatus underwoodii	2476351	LC
2483836	Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)	2483836	Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)	263	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Mecocerculus	2483821	Mecocerculus poecilocercus	2483836	LC
2496719	Pharomachrus antisianus (d'Orbigny, 1837)	2496719	Pharomachrus antisianus (d'Orbigny, 1837)	116	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Pharomachrus	2496714	Pharomachrus antisianus	2496719	LC
2497921	Tyto alba (Scopoli, 1769)	2497921	Tyto alba (Scopoli, 1769)	61	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto alba	2497921	LC
6172311	Tangara arthus goodsoni E.Hartert, 1913	6172311	Tangara arthus goodsoni E.Hartert, 1913	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara arthus	2488179	
2486053	Lepidocolaptes affinis (Lafresnaye, 1839)	2486053	Lepidocolaptes affinis (Lafresnaye, 1839)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Lepidocolaptes	2486010	Lepidocolaptes affinis	2486053	LC
2496297	Coccyzus melacoryphus Vieillot, 1817	2496297	Coccyzus melacoryphus Vieillot, 1817	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Coccyzus	2496285	Coccyzus melacoryphus	2496297	LC
6172182	Ramphocelus flammigerus icteronotus Bonaparte, 1838	5845475	Ramphocelus icteronotus Bonaparte, 1838	170	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Ramphocelus	2488419	Ramphocelus icteronotus	5845475	
6178975	Amazilia franciae viridiceps (Gould, 1860)	10969016	Uranomitra franciae viridiceps (Gould, 1860)	14	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Uranomitra	4849137	Uranomitra franciae	10912964	
2476710	Heliangelus strophianus (Gould, 1846)	2476710	Heliangelus strophianus (Gould, 1846)	203	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Heliangelus	2476694	Heliangelus strophianus	2476710	LC
2488154	Tangara rufigula (Bonaparte, 1851)	9315630	Ixothraupis rufigula (Bonaparte, 1851)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Ixothraupis	4851933	Ixothraupis rufigula	9315630	LC
2488175	Tangara vassorii (Boissonneau, 1840)	2488175	Tangara vassorii (Boissonneau, 1840)	222	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara vassorii	2488175	LC
8850720	Tangara aurulenta (Lafresnaye, 1843)	6172315	Tangara arthus aurulenta (Lafresnaye, 1843)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara arthus	2488179	LC
2482225	Penelope purpurascens Wagler, 1830	2482225	Penelope purpurascens Wagler, 1830	3098	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Cracidae	5237	Penelope	2482191	Penelope purpurascens	2482225	NT
5959118	Bubo virginianus (J.F.Gmelin, 1788)	5959118	Bubo virginianus (J.F.Gmelin, 1788)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Bubo	5959091	Bubo virginianus	5959118	LC
9398243	Sphenopsis melanotis (P.L.Sclater, 1855)	9398243	Sphenopsis melanotis (P.L.Sclater, 1855)	48	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sphenopsis	4851602	Sphenopsis melanotis	9398243	LC
2478838	Pteroglossus torquatus (J.F.Gmelin, 1788)	2478838	Pteroglossus torquatus (J.F.Gmelin, 1788)	5337	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Pteroglossus	2478813	Pteroglossus torquatus	2478838	LC
2484038	Phyllomyias nigrocapillus (Lafresnaye, 1845)	2484038	Phyllomyias nigrocapillus (Lafresnaye, 1845)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Phyllomyias	2484032	Phyllomyias nigrocapillus	2484038	LC
9436876	Thraupis palmarum (Wied-Neuwied, 1821)	9436876	Thraupis palmarum (Wied-Neuwied, 1821)	8074	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Thraupis	2488600	Thraupis palmarum	9436876	LC
10802560	Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)	10802560	Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)	2535	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Loriotus	4852603	Loriotus luctuosus	10802560	NE
2490240	Microrhopias quixensis (Cornalia, 1849)	2490240	Microrhopias quixensis (Cornalia, 1849)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Microrhopias	2490239	Microrhopias quixensis	2490240	LC
2496121	Geotrygon montana (Linnaeus, 1758)	2496121	Geotrygon montana (Linnaeus, 1758)	36	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Geotrygon	2496103	Geotrygon montana	2496121	LC
2489815	Basileuterus tristriatus (Tschudi, 1844)	2489815	Basileuterus tristriatus (Tschudi, 1844)	4753	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Basileuterus	2489731	Basileuterus tristriatus	2489815	LC
6093241	Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)	6093241	Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga pitiayumi	7341895	
2489985	Setophaga ruticilla (Linnaeus, 1758)	2489985	Setophaga ruticilla (Linnaeus, 1758)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga ruticilla	2489985	LC
3242735	Astur Lacepède, 1799	3242735	Astur Lacepède, 1799	5	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Astur	3242735			
5229677	Tyrannus niveigularis P.L.Sclater, 1860	5229677	Tyrannus niveigularis P.L.Sclater, 1860	87	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus niveigularis	5229677	LC
2483612	Sayornis nigricans (Swainson, 1827)	2483612	Sayornis nigricans (Swainson, 1827)	6421	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis nigricans	2483612	LC
5230596	Chlorochrysa phoenicotis (Bonaparte, 1851)	5230596	Chlorochrysa phoenicotis (Bonaparte, 1851)	435	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Chlorochrysa	2488272	Chlorochrysa phoenicotis	5230596	LC
2488739	Chlorospingus canigularis (Lafresnaye, 1848)	2488739	Chlorospingus canigularis (Lafresnaye, 1848)	391	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Chlorospingus	2488700	Chlorospingus canigularis	2488739	LC
6542054	Atlapetes tricolor crassus	6542054	Atlapetes tricolor crassus	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Atlapetes	2491388	Atlapetes tricolor	2491398	
2478813	Pteroglossus Illiger, 1811	2478813	Pteroglossus Illiger, 1811	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Pteroglossus	2478813			NE
2483310	Myiobius sulphureipygius (P.L.Sclater, 1857)	6174533	Myiobius barbatus sulphureipygius (P.L.Sclater, 1857)	41	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiobius	2483292	Myiobius barbatus	2483306	LC
7191325	Uropsalis lyra lyra	7191325	Uropsalis lyra lyra	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Uropsalis	2497073	Uropsalis lyra	2497074	
2476971	Doryfera ludovicae (Bourcier & Mulsant, 1847)	2476971	Doryfera ludovicae (Bourcier & Mulsant, 1847)	1034	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Doryfera	2476967	Doryfera ludovicae	2476971	LC
2490491	Pheucticus chrysogaster (Lesson, 1832)	2490491	Pheucticus chrysogaster (Lesson, 1832)	190	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Pheucticus	2490486	Pheucticus chrysogaster	2490491	LC
5229197	Leptodon cayanensis (Latham, 1790)	5229197	Leptodon cayanensis (Latham, 1790)	483	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Leptodon	2480711	Leptodon cayanensis	5229197	LC
5788513	Spizaetus melanoleucus (Vieillot, 1816)	5788513	Spizaetus melanoleucus (Vieillot, 1816)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Spizaetus	2480669	Spizaetus melanoleucus	5788513	LC
6171282	Lepidocolaptes souleyetii esmeraldae Chapman, 1923	6171282	Lepidocolaptes souleyetii esmeraldae Chapman, 1923	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Lepidocolaptes	2486010	Lepidocolaptes souleyetii	2486044	
7341895	Setophaga pitiayumi (Vieillot, 1817)	7341895	Setophaga pitiayumi (Vieillot, 1817)	7808	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga pitiayumi	7341895	LC
5229651	Elaenia albiceps (Orbigny & Lafresnaye, 1837)	5229651	Elaenia albiceps (Orbigny & Lafresnaye, 1837)	128	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Elaenia	2483089	Elaenia albiceps	5229651	LC
5789148	Geothlypis philadelphia (A.Wilson, 1810)	5789148	Geothlypis philadelphia (A.Wilson, 1810)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis philadelphia	5789148	LC
6174562	Myiophobus phoenicomitra litae (Hartert, 1900)	6174562	Myiophobus phoenicomitra litae (Hartert, 1900)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiophobus	5229779	Myiophobus phoenicomitra	5229797	
7342105	Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)	7342105	Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Cyanolyca	2482541	Cyanolyca viridicyanus	7342105	NT
7683967	Synallaxis brachyura nigrifumosa Lawrence, 1865	7683967	Synallaxis brachyura nigrifumosa Lawrence, 1865	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Synallaxis	2484925	Synallaxis brachyura	2485023	
10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	7357	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Stilpnia	8198888	Stilpnia cyanicollis	10992187	NE
2489837	Myioborus miniatus (Swainson, 1827)	2489837	Myioborus miniatus (Swainson, 1827)	6736	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Myioborus	2489828	Myioborus miniatus	2489837	LC
2491335	Sporophila nigricollis (Vieillot, 1823)	2491335	Sporophila nigricollis (Vieillot, 1823)	4537	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila nigricollis	2491335	LC
2476139	Myrtis fanny (R.Lesson, 1838)	2476139	Myrtis fanny (R.Lesson, 1838)	110	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Myrtis	2476138	Myrtis fanny	2476139	LC
2488125	Tangara cyanicollis (d'Orbigny & Lafresnaye, 1837)	10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Stilpnia	8198888	Stilpnia cyanicollis	10992187	LC
9315630	Ixothraupis rufigula (Bonaparte, 1851)	9315630	Ixothraupis rufigula (Bonaparte, 1851)	1977	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Ixothraupis	4851933	Ixothraupis rufigula	9315630	NE
2488266	Heterospingus xanthopygius (P.L.Sclater, 1855)	2488266	Heterospingus xanthopygius (P.L.Sclater, 1855)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Heterospingus	2488265	Heterospingus xanthopygius	2488266	LC
2493626	Lonchura malacca (Linnaeus, 1766)	2493626	Lonchura malacca (Linnaeus, 1766)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura malacca	2493626	LC
7192569	Campephilus pollens pollens	7192569	Campephilus pollens pollens	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Campephilus	2478560	Campephilus pollens	2478569	
2490514	Grallaricula flavirostris (P.L.Sclater, 1858)	2490514	Grallaricula flavirostris (P.L.Sclater, 1858)	154	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaricula	2490507	Grallaricula flavirostris	2490514	NT
2497150	Steatornis caripensis von Humboldt, 1817	2497150	Steatornis caripensis von Humboldt, 1817	67	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Steatornithiformes	10726067	Steatornithidae	9346	Steatornis	2497149	Steatornis caripensis	2497150	LC
6171703	Machaeropterus regulus striolatus (Bonaparte, 1838)	6171703	Machaeropterus regulus striolatus (Bonaparte, 1838)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pipridae	5270	Machaeropterus	2487746	Machaeropterus regulus	2487747	
2483489	Myiodynastes hemichrysus (Cabanis, 1861)	2483489	Myiodynastes hemichrysus (Cabanis, 1861)	2837	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiodynastes	2483488	Myiodynastes hemichrysus	2483489	LC
2497328	Megascops ingens (Salvin, 1897)	2497328	Megascops ingens (Salvin, 1897)	157	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Megascops	2497318	Megascops ingens	2497328	LC
5230635	Chlorornis riefferii (Boissonneau, 1840)	5230635	Chlorornis riefferii (Boissonneau, 1840)	62	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Chlorornis	5230634	Chlorornis riefferii	5230635	LC
5845475	Ramphocelus icteronotus Bonaparte, 1838	5845475	Ramphocelus icteronotus Bonaparte, 1838	174	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Ramphocelus	2488419	Ramphocelus icteronotus	5845475	LC
6100778	Dives warczewiczi (Cabanis, 1861)	6100778	Dives warczewiczi (Cabanis, 1861)	3402	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Dives	2484433	Dives warczewiczi	6100778	LC
9148492	Colibri cyanotus cyanotus	9148492	Colibri cyanotus cyanotus	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Colibri	5228473	Colibri cyanotus	9053125	
2478357	Veniliornis callonotus (Waterhouse, 1841)	2478357	Veniliornis callonotus (Waterhouse, 1841)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Veniliornis	2478338	Veniliornis callonotus	2478357	LC
2488903	Cyanerpes caeruleus (Linnaeus, 1758)	2488903	Cyanerpes caeruleus (Linnaeus, 1758)	269	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Cyanerpes	2488889	Cyanerpes caeruleus	2488903	LC
