sort v2024,species_code,English name,scientific name,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName
,,,,6173063,6173063,"Basileuterus tristriatus daedalus Bangs, 1908",23,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Basileuterus,2489731.0,,,,Basileuterus tristriatus daedalus,"Bangs, 1908",Three-striped warbler
34096.0,spered1,Spectacled Redstart,Myioborus melanocephalus,2489830,2489830,"Myioborus melanocephalus (Tschudi, 1844)",85,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus melanocephalus,2489830.0,LC,Myioborus melanocephalus,"(Tschudi, 1844)",Spectacled whitestart
34069.0,sltred,Slate-throated Redstart,Myioborus miniatus,2489837,2489837,"Myioborus miniatus (Swainson, 1827)",6736,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,LC,Myioborus miniatus,"(Swainson, 1827)",Slate-throated whitestart
,,,,6173144,6173144,"Myioborus miniatus ballux Wetmore & Phelps, 1944",13,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,,Myioborus miniatus ballux,"Wetmore & Phelps, 1944",Slate-throated whitestart
33686.0,prowar,Prothonotary Warbler,Protonotaria citrea,2489871,2489871,"Protonotaria citrea (Boddaert, 1783)",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Protonotaria,2489870.0,Protonotaria citrea,2489871.0,LC,Protonotaria citrea,"(Boddaert, 1783)",Prothonotary warbler
33779.0,amered,American Redstart,Setophaga ruticilla,2489985,2489985,"Setophaga ruticilla (Linnaeus, 1758)",45,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga ruticilla,2489985.0,LC,Setophaga ruticilla,"(Linnaeus, 1758)",American redstart
33928.0,btnwar,Black-throated Green Warbler,Setophaga virens,6092631,6092631,"Setophaga virens (J.F.Gmelin, 1789)",9,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga virens,6092631.0,LC,Setophaga virens,"(J.F.Gmelin, 1789)",Black-throated green warbler
33853.0,bkpwar,Blackpoll Warbler,Setophaga striata,6092935,6092935,"Setophaga striata (J.R.Forster, 1772)",13,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga striata,6092935.0,NT,Setophaga striata,"(J.R.Forster, 1772)",Blackpoll warbler
33849.0,chswar,Chestnut-sided Warbler,Setophaga pensylvanica,6092942,6092942,"Setophaga pensylvanica (Linnaeus, 1766)",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pensylvanica,6092942.0,LC,Setophaga pensylvanica,"(Linnaeus, 1766)",Chestnut-sided warbler
33805.0,bkbwar,Blackburnian Warbler,Setophaga fusca,6093199,6093199,"Setophaga fusca (Statius Müller, 1776)",3204,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga fusca,6093199.0,LC,Setophaga fusca,"(Statius Müller, 1776)",Blackburnian warbler
33804.0,babwar,Bay-breasted Warbler,Setophaga castanea,6093202,6093202,"Setophaga castanea (A.Wilson, 1810)",9,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga castanea,6093202.0,LC,Setophaga castanea,"(A.Wilson, 1810)",Bay-breasted warbler
33782.0,cerwar,Cerulean Warbler,Setophaga cerulea,6093350,6093350,"Setophaga cerulea (A.Wilson, 1810)",111,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga cerulea,6093350.0,NT,Setophaga cerulea,"(A.Wilson, 1810)",Cerulean warbler
33807.0,yelwar,Yellow Warbler,Setophaga petechia,7341834,7341834,"Setophaga petechia (Linnaeus, 1766)",11,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga petechia,7341834.0,LC,Setophaga petechia,"(Linnaeus, 1766)",Yellow warbler
33787.0,tropar,Tropical Parula,Setophaga pitiayumi,7341895,7341895,"Setophaga pitiayumi (Vieillot, 1817)",7808,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,LC,Setophaga pitiayumi,"(Vieillot, 1817)",Tropical parula
,,,,6093241,6093241,"Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,,Setophaga pitiayumi pacifica,"(von Berlepsch & Taczanowski, 1884)",Tropical parula
33679.0,gowwar,Golden-winged Warbler,Vermivora chrysoptera,5230811,5230811,"Vermivora chrysoptera (Linnaeus, 1766)",17,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Vermivora,5230809.0,Vermivora chrysoptera,5230811.0,NT,Vermivora chrysoptera,"(Linnaeus, 1766)",Golden-winged warbler
33676.0,norwat,Northern Waterthrush,Parkesia noveboracensis,6093856,6093856,"Parkesia noveboracensis (J.F.Gmelin, 1789)",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Parkesia,6093857.0,Parkesia noveboracensis,6093856.0,LC,Parkesia noveboracensis,"(J.F.Gmelin, 1789)",Northern waterthrush
34018.0,burwar1,Buff-rumped Warbler,Myiothlypis fulvicauda,7341658,7341658,"Myiothlypis fulvicauda (von Spix, 1825)",1392,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis fulvicauda,7341658.0,LC,Myiothlypis fulvicauda,"(von Spix, 1825)",Buff-rumped warbler
34034.0,gobwar4,Choco Warbler,Myiothlypis chlorophrys,7529367,7529367,"Myiothlypis chlorophrys (von Berlepsch, 1907)",181,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis chlorophrys,7529367.0,LC,Myiothlypis chlorophrys,"(von Berlepsch, 1907)",Choco warbler
34044.0,rucwar1,Russet-crowned Warbler,Myiothlypis coronata,7646544,7646544,"Myiothlypis coronata (Tschudi, 1844)",133,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis coronata,7646544.0,LC,Myiothlypis coronata,"(Tschudi, 1844)",Russet-crowned warbler
34017.0,blcwar2,Black-crested Warbler,Myiothlypis nigrocristata,7811145,7811145,"Myiothlypis nigrocristata (Lafresnaye, 1840)",49,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis nigrocristata,7811145.0,LC,Myiothlypis nigrocristata,"(Lafresnaye, 1840)",Black-crested warbler
33695.0,tenwar,Tennessee Warbler,Leiothlypis peregrina,7415507,7415507,"Leiothlypis peregrina (A.Wilson, 1811)",21,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Parulidae,5263.0,Leiothlypis,7467942.0,Leiothlypis peregrina,7415507.0,LC,Leiothlypis peregrina,"(A.Wilson, 1811)",Tennessee warbler
31261.0,houspa,House Sparrow,Passer domesticus,5231190,5231190,"Passer domesticus (Linnaeus, 1758)",40,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Passeridae,5264.0,Passer,2492321.0,Passer domesticus,5231190.0,LC,Passer domesticus,"(Linnaeus, 1758)",House sparrow
15608.0,whbman1,White-bearded Manakin,Manacus manacus,2487672,2487672,"Manacus manacus (Linnaeus, 1766)",85,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Pipridae,5270.0,Manacus,2487665.0,Manacus manacus,2487672.0,LC,Manacus manacus,"(Linnaeus, 1766)",White-bearded manakin
15548.0,gowman1,Golden-winged Manakin,Masius chrysopterus,2487740,2487740,"Masius chrysopterus (Lafresnaye, 1843)",568,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,LC,Masius chrysopterus,"(Lafresnaye, 1843)",Golden-winged manakin
,,,,6171777,6171777,"Masius chrysopterus coronulatus P.L.Sclater, 1860",2,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,,Masius chrysopterus coronulatus,"P.L.Sclater, 1860",Golden-winged manakin
,,,,6171703,6171703,"Machaeropterus regulus striolatus (Bonaparte, 1838)",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus regulus,2487747.0,,Machaeropterus regulus striolatus,"(Bonaparte, 1838)",Kinglet manakin
15640.0,clwman1,Club-winged Manakin,Machaeropterus deliciosus,2487754,2487754,"Machaeropterus deliciosus (P.L.Sclater, 1860)",1710,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus deliciosus,2487754.0,LC,Machaeropterus deliciosus,"(P.L.Sclater, 1860)",Club-winged manakin
14250.0,asctap1,Ash-colored Tapaculo,Myornis senilis,2490963,2490963,"Myornis senilis (Lafresnaye, 1840)",8,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Rhinocryptidae,5281.0,Myornis,2490962.0,Myornis senilis,2490963.0,LC,Myornis senilis,"(Lafresnaye, 1840)",Ash-colored tapaculo
14239.0,ocetap1,Ocellated Tapaculo,Acropternis orthonyx,2490975,2490975,"Acropternis orthonyx (Lafresnaye, 1843)",35,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Rhinocryptidae,5281.0,Acropternis,2490974.0,Acropternis orthonyx,2490975.0,LC,Acropternis orthonyx,"(Lafresnaye, 1843)",Ocellated tapaculo
14320.0,spitap2,Spillmann's Tapaculo,Scytalopus spillmanni,2490984,2490984,"Scytalopus spillmanni Stresemann, 1937",56,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus spillmanni,2490984.0,LC,Scytalopus spillmanni,"Stresemann, 1937",Spillmann's tapaculo
14299.0,nartap2,Nariño Tapaculo,Scytalopus vicinior,2490999,2490999,"Scytalopus vicinior Zimmer, 1939",327,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus vicinior,2490999.0,LC,Scytalopus vicinior,"Zimmer, 1939",Nariño tapaculo
14292.0,blatap1,Blackish Tapaculo,Scytalopus latrans,7340755,7340755,"Scytalopus latrans Hellmayr, 1924",5,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus latrans,7340755.0,LC,Scytalopus latrans,"Hellmayr, 1924",Blackish tapaculo
13939.0,bicant2,Bicolored Antbird,Gymnopithys bicolor,2490005,5845946,"Gymnopithys leucaspis bicolor (Lawrence, 1863)",1,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Gymnopithys,2490002.0,Gymnopithys leucaspis,2490003.0,LC,Gymnopithys bicolor,"(Lawrence, 1863)",Bicolored antbird
13308.0,rurant1,Rufous-rumped Antwren,Euchrepomis callinota,8360089,2490016,"Terenura callinota (P.L.Sclater, 1855)",257,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,LC,Euchrepomis callinota,"(P.L.Sclater, 1855)",Rufous-rumped antwren
,,,,7852616,2490016,"Terenura callinota (P.L.Sclater, 1855)",3,SUBSPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,,Euchrepomis callinota callinota,,Rufous-rumped antwren
,,,,7341504,7341504,Terenura callinota callinota,1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,,Terenura callinota callinota,,Rufous-rumped antwren
13522.0,spcant1,Spot-crowned Antvireo,Dysithamnus puncticeps,2490029,2490029,"Dysithamnus puncticeps Salvin, 1866",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus puncticeps,2490029.0,LC,Dysithamnus puncticeps,"Salvin, 1866",Spot-crowned antvireo
13502.0,plaant1,Plain Antvireo,Dysithamnus mentalis,2490033,2490033,"Dysithamnus mentalis (Temminck, 1823)",49,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,LC,Dysithamnus mentalis,"(Temminck, 1823)",Plain antvireo
,,,,6092915,6092915,"Dysithamnus mentalis aequatorialis Todd, 1916",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,,Dysithamnus mentalis aequatorialis,"Todd, 1916",Plain antvireo
13489.0,rusant1,Russet Antshrike,Thamnistes anabatinus,9485798,9485798,"Thamnistes anabatinus P.L.Sclater & Salvin, 1860",91,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnistes,2490054.0,Thamnistes anabatinus,9485798.0,LC,Thamnistes anabatinus,"P.L.Sclater & Salvin, 1860",Russet antshrike
13742.0,sthant1,Streak-headed Antbird,Drymophila striaticeps,7493446,7493446,"Drymophila striaticeps Chapman, 1912",301,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Drymophila,2490056.0,Drymophila striaticeps,7493446.0,LC,Drymophila striaticeps,"Chapman, 1912",Streak-headed antbird
13774.0,dusant1,Dusky Antbird,Cercomacroides tyrannina,8354252,2490136,"Cercomacra tyrannina (P.L.Sclater, 1855)",39,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Cercomacra,2490128.0,Cercomacra tyrannina,2490136.0,LC,Cercomacroides tyrannina,"(P.L.Sclater, 1855)",Dusky antbird
,,,,2490153,2490153,"Myrmeciza immaculata (Lafresnaye, 1845)",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza immaculata,2490153.0,NE,Myrmeciza immaculata,"(Lafresnaye, 1845)",Blue-lored antbird
13883.0,chbant1,Chestnut-backed Antbird,Poliocrania exsul,9599432,2490163,"Myrmeciza exsul P.L.Sclater, 1859",1341,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,LC,Poliocrania exsul,"(P.L.Sclater, 1859)",Chestnut-backed antbird
,,,,9577438,6090729,"Myrmeciza exsul maculifer (Hellmayr, 1906)",2,SUBSPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,,Poliocrania exsul maculifer,"(Hellmayr, 1906)",Chestnut-backed antbird
,,,,9524245,7459131,"Myrmeciza zeledoni Ridgway, 1909",2,SUBSPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza zeledoni,7459131.0,,Hafferia zeledoni berlepschi,"(Ridgway, 1909)",Zeledon's antbird
13598.0,pacant,Pacific Antwren,Myrmotherula pacifica,2490172,2490172,"Myrmotherula pacifica Hellmayr, 1911",1227,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula pacifica,2490172.0,LC,Myrmotherula pacifica,"Hellmayr, 1911",Pacific antwren
13606.0,whfant2,White-flanked Antwren,Myrmotherula axillaris,2490191,2490191,"Myrmotherula axillaris (Vieillot, 1817)",9,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula axillaris,2490191.0,LC,Myrmotherula axillaris,"(Vieillot, 1817)",White-flanked antwren
13614.0,slaant1,Slaty Antwren,Myrmotherula schisticolor,2490202,2490202,"Myrmotherula schisticolor (Lawrence, 1865)",874,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,LC,Myrmotherula schisticolor,"(Lawrence, 1865)",Slaty antwren
,,,,7341689,7341689,Myrmotherula schisticolor schisticolor,5,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,,Myrmotherula schisticolor schisticolor,,Slaty antwren
13339.0,greant1,Great Antshrike,Taraba major,2490224,2490224,"Taraba major (Vieillot, 1816)",423,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,LC,Taraba major,"(Vieillot, 1816)",Great antshrike
,,,,6093898,6093898,"Taraba major transandeanus (P.L.Sclater, 1855)",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,,Taraba major transandeanus,"(P.L.Sclater, 1855)",Great antshrike
13685.0,dowant1,Dot-winged Antwren,Microrhopias quixensis,2490240,2490240,"Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC,Microrhopias quixensis,"(Cornalia, 1849)",Dot-winged antwren
13894.0,esmant1,Esmeraldas Antbird,Sipia nigricauda,5788647,5788647,"Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,Sipia nigricauda,"(Cassin, 1850)",Esmeraldas antbird
13411.0,wesant1,Black-crowned Antshrike,Thamnophilus atrinucha,5959200,5959200,"Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,Thamnophilus atrinucha,"Salvin & Godman, 1892",Black-crowned antshrike
13455.0,uniant2,Uniform Antshrike,Thamnophilus unicolor,5959212,5959212,"Thamnophilus unicolor (P.L.Sclater, 1859)",346,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,Thamnophilus unicolor,"(P.L.Sclater, 1859)",Uniform antshrike
,,,,7341890,7341890,Thamnophilus unicolor unicolor,6,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,,Thamnophilus unicolor unicolor,,Uniform antshrike
13560.0,chtant1,Checker-throated Stipplethroat,Epinecrophylla fulviventris,5788655,5788655,"Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,Epinecrophylla fulviventris,"(Lawrence, 1862)",Checker-throated stipplethroat
13918.0,zelant1,Zeledon's Antbird,Hafferia zeledoni,9379128,9379128,"Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Thamnophilidae,5286.0,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,Hafferia zeledoni,"(Pelzeln, 1868)",Zeledon's antbird
28096.0,blasol1,Black Solitaire,Entomodestes coracinus,2490712,2490712,"Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC,Entomodestes coracinus,"(Berlepsch, 1897)",Black solitaire
28393.0,grethr1,Great Thrush,Turdus fuscater,2490717,2490717,"Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus fuscater,2490717.0,LC,Turdus fuscater,"Orbigny & Lafresnaye, 1837",Great thrush
28281.0,pavthr1,Pale-vented Thrush,Turdus obsoletus,2490754,2490754,"Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC,Turdus obsoletus,"Lawrence, 1862",Pale-vented thrush
28291.0,ecuthr1,Ecuadorian Thrush,Turdus maculirostris,2490776,2490776,"Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC,Turdus maculirostris,"Berlepsch & Taczanowski, 1884",Ecuadorian thrush
28401.0,glbthr1,Glossy-black Thrush,Turdus serranus,2490784,2490784,"Turdus serranus Tschudi, 1844",195,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,LC,Turdus serranus,"Tschudi, 1844",Glossy-black thrush
,,,,6093940,6093940,"Turdus serranus fuscobrunneus (Chapman, 1912)",3,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,,Turdus serranus fuscobrunneus,"(Chapman, 1912)",Glossy-black thrush
28359.0,paethr1,Pale-eyed Thrush,Turdus leucops,5789052,5789052,"Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus leucops,5789052.0,LC,Turdus leucops,"Taczanowski, 1877",Pale-eyed thrush
,,,,6100894,6100894,"Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus daguae,6100894.0,NE,Turdus daguae,"Berlepsch, 1897",Dagua thrush
28258.0,whtrob1,White-throated Thrush,Turdus assimilis,9529632,9529632,"Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus assimilis,9529632.0,LC,Turdus assimilis,"Cabanis, 1850",White-throated thrush
28028.0,sbnthr1,Slaty-backed Nightingale-Thrush,Catharus fuscater,2490802,2490802,"Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus fuscater,2490802.0,LC,Catharus fuscater,"(Lafresnaye, 1845)",Slaty-backed nightingale-thrush
28058.0,sponit2,Speckled Nightingale-Thrush,Catharus maculatus,9784421,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",105,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,LC,Catharus maculatus,"(P.L.Sclater, 1858)",Speckled nightingale-thrush
,,,,9651823,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",4,SUBSPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,,Catharus maculatus maculatus,,Speckled nightingale-thrush
28072.0,swathr,Swainson's Thrush,Catharus ustulatus,2490821,2490821,"Catharus ustulatus (Nuttall, 1840)",3630,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC,Catharus ustulatus,"(Nuttall, 1840)",Swainson's thrush
,,,,6171849,6171849,"Catharus ustulatus swainsoni (Tschudi, 1845)",2,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,,Catharus ustulatus swainsoni,"(Tschudi, 1845)",Swainson's thrush
27941.0,andsol1,Andean Solitaire,Myadestes ralloides,2490848,2490848,"Myadestes ralloides (Orbigny, 1840)",1793,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC,Myadestes ralloides,"(Orbigny, 1840)",Andean solitaire
,,,,6086489,6086489,"Myadestes ralloides plumbeiceps Hellmayr, 1921",6,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,,Myadestes ralloides plumbeiceps,"Hellmayr, 1921",Andean solitaire
