sort v2024,species_code,English name,scientific name,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName
,,,,2478357,2478357,"Veniliornis callonotus (Waterhouse, 1841)",4,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Veniliornis,2478338.0,Veniliornis callonotus,2478357.0,LC,Veniliornis callonotus,"(Waterhouse, 1841)",Scarlet-backed woodpecker
11352.0,rerwoo1,Red-rumped Woodpecker,Dryobates kirkii,10860672,2478367,"Veniliornis kirkii (Malherbe, 1845)",22,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Veniliornis,2478338.0,Veniliornis kirkii,2478367.0,NE,Dryobates kirkii,"(Malherbe, 1845)",Red-rumped woodpecker
11384.0,yevwoo1,Yellow-vented Woodpecker,Dryobates dignus,10835052,2478378,"Veniliornis dignus (P.L.Sclater & Salvin, 1877)",6,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Veniliornis,2478338.0,Veniliornis dignus,2478378.0,NE,Dryobates dignus,"(P.L.Sclater & Salvin, 1877)",
11673.0,cinwoo1,Cinnamon Woodpecker,Celeus loricatus,5228950,5228950,"Celeus loricatus (Reichenbach, 1854)",13,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Celeus,2478432.0,Celeus loricatus,5228950.0,LC,Celeus loricatus,"(Reichenbach, 1854)",Cinnamon woodpecker
11443.0,crcwoo1,Crimson-crested Woodpecker,Campephilus melanoleucos,2478564,2478564,"Campephilus melanoleucos (J.F.Gmelin, 1788)",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus melanoleucos,2478564.0,LC,Campephilus melanoleucos,"(J.F.Gmelin, 1788)",Crimson-crested woodpecker
11432.0,powwoo1,Powerful Woodpecker,Campephilus pollens,2478569,2478569,"Campephilus pollens (Bonaparte, 1845)",216,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus pollens,2478569.0,LC,Campephilus pollens,"(Bonaparte, 1845)",Powerful woodpecker
,,,,7192569,7192569,Campephilus pollens pollens,3,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus pollens,2478569.0,,Campephilus pollens pollens,,Powerful woodpecker
11451.0,guawoo2,Guayaquil Woodpecker,Campephilus gayaquilensis,2478579,2478579,"Campephilus gayaquilensis (R.Lesson, 1845)",1861,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus gayaquilensis,2478579.0,LC,Campephilus gayaquilensis,"(R.Lesson, 1845)",Guayaquil woodpecker
11435.0,crbwoo1,Crimson-bellied Woodpecker,Campephilus haematogaster,2478584,2478584,"Campephilus haematogaster (Tschudi, 1844)",78,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus haematogaster,2478584.0,LC,Campephilus haematogaster,"(Tschudi, 1844)",Crimson-bellied woodpecker
,,,,6177626,6177626,"Campephilus haematogaster splendens Hargitt, 1889",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Campephilus,2478560.0,Campephilus haematogaster,2478584.0,,Campephilus haematogaster splendens,"Hargitt, 1889",Crimson-bellied woodpecker
11342.0,smbwoo1,Smoky-brown Woodpecker,Dryobates fumigatus,10809442,9000455,"Leuconotopicus fumigatus (d'Orbigny, 1840)",2282,SPECIES,SYNONYM,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,NE,Dryobates fumigatus,"(d'Orbigny, 1840)",Smoky-brown woodpecker
,,,,9000455,9000455,"Leuconotopicus fumigatus (d'Orbigny, 1840)",8,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,LC,Leuconotopicus fumigatus,"(d'Orbigny, 1840)",Smoky-brown woodpecker
,,,,8953206,8953206,Leuconotopicus fumigatus fumigatus,5,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,,Leuconotopicus fumigatus fumigatus,,Smoky-brown woodpecker
,,,,9095476,9095476,"Leuconotopicus fumigatus obscuratus (Chapman, 1927)",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,,Leuconotopicus fumigatus obscuratus,"(Chapman, 1927)",Smoky-brown woodpecker
11759.0,crmwoo2,Crimson-mantled Woodpecker,Colaptes rivolii,7340159,7340159,"Colaptes rivolii (Boissonneau, 1840)",77,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rivolii,7340159.0,LC,Colaptes rivolii,"(Boissonneau, 1840)",Crimson-mantled woodpecker
11737.0,goowoo1,Golden-olive Woodpecker,Colaptes rubiginosus,7340161,7340161,"Colaptes rubiginosus (Swainson, 1820)",3215,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rubiginosus,7340161.0,LC,Colaptes rubiginosus,"(Swainson, 1820)",Golden-olive woodpecker
,,,,6540192,6540192,"Colaptes rubiginosus rubripileus (Salvadori & Festa, 1900)",3,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rubiginosus,7340161.0,,Colaptes rubiginosus rubripileus,"(Salvadori & Festa, 1900)",Golden-olive woodpecker
10830.0,chotou1,Choco Toucan,Ramphastos brevis,2478769,2478769,"Ramphastos brevis Meyer de Schauensee, 1945",6618,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos brevis,2478769.0,LC,Ramphastos brevis,"Meyer de Schauensee, 1945",Choco toucan
10817.0,bkmtou1,Yellow-throated Toucan,Ramphastos ambiguus,2478779,2478779,"Ramphastos ambiguus Swainson, 1823",6526,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos ambiguus,2478779.0,NT,Ramphastos ambiguus,"Swainson, 1823",Yellow-throated toucan
,,,,6540199,6540199,"Ramphastos ambiguus swainsonii Gould, 1833",6,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos ambiguus,2478779.0,,Ramphastos ambiguus swainsonii,"Gould, 1833",Chestnut-mandibled toucan
10778.0,colara1,Collared Aracari,Pteroglossus torquatus,2478838,2478838,"Pteroglossus torquatus (J.F.Gmelin, 1788)",5337,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus torquatus,2478838.0,LC,Pteroglossus torquatus,"(J.F.Gmelin, 1788)",Collared aracari
,,,,5844039,5844039,Pteroglossus torquatus erythropygius,57,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus torquatus,2478838.0,,Pteroglossus torquatus erythropygius,,Pale-mandibled aracari
,,,,2478842,2478842,"Pteroglossus erythropygius Gould, 1843",64,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus erythropygius,2478842.0,LC,Pteroglossus erythropygius,"Gould, 1843",Pale-mandibled aracari
,,,,6176849,6176849,"Andigena nigrirostris spilorhynchus Gould, 1858",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Andigena,2478852.0,Andigena nigrirostris,2478854.0,,Andigena nigrirostris spilorhynchus,"Gould, 1858",Black-billed mountain toucan
10767.0,pbmtou1,Plate-billed Mountain-Toucan,Andigena laminirostris,2478861,2478861,"Andigena laminirostris Gould, 1851",195,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Andigena,2478852.0,Andigena laminirostris,2478861.0,NT,Andigena laminirostris,"Gould, 1851",Plate-billed mountain toucan
10758.0,crrtou1,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,5229025,5229025,"Aulacorhynchus haematopygus (Gould, 1835)",4044,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,LC,Aulacorhynchus haematopygus,"(Gould, 1835)",Crimson-rumped toucanet
,,,,5229026,5229026,"Aulacorhynchus haematopygus sexnotatus Gould, 1868",12,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,,Aulacorhynchus haematopygus sexnotatus,"Gould, 1868",Crimson-rumped toucanet
10711.0,rehbar1,Red-headed Barbet,Eubucco bourcierii,2478979,2478979,"Eubucco bourcierii (Lafresnaye, 1845)",6334,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,LC,Eubucco bourcierii,"(Lafresnaye, 1845)",Red-headed barbet
,,,,6177007,6177007,"Eubucco bourcierii aequatorialis (Salvadori & Festa, 1900)",4,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,,Eubucco bourcierii aequatorialis,"(Salvadori & Festa, 1900)",Red-headed barbet
10683.0,orfbar1,Orange-fronted Barbet,Capito squamatus,2479030,2479030,"Capito squamatus Salvin, 1876",24,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Capitonidae,3242201.0,Capito,2479028.0,Capito squamatus,2479030.0,LC,Capito squamatus,"Salvin, 1876",Orange-fronted barbet
10725.0,toubar1,Toucan Barbet,Semnornis ramphastinus,2478863,2478863,"Semnornis ramphastinus (Jardine, 1855)",981,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,NT,Semnornis ramphastinus,"(Jardine, 1855)",Toucan barbet
,,,,7059909,7059909,Semnornis ramphastinus ramphastinus,6,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,,Semnornis ramphastinus ramphastinus,,Toucan barbet
41.0,tabtin1,Tawny-breasted Tinamou,Nothocercus julius,2477472,2477472,"Nothocercus julius (Bonaparte, 1854)",10,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Tinamiformes,726.0,Tinamidae,9353.0,Nothocercus,2477468.0,Nothocercus julius,2477472.0,LC,Nothocercus julius,"(Bonaparte, 1854)",Tawny-breasted tinamou
78.0,littin1,Little Tinamou,Crypturellus soui,2477507,2477507,"Crypturellus soui (Hermann, 1783)",64,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Tinamiformes,726.0,Tinamidae,9353.0,Crypturellus,2477492.0,Crypturellus soui,2477507.0,LC,Crypturellus soui,"(Hermann, 1783)",Little tinamou
20976.0,beajay1,Beautiful Jay,Cyanolyca pulchra,2482546,2482546,"Cyanolyca pulchra (Lawrence, 1876)",21,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca pulchra,2482546.0,NT,Cyanolyca pulchra,"(Lawrence, 1876)",Beautiful jay
20982.0,turjay1,Turquoise Jay,Cyanolyca turcosa,2482549,2482549,"Cyanolyca turcosa (Bonaparte, 1853)",85,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca turcosa,2482549.0,LC,Cyanolyca turcosa,"(Bonaparte, 1853)",Turquoise jay
20983.0,whcjay2,White-collared Jay,Cyanolyca viridicyanus,7342105,7342105,"Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca viridicyanus,7342105.0,NT,Cyanolyca viridicyanus,"(Orbigny & Lafresnaye, 1838)",White-collared jay
15743.0,olipih2,Olivaceous Piha,Snowornis cryptolophus,2486238,2486238,"Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)",54,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Snowornis,2486235.0,Snowornis cryptolophus,2486238.0,LC,Snowornis cryptolophus,"(P.L.Sclater & Salvin, 1877)",Olivaceous piha
15747.0,putfru1,Purple-throated Fruitcrow,Querula purpurata,2486253,2486253,"Querula purpurata (Statius Muller, 1776)",11,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Querula,2486252.0,Querula purpurata,2486253.0,LC,Querula purpurata,"(Statius Muller, 1776)",Purple-throated fruitcrow
15874.0,cinbec1,Cinnamon Becard,Pachyramphus cinnamomeus,5230338,5230338,"Pachyramphus cinnamomeus Lawrence, 1861",3994,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,LC,Pachyramphus cinnamomeus,"Lawrence, 1861",Cinnamon becard
,,,,7192347,7192347,Pachyramphus cinnamomeus cinnamomeus,2,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,,Pachyramphus cinnamomeus cinnamomeus,,Cinnamon becard
15866.0,barbec1,Barred Becard,Pachyramphus versicolor,5230348,5230348,"Pachyramphus versicolor (Hartlaub, 1843)",75,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,LC,Pachyramphus versicolor,"(Hartlaub, 1843)",Barred becard
,,,,7061149,7061149,Pachyramphus versicolor versicolor,1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,,Pachyramphus versicolor versicolor,,Barred becard
15894.0,bawbec7,Black-and-white Becard,Pachyramphus albogriseus,5230352,5230352,"Pachyramphus albogriseus P.L.Sclater, 1857",5,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,LC,Pachyramphus albogriseus,"P.L.Sclater, 1857",Black-and-white becard
,,,,5230353,5230353,"Pachyramphus albogriseus guayaquilensis Zimmer, 1936",5,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,,Pachyramphus albogriseus guayaquilensis,"Zimmer, 1936",Black-and-white becard
,,,,5230354,5230354,"Pachyramphus albogriseus salvini Richmond, 1899",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,,Pachyramphus albogriseus salvini,"Richmond, 1899",Black-and-white becard
15920.0,oncbec1,One-colored Becard,Pachyramphus homochrous,5230358,5230358,"Pachyramphus homochrous P.L.Sclater, 1859",1301,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,LC,Pachyramphus homochrous,"P.L.Sclater, 1859",One-colored becard
,,,,7192350,7192350,Pachyramphus homochrous homochrous,2,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,,Pachyramphus homochrous homochrous,,One-colored becard
15885.0,whwbec1,White-winged Becard,Pachyramphus polychopterus,5230363,5230363,"Pachyramphus polychopterus (Vieillot, 1818)",583,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,LC,Pachyramphus polychopterus,"(Vieillot, 1818)",White-winged becard
,,,,5230368,5230368,"Pachyramphus polychopterus dorsalis P.L.Sclater, 1862",2,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,,Pachyramphus polychopterus dorsalis,"P.L.Sclater, 1862",White-winged becard
15897.0,bawbec6,Cryptic Becard,Pachyramphus salvini,8120211,8120211,"Pachyramphus salvini Richmond, 1899",684,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus salvini,8120211.0,NE,Pachyramphus salvini,"Richmond, 1899",Cryptic becard
15718.0,scafru1,Scaled Fruiteater,Ampelioides tschudii,2486328,2486328,"Ampelioides tschudii (G.R.Gray, 1846)",790,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Ampelioides,2486327.0,Ampelioides tschudii,2486328.0,LC,Ampelioides tschudii,"(G.R.Gray, 1846)",Scaled fruiteater
15737.0,andcot1,Andean Cock-of-the-rock,Rupicola peruvianus,5230374,5230374,"Rupicola peruvianus (Latham, 1790)",2019,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,LC,Rupicola peruvianus,"(Latham, 1790)",Andean cock-of-the-rock
,,,,5230377,5230377,"Rupicola peruvianus sanguinolentus Gould, 1859",11,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,,Rupicola peruvianus sanguinolentus,"Gould, 1859",Andean cock-of-the-rock
15703.0,orbfru1,Orange-breasted Fruiteater,Pipreola jucunda,2486363,2486363,"Pipreola jucunda P.L.Sclater, 1860",43,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola jucunda,2486363.0,LC,Pipreola jucunda,"P.L.Sclater, 1860",Orange-breasted fruiteater
