,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
209,Myrmotherula schisticolor schisticolor,Myrmotherula schisticolor schisticolor,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,,,Myrmotherula schisticolor schisticolor,,,19081,13615.0,13863,slaant2,Myrmotherula schisticolor schisticolor,Myrmotherula schisticolor schisticolor,,,subspecies,ssp,Myrmotherula schisticolor,Myrmotherula,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Lawrence, 1865)",,,,far southeastern Mexico (Chiapas) to western Ecuador (south to Loja),se Mexico to w Ecuador,
210,"Taraba major (Vieillot, 1816)","Taraba major (Vieillot, 1816)",423,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,LC,,Taraba major,,"(Vieillot, 1816)",29263,13339.0,14154,greant1,Taraba major,Taraba major,Great Antshrike,Great Antshrike,species,Species,,Taraba,Thamnophilidae,,Taraba,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Vieillot, 1816)",,,,,"MA, SA : e Mexico to n Argentina",
211,"Taraba major transandeanus (P.L.Sclater, 1855)","Taraba major transandeanus (P.L.Sclater, 1855)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,,,Taraba major transandeanus,,"(P.L.Sclater, 1855)",29273,13342.0,14157,greant5,Taraba major transandeanus,Taraba major transandeanus,,,subspecies,ssp,Taraba major,Taraba,Thamnophilidae,Taraba major,Taraba,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Sclater, PL, 1855)",,,,coastal southwestern Colombia to western Ecuador and northwestern Peru (Tumbes),"sw Colombia, w Ecuador and nw Peru",
212,"Microrhopias quixensis (Cornalia, 1849)","Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC,,Microrhopias quixensis,,"(Cornalia, 1849)",17956,13685.0,13780,dowant1,Microrhopias quixensis,Microrhopias quixensis,Dot-winged Antwren,Dot-winged Antwren,species,Species,,Microrhopias,Thamnophilidae,,Microrhopias,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Cornalia, 1849)",,,,,"MA, SA : s Mexico to s Amazonia",
213,"Sipia nigricauda (Cassin, 1850)","Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,,Sipia nigricauda,,"(Cassin, 1850)",27416,13894.0,14378,esmant1,Sipia nigricauda,Sipia nigricauda,Esmeraldas Antbird,Esmeraldas Antbird,species,Species,,Sipia,Thamnophilidae,,Sipia,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Salvin & Godman, 1892)",,,,Pacific slope of western Colombia and western Ecuador (south to El Oro),SA : w Colombia and w Ecuador,
214,"Thamnophilus atrinucha Salvin & Godman, 1892","Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,,Thamnophilus atrinucha,,"Salvin & Godman, 1892",29663,13411.0,14094,wesant1,Thamnophilus atrinucha,Thamnophilus atrinucha,Black-crowned Antshrike,Black-crowned Antshrike,species,Species,,Thamnophilus,Thamnophilidae,,Thamnophilus,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"Salvin & Godman, 1892",,,,,"MA, SA : s Belize to nw Venezuela and nw Peru",
215,"Thamnophilus unicolor (P.L.Sclater, 1859)","Thamnophilus unicolor (P.L.Sclater, 1859)",346,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,,Thamnophilus unicolor,,"(P.L.Sclater, 1859)",29747,13455.0,14081,uniant2,Thamnophilus unicolor,Thamnophilus unicolor,Uniform Antshrike,Uniform Antshrike,species,Species,,Thamnophilus,Thamnophilidae,,Thamnophilus,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Sclater, PL, 1859)",,,,,SA : Colombia to c Peru,
216,Thamnophilus unicolor unicolor,Thamnophilus unicolor unicolor,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,,,Thamnophilus unicolor unicolor,,,29750,13457.0,14082,uniant4,Thamnophilus unicolor unicolor,Thamnophilus unicolor unicolor,,,subspecies,ssp,Thamnophilus unicolor,Thamnophilus,Thamnophilidae,Thamnophilus unicolor,Thamnophilus,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Sclater, PL, 1859)",,,,Pacific slope of Ecuador,w Ecuador,
217,"Epinecrophylla fulviventris (Lawrence, 1862)","Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,,Epinecrophylla fulviventris,,"(Lawrence, 1862)",11008,13560.0,13797,chtant1,Epinecrophylla fulviventris,Epinecrophylla fulviventris,Checker-throated Stipplethroat,Checker-throated Stipplethroat,species,Species,,Epinecrophylla,Thamnophilidae,,Epinecrophylla,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Lawrence, 1862)",,,,Honduras to Colombia (lower Cauca Valley) and western Ecuador,"MA, SA : se Honduras to w Ecuador",
218,"Hafferia zeledoni (Pelzeln, 1868)","Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,,Hafferia zeledoni,,"(Pelzeln, 1868)",13510,13918.0,14448,zelant1,Hafferia zeledoni,Hafferia zeledoni,Zeledon's Antbird,Zeledon's Antbird,species,Species,,Hafferia,Thamnophilidae,,Hafferia,Thamnophilidae,Thamnophilidae (Typical Antbirds),Passeriformes,Passeriformes,"(Ridgway, 1909)",,,,,"MA, SA : s Nicaragua to w Ecuador",
219,"Entomodestes coracinus (Berlepsch, 1897)","Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC,,Entomodestes coracinus,,"(Berlepsch, 1897)",10944,28096.0,26847,blasol1,Entomodestes coracinus,Entomodestes coracinus,Black Solitaire,Black Solitaire,species,Species,,Entomodestes,Turdidae,,Entomodestes,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Berlepsch, 1897)",,,,west slope of western Andes of Colombia (Chocó) and northwestern Ecuador,SA : Colombia and Ecuador,
220,"Turdus fuscater Orbigny & Lafresnaye, 1837","Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus fuscater,2490717.0,LC,,Turdus fuscater,,"Orbigny & Lafresnaye, 1837",30979,28393.0,27241,grethr1,Turdus fuscater,Turdus fuscater,Great Thrush,Great Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"d'Orbigny & Lafresnaye, 1837",,,,,SA : w Venezuela to w Bolivia,
221,"Turdus obsoletus Lawrence, 1862","Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC,,Turdus obsoletus,,"Lawrence, 1862",31089,28281.0,27299,pavthr1,Turdus obsoletus,Turdus obsoletus,Pale-vented Thrush,Pale-vented Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Lawrence, 1862",,,,,"MA, SA : Costa Rica to Ecuador",
222,"Turdus maculirostris Berlepsch & Taczanowski, 1884","Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC,,Turdus maculirostris,,"Berlepsch & Taczanowski, 1884",31050,28291.0,27332,ecuthr1,Turdus maculirostris,Turdus maculirostris,Ecuadorian Thrush,Ecuadorian Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Berlepsch & Taczanowski, 1884",,,,coastal western Ecuador (Esmeraldas) to far northwestern Peru (Tumbes),SA : w Ecuador and nw Peru,
223,"Turdus serranus Tschudi, 1844","Turdus serranus Tschudi, 1844",195,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,LC,,Turdus serranus,,"Tschudi, 1844",31180,28401.0,27226,glbthr1,Turdus serranus,Turdus serranus,Glossy-black Thrush,Glossy-black Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Tschudi, 1844",,,,,SA : Venezuela to nw Argentina,
224,"Turdus serranus fuscobrunneus (Chapman, 1912)","Turdus serranus fuscobrunneus (Chapman, 1912)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,,,Turdus serranus fuscobrunneus,,"(Chapman, 1912)",31184,28404.0,27229,glbthr4,Turdus serranus fuscobrunneus,Turdus serranus fuscobrunneus,,,subspecies,ssp,Turdus serranus,Turdus,Turdidae,Turdus serranus,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Chapman, 1912)",,,,mountains of central and southern Colombia to Ecuador,"c, s Colombia and Ecuador",
225,"Turdus leucops Taczanowski, 1877","Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus leucops,5789052.0,LC,,Turdus leucops,,"Taczanowski, 1877",31034,28359.0,27214,paethr1,Turdus leucops,Turdus leucops,Pale-eyed Thrush,Pale-eyed Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Taczanowski, 1877",,,,Andes of Colombia to western Bolivia; tepuis and mountains of western Venezuela,SA : Venezuela and Colombia to Bolivia,
226,"Turdus daguae Berlepsch, 1897","Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus daguae,6100894.0,NE,,Turdus daguae,,"Berlepsch, 1897",30950,,27286,,,Turdus daguae,,Dagua Thrush,,Species,,,,,Turdus,Turdidae,,Passeriformes,,"Berlepsch, 1897",,,,,"MA, SA : Panama to nw Ecuador",
227,"Turdus assimilis Cabanis, 1850","Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus assimilis,9529632.0,LC,,Turdus assimilis,,"Cabanis, 1850",30918,28258.0,27272,whtrob1,Turdus assimilis,Turdus assimilis,White-throated Thrush,White-throated Thrush,species,Species,,Turdus,Turdidae,,Turdus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Cabanis, 1851",,,,,MA : widespread,
228,"Catharus fuscater (Lafresnaye, 1845)","Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus fuscater,2490802.0,LC,,Catharus fuscater,,"(Lafresnaye, 1845)",5039,28028.0,26876,sbnthr1,Catharus fuscater,Catharus fuscater,Slaty-backed Nightingale-Thrush,Slaty-backed Nightingale-Thrush,species,Species,,Catharus,Turdidae,,Catharus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Lafresnaye, 1845)",,,,,"MA, SA : Costa Rica to n Bolivia",
229,"Catharus maculatus (P.L.Sclater, 1858)","Catharus dryas maculatus (P.L.Sclater, 1858)",113,SPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,LC,Catharus maculatus; Catharus maculatus maculatus,Catharus dryas maculatus,"(P.L.Sclater, 1858); ","(P.L.Sclater, 1858)",5070,28058.0,26856,sponit2,Catharus maculatus,Catharus maculatus,Speckled Nightingale-Thrush,Speckled Nightingale-Thrush,species,Species,,Catharus,Turdidae,,Catharus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1858)",,,,,SA : e Colombia to n Argentina,
230,"Catharus ustulatus (Nuttall, 1840)","Catharus ustulatus (Nuttall, 1840)",3630,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC,,Catharus ustulatus,,"(Nuttall, 1840)",5087,28072.0,26884,swathr,Catharus ustulatus,Catharus ustulatus,Swainson's Thrush,Swainson's Thrush,species,Species,,Catharus,Turdidae,,Catharus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Nuttall, 1840)",,,,,NA : widespread,"MA, SA"
231,"Catharus ustulatus swainsoni (Tschudi, 1845)","Catharus ustulatus swainsoni (Tschudi, 1845)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,,,Catharus ustulatus swainsoni,,"(Tschudi, 1845)",5092,28080.0,26889,swathr8,Catharus ustulatus swainsoni,Catharus ustulatus swainsoni,,,subspecies,ssp,Catharus ustulatus,Catharus,Turdidae,Catharus ustulatus,Catharus,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(Tschudi, 1845)",,,,breeds from western Canada (British Columbia and Alberta) southward to Great Basin region and north-central and northeastern USA (north of the range of appalachiensis) and eastward to eastern Canada; winters from Panama southward to Bolivia and northwestern Argentina,"c, e Canada and n USA",to e South America
232,"Myadestes ralloides (Orbigny, 1840)","Myadestes ralloides (Orbigny, 1840)",1793,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC,,Myadestes ralloides,,"(Orbigny, 1840)",18519,27941.0,26818,andsol1,Myadestes ralloides,Myadestes ralloides,Andean Solitaire,Andean Solitaire,species,Species,,Myadestes,Turdidae,,Myadestes,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"(d'Orbigny, 1840)",,,,,SA : n Venezuela to w Bolivia,
233,"Myadestes ralloides plumbeiceps Hellmayr, 1921","Myadestes ralloides plumbeiceps Hellmayr, 1921",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,,,Myadestes ralloides plumbeiceps,,"Hellmayr, 1921",18521,27942.0,26819,andsol2,Myadestes ralloides plumbeiceps,Myadestes ralloides plumbeiceps,Andean Solitaire (plumbeiceps),,group (monotypic),ssp,Myadestes ralloides,Myadestes,Turdidae,Myadestes ralloides,Myadestes,Turdidae,Turdidae (Thrushes and Allies),Passeriformes,Passeriformes,"Hellmayr, 1921",,,,western and central Andes of Colombia and western Ecuador,w Colombia and w Ecuador,
234,"Anairetes parulus (Kittlitz, 1830)","Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC,,Anairetes parulus,,"(Kittlitz, 1830)",1456,16441.0,15029,tuttyr1,Anairetes parulus,Anairetes parulus,Tufted Tit-Tyrant,Tufted Tit-Tyrant,species,Species,,Anairetes,Tyrannidae,,Anairetes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(Kittlitz, 1830)",,,,,"SA : w, s",
235,"Leptopogon superciliaris Tschudi, 1844","Leptopogon superciliaris Tschudi, 1844",3762,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC,,Leptopogon superciliaris,,"Tschudi, 1844",15808,16077.0,15206,slcfly1,Leptopogon superciliaris,Leptopogon superciliaris,Slaty-capped Flycatcher,Slaty-capped Flycatcher,species,Species,,Leptopogon,Tyrannidae,,Leptopogon,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"Tschudi, 1844",,,,,"MA, SA : Costa Rica to n Venezuela and n Bolivia",
236,Leptopogon superciliaris superciliaris,Leptopogon superciliaris superciliaris,10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,,Leptopogon superciliaris superciliaris,,,15810,16079.0,15207,slcfly2,Leptopogon superciliaris superciliaris,Leptopogon superciliaris superciliaris,Slaty-capped Flycatcher (superciliaris),,group (monotypic),ssp,Leptopogon superciliaris,Leptopogon,Tyrannidae,Leptopogon superciliaris,Leptopogon,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"Tschudi, 1844",,,,coastal mountains and Andes of Venezuela southward through Andes of Colombia (except for west slope of western Andes) and east slope of Andes of Ecuador and Peru (southward to the Apurímac Valley in Cusco),"Costa Rica to n Venezuela and Trinidad, s to Colombia and e Peru",
237,"Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884","Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,,Leptopogon superciliaris transandinus,,"Berlepsch & Taczanowski, 1884",15811,16078.0,,slcfly4,Leptopogon superciliaris transandinus,,Slaty-capped Flycatcher (transandinus),,group (monotypic),,Leptopogon superciliaris,Leptopogon,Tyrannidae,,,,Tyrannidae (Tyrant Flycatchers),,Passeriformes,,,,,"highlands of Costa Rica and Panama, and west slope of the Andes of Colombia and Ecuador",,
238,"Empidonax traillii (Audubon, 1828)","Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC,,Empidonax traillii,,"(Audubon, 1828)",10903,16785.0,15640,wilfly,Empidonax traillii,Empidonax traillii,Willow Flycatcher,Willow Flycatcher,species,Species,,Empidonax,Tyrannidae,,Empidonax,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(Audubon, 1828)",,,,,"NA : e, c, w",w Mexico to ne Ecuador
239,"Empidonax virescens (Vieillot, 1818)","Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC,,Empidonax virescens,,"(Vieillot, 1818)",10908,16783.0,15639,acafly,Empidonax virescens,Empidonax virescens,Acadian Flycatcher,Acadian Flycatcher,species,Species,,Empidonax,Tyrannidae,,Empidonax,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(Vieillot, 1818)",,,,breeds eastern USA; winters Nicaragua to Ecuador and Venezuela,"NA : c, e USA",Nicaragua to Venezuela and w Ecuador
240,"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)","Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC,,Mionectes striaticollis,,"(Orbigny & Lafresnaye, 1837)",18098,16038.0,15174,stnfly1,Mionectes striaticollis,Mionectes striaticollis,Streak-necked Flycatcher,Streak-necked Flycatcher,species,Species,,Mionectes,Tyrannidae,,Mionectes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,SA : Colombia to n Bolivia,
241,"Mionectes oleagineus (Lichtenstein, 1823)","Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC,,Mionectes oleagineus,,"(Lichtenstein, 1823)",18087,16051.0,15185,ocbfly1,Mionectes oleagineus,Mionectes oleagineus,Ochre-bellied Flycatcher,Ochre-bellied Flycatcher,species,Species,,Mionectes,Tyrannidae,,Mionectes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(Lichtenstein, MHC, 1823)",,,,,"MA, SA : s Mexico through Amazonia and e Brazil",
242,"Mionectes olivaceus Lawrence, 1868","Mionectes olivaceus Lawrence, 1868",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC,,Mionectes olivaceus,,"Lawrence, 1868",18095,16043.0,15179,olsfly2,Mionectes olivaceus,Mionectes olivaceus,Olive-streaked Flycatcher,Olive-streaked Flycatcher,species,Species,,Mionectes,Tyrannidae,,Mionectes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"Lawrence, 1868",,,,foothills and highlands of Costa Rica and western Panama (to Chiriquí and Ngäbe-Buglé),MA : Costa Rica and w Panama,
243,"Mionectes galbinus Bangs, 1902","Mionectes galbinus Bangs, 1902",245,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC,,Mionectes galbinus,,"Bangs, 1902",18078,16044.0,15180,olsfly1,Mionectes galbinus,Mionectes galbinus,Olive-striped Flycatcher,Olive-striped Flycatcher,species,Species,,Mionectes,Tyrannidae,,Mionectes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"Bangs, 1902",,,,,"MA, SA : e Panama to w Colombia and w Ecuador; also Trinidad, n, nw Venezuela and ne Colombia and eastern base of Andes from Colombia to n Bolviia",
244,"Mionectes galbinus hederaceus Bangs, 1910","Mionectes galbinus hederaceus Bangs, 1910",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,,,Mionectes galbinus hederaceus,,"Bangs, 1910",18081,16045.0,15181,olsfly4,Mionectes galbinus hederaceus,Mionectes galbinus hederaceus,,,subspecies,ssp,Mionectes galbinus,Mionectes,Tyrannidae,Mionectes galbinus,Mionectes,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"Bangs, 1910",,,,"central and eastern Panama (westward to Veraguas), northern and western Colombia, including the lower Cauca Valley, and western Ecuador (south to El Oro and Loja)",e Panama to w Colombia and w Ecuador,
245,"Fluvicola nengeta (Linnaeus, 1766)","Fluvicola nengeta (Linnaeus, 1766)",2192,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC,,Fluvicola nengeta,,"(Linnaeus, 1766)",11988,16995.0,15821,mawtyr1,Fluvicola nengeta,Fluvicola nengeta,Masked Water-Tyrant,Masked Water Tyrant,species,Species,,Fluvicola,Tyrannidae,,Fluvicola,Tyrannidae,Tyrannidae (Tyrant Flycatchers),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"SA : w Ecuador, nw Peru and e Brazil",
