internalTaxonId,scientificName,maincommonName,altcommonNames
22706775,Chelidorhynx hypoxanthus,Yellow-bellied Fantail,Yellow-bellied Fairy-fantail
62239833,Chenonetta finschi,Finsch's Duck,
22680111,Chenonetta jubata,Maned Duck,"Australian Wood Duck, Maned Duck"
22703715,Chenorhamphus grayi,Broad-billed Fairywren,Broad-billed Fairy-wren
22712165,Cheramoeca leucosterna,White-backed Swallow,
22717188,Chersomanes albofasciata,Spike-heeled Lark,
22717380,Chersophilus duponti,Dupont's Lark,
22693556,Chionis albus,American Sheathbill,Snowy Sheathbill
22693567,Chionis minor,Black-faced Sheathbill,
22723169,Chionodacryon speculiferum,White-winged Diuca-Finch,"White-winged Diuca Finch, White-winged Diuca-finch"
22726714,Chionomesa bartletti,Spot-vented Emerald,
22687534,Chionomesa fimbriata,Glittering-throated Emerald,
22726706,Chionomesa lactea,Sapphire-spangled Emerald,
22701080,Chiroxiphia boliviana,Yungas Manakin,
22701083,Chiroxiphia caudata,Blue Manakin,Swallow-tailed Manakin
22701074,Chiroxiphia lanceolata,Lance-tailed Manakin,
22701071,Chiroxiphia linearis,Long-tailed Manakin,
22701077,Chiroxiphia pareola,Blue-backed Manakin,
22703703,Chlamydera cerviniventris,Fawn-breasted Bowerbird,
22703682,Chlamydera guttata,Western Bowerbird,
22703700,Chlamydera lauterbachi,Yellow-breasted Bowerbird,
22703688,Chlamydera maculata,Spotted Bowerbird,
22703694,Chlamydera nuchalis,Great Bowerbird,
22708965,Chlamydochaera jefferyi,Black-breasted Fruit-hunter,"Fruithunter, Fruit-hunter"
22733562,Chlamydotis macqueenii,Asian Houbara,"Macqueen's Bustard, Asian Houbara Bustard"
22728245,Chlamydotis undulata,African Houbara,African Houbara Bustard
22694750,Chlidonias albostriatus,Black-fronted Tern,
22694764,Chlidonias hybrida,Whiskered Tern,
22694782,Chlidonias leucopterus,White-winged Black Tern,White-winged Tern
22694787,Chlidonias niger,Black Tern,
22719744,Chloebia gouldiae,Gouldian Finch,
22679978,Chloephaga hybrida,Kelp Goose,
22679972,Chloephaga melanoptera,Andean Goose,
22679975,Chloephaga picta,Upland Goose,
22679981,Chloephaga poliocephala,Ashy-headed Goose,
22679984,Chloephaga rubidiceps,Ruddy-headed Goose,
22687513,Chlorestes candida,White-bellied Emerald,
22687439,Chlorestes cyanus,White-chinned Sapphire,
22687432,Chlorestes eliciae,Blue-throated Goldentail,Blue-throated Sapphire
22687411,Chlorestes julie,Violet-bellied Hummingbird,
22687296,Chlorestes notata,Blue-chinned Emerald,
22728825,Chloridops kona,Kona Grosbeak,Grosbeak Finch
22720347,Chloris ambigua,Black-headed Greenfinch,
22720330,Chloris chloris,Common Greenfinch,"European Greenfinch, Greenfinch"
22720350,Chloris monguilloti,Vietnam Greenfinch,Vietnamese Greenfinch
22720340,Chloris sinica,Grey-capped Greenfinch,Oriental Greenfinch
22720344,Chloris spinoides,Yellow-breasted Greenfinch,
22683658,Chloroceryle aenea,American Pygmy-kingfisher,
22683649,Chloroceryle amazona,Amazon Kingfisher,
22683652,Chloroceryle americana,Green Kingfisher,
22683655,Chloroceryle inda,Green-and-rufous Kingfisher,
103845906,Chlorochrysa calliparaea,Orange-eared Tanager,
103845936,Chlorochrysa fulgentissima,Blue-throated Tanager,
22722799,Chlorochrysa nitidissima,Multicolored Tanager,Multicoloured Tanager
22722793,Chlorochrysa phoenicotis,Glistening-green Tanager,
22712860,Chlorocichla falkensteini,Falkenstein's Greenbul,Yellow-necked Greenbul
22712865,Chlorocichla flaviventris,Yellow-bellied Greenbul,
22712869,Chlorocichla laetissima,Joyful Greenbul,
22712873,Chlorocichla prigoginei,Prigogine's Greenbul,
22712851,Chlorocichla simplex,Simple Greenbul,
22728299,Chlorodrepanis flava,O'ahu 'Amakihi,Oahu Amakihi
22720756,Chlorodrepanis stejnegeri,Kauai Amakihi,Kaua'i 'Amakihi
22720766,Chlorodrepanis virens,Hawaii Amakihi,"Common 'Amakihi, Common Amakihi"
22723000,Chlorophanes spiza,Green Honeycreeper,
22707638,Chlorophoneus bocagei,Grey-green Bushshrike,"Grey-green Bush-shrike, Grey-green Bush Shrike, Bocage's Bush-shrike"
22707678,Chlorophoneus kupeensis,Kupé Bushshrike,"Mount Kupé Bush-shrike, Mount Kupé Bush Shrike, Serle's Bushshrike, Mount Kupe Bush-shrike"
22730664,Chlorophoneus multicolor,Many-coloured Bush-shrike,Many-colored Bushshrike
22707672,Chlorophoneus nigrifrons,Black-fronted Bush-shrike,Black-fronted Bushshrike
22707656,Chlorophoneus olivaceus,Olive Bushshrike,"Olive Bush-shrike, Olive Bush Shrike"
22707647,Chlorophoneus sulfureopectus,Orange-breasted Bush Shrike,"Sulphur-breasted Bush-shrike, Orange-breasted Bush-shrike, Sulphur-breasted Bushshrike"
22722790,Chlorophonia callophrys,Golden-browed Chlorophonia,
22722781,Chlorophonia cyanea,Blue-naped Chlorophonia,
22722778,Chlorophonia flavirostris,Yellow-collared Chlorophonia,
22722787,Chlorophonia occipitalis,Blue-crowned Chlorophonia,
22722784,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,
22681493,Chloropicoides rafflesii,Olive-backed Woodpecker,
22701147,Chloropipo flavicapilla,Yellow-headed Manakin,
22701128,Chloropipo unicolor,Jet Manakin,
22734342,Chloropsis aurifrons,Golden-fronted Leafbird,
103775551,Chloropsis cochinchinensis,Javan Leafbird,
22704953,Chloropsis cyanopogon,Lesser Green Leafbird,
22704944,Chloropsis flavipennis,Philippine Leafbird,
103775266,Chloropsis hardwickii,Orange-bellied Leafbird,
22732257,Chloropsis jerdoni,Jerdon's Leafbird,
22732262,Chloropsis kinabaluensis,Bornean Leafbird,
103775437,Chloropsis lazulina,Greyish-crowned Leafbird,
22732267,Chloropsis media,Sumatran Leafbird,
103775599,Chloropsis moluccensis,Blue-winged Leafbird,
22704947,Chloropsis palawanensis,Yellow-throated Leafbird,
22704950,Chloropsis sonnerati,Greater Green Leafbird,
22704969,Chloropsis venusta,Blue-masked Leafbird,
22722150,Chlorornis riefferii,Grass-green Tanager,
22722203,Chlorospingus canigularis,Ashy-throated Bush-Tanager,"Ashy-throated Bush Tanager, Ashy-throated Bush-tanager"
103768776,Chlorospingus flavigularis,Yellow-throated Bush-tanager,
22722162,Chlorospingus flavopectus,Common Bush-tanager,"Common Bush Tanager, Common Bush-Tanager"
103768825,Chlorospingus hypophaeus,Orange-throated Bush-tanager,
22722172,Chlorospingus inornatus,Pirre Bush-Tanager,"Pirre Bush Tanager, Pirre Bush-tanager"
22722187,Chlorospingus parvirostris,Yellow-whiskered Bush-Tanager,"Yellow-whiskered Bush Tanager, Short-billed Bush-Tanager, Yellow-whiskered Bush-tanager"
22722182,Chlorospingus pileatus,Sooty-capped Bush-tanager,"Sooty-capped Bush-Tanager, Sooty-capped Bush Tanager"
22722177,Chlorospingus semifuscus,Dusky Bush Tanager,"Dusky Bush-tanager, Dusky Bush-Tanager"
22722167,Chlorospingus tacarcunae,Tacarcuna Bush-Tanager,"Tacarcuna Bush-tanager, Tacarcuna Bush Tanager"
22687359,Chlorostilbon alice,Green-tailed Emerald,
22687310,Chlorostilbon assimilis,Garden Emerald ,
22687342,Chlorostilbon gibsoni,Red-billed Emerald ,
22687321,Chlorostilbon lucidus,Glittering-bellied Emerald,
22687313,Chlorostilbon mellisugus,Blue-tailed Emerald,
22724623,Chlorostilbon olivaresi,Chiribiquete Emerald,
22687362,Chlorostilbon poortmani,Short-tailed Emerald,
22687345,Chlorostilbon russatus,Coppery Emerald,
22687348,Chlorostilbon stenurus,Narrow-tailed Emerald,
22721191,Chondestes grammacus,Lark Sparrow,
22694971,Chondrohierax uncinatus,Hook-billed Kite,
22728485,Chondrohierax wilsonii,Cuban Kite,
22689711,Chordeiles acutipennis,Lesser Nighthawk,
22689717,Chordeiles gundlachii,Antillean Nighthawk,
22689714,Chordeiles minor,Common Nighthawk,
22689723,Chordeiles nacunda,Nacunda Nighthawk,
22689701,Chordeiles pusillus,Least Nighthawk,
22729172,Chordeiles rupestris,Sand-colored Nighthawk,Sand-colored Nighthawk
22684026,Chrysococcyx caprius,Diederik Cuckoo,"Diederik Cuckoo, Dideric Cuckoo"
22684021,Chrysococcyx cupreus,Emerald Cuckoo,African Emerald Cuckoo
22684012,Chrysococcyx flavigularis,Yellow-throated Green Cuckoo,Yellow-throated Cuckoo
22684017,Chrysococcyx klaas,Klaas's Cuckoo,
22684000,Chrysococcyx maculatus,Asian Emerald Cuckoo,
22684003,Chrysococcyx xanthorhynchus,Violet Cuckoo,
22726579,Chrysocolaptes erythrocephalus,Red-headed Flameback,
22681522,Chrysocolaptes festivus,White-naped Woodpecker,
22726548,Chrysocolaptes guttacristatus,Greater Flameback,
22726566,Chrysocolaptes haematribon,Luzon Flameback,
22726539,Chrysocolaptes lucidus,Buff-spotted Flameback,"Greater Flameback, Greater Goldenback"
22726554,Chrysocolaptes stricklandi,Greater Sri Lanka Flameback,Greater Crimson-backed Flameback
22726560,Chrysocolaptes strictus,Javan Flameback,
22681549,Chrysocolaptes validus,Orange-backed Woodpecker,
22726572,Chrysocolaptes xanthocephalus,Yellow-faced Flameback,
22722394,Chrysocorypha delatrii,Tawny-crested Tanager,
103764840,Chrysocorythus estherae,Mountain Serin,
103764849,Chrysocorythus mindanensis,Mindanao Serin,
22691577,Chrysoena luteovirens,Golden Fruit Dove,Golden Dove
22691573,Chrysoena victor,Orange Dove,Orange Fruit Dove
22691581,Chrysoena viridis,Whistling Fruit Dove,Whistling Dove
22687160,Chrysolampis mosquitus,Ruby Topaz,Ruby-topaz Hummingbird
22679358,Chrysolophus amherstiae,Lady Amherst's Pheasant,
22679355,Chrysolophus pictus,Golden Pheasant,
22716579,Chrysominla strigula,Bar-throated Minla,Chestnut-tailed Minla
22716326,Chrysomma altirostre,Jerdon's Babbler,
22716323,Chrysomma sinense,Yellow-eyed Babbler,
22724200,Chrysomus icterocephalus,Yellow-hooded Blackbird,
22724212,Chrysomus ruficapillus,Chestnut-capped Blackbird,
22681437,Chrysophlegma flavinucha,Greater Yellownape,
62049529,Chrysophlegma humii,Chequer-throated Yellownape,
62049548,Chrysophlegma mentale,Javan Yellownape,
22681428,Chrysophlegma miniaceum,Banded Woodpecker,
22722281,Chrysothlypis chrysomelas,Black-and-yellow Tanager,
22722287,Chrysothlypis salmoni,Scarlet-and-white Tanager,
22687517,Chrysuronia brevirostris,White-chested Emerald,
22687414,Chrysuronia coeruleogularis,Sapphire-throated Hummingbird,
22687421,Chrysuronia goudoti,Shining-green Hummingbird,
22733641,Chrysuronia grayi,Gray's Hummingbird,
22733646,Chrysuronia humboldtii,Humboldt's Hummingbird,
22687574,Chrysuronia leucogaster,Plain-bellied Emerald,
22687417,Chrysuronia lilliae,Sapphire-bellied Hummingbird,
22687458,Chrysuronia oenone,Golden-tailed Sapphire,
22687525,Chrysuronia versicolor,Versicolored Emerald,Versicolored Emerald
22692208,Chunga burmeisteri,Black-legged Seriema,
22689154,Ciccaba albitarsis,Rufous-banded Owl,
22689144,Ciccaba huhula,Black-banded Owl,
22689133,Ciccaba nigrolineata,Black-and-white Owl,
22689122,Ciccaba virgata,Mottled Owl,
22709864,Cichladusa arquata,Collared Palm Thrush,"Collared Palm-thrush, Collared Palm-Thrush"
22709876,Cichladusa guttata,Spotted Palm-thrush,"Spotted Palm Thrush, Spotted Morning-Thrush, Spotted Morning-thrush"
22709870,Cichladusa ruficauda,Rufous-tailed Palm Thrush,"Rufous-tailed Palm-thrush, Rufous-tailed Palm-Thrush"
103671013,Cichlocolaptes holti,Small Pale-browed Treehunter,
103670955,Cichlocolaptes leucophrus,Large Pale-browed Treehunter,
103671170,Cichlocolaptes mazarbarnetti,Cryptic Treehunter,
103881133,Cichlopsis chubbi,Chestnut-throated Solitaire,
103881097,Cichlopsis gularis,Guianan Solitaire,
103880486,Cichlopsis leucogenys,Rufous-brown Solitaire,
103880904,Cichlopsis peruviana,Peruvian Solitaire,
22706199,Cicinnurus magnificus,Magnificent Bird-of-paradise,
22706208,Cicinnurus regius,King Bird-of-Paradise,King Bird-of-paradise
22706202,Cicinnurus respublica,Wilson's Bird-of-paradise,
22697673,Ciconia abdimii,Abdim's Stork,
22697695,Ciconia boyciana,Oriental Stork,"Japanese White Stork, Oriental White Stork"
22697691,Ciconia ciconia,White Stork,
22727255,Ciconia episcopus,White-necked Stork,"Asian Woollyneck, Woolly-necked Stork"
22697688,Ciconia maguari,Maguari Stork,
22727265,Ciconia microscelis,African Woollyneck,
22697669,Ciconia nigra,Black Stork,
22697685,Ciconia stormi,Storm's Stork,
22710117,Cinclidium frontale,Blue-fronted Robin,
22711133,Cinclocerthia gutturalis,Gray Trembler,Grey Trembler
22711130,Cinclocerthia ruficauda,Brown Trembler,
22736226,Cinclodes albidiventris,Chestnut-winged Cinclodes,
22736220,Cinclodes albiventris,Cream-winged Cinclodes,
103670928,Cinclodes antarcticus,Blackish Cinclodes,
22724402,Cinclodes aricomae,Royal Cinclodes,
22702114,Cinclodes atacamensis,White-winged Cinclodes,
22702082,Cinclodes comechingonus,Cordoba Cinclodes,
22702095,Cinclodes excelsior,Stout-billed Cinclodes,
22736215,Cinclodes fuscus,Buff-winged Cinclodes,
103670944,Cinclodes maculirostris,Black Cinclodes,
22702107,Cinclodes nigrofumosus,Chilean Seaside Cinclodes,Seaside Cinclodes
22702092,Cinclodes olrogi,Olrog's Cinclodes,
22702088,Cinclodes oustaleti,Gray-flanked Cinclodes,Grey-flanked Cinclodes
22702085,Cinclodes pabsti,Long-tailed Cinclodes,
22702117,Cinclodes palliatus,White-bellied Cinclodes,
22702100,Cinclodes patagonicus,Dark-bellied Cinclodes,
22702103,Cinclodes taczanowskii,Surf Cinclodes,Peruvian Seaside Cinclodes
22715521,Cincloramphus bivittatus,Buff-banded Grassbird,"Buff-banded Bushbird, Buff-banded Thicketbird"
22715511,Cincloramphus cruralis,Brown Songlark,
22715529,Cincloramphus grosvenori,New Britain Thicketbird,Bismarck Thicketbird
22715535,Cincloramphus llaneae,Melanesian Thicketbird,Bougainville Thicketbird
103795115,Cincloramphus macrurus,Papuan Grassbird,
22715525,Cincloramphus mariae,New Caledonian Thicketbird,New Caledonian Grassbird
22715514,Cincloramphus mathewsi,Rufous Songlark,
22715549,Cincloramphus rubiginosus,Rusty Thicketbird,
22715555,Cincloramphus rufus,Long-legged Thicketbird,Long-legged Warbler
103795069,Cincloramphus timoriensis,Tawny Grassbird,
103798488,Cincloramphus turipavae,Guadalcanal Thicketbird,
103798480,Cincloramphus whitneyi,Santo Thicketbird,
22705363,Cinclosoma ajax,Painted Quail-thrush,
103693230,Cinclosoma alisteri,Nullarbor Quail-thrush,
103693193,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,
22705345,Cinclosoma castanotum,Chestnut Quail-thrush,Chestnut-backed Quail-thrush
103693226,Cinclosoma cinnamomeum,Cinnamon Quail-thrush,
103693208,Cinclosoma marginatum,Western Quail-thrush,
22705342,Cinclosoma punctatum,Spotted Quail-thrush,
22708156,Cinclus cinclus,White-throated Dipper,Dipper
22708166,Cinclus leucocephalus,White-capped Dipper,
22708163,Cinclus mexicanus,American Dipper,
22708160,Cinclus pallasii,Brown Dipper,
22708169,Cinclus schulzii,Rufous-throated Dipper,
22733810,Cinnycerthia fulva,Fulvous Wren,
22733815,Cinnycerthia olivascens,Sepia-brown Wren,Sharpe's Wren
22733805,Cinnycerthia peruana,Peruvian Wren,
22711351,Cinnycerthia unirufa,Rufous Wren,
22710791,Cinnyricinclus leucogaster,Violet-backed Starling,
103798399,Cinnyris afer,Greater Double-collared Sunbird,
22717855,Cinnyris asiaticus,Purple Sunbird,
22717687,Cinnyris batesi,Bates's Sunbird,
103801419,Cinnyris bifasciatus,Purple-banded Sunbird,
22717846,Cinnyris bouvieri,Orange-tufted Sunbird,
22717801,Cinnyris buettikoferi,Apricot-breasted Sunbird,Sumba Sunbird
22718012,Cinnyris chalcomelas,Violet-breasted Sunbird,
22717869,Cinnyris chalybeus,Southern Double-collared Sunbird,
22717919,Cinnyris chloropygius,Olive-bellied Sunbird,
22718027,Cinnyris coccinigastrus,Splendid Sunbird,
22717817,Cinnyris comorensis,Anjouan Sunbird,
22717998,Cinnyris congensis,Congo Sunbird,Congo Black-bellied Sunbird
22717822,Cinnyris coquerellii,Mayotte Sunbird,
22717945,Cinnyris cupreus,Copper Sunbird,Coppery Sunbird
22717754,Cinnyris dussumieri,Seychelles Sunbird,
22717994,Cinnyris erythrocercus,Red-chested Sunbird,
22735340,Cinnyris fuelleborni,Olive-bellied Double-collared Sunbird,Forest Double-collared Sunbird
22717950,Cinnyris fuscus,Dusky Sunbird,
103797518,Cinnyris gertrudis,Western Miombo Sunbird,
103803926,Cinnyris habessinicus,Shining Sunbird,
103804002,Cinnyris hellmayri,Arabian Sunbird,
22717813,Cinnyris humbloti,Humblot's Sunbird,
103804169,Cinnyris idenburgi,Rand's Sunbird,
22718031,Cinnyris johannae,Johanna's Sunbird,
103804139,Cinnyris jugularis,Olive-backed Sunbird,
22717862,Cinnyris lotenius,Long-billed Sunbird,Loten's Sunbird
22717931,Cinnyris loveridgei,Loveridge's Sunbird,
103798440,Cinnyris ludovicensis,Montane Double-collared Sunbird,
103797506,Cinnyris manoensis,Eastern Miombo Sunbird,
22718003,Cinnyris mariquensis,Marico Sunbird,Mariqua Sunbird
103799498,Cinnyris mediocris,Eastern Double-collared Sunbird,
103800445,Cinnyris melanogastrus,Gorgeous Sunbird,
22717923,Cinnyris minullus,Tiny Sunbird,
103804263,Cinnyris moebii,Grand Comoro Sunbird,
22717936,Cinnyris moreaui,Moreau's Sunbird,
22718043,Cinnyris nectarinioides,Black-bellied Sunbird,Smaller Black-bellied Sunbird
22717903,Cinnyris neergaardi,Neergaard's Sunbird,
103804241,Cinnyris notatus,Long-billed Sunbird,
22717850,Cinnyris osea,Palestine Sunbird,Northern Orange-tufted Sunbird
22717841,Cinnyris oustaleti,Oustalet's Sunbird,Oustalet's White-bellied Sunbird
22718017,Cinnyris pembae,Pemba Sunbird,
103798427,Cinnyris prigoginei,Prigogine's Double-collared Sunbird,
103799817,Cinnyris pulchellus,Beautiful Sunbird,
22717927,Cinnyris regius,Regal Sunbird,
22717887,Cinnyris reichenowi,Northern Double-collared Sunbird,
22717941,Cinnyris rockefelleri,Rockefeller's Sunbird,
22717954,Cinnyris rufipennis,Rufous-winged Sunbird,
22717990,Cinnyris shelleyi,Shelley's Sunbird,
22717805,Cinnyris solaris,Flame-breasted Sunbird,
22717808,Cinnyris sovimanga,Souimanga Sunbird,
103798409,Cinnyris stuhlmanni,Ruwenzori Double-collared Sunbird,
22718035,Cinnyris superbus,Superb Sunbird,
22717836,Cinnyris talatala,White-bellied Sunbird,White-breasted Sunbird
103801517,Cinnyris tsavoensis,Tsavo Sunbird,
22717831,Cinnyris ursulae,Ursula's Mouse-coloured Sunbird,Ursula's Sunbird
103799620,Cinnyris usambaricus,Usambara Double-collared Sunbird,
22717826,Cinnyris venustus,Variable Sunbird,Yellow-bellied Sunbird
103804289,Cinnyris voeltzkowi,Moheli Sunbird,
22732272,Circaetus beaudouini,Beaudouin's Snake Eagle,Beaudouin's Snake-eagle
22695283,Circaetus cinerascens,Banded Snake-Eagle,"Western Banded Snake Eagle, Western Banded Snake-eagle"
22695271,Circaetus cinereus,Brown Snake Eagle,"Brown Snake-Eagle, Brown Snake-eagle"
22695277,Circaetus fasciolatus,Southern Banded Snake-eagle,"Southern Banded Snake Eagle, Fasciated Snake-Eagle"
22734216,Circaetus gallicus,Short-toed Snake-eagle,"Short-toed Eagle, Short-toed Snake Eagle"
22734223,Circaetus pectoralis,Black-chested Snake-eagle,"Black-chested Snake Eagle, Black-chested Snake-Eagle"
22695344,Circus aeruginosus,Western Marsh-harrier,"Eurasian Marsh Harrier, Marsh Harrier, Western Marsh Harrier, Western Marsh-Harrier"
22695363,Circus approximans,Australasian Harrier,Swamp Harrier
22695376,Circus assimilis,Spotted Harrier,
22695373,Circus buffoni,Long-winged Harrier,
22695393,Circus cinereus,Cinereous Harrier,
22727733,Circus cyaneus,Hen Harrier,
22727740,Circus hudsonius,Northern Harrier,
22695368,Circus macrosceles,Madagascar Marsh-harrier,
22695396,Circus macrourus,Pallid Harrier,Pale Harrier
22728310,Circus maillardi,Malagasy Marsh Harrier,"Réunion Harrier, Reunion Marsh-harrier"
22695379,Circus maurus,Black Harrier,
22695402,Circus melanoleucos,Pied Harrier,
22695405,Circus pygargus,Montagu's Harrier,
22695352,Circus ranivorus,African Marsh-Harrier,"African Marsh Harrier, African Marsh-harrier"
61709141,Circus spilonotus,Eastern Marsh-harrier,
61709172,Circus spilothorax,Papuan Harrier,
22720840,Ciridops anna,Ula-ai-hawane,Ula-'ai-hawane
22705809,Cissa chinensis,Green Magpie,Common Green Magpie
22705813,Cissa hypoleuca,Yellow-breasted Magpie,Indochinese Green Magpie
22724829,Cissa jefferyi,Bornean Green Magpie,
22724821,Cissa thalassina,Javan Green Magpie,
22703913,Cissomela pectoralis,Banded Honeyeater,
22722142,Cissopis leverianus,Magpie Tanager,
22713436,Cisticola aberdare,Aberdare Cisticola,
103775454,Cisticola aberrans,Lazy Cisticola,
216557227,Cisticola anderseni,White-tailed Cisticola,
22713453,Cisticola angusticauda,Long-tailed Cisticola,Tabora Cisticola
22713287,Cisticola anonymus,Chattering Cisticola,
22713515,Cisticola aridulus,Desert Cisticola,
22713540,Cisticola ayresii,Wing-snapping Cisticola,
103775575,Cisticola bailunduensis,Huambo Cisticola,
216556469,Cisticola bakerorum,Kilombero Cisticola,
22713329,Cisticola bodessa,Boran Cisticola,
22713474,Cisticola brachypterus,Short-winged Cisticola,Siffling Cisticola
103776392,Cisticola brunnescens,Pectoral-patch Cisticola,
22713295,Cisticola bulliens,Bubbling Cisticola,
22713279,Cisticola cantans,Singing Cisticola,
22713415,Cisticola carruthersi,Carruthers's Cisticola,
22713508,Cisticola cherina,Madagascar Cisticola,
22713333,Cisticola chiniana,Rattling Cisticola,
22730835,Cisticola chubbi,Chubb's Cisticola,
22713340,Cisticola cinereolus,Ashy Cisticola,
103776400,Cisticola cinnamomeus,Pale-crowned Cisticola,
22713530,Cisticola dambo,Dambo Cisticola,"Cloud-scraping Cisticola, Black-tailed Cisticola"
22713268,Cisticola erythrops,Red-faced Cisticola,
22713544,Cisticola exilis,Golden-headed Cisticola,
22713524,Cisticola eximius,Black-backed Cisticola,"Black-backed Cloud Cisticola, Black-necked Cisticola"
22713444,Cisticola fulvicapilla,Neddicky,Piping Cisticola
103776048,Cisticola galactotes,Rufous-winged Cisticola,
22713355,Cisticola guinea,Dorst's Cisticola,
103776144,Cisticola haematocephalus,Coastal Cisticola,
22713500,Cisticola haesitatus,Socotra Cisticola,Island Cisticola
22713309,Cisticola hunteri,Hunter's Cisticola,
22713491,Cisticola juncidis,Zitting Cisticola,"Fan-tailed Cisticola, Fan-tailed Warbler"
22713383,Cisticola lais,Wailing Cisticola,
22713283,Cisticola lateralis,Whistling Cisticola,
103776172,Cisticola luapula,Luapula Cisticola,
103776131,Cisticola lugubris,Ethiopian Cisticola,
103776094,Cisticola marginatus,Winding Cisticola,
22713459,Cisticola melanurus,Slender-tailed Cisticola,Black-tailed Cisticola
22713487,Cisticola nana,Tiny Cisticola,
22713440,Cisticola natalensis,Croaking Cisticola,
22713313,Cisticola nigriloris,Black-lored Cisticola,
22713401,Cisticola njombe,Churring Cisticola,
22713411,Cisticola pipiens,Chirping Cisticola,
22713394,Cisticola restrictus,Tana River Cisticola,
22713430,Cisticola robustus,Stout Cisticola,
22713344,Cisticola ruficeps,Red-pate Cisticola,
22713365,Cisticola rufilatus,Grey Cisticola,Tinkling Cisticola
22713479,Cisticola rufus,Rufous Cisticola,
22713370,Cisticola subruficapilla,Red-headed Cisticola,Grey-backed Cisticola
22713519,Cisticola textrix,Tink-tink Cisticola,Cloud Cisticola
22713419,Cisticola tinniens,Levaillant's Cisticola,"Tinkling Cisticola, Lesser Black-backed Cisticola"
22713483,Cisticola troglodytes,Foxy Cisticola,
22713291,Cisticola woosnami,Trilling Cisticola,
22711366,Cistothorus apolinari,Apolinar's Marsh-wren,Apolinar's Wren
22711370,Cistothorus meridae,Mérida Wren,Merida Wren
22711374,Cistothorus palustris,Marsh Wren,
103886997,Cistothorus platensis,Grass Wren,
103887005,Cistothorus stellaris,Sedge Wren,
22726889,Cittura cyanotis,Lilac-cheeked Kingfisher,"Lilac Kingfisher, Sulawesi Lilac Kingfisher"
22726899,Cittura sanghirensis,Sangihe Lilac Kingfisher,
22693709,Cladorhynchus leucocephalus,Banded Stilt,
22683816,Clamator coromandus,Chestnut-winged Cuckoo,
22683819,Clamator glandarius,Great Spotted Cuckoo,
22683800,Clamator jacobinus,Jacobin Cuckoo,Jacobin Cuckoo
22683808,Clamator levaillantii,Striped Cuckoo,Levaillant's Cuckoo
22696027,Clanga clanga,Greater Spotted Eagle,Spotted Eagle
22729779,Clanga hastata,Indian Spotted Eagle,
22696022,Clanga pomarina,Lesser Spotted Eagle,
22680427,Clangula hyemalis,Long-tailed Duck,
22690809,Claravis pretiosa,Blue Ground-Dove,"Blue Ground-dove, Blue Ground Dove"
22714282,Cleptornis marchei,Golden White-eye,
22702639,Clibanornis dendrocolaptoides,Canebrake Groundcreeper,
22702956,Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,
22702949,Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,Henna-capped Foliage-gleaner
22736330,Clibanornis rubiginosus,Ruddy Foliage-gleaner,
22736301,Clibanornis rufipectus,Santa Marta Foliage-gleaner,
22703571,Climacteris affinis,White-browed Treecreeper,
22703574,Climacteris erythrops,Red-browed Treecreeper,
22703580,Climacteris melanurus,Black-tailed Treecreeper,
22703577,Climacteris picumnus,Brown Treecreeper,
22703591,Climacteris rufus,Rufous Treecreeper,
22701358,Clytoctantes alixii,Recurve-billed Bushbird,
22701364,Clytoctantes atrogularis,Rondonia Bushbird,Rondônia Bushbird
22687712,Clytolaema rubricauda,Brazilian Ruby,
22703709,Clytomyias insignis,Orange-crowned Fairywren,Orange-crowned Fairy-wren
22707224,Clytorhynchus hamlini,Rennell Shrikebill,
22735037,Clytorhynchus nigrogularis,Black-throated Shrikebill,
22707213,Clytorhynchus pachycephaloides,Southern Shrikebill,
22734762,Clytorhynchus sanctaecrucis,Nendo Shrikebill,Santa Cruz Shrikebill
22707216,Clytorhynchus vitiensis,Fiji Shrikebill,
22719407,Clytospiza monteiri,Brown Twinspot,
22699978,Cnemarchus erythropygius,Red-rumped Bush-tyrant,"Red-rumped Bush Tyrant, Red-rumped Bush-Tyrant"
22722611,Cnemathraupis aureodorsalis,Golden-backed Mountain-Tanager,"Golden-backed Mountain Tanager, Golden-backed Mountain-tanager"
22722606,Cnemathraupis eximia,Black-chested Mountain-Tanager,"Black-chested Mountain-tanager, Black-chested Mountain Tanager"
22706100,Cnemophilus loriae,Loria's Bird-of-paradise,"Velvet Satinbird, Loria's Satinbird"
103731110,Cnemophilus macgregorii,Yellow Satinbird,
103731114,Cnemophilus sanguineus,Red Satinbird,
103819218,Cnemoscopus chrysogaster,Golden-bellied Tanager,Golden-bellied Bush-tanager
103819177,Cnemoscopus rubrirostris,Grey-hooded Tanager,
22699748,Cnemotriccus fuscatus,Fuscous Flycatcher,
22699590,Cnipodectes subbrunneus,Brownish Flycatcher,Brownish Twistwing
22735464,Cnipodectes superrufus,Rufous Twistwing,
103815110,Coccopygia bocagei,Angola Waxbill,
103814997,Coccopygia melanotis,Swee Waxbill,
103815089,Coccopygia quartinia,Yellow-bellied Waxbill,
22720681,Coccothraustes coccothraustes,Hawfinch,
