internalTaxonId,scientificName,maincommonName,altcommonNames
22696111,Lophotriorchis kienerii,Rufous-bellied Eagle,
22679278,Lophura bulweri,Bulwer's Pheasant,"White-tailed Wattled Pheasant, Bulwer's Pheasant"
22679274,Lophura diardi,Diard's Fireback,Siamese Fireback
45354985,Lophura edwardsi,Vietnam Pheasant,Edwards's Pheasant
22727411,Lophura erythrophthalma,Malay Crestless Fireback,"Crestless Fireback, Rufous-tailed Pheasant"
22727431,Lophura ignita,Bornean Crested Fireback,"Crested Fireback, Vieillot's Fireback"
45355372,Lophura inornata,Salvadori's Pheasant,
22679217,Lophura leucomelanos,Kalij Pheasant,
22679220,Lophura nycthemera,Silver Pheasant,
22727425,Lophura pyronota,Bornean Crestless Fireback,
22727445,Lophura rufa,Malay Crested Fireback,
22679241,Lophura swinhoii,Swinhoe's Pheasant,
22732102,Loriculus amabilis,Moluccan Hanging-parrot,Moluccan Hanging Parrot
22685405,Loriculus aurantiifrons,Orange-fronted Hanging-Parrot,"Orange-fronted Hanging Parrot, Orange-fronted Hanging-parrot"
22685371,Loriculus beryllinus,Ceylon Hanging-Parrot,"Sri Lanka Hanging-parrot, Sri Lanka Hanging Parrot"
22685399,Loriculus catamene,Sangihe Hanging-parrot,"Sangihe Hanging Parrot, Sangihe Hanging-Parrot"
22685416,Loriculus exilis,Pygmy Hanging Parrot,"Pygmy Hanging-parrot, Red-billed Hanging-Parrot"
22685428,Loriculus flosculus,Wallace's Hanging Parrot,"Flores Hanging-parrot, Wallace's Hanging-Parrot"
22685384,Loriculus galgulus,Blue-crowned Hanging-parrot,"Blue-crowned Hanging Parrot, Blue-crowned Hanging-Parrot"
22685376,Loriculus philippensis,Colasisi,"Philippine Hanging Parrot, Philippine Hanging-parrot"
22685422,Loriculus pusillus,Yellow-throated Hanging-parrot,"Yellow-throated Hanging Parrot, Yellow-throated Hanging-Parrot"
22732108,Loriculus sclateri,Sula Hanging-parrot,
22685389,Loriculus stigmatus,Sulawesi Hanging-Parrot,"Great Hanging Parrot, Sulawesi Hanging-parrot"
22685410,Loriculus tener,Bismarck Hanging-parrot,"Green-fronted Hanging Parrot, Green-fronted Hanging-Parrot"
22685366,Loriculus vernalis,Vernal Hanging-parrot,"Vernal Hanging Parrot, Vernal Hanging-Parrot"
22684603,Lorius albidinucha,White-naped Lory,
22684621,Lorius chlorocercus,Yellow-bibbed Lory,
22684586,Lorius domicella,Purple-naped Lory,Purple-capped Lory
22684581,Lorius garrulus,Yellow-backed Lory,Chattering Lory
22684597,Lorius hypoinochrous,Purple-bellied Lory,
22684594,Lorius lory,Black-capped Lory,
22720646,Loxia curvirostra,Common Crossbill,"Red Crossbill, Crossbill"
22728944,Loxia leucoptera,White-winged Crossbill,Two-barred Crossbill
22720651,Loxia megaplaga,Hispaniolan Crossbill,
22720638,Loxia pytyopsittacus,Parrot Crossbill,
22720641,Loxia scotica,Scottish Crossbill,
22734682,Loxigilla barbadensis,Barbados Bullfinch,
22734677,Loxigilla noctis,Lesser Antillean Bullfinch,
22720742,Loxioides bailleui,Palila,
22723622,Loxipasser anoxanthus,Yellow-shouldered Grassquit,
22720832,Loxops caeruleirostris,'Akeke'e,Akekee
103823991,Loxops coccineus,Hawaii Akepa,
103824084,Loxops ochraceus,Maui Akepa,
103824105,Loxops wolstenholmei,Oahu Akepa,
22717411,Lullula arborea,Wood Lark,Woodlark
22689698,Lurocalis rufiventris,Rufous-bellied Nighthawk,
22689695,Lurocalis semitorquatus,Short-tailed Nighthawk,
22709691,Luscinia luscinia,Thrush-Nightingale,Thrush Nightingale
22709696,Luscinia megarhynchos,Nightingale,Common Nightingale
22710108,Luscinia phaenicuroides,White-bellied Redstart,
22709707,Luscinia svecica,Bluethroat,
22681832,Lybius chaplini,Zambian Barbet,Chaplin's Barbet
22681841,Lybius guifsobalito,Black-billed Barbet,
22726068,Lybius leucocephalus,White-headed Barbet,
22726086,Lybius leucogaster,White-bellied Barbet,
22681837,Lybius rubrifacies,Red-faced Barbet,
22726079,Lybius senex,Brown-and-white Barbet,
22681845,Lybius torquatus,Black-collared Barbet,
22681812,Lybius undatus,Banded Barbet,
22681816,Lybius vieilloti,Vieillot's Barbet,
103728215,Lycocorax obiensis,Obi Paradise-crow,
103728181,Lycocorax pyrrhopterus,Halmahera Paradise-crow,
22693133,Lymnocryptes minimus,Jack Snipe,
22689690,Lyncornis macrotis,Great Eared Nightjar,"Great Eared-nightjar, Great Eared-Nightjar"
22689685,Lyncornis temminckii,Malaysian Eared-Nightjar,"Malaysian Eared Nightjar, Malay Eared-nightjar"
22679483,Lyrurus mlokosiewiczi,Caucasian Grouse,Caucasian Black Grouse
22679480,Lyrurus tetrix,Black Grouse,
22706104,Macgregoria pulchra,Macgregor's Honeyeater,"Macgregor's Lappetface, Ochre-winged Honeyeater, Macgregor's Bird-of-paradise"
22707419,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,
22707422,Machaerirhynchus nigripectus,Black-breasted Boatbill,
22701122,Machaeropterus deliciosus,Club-winged Manakin,
155190014,Machaeropterus eckelberryi,Painted Manakin,
22701115,Machaeropterus pyrocephalus,Fiery-capped Manakin,
103676093,Machaeropterus regulus,Eastern Striped Manakin,Kinglet Manakin
103676114,Machaeropterus striolatus,Western Striped Manakin,Striolated Manakin
22695021,Macheiramphus alcinus,Bat Hawk,
22700321,Machetornis rixosa,Cattle Tyrant,
22711939,Machlolophus holsti,Yellow Tit,
22711924,Machlolophus nuchalis,White-naped Tit,
22711934,Machlolophus spilonotus,Yellow-cheeked Tit,
22711929,Machlolophus xanthogenys,Black-lored Tit,
22701238,Mackenziaena leachii,Large-tailed Antshrike,
22701235,Mackenziaena severa,Tufted Antshrike,
22724286,Macroagelaius imthurni,Golden-tufted Mountain Grackle,Golden-tufted Grackle
22724290,Macroagelaius subalaris,Colombian Mountain Grackle,Mountain Grackle
22678576,Macrocephalon maleo,Maleo Megapode,"Gray's Brush-turkey, Maleo"
22697852,Macronectes giganteus,Southern Giant Petrel,"Southern Giant Petrel, Southern Giant-Petrel, Antarctic Giant-Petrel"
22697859,Macronectes halli,Hall's Giant-Petrel,"Northern Giant Petrel, Northern Giant Petrel, Northern Giant-Petrel"
22716310,Macronus ptilosus,Fluffy-backed Tit-Babbler,Fluffy-backed Tit-babbler
22716306,Macronus striaticeps,Brown Tit-babbler,Brown Tit-Babbler
22718423,Macronyx ameliae,Rosy-throated Longclaw,Rosy-breasted Longclaw
22718428,Macronyx aurantiigula,Pangani Longclaw,
22718414,Macronyx capensis,Orange-throated Longclaw,Cape Longclaw
22718405,Macronyx croceus,Yellow-throated Longclaw,
22718419,Macronyx flavicollis,Abyssinian Longclaw,
22718409,Macronyx fuelleborni,Fülleborn's Longclaw,Fuelleborn's Longclaw
22718432,Macronyx grimwoodi,Grimwood's Longclaw,
22718436,Macronyx sharpei,Sharpe's Pipit,Sharpe's Longclaw
22690046,Macropsalis forcipata,Long-trained Nightjar,
22690561,Macropygia amboinensis,Slender-billed Cuckoo-dove,Slender-billed Cuckoo-Dove
219582243,Macropygia emiliana,Ruddy Cuckoo-dove,
154625453,Macropygia macassariensis,Flores Sea Cuckoo-dove,
22690584,Macropygia mackinlayi,Mackinlay's Cuckoo-Dove,"Mackinlay's Cuckoo-dove, Spot-breasted Cuckoo-Dove"
154625310,Macropygia magna,Timor Cuckoo-dove,
22690580,Macropygia nigrirostris,Black-billed Cuckoo-dove,Black-billed Cuckoo-Dove
22690571,Macropygia phasianella,Brown Cuckoo-dove,Brown Cuckoo-Dove
22690576,Macropygia ruficeps,Little Cuckoo-dove,Little Cuckoo-Dove
22690549,Macropygia rufipennis,Andaman Cuckoo-Dove,Andaman Cuckoo-dove
219582631,Macropygia tenuirostris,Philippine Cuckoo-Dove,Philippine Cuckoo-dove
154625942,Macropygia timorlaoensis,Tanimbar Cuckoo-dove,
22690545,Macropygia unchall,Barred Cuckoo-Dove,Barred Cuckoo-dove
22715158,Macrosphenus concolor,Grey Longbill,
22715154,Macrosphenus flavicans,Yellow Longbill,
22715150,Macrosphenus kempi,Kemp's Longbill,
22715166,Macrosphenus kretschmeri,Kretschmer's Longbill,
22715162,Macrosphenus pulitzeri,Pulitzer's Longbill,
22714290,Madanga ruficollis,Buru Mountain White-eye,"Madanga, Rufous-throated White-eye"
22720774,Magumma parva,'Anianiau,Anianiau
22715811,Malacocincla abbotti,Abbott's Babbler,
22715827,Malacocincla perspicillata,Black-browed Babbler,Black-browed Jungle-babbler
22715814,Malacocincla sepiaria,Horsfield's Babbler,
22707747,Malaconotus alius,Uluguru Bush Shrike,"Uluguru Bushshrike, Uluguru Bush-shrike"
22707735,Malaconotus blanchoti,Grey-headed Bushshrike,"Grey-headed Bush Shrike, Grey-headed Bush-shrike"
22707716,Malaconotus cruentus,Fiery-breasted Bushshrike,"Fiery-breasted Bush Shrike, Fiery-breasted Bush-shrike"
22707728,Malaconotus gladiator,Green-breasted Bush-shrike,"Cameroon Mountain Bushshrike, Green-breasted Bushshrike, Green-breasted Bush Shrike"
22707722,Malaconotus lagdeni,Lagden's Bushshrike,"Lagden's Bush-shrike, Lagden's Bush Shrike"
22707741,Malaconotus monteiri,Monteiro's Bush-shrike,"Monteiro's Bushshrike, Monteiro's Bush Shrike"
22715876,Malacopteron affine,Sooty-capped Babbler,
22715888,Malacopteron albogulare,Grey-breasted Babbler,
22715879,Malacopteron cinereum,Scaly-crowned Babbler,
22715873,Malacopteron magnirostre,Moustached Babbler,
22715882,Malacopteron magnum,Rufous-crowned Babbler,
22715885,Malacopteron palawanense,Melodious Babbler,
22682286,Malacoptila fulvogularis,Black-streaked Puffbird,
22682277,Malacoptila fusca,White-chested Puffbird,
45359050,Malacoptila minor,Lesser Crescent-chested Puffbird,
22682295,Malacoptila mystacalis,Moustached Puffbird,
22682292,Malacoptila panamensis,White-whiskered Puffbird,
22682289,Malacoptila rufa,Rufous-necked Puffbird,
22682280,Malacoptila semicincta,Semicollared Puffbird,
45359046,Malacoptila striata,Greater Crescent-chested Puffbird,
22680336,Malacorhynchus membranaceus,Pink-eared Duck,
22713680,Malcorus pectoralis,Rufous-eared Warbler,
22713260,Malia grata,Malia,
22719078,Malimbus ballmanni,Gola Malimbe,Ballmann's Malimbe
22719073,Malimbus cassini,Black-throated Malimbe,Cassin's Malimbe
22719069,Malimbus coronatus,Red-crowned Malimbe,
22719095,Malimbus erythrogaster,Red-bellied Malimbe,
22719091,Malimbus ibadanensis,Ibadan Malimbe,
22719104,Malimbus malimbicus,Crested Malimbe,
22719099,Malimbus nitens,Blue-billed Malimbe,Gray's Malimbe
22719083,Malimbus racheliae,Rachel's Malimbe,
22719108,Malimbus rubricollis,Red-headed Malimbe,
22719087,Malimbus scutatus,Red-vented Malimbe,
22706626,Malindangia mcgregori,McGregor's Cuckoo-shrike,McGregor's Cuckooshrike
22703725,Malurus alboscapulatus,White-shouldered Fairy-wren,White-shouldered Fairywren
22703748,Malurus amabilis,Lovely Fairy-wren,Lovely Fairywren
155093185,Malurus assimilis,Purple-backed Fairy-wren,
22703760,Malurus coronatus,Lilac-crowned Wren,"Purple-crowned Fairywren, Purple-crowned Fairy-wren"
22703736,Malurus cyaneus,Superb Fairy-wren,Superb Fairywren
22703765,Malurus cyanocephalus,Emperor Fairy-wren,Emperor Fairywren
22703752,Malurus elegans,Red-winged Fairy-wren,Red-winged Fairywren
155093173,Malurus lamberti,Variegated Fairy-wren,
22703732,Malurus leucopterus,White-winged Fairy-wren,White-winged Fairywren
22703728,Malurus melanocephalus,Red-backed Fairy-wren,Red-backed Fairywren
22703756,Malurus pulcherrimus,Blue-breasted Fairywren,Blue-breasted Fairy-wren
22703740,Malurus splendens,Splendid Fairy-wren,Splendid Fairywren
22701106,Manacus aurantiacus,Orange-collared Manakin,
22701103,Manacus candei,White-collared Manakin,
22701112,Manacus manacus,White-bearded Manakin,
22701109,Manacus vitellinus,Golden-collared Manakin,
22719354,Mandingoa nitidula,Green-backed Twinspot,Green Twinspot
22704436,Manorina flavigula,Yellow-throated Miner,
22704433,Manorina melanocephala,Noisy Miner,
22704430,Manorina melanophrys,Bell Miner,
22704441,Manorina melanotis,Black-eared Miner,Black–eared Miner
22720814,Manucerthia mana,Hawai'i Creeper,Hawaii Creeper
22706114,Manucodia ater,Glossy-mantled Manucode,
22706121,Manucodia chalybatus,Crinkle-collared Manucode,
22706128,Manucodia comrii,Curl-crested Manucode,
22706131,Manucodia jobiensis,Jobi Manucode,
22680163,Mareca americana,American Wigeon,
22680153,Mareca falcata,Falcated Duck,Falcated Teal
22680157,Mareca penelope,Eurasian Wigeon,"European Wigeon, Wigeon"
22680167,Mareca sibilatrix,Chiloe Wigeon,
22680149,Mareca strepera,Gadwall,
22688883,Margarobyas lawrencii,Bare-legged Screech-owl,Barelegged Owl
22678927,Margaroperdix madagarensis,Madagascar Partridge,
22711147,Margarops fuscatus,Pearly-eyed Thrasher,
22702726,Margarornis bellulus,Beautiful Treerunner,
22702719,Margarornis rubiginosus,Ruddy Treerunner,
22702729,Margarornis squamiger,Pearled Treerunner,
22702722,Margarornis stellatus,Star-chested Treerunner,Fulvous-dotted Treerunner
22680339,Marmaronetta angustirostris,Marbled Teal,Marbled Duck
22728866,Mascarenotus grucheti,Réunion Owl,Reunion Owl
22728856,Mascarenotus murivorus,Rodrigues Owl,
22728861,Mascarenotus sauzieri,Mauritius Owl,
22685258,Mascarinus mascarin,Mascarene Parrot,
22722388,Maschalethraupis surinama,Fulvous-crested Tanager,
22701087,Masius chrysopterus,Golden-winged Manakin,
22707204,Mayrornis lessoni,Slaty Monarch,
22707207,Mayrornis schistaceus,Vanikoro Monarch,
22707200,Mayrornis versicolor,Ogea Monarch,Versicolored Monarch
22702341,Mazaria propinqua,White-bellied Spinetail,
22686634,Mearnsia novaeguineae,Papuan Spine-tailed Swift,Papuan Spinetail
22686630,Mearnsia picina,Philippine Spine-tailed Swift,Philippine Spinetail
22699322,Mecocerculus calopterus,Rufous-winged Tyrannulet,
22699319,Mecocerculus hellmayri,Buff-banded Tyrannulet,
22699313,Mecocerculus leucophrys,White-throated Tyrannulet,
22699325,Mecocerculus minor,Sulphur-bellied Tyrannulet,
22699316,Mecocerculus poecilocercus,White-tailed Tyrannulet,
22699328,Mecocerculus stictopterus,White-banded Tyrannulet,
22707807,Megabyas flammulatus,Shrike-flycatcher,"Shrike-Flycatcher, African Shrike-flycatcher"
22683623,Megaceryle alcyon,Belted Kingfisher,
22683620,Megaceryle lugubris,Crested Kingfisher,
22683616,Megaceryle maxima,Giant Kingfisher,
22683634,Megaceryle torquata,Ringed Kingfisher,
22692785,Megacrex inepta,New Guinea Flightless Rail,Papuan Flightless Rail
22697800,Megadyptes antipodes,Yellow-eyed Penguin,
22706088,Megalampitta gigantea,Greater Melampitta,
22691362,Megaloprepia formosa,Scarlet-breasted Fruit-Dove,"Scarlet-breasted Fruit-dove, Scarlet-breasted Fruit Dove"
22691367,Megaloprepia magnifica,Wompoo Fruit-Dove,"Wompoo Fruit-dove, Wompoo Fruit Dove"
22715494,Megalurus palustris,Striated Grassbird,
22678593,Megapodius bernsteinii,Sula Scrubfowl,Sula Scrubfowl
22678588,Megapodius cumingii,Philippine Scrubfowl,"Tabon Scrubfowl, Philippine Megapode"
22678607,Megapodius decollatus,New Guinea Scrubfowl,New Guinea Scrubfowl
22678611,Megapodius eremita,Melanesian Scrubfowl,Melanesian Scrubfowl
22678602,Megapodius freycinet,Dusky Scrubfowl,
22728514,Megapodius geelvinkianus,Biak Scrubfowl,
22678620,Megapodius laperouse,Marianas Scrubfowl,"Micronesian Scrubfowl, Palau Scriubfowl, Micronesian Megapode, Megapode Scrubfowl, Mariana Megapode"
22678615,Megapodius layardi,New Hebrides Scrubfowl,"Vanuatu Scrubfowl, Vanuatu Scrubfowl"
22678583,Megapodius nicobariensis,Nicobar Scrubfowl,Nicobar Scrubfowl
22678625,Megapodius pritchardii,Tongan Scrubfowl,"Tongan Megapode, Nevafou Megapode, Niaufoou Scrubfowl, Polynesian Scrubfowl"
22734302,Megapodius reinwardt,Orange-footed Scrubfowl,"Orange-footed Scrubfowl, Scrubfowl"
22732420,Megapodius tenimberensis,Tanimbar Scrubfowl,
22700533,Megarynchus pitangua,Boat-billed Flycatcher,
22688903,Megascops albogularis,White-throated Screech-Owl,"White-throated Screech Owl, White-throated Screech-owl"
155660662,Megascops asio,Eastern Screech Owl,"Autillo yanqui, Eastern Screech-owl, Eastern Screech-Owl"
22731897,Megascops atricapilla,Black-capped Screech-Owl,"Black-capped Screech Owl, Black-capped Screech-owl"
22688807,Megascops barbarus,Santa Barbara Screech-Owl,"Bearded Screech Owl, Bearded Screech-owl, Bearded Screech-Owl"
22688774,Megascops choliba,Tropical Screech Owl,"Tropical Screech-owl, Tropical Screech-Owl"
22688799,Megascops clarkii,Bare-shanked Screech-Owl,"Bare-shanked Screech-owl, Bare-shanked Screech Owl"
22688829,Megascops colombianus,Colombian Screech-owl,Colombian Screech-Owl
155658784,Megascops cooperi,Pacific Screech-Owl,"Pacific Screech Owl, Pacific Screech-owl"
155254743,Megascops gilesi,Santa Marta Screech-owl,
61767847,Megascops guatemalae,Guatemalan Screech-owl,
22733712,Megascops hoyi,Yungas Screech Owl,"Montane Forest Screech-Owl, Yungas Screech-owl"
22688820,Megascops ingens,Rufescent Screech Owl,"Rufescent Screech-owl, Rufescent Screech-Owl"
22688747,Megascops kennicottii,Western Screech-owl,"Western Screech Owl, Western Screech-Owl"
22688782,Megascops koepckeae,Koepcke's Screech-Owl,"Koepcke's Screech Owl, Koepcke's Screech-owl"
22688847,Megascops marshalli,Cloudforest Screech-owl,"Cloud-forest Screech-Owl, Cloud-forest Screech Owl"
22688891,Megascops nudipes,Puerto Rican Screech-Owl,"Puerto Rican Screech-owl, Puerto Rican Screech Owl"
22688840,Megascops petersoni,Cinnamon Screech-owl,"Cinnamon Screech Owl, Cinnamon Screech-Owl"
22688790,Megascops roboratus,Peruvian Screech-Owl,"West Peruvian Screech Owl, Peruvian Screech-owl, West Peruvian Screech-Owl"
22688874,Megascops sanctaecatarinae,Long-tufted Screech-owl,"Long-tufted Screech-Owl, Long-tufted Screech Owl"
22724664,Megascops seductus,Balsas Screech-Owl,"Balsas Screech Owl, Balsas Screech-owl"
22688766,Megascops trichopsis,Whiskered Screech-owl,"Whiskered Screech Owl, Whiskered Screech-Owl"
61769583,Megascops vermiculatus,Vermiculated Screech-owl,
22688856,Megascops watsonii,Tawny-bellied Screech-owl,"Tawny-bellied Screech Owl, Tawny-bellied Screech-Owl"
22701352,Megastictus margaritatus,Pearly Antshrike,
22695706,Megatriorchis doriae,Doria's Goshawk,
22703001,Megaxenops parnaguae,Great Xenops,
22714341,Megazosterops palauensis,Giant White-eye,
22727206,Meiglyptes grammithorax,Buff-rumped Woodpecker,
22681559,Meiglyptes jugularis,Black-and-buff Woodpecker,
22727198,Meiglyptes tristis,Buff-rumped Woodpecker,White-rumped Woodpecker
22681562,Meiglyptes tukki,Buff-necked Woodpecker,
22709095,Melaenornis annamarulae,Liberian Black-flycatcher,"Nimba Flycatcher, West African Black-Flycatcher"
22709090,Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,"Yellow-eyed Black Flycatcher, Yellow-eyed Black-Flycatcher"
22709073,Melaenornis brunneus,Angola Slaty Flycatcher,"Angola Slaty-Flycatcher, Angola Slaty-flycatcher"
22709061,Melaenornis chocolatinus,Abyssinian Slaty Flycatcher,"Abyssinian Slaty-Flycatcher, Abyssinian Slaty-flycatcher"
22709079,Melaenornis edolioides,Western Black Flycatcher,"Northern Black Flycatcher, Northern Black-Flycatcher, Northern Black-flycatcher"
22709067,Melaenornis fischeri,White-eyed Slaty Flycatcher,"White-eyed Slaty-flycatcher, White-eyed Slaty-Flycatcher"
22709085,Melaenornis pammelaina,Southern Black Flycatcher,"Southern Black-Flycatcher, Southern Black-flycatcher"
22706085,Melampitta lugubris,Lesser Melampitta,
22720863,Melamprosops phaeosoma,Poo-uli,"Black-faced Honeycreeper, Po'o-uli"
22680862,Melanerpes aurifrons,Golden-fronted Woodpecker,
22680831,Melanerpes cactorum,White-fronted Woodpecker,
22680798,Melanerpes candidus,White Woodpecker,
22680856,Melanerpes carolinus,Red-bellied Woodpecker,
22733729,Melanerpes chrysauchen,Golden-naped Woodpecker,
22680840,Melanerpes chrysogenys,Golden-cheeked Woodpecker,
22680824,Melanerpes cruentatus,Yellow-tufted Woodpecker,Tellow-tufted Woodpecker
22680810,Melanerpes erythrocephalus,Red-headed Woodpecker,
22680828,Melanerpes flavifrons,Yellow-fronted Woodpecker,
22680813,Melanerpes formicivorus,Acorn Woodpecker,
22680804,Melanerpes herminieri,Guadeloupe Woodpecker,
22680865,Melanerpes hoffmannii,Hoffmann's Woodpecker,
22680843,Melanerpes hypopolius,Gray-breasted Woodpecker,Grey-breasted Woodpecker
22680801,Melanerpes lewis,Lewis's Woodpecker,
22680807,Melanerpes portoricensis,Puerto Rican Woodpecker,
22680816,Melanerpes pucherani,Black-cheeked Woodpecker,
22733737,Melanerpes pulcher,Beautiful Woodpecker,
22680847,Melanerpes pygmaeus,Yucatan Woodpecker,
22680837,Melanerpes radiolatus,Jamaican Woodpecker,
22680850,Melanerpes rubricapillus,Red-crowned Woodpecker,
22680834,Melanerpes striatus,Hispaniolan Woodpecker,
22680859,Melanerpes superciliaris,West Indian Woodpecker,
22680853,Melanerpes uropygialis,Gila Woodpecker,
22711902,Melaniparus afer,Southern Grey Tit,Grey Tit
22711839,Melaniparus albiventris,White-bellied Tit,
22732625,Melaniparus carpi,Carp's Tit,
22711896,Melaniparus cinerascens,Ashy Tit,
22711875,Melaniparus fasciiventer,Stripe-breasted Tit,
22711869,Melaniparus fringillinus,Red-throated Tit,
22711852,Melaniparus funereus,Dusky Tit,
22711889,Melaniparus griseiventris,Miombo Grey Tit,Miombo Tit
22711820,Melaniparus guineensis,Pale-eyed Black Tit,White-shouldered Tit
22731092,Melaniparus leucomelas,Dark-eyed Black Tit,White-winged Tit
22711845,Melaniparus leuconotus,White-backed Black Tit,White-backed Tit
103762456,Melaniparus niger,Southern Black Tit,
22711864,Melaniparus pallidiventris,Cinnamon-breasted Tit,
103762287,Melaniparus rufiventris,Rufous-bellied Tit,
22711881,Melaniparus thruppi,Somali Tit,"Northern Grey Tit, Acacia Tit"
22732425,Melanitta americana,Black Scoter,American Scoter
22734194,Melanitta deglandi,White-winged Scoter,White-winged Scoter
22724836,Melanitta fusca,Velvet Scoter,
22724879,Melanitta nigra,Black Scoter,Common Scoter
22680441,Melanitta perspicillata,Surf Scoter,
22724845,Melanitta stejnegeri,Siberian Scoter,Stejneger's Scoter
22718134,Melanocharis arfakiana,Obscure Berrypecker,
216552569,Melanocharis citreola,Satin Berrypecker,
22718140,Melanocharis longicauda,Lemon-breasted Berrypecker,Mid-mountain Berrypecker
22718137,Melanocharis nigra,Black Berrypecker,
22718146,Melanocharis striativentris,Streaked Berrypecker,
22718143,Melanocharis versteri,Fan-tailed Berrypecker,
22712001,Melanochlora sultanea,Sultan Tit,
22715617,Melanocichla calva,Bare-headed Babbler,Bare-headed Laughingthrush
22715614,Melanocichla lugubris,Black Laughingthrush,Black Babbler
22717288,Melanocorypha bimaculata,Bimaculated Lark,
22717285,Melanocorypha calandra,Calandra Lark,
22717292,Melanocorypha maxima,Tibetan Lark,
22717295,Melanocorypha mongolica,Mongolian Lark,
22717301,Melanocorypha yeltoniensis,Black Lark,
22723115,Melanodera melanodera,White-bridled Finch,Canary-winged Finch
22723119,Melanodera xanthogramma,Yellow-bridled Finch,
22704837,Melanodryas cucullata,Hooded Robin,
22704840,Melanodryas vittata,Dusky Robin,
22703457,Melanopareia elegans,Elegant Crescent-chest,Elegant Crescentchest
22703463,Melanopareia maranonica,Marañón Crescent-chest,"Maranon Crescentchest, Maranon Crescent-chest, Marañon Crescent-chest"
22703453,Melanopareia maximiliani,Olive-crowned Crescentchest,Olive-crowned Crescent-chest
22703449,Melanopareia torquata,Collared Crescentchest,Collared Crescent-chest
22678934,Melanoperdix niger,Black Wood-partridge,Black Partridge
22711017,Melanoptila glabrirostris,Black Catbird,
22705589,Melanorectes nigrescens,Black Pitohui,
22723611,Melanospiza bicolor,Black-faced Grassquit,
22723725,Melanospiza richardsoni,St Lucia Black Finch,"Saint Lucia Black Finch, St. Lucia Black Finch"
22711020,Melanotis caerulescens,Blue Mockingbird,
22711023,Melanotis hypoleucus,Blue-and-white Mockingbird,
22679525,Meleagris gallopavo,Wild Turkey,Turkey
22679529,Meleagris ocellata,Ocellated Turkey,
22704292,Meliarchus sclateri,San Cristobal Melidectes,Makira Honeyeater
22680655,Melichneutes robustus,Lyre-tailed Honeyguide,
22704276,Melidectes belfordi,Belford's Melidectes,Belford's Honeyeater
22704284,Melidectes foersteri,Huon Melidectes,Huon Honeyeater
22704272,Melidectes leucostephes,Vogelkop Melidectes,"Vogelkop Honeyeater, White-capped Honeyeater"
22704268,Melidectes ochromelas,Cinnamon-browed Honeyeater,Cinnamon-browed Melidectes
22704280,Melidectes rufocrissalis,Yellow-browed Honeyeater,Yellow-browed Melidectes
22704288,Melidectes torquatus,Ornate Honeyeater,Ornate Melidectes
22683516,Melidora macrorrhina,Hook-billed Kingfisher,
22695438,Melierax canorus,Pale Chanting Goshawk,"Pale Chanting-goshawk, Pale Chanting-Goshawk"
22695425,Melierax metabates,Dark Chanting-goshawk,"Dark Chanting Goshawk, Dark Chanting-Goshawk"
22695431,Melierax poliopterus,Eastern Chanting Goshawk,"Eastern Chanting-goshawk, Eastern Chanting-Goshawk"
22680659,Melignomon eisentrauti,Yellow-footed Honeyguide,
22680663,Melignomon zenkeri,Zenker's Honeyguide,
22703934,Melilestes megarhynchus,Long-billed Honeyeater,
22704252,Melionyx fuscus,Sooty Melidectes,Sooty Honeyeater
22704260,Melionyx nouhuysi,Short-bearded Melidectes,Short-bearded Honeyeater
22704264,Melionyx princeps,Long-bearded Honeyeater,Long-bearded Melidectes
22704119,Meliphacator provocator,Kadavu Honeyeater,
22703996,Meliphaga aruensis,Puff-backed Honeyeater,
22704016,Meliphaga lewinii,Lewin's Honeyeater,
22704010,Meliphaga notata,Yellow-spotted Honeyeater,
22704304,Melipotes ater,Spangled Honeyeater,
22735330,Melipotes carolae,Wattled Smoky Honeyeater,Foja Honeyeater
103688019,Melipotes fumigatus,Smoky Honeyeater,
22704295,Melipotes gymnops,Arfak Honeyeater,Bare-eyed Honeyeater
22704132,Melithreptus affinis,Black-headed Honeyeater,
22704135,Melithreptus albogularis,White-throated Honeyeater,
22704151,Melithreptus brevirostris,Brown-headed Honeyeater,
103685491,Melithreptus chloropsis,Gilbert's Honeyeater,
22704143,Melithreptus gularis,Black-chinned Honeyeater,
22704138,Melithreptus laetior,Golden-backed Honeyeater,
103685459,Melithreptus lunatus,White-naped Honeyeater,
22704148,Melithreptus validirostris,Strong-billed Honeyeater,
22704170,Melitograis gilolensis,White-streaked Friarbird,
22688214,Mellisuga helenae,Bee Hummingbird,
22688229,Mellisuga minima,Vervain Hummingbird,
22706285,Melloria quoyi,Black Butcherbird,
22714634,Melocichla mentalis,African Moustached Warbler,"Moustached Grass Warbler, Moustached Grass-Warbler, Moustached Grass-warbler"
22685223,Melopsittacus undulatus,Budgerigar,
216918514,Melopyrrha grandis,St Kitts Bullfinch,
103813101,Melopyrrha nigra,Cuban Bullfinch,
219527583,Melopyrrha portoricensis,Puerto Rican Bullfinch,
103813133,Melopyrrha taylori,Grand Cayman Bullfinch,
22723628,Melopyrrha violacea,Greater Antillean Bullfinch,
22721070,Melospiza georgiana,Swamp Sparrow,
22721064,Melospiza lincolnii,Lincoln's Sparrow,
22721058,Melospiza melodia,Song Sparrow,
