,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,Unnamed: 0,English name
34,7340159,7340159,"Colaptes rivolii (Boissonneau, 1840)",77,SPECIES,ACCEPTED,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rivolii,7340159.0,LC,Colaptes rivolii,"(Boissonneau, 1840)",10870.0,Crimson-mantled Woodpecker
35,7340161,7340161,"Colaptes rubiginosus (Swainson, 1820)",3215,SPECIES,ACCEPTED,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rubiginosus,7340161.0,LC,Colaptes rubiginosus,"(Swainson, 1820)",10849.0,Golden-olive Woodpecker
36,6540192,6540192,"Colaptes rubiginosus rubripileus (Salvadori & Festa, 1900)",3,SUBSPECIES,ACCEPTED,Piciformes,724.0,Picidae,9333.0,Colaptes,11016979.0,Colaptes rubiginosus,7340161.0,,Colaptes rubiginosus rubripileus,"(Salvadori & Festa, 1900)",10863.0,
37,2478769,2478769,"Ramphastos brevis Meyer de Schauensee, 1945",6618,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos brevis,2478769.0,LC,Ramphastos brevis,"Meyer de Schauensee, 1945",9993.0,Choco Toucan
38,2478779,2478779,"Ramphastos ambiguus Swainson, 1823",6526,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos ambiguus,2478779.0,NT,Ramphastos ambiguus,"Swainson, 1823",10004.0,Yellow-throated Toucan
39,6540199,6540199,"Ramphastos ambiguus swainsonii Gould, 1833",6,SUBSPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Ramphastos,2478764.0,Ramphastos ambiguus,2478779.0,,Ramphastos ambiguus swainsonii,"Gould, 1833",10005.0,
40,2478838,2478838,"Pteroglossus torquatus (J.F.Gmelin, 1788)",5337,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus torquatus,2478838.0,LC,Pteroglossus torquatus,"(J.F.Gmelin, 1788)",9958.0,Collared Aracari
41,5844039,5844039,Pteroglossus torquatus erythropygius,57,SUBSPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus torquatus,2478838.0,,Pteroglossus torquatus erythropygius,,,
42,2478842,2478842,"Pteroglossus erythropygius Gould, 1843",64,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Pteroglossus,2478813.0,Pteroglossus erythropygius,2478842.0,LC,Pteroglossus erythropygius,"Gould, 1843",9963.0,Pale-mandibled Aracari
43,6176849,6176849,"Andigena nigrirostris spilorhynchus Gould, 1858",1,SUBSPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Andigena,2478852.0,Andigena nigrirostris,2478854.0,,Andigena nigrirostris spilorhynchus,"Gould, 1858",9984.0,
44,2478861,2478861,"Andigena laminirostris Gould, 1851",195,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Andigena,2478852.0,Andigena laminirostris,2478861.0,NT,Andigena laminirostris,"Gould, 1851",9980.0,Plate-billed Mountain Toucan
45,5229025,5229025,"Aulacorhynchus haematopygus (Gould, 1835)",4044,SPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,LC,Aulacorhynchus haematopygus,"(Gould, 1835)",9932.0,Crimson-rumped Toucanet
46,5229026,5229026,"Aulacorhynchus haematopygus sexnotatus Gould, 1868",12,SUBSPECIES,ACCEPTED,Piciformes,724.0,Ramphastidae,9343.0,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,,Aulacorhynchus haematopygus sexnotatus,"Gould, 1868",9934.0,
47,2478979,2478979,"Eubucco bourcierii (Lafresnaye, 1845)",6334,SPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,LC,Eubucco bourcierii,"(Lafresnaye, 1845)",9883.0,Red-headed Barbet
48,6177007,6177007,"Eubucco bourcierii aequatorialis (Salvadori & Festa, 1900)",4,SUBSPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,,Eubucco bourcierii aequatorialis,"(Salvadori & Festa, 1900)",9888.0,
49,2479030,2479030,"Capito squamatus Salvin, 1876",24,SPECIES,ACCEPTED,Piciformes,724.0,Capitonidae,3242201.0,Capito,2479028.0,Capito squamatus,2479030.0,LC,Capito squamatus,"Salvin, 1876",9859.0,Orange-fronted Barbet
50,2478863,2478863,"Semnornis ramphastinus (Jardine, 1855)",981,SPECIES,ACCEPTED,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,NT,Semnornis ramphastinus,"(Jardine, 1855)",9899.0,Toucan Barbet
51,7059909,7059909,Semnornis ramphastinus ramphastinus,6,SUBSPECIES,ACCEPTED,Piciformes,724.0,Semnornithidae,6101214.0,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,,Semnornis ramphastinus ramphastinus,,9901.0,
52,2477472,2477472,"Nothocercus julius (Bonaparte, 1854)",10,SPECIES,ACCEPTED,Tinamiformes,726.0,Tinamidae,9353.0,Nothocercus,2477468.0,Nothocercus julius,2477472.0,LC,Nothocercus julius,"(Bonaparte, 1854)",85.0,Tawny-breasted Tinamou
53,2477507,2477507,"Crypturellus soui (Hermann, 1783)",64,SPECIES,ACCEPTED,Tinamiformes,726.0,Tinamidae,9353.0,Crypturellus,2477492.0,Crypturellus soui,2477507.0,LC,Crypturellus soui,"(Hermann, 1783)",92.0,Little Tinamou
54,2482546,2482546,"Cyanolyca pulchra (Lawrence, 1876)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca pulchra,2482546.0,NT,Cyanolyca pulchra,"(Lawrence, 1876)",20069.0,Beautiful Jay
55,2482549,2482549,"Cyanolyca turcosa (Bonaparte, 1853)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca turcosa,2482549.0,LC,Cyanolyca turcosa,"(Bonaparte, 1853)",20068.0,Turquoise Jay
56,7342105,7342105,"Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Corvidae,5235.0,Cyanolyca,2482541.0,Cyanolyca viridicyanus,7342105.0,NT,Cyanolyca viridicyanus,"(Orbigny & Lafresnaye, 1838)",20064.0,White-collared Jay
57,2486238,2486238,"Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)",54,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Snowornis,2486235.0,Snowornis cryptolophus,2486238.0,LC,Snowornis cryptolophus,"(P.L.Sclater & Salvin, 1877)",16193.0,Olivaceous Piha
58,2486253,2486253,"Querula purpurata (Statius Muller, 1776)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Querula,2486252.0,Querula purpurata,2486253.0,LC,Querula purpurata,"(Statius Muller, 1776)",16231.0,Purple-throated Fruitcrow
59,5230338,5230338,"Pachyramphus cinnamomeus Lawrence, 1861",3994,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,LC,Pachyramphus cinnamomeus,"Lawrence, 1861",16582.0,Cinnamon Becard
60,7192347,7192347,Pachyramphus cinnamomeus cinnamomeus,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,,Pachyramphus cinnamomeus cinnamomeus,,16584.0,
61,5230348,5230348,"Pachyramphus versicolor (Hartlaub, 1843)",75,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,LC,Pachyramphus versicolor,"(Hartlaub, 1843)",16568.0,Barred Becard
62,7061149,7061149,Pachyramphus versicolor versicolor,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,,Pachyramphus versicolor versicolor,,16570.0,
63,5230352,5230352,"Pachyramphus albogriseus P.L.Sclater, 1857",5,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,LC,Pachyramphus albogriseus,"P.L.Sclater, 1857",16600.0,Black-and-white Becard
64,5230353,5230353,"Pachyramphus albogriseus guayaquilensis Zimmer, 1936",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,,Pachyramphus albogriseus guayaquilensis,"Zimmer, 1936",,
65,5230354,5230354,"Pachyramphus albogriseus salvini Richmond, 1899",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,,Pachyramphus albogriseus salvini,"Richmond, 1899",,
66,5230358,5230358,"Pachyramphus homochrous P.L.Sclater, 1859",1301,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,LC,Pachyramphus homochrous,"P.L.Sclater, 1859",16610.0,One-colored Becard
67,7192350,7192350,Pachyramphus homochrous homochrous,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,,Pachyramphus homochrous homochrous,,16611.0,
68,5230363,5230363,"Pachyramphus polychopterus (Vieillot, 1818)",583,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,LC,Pachyramphus polychopterus,"(Vieillot, 1818)",16588.0,White-winged Becard
69,5230368,5230368,"Pachyramphus polychopterus dorsalis P.L.Sclater, 1862",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,,Pachyramphus polychopterus dorsalis,"P.L.Sclater, 1862",16591.0,
70,8120211,8120211,"Pachyramphus salvini Richmond, 1899",684,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pachyramphus,2486256.0,Pachyramphus salvini,8120211.0,NE,Pachyramphus salvini,"Richmond, 1899",16587.0,Cryptic Becard
71,2486328,2486328,"Ampelioides tschudii (G.R.Gray, 1846)",790,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Ampelioides,2486327.0,Ampelioides tschudii,2486328.0,LC,Ampelioides tschudii,"(G.R.Gray, 1846)",16158.0,Scaled Fruiteater
72,5230374,5230374,"Rupicola peruvianus (Latham, 1790)",2019,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,LC,Rupicola peruvianus,"(Latham, 1790)",16200.0,Andean Cock-of-the-rock
73,5230377,5230377,"Rupicola peruvianus sanguinolentus Gould, 1859",11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,,Rupicola peruvianus sanguinolentus,"Gould, 1859",16201.0,
74,2486363,2486363,"Pipreola jucunda P.L.Sclater, 1860",43,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola jucunda,2486363.0,LC,Pipreola jucunda,"P.L.Sclater, 1860",16172.0,Orange-breasted Fruiteater
75,2486368,2486368,"Pipreola arcuata (Lafresnaye, 1843)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola arcuata,2486368.0,LC,Pipreola arcuata,"(Lafresnaye, 1843)",16178.0,Barred Fruiteater
76,7192340,7192340,Pipreola arcuata arcuata,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola arcuata,2486368.0,,Pipreola arcuata arcuata,,16179.0,
77,2486371,2486371,"Pipreola riefferii (Boissonneau, 1840)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola riefferii,2486371.0,LC,Pipreola riefferii,"(Boissonneau, 1840)",16184.0,Green-and-black Fruiteater
78,6172605,6172605,"Pipreola riefferii occidentalis (Chapman, 1914)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Pipreola,2486358.0,Pipreola riefferii,2486371.0,,Pipreola riefferii occidentalis,"(Chapman, 1914)",16185.0,
79,2486420,2486420,"Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)",16,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Ampelion,2486416.0,Ampelion rubrocristatus,2486420.0,LC,Ampelion rubrocristatus,"(Orbigny & Lafresnaye, 1837)",16224.0,Red-crested Cotinga
80,7792707,6172522,"Schiffornis turdina veraepacis (P.L.Sclater & Salvin, 1860)",33,SPECIES,SYNONYM,Passeriformes,729.0,Cotingidae,5236.0,Schiffornis,2486445.0,Schiffornis turdina,2486447.0,LC,Schiffornis veraepacis,"(P.L.Sclater & Salvin, 1860)",16523.0,Northern Schiffornis
81,2486467,2486467,"Tityra semifasciata (Spix, 1825)",1307,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Tityra,2486465.0,Tityra semifasciata,2486467.0,LC,Tityra semifasciata,"(Spix, 1825)",16507.0,Masked Tityra
82,6172588,6172588,"Tityra semifasciata nigriceps Allen, 1888",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Tityra,2486465.0,Tityra semifasciata,2486467.0,,Tityra semifasciata nigriceps,"Allen, 1888",16514.0,
83,2486476,2486476,"Tityra inquisitor (Lichtenstein, 1823)",285,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Tityra,2486465.0,Tityra inquisitor,2486476.0,LC,Tityra inquisitor,"(Lichtenstein, 1823)",16497.0,Black-crowned Tityra
84,2486497,2486497,"Carpodectes hopkei Berlepsch, 1897",3,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Carpodectes,2486494.0,Carpodectes hopkei,2486497.0,LC,Carpodectes hopkei,"Berlepsch, 1897",16285.0,Black-tipped Cotinga
85,5959195,5959195,"Cephalopterus penduliger P.L.Sclater, 1859",47,SPECIES,ACCEPTED,Passeriformes,729.0,Cotingidae,5236.0,Cephalopterus,5959194.0,Cephalopterus penduliger,5959195.0,VU,Cephalopterus penduliger,"P.L.Sclater, 1859",16241.0,Long-wattled Umbrellabird
86,2487989,2487989,"Euphonia saturata (Cabanis, 1861)",824,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia saturata,2487989.0,LC,Euphonia saturata,"(Cabanis, 1861)",30922.0,Orange-crowned Euphonia
87,2487998,2487998,"Euphonia laniirostris d'Orbigny & Lafresnaye, 1837",6088,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia laniirostris,2487998.0,LC,Euphonia laniirostris,"d'Orbigny & Lafresnaye, 1837",30954.0,Thick-billed Euphonia
88,2488011,2488011,"Euphonia xanthogaster Sundevall, 1834",7890,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia xanthogaster,2488011.0,LC,Euphonia xanthogaster,"Sundevall, 1834",30971.0,Orange-bellied Euphonia
89,6172087,6172087,"Euphonia xanthogaster quitensis (Nelson, 1912)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia xanthogaster,2488011.0,,Euphonia xanthogaster quitensis,"(Nelson, 1912)",30975.0,
90,11296330,2488023,"Euphonia cyanocephala (Vieillot, 1819)",999,SPECIES,SYNONYM,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia cyanocephala,2488023.0,NE,Chlorophonia cyanocephala,"(Vieillot, 1819)",30904.0,Golden-rumped Euphonia
91,11254200,6172103,"Euphonia cyanocephala pelzelni P.L.Sclater, 1886",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Fringillidae,5242.0,Euphonia,2487948.0,Euphonia cyanocephala,2488023.0,,Chlorophonia cyanocephala pelzelni,"(P.L.Sclater, 1886)",30905.0,
92,2488312,2488312,"Chlorophonia pyrrhophrys (P.L.Sclater, 1851)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Chlorophonia,2488311.0,Chlorophonia pyrrhophrys,2488312.0,LC,Chlorophonia pyrrhophrys,"(P.L.Sclater, 1851)",30916.0,Chestnut-breasted Chlorophonia
93,2488313,2488313,"Chlorophonia flavirostris P.L.Sclater, 1861",861,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Chlorophonia,2488311.0,Chlorophonia flavirostris,2488313.0,LC,Chlorophonia flavirostris,"P.L.Sclater, 1861",30917.0,Yellow-collared Chlorophonia
94,2488315,2488315,"Chlorophonia cyanea (Thunberg, 1822)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Fringillidae,5242.0,Chlorophonia,2488311.0,Chlorophonia cyanea,2488315.0,LC,Chlorophonia cyanea,"(Thunberg, 1822)",30908.0,Blue-naped Chlorophonia
