sort v2024,species_code,English name,scientific name,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
14292.0,blatap1,Blackish Tapaculo,Scytalopus latrans,"Scytalopus latrans Hellmayr, 1924",5,SPECIES,ACCEPTED,Scytalopus,2490976.0,Scytalopus latrans,7340755.0,LC,Scytalopus latrans,"Hellmayr, 1924",Blackish Tapaculo,
14299.0,nartap2,Nariño Tapaculo,Scytalopus vicinior,"Scytalopus vicinior Zimmer, 1939",327,SPECIES,ACCEPTED,Scytalopus,2490976.0,Scytalopus vicinior,2490999.0,LC,Scytalopus vicinior,"Zimmer, 1939",Nariño Tapaculo,
14320.0,spitap2,Spillmann's Tapaculo,Scytalopus spillmanni,"Scytalopus spillmanni Stresemann, 1937",56,SPECIES,ACCEPTED,Scytalopus,2490976.0,Scytalopus spillmanni,2490984.0,LC,Scytalopus spillmanni,"Stresemann, 1937",Spillmann'S Tapaculo,
14348.0,blhant1,Black-headed Antthrush,Formicarius nigricapillus,"Formicarius nigricapillus Ridgway, 1893",11,SPECIES,ACCEPTED,Formicarius,2490547.0,Formicarius nigricapillus,2490550.0,LC,Formicarius nigricapillus,"Ridgway, 1893",Black-headed Antthrush,
14351.0,rubant1,Rufous-breasted Antthrush,Formicarius rufipectus,"Formicarius rufipectus Salvin, 1866",2612,SPECIES,ACCEPTED,Formicarius,2490547.0,Formicarius rufipectus,2490552.0,LC,Formicarius rufipectus,"Salvin, 1866",Rufous-breasted Antthrush,"Formicarius rufipectus carrikeri, 0.0015337423312883436"
14388.0,soalea1,South American Leaftosser,Sclerurus obscurior,"Sclerurus obscurior Hartert & Ejo, 1901",187,SPECIES,ACCEPTED,Sclerurus,2485208.0,Sclerurus obscurior,8867648.0,NE,Sclerurus obscurior,"Hartert & Ejo, 1901",Dusky Leaftosser,
14399.0,sctlea1,Scaly-throated Leaftosser,Sclerurus guatemalensis,"Sclerurus guatemalensis (Hartlaub, 1844)",14,SPECIES,ACCEPTED,Sclerurus,2485208.0,Sclerurus guatemalensis,2485239.0,LC,Sclerurus guatemalensis,"(Hartlaub, 1844)",Scaly-throated Leaftosser,
14492.0,tyrwoo1,Tyrannine Woodcreeper,Dendrocincla tyrannina,"Dendrocincla tyrannina (Lafresnaye, 1851)",167,SPECIES,ACCEPTED,Dendrocincla,2485949.0,Dendrocincla tyrannina,2485976.0,LC,Dendrocincla tyrannina,"(Lafresnaye, 1851)",Tyrannine Woodcreeper,"Dendrocincla tyrannina tyrannina, 0.012121212121212121"
14512.0,plbwoo1,Plain-brown Woodcreeper,Dendrocincla fuliginosa,"Dendrocincla fuliginosa (Vieillot, 1818)",2553,SPECIES,ACCEPTED,Dendrocincla,2485949.0,Dendrocincla fuliginosa,2485950.0,LC,Dendrocincla fuliginosa,"(Vieillot, 1818)",Plain-brown Woodcreeper,"Dendrocincla fuliginosa ridgwayi, 0.004327301337529505"
14531.0,webwoo1,Wedge-billed Woodcreeper,Glyphorynchus spirurus,"Glyphorynchus spirurus (Vieillot, 1819)",568,SPECIES,ACCEPTED,Glyphorynchus,2485340.0,Glyphorynchus spirurus,2485341.0,LC,Glyphorynchus spirurus,"(Vieillot, 1819)",Wedge-billed Woodcreeper,"Glyphorynchus spirurus sublestus, 0.0035335689045936395"
14555.0,nobwoo1,Northern Barred-Woodcreeper,Dendrocolaptes sanctithomae,"Dendrocolaptes sanctithomae (Lafresnaye, 1852)",9,SPECIES,ACCEPTED,Dendrocolaptes,2485784.0,Dendrocolaptes sanctithomae,2485796.0,LC,Dendrocolaptes sanctithomae,"(Lafresnaye, 1852)",Northern Barred Woodcreeper,
14598.0,stbwoo1,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,"Xiphocolaptes promeropirhynchus (Lesson, 1840)",1424,SPECIES,ACCEPTED,Xiphocolaptes,2485457.0,Xiphocolaptes promeropirhynchus,2485461.0,LC,Xiphocolaptes promeropirhynchus,"(Lesson, 1840)",Strong-billed Woodcreeper,
14702.0,blswoo1,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,"Xiphorhynchus lachrymosus (Lawrence, 1862)",1,SPECIES,ACCEPTED,Xiphorhynchus,2485513.0,Xiphorhynchus lachrymosus,5230187.0,LC,Xiphorhynchus lachrymosus,"(Lawrence, 1862)",Black-striped Woodcreeper,
14706.0,spowoo1,Spotted Woodcreeper,Xiphorhynchus erythropygius,"Xiphorhynchus erythropygius (P.L.Sclater, 1860)",4346,SPECIES,ACCEPTED,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,LC,Xiphorhynchus erythropygius,"(P.L.Sclater, 1860)",Spotted Woodcreeper,"Xiphorhynchus erythropygius aequatorialis, 0.0023062730627306273"
14758.0,brbscy1,Brown-billed Scythebill,Campylorhamphus pusillus,"Campylorhamphus pusillus (P.L.Sclater, 1860)",10,SPECIES,ACCEPTED,Campylorhamphus,2485916.0,Campylorhamphus pusillus,2485937.0,LC,Campylorhamphus pusillus,"(P.L.Sclater, 1860)",Brown-billed Scythebill,
14767.0,sthwoo1,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,"Lepidocolaptes souleyetii (Des Murs, 1849)",484,SPECIES,ACCEPTED,Lepidocolaptes,2486010.0,Lepidocolaptes souleyetii,2486044.0,LC,Lepidocolaptes souleyetii,"(Des Murs, 1849)",Streak-headed Woodcreeper,"Lepidocolaptes souleyetii esmeraldae, 0.006237006237006237"
14787.0,spcwoo1,Spot-crowned Woodcreeper,Lepidocolaptes affinis,"Lepidocolaptes affinis (Lafresnaye, 1839)",1,SPECIES,ACCEPTED,Lepidocolaptes,2486010.0,Lepidocolaptes affinis,2486053.0,LC,Lepidocolaptes affinis,"(Lafresnaye, 1839)",Spot-crowned Woodcreeper,
14792.0,monwoo1,Montane Woodcreeper,Lepidocolaptes lacrymiger,"Lepidocolaptes lacrymiger (Des Murs, 1849)",2249,SPECIES,ACCEPTED,Lepidocolaptes,2486010.0,Lepidocolaptes lacrymiger,2486011.0,LC,Lepidocolaptes lacrymiger,"(Des Murs, 1849)",Montane Woodcreeper,"Lepidocolaptes lacrymiger aequatorialis, 0.0022281639928698753"
14831.0,plaxen4,Atlantic Plain-Xenops,Xenops minutus,"Xenops minutus (Sparrman, 1788)",413,SPECIES,ACCEPTED,Xenops,2485652.0,Xenops minutus,5230220.0,LC,Xenops minutus,"(Sparrman, 1788)",Atlantic Plain Xenops,
14832.0,strxen1,Streaked Xenops,Xenops rutilans,"Xenops rutilans Temminck, 1821",88,SPECIES,ACCEPTED,Xenops,2485652.0,Xenops rutilans,5230207.0,NE,Xenops rutilans,"Temminck, 1821",Streaked Xenops,
14859.0,buftuf3,Pacific Tuftedcheek,Pseudocolaptes johnsoni,"Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922",42,SPECIES,ACCEPTED,Pseudocolaptes,2485613.0,Pseudocolaptes johnsoni,6100763.0,LC,Pseudocolaptes johnsoni,"Lönnberg & Rendahl, 1922",Pacific Tuftedcheek,
14860.0,strtuf1,Streaked Tuftedcheek,Pseudocolaptes boissonneautii,"Pseudocolaptes boissonneautii (Lafresnaye, 1840)",73,SPECIES,ACCEPTED,Pseudocolaptes,2485613.0,Pseudocolaptes boissonneautii,2485617.0,NE,Pseudocolaptes boissonneautii,"(Lafresnaye, 1840)",Streaked Tuftedcheek,
14871.0,ruwbar1,Rusty-winged Barbtail,Premnornis guttuliger,"Premnornis guttuliger (P.L.Sclater, 1864)",57,SPECIES,ACCEPTED,Premnornis,2485609.0,Premnornis guttuliger,6100762.0,LC,Premnornis guttuliger,"(P.L.Sclater, 1864)",Rusty-winged Barbtail,"Premnornis guttuliger guttuliger, 0.017857142857142856"
14882.0,palhor4,Pacific Hornero,Furnarius cinnamomeus,"Furnarius leucopus cinnamomeus (Lesson, 1844)",4063,SPECIES,SYNONYM,Furnarius,2485812.0,Furnarius leucopus,9309489.0,LC,Furnarius cinnamomeus,"(R.P.Lesson, 1844)",Pacific Hornero,
14992.0,stfgle1,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,"Anabacerthia variegaticeps (P.L.Sclater, 1857)",3791,SPECIES,ACCEPTED,Anabacerthia,2485681.0,Anabacerthia variegaticeps,2485691.0,LC,Anabacerthia variegaticeps,"(P.L.Sclater, 1857)",Scaly-throated Foliage-Gleaner,"Anabacerthia variegaticeps temporalis, 0.003440974060349391"
15011.0,lifgle1,Lineated Foliage-gleaner,Syndactyla subalaris,"Syndactyla subalaris (P.L.Sclater, 1859)",3331,SPECIES,ACCEPTED,Syndactyla,2485356.0,Syndactyla subalaris,2485362.0,LC,Syndactyla subalaris,"(P.L.Sclater, 1859)",Lineated Foliage-Gleaner,"Syndactyla subalaris subalaris, 0.00210589651022864"
15042.0,bffgle,Buff-fronted Foliage-gleaner,Dendroma rufa,"Philydor rufum (Vieillot, 1818)",4596,SPECIES,SYNONYM,Philydor,2485696.0,Philydor rufum,2485712.0,NE,Dendroma rufa,"(Vieillot, 1818)",Buff-fronted Foliage-Gleaner,
15042.0,bffgle,Buff-fronted Foliage-gleaner,Dendroma rufa,"Philydor rufum (Vieillot, 1818)",15,SPECIES,ACCEPTED,Philydor,2485696.0,Philydor rufum,2485712.0,LC,Philydor rufum,"(Vieillot, 1818)",Buff-fronted Foliage-Gleaner,"Dendroma rufa riveti, 12.0; Philydor rufum riveti, 0.15384615384615385"
15058.0,rufgle1,Ruddy Foliage-gleaner,Clibanornis rubiginosus,"Automolus rubiginosus (P.L.Sclater, 1857)",307,SPECIES,SYNONYM,Automolus,2485730.0,Automolus rubiginosus,5230262.0,LC,Clibanornis rubiginosus,"(P.L.Sclater, 1857)",Ruddy Foliage-Gleaner,
15078.0,unitre1,Uniform Treehunter,Thripadectes ignobilis,"Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)",82,SPECIES,ACCEPTED,Thripadectes,2485254.0,Thripadectes ignobilis,2485256.0,LC,Thripadectes ignobilis,"(P.L.Sclater & Salvin, 1879)",Uniform Treehunter,
15083.0,strtre1,Striped Treehunter,Thripadectes holostictus,"Thripadectes holostictus (P.L.Sclater & Salvin, 1876)",90,SPECIES,ACCEPTED,Thripadectes,2485254.0,Thripadectes holostictus,2485265.0,LC,Thripadectes holostictus,"(P.L.Sclater & Salvin, 1876)",Striped Treehunter,"Thripadectes holostictus striatidorsus, 0.022727272727272728"
15087.0,stctre1,Streak-capped Treehunter,Thripadectes virgaticeps,"Thripadectes virgaticeps Lawrence, 1874",533,SPECIES,ACCEPTED,Thripadectes,2485254.0,Thripadectes virgaticeps,2485257.0,LC,Thripadectes virgaticeps,"Lawrence, 1874",Streak-capped Treehunter,"Thripadectes virgaticeps virgaticeps, 0.011385199240986717"
15112.0,strwoo5,Western Woodhaunter,Automolus virgatus,"Hyloctistes subulatus virgatus (Lawrence, 1867)",38,SPECIES,SYNONYM,Hyloctistes,2485498.0,Hyloctistes subulatus,2485499.0,LC,Automolus virgatus,"(Lawrence, 1867)",Western Woodhaunter,
15134.0,spobar1,Spotted Barbtail,Premnoplex brunnescens,"Premnoplex brunnescens (P.L.Sclater, 1856)",670,SPECIES,ACCEPTED,Premnoplex,2485275.0,Premnoplex brunnescens,2485279.0,LC,Premnoplex brunnescens,"(P.L.Sclater, 1856)",Spotted Barbtail,"Premnoplex brunnescens brunnescens, 0.0029940119760479044"
15151.0,peatre1,Pearled Treerunner,Margarornis squamiger,"Margarornis squamiger (Orbigny & Lafresnaye, 1838)",84,SPECIES,ACCEPTED,Margarornis,2485841.0,Margarornis squamiger,2485847.0,LC,Margarornis squamiger,"(Orbigny & Lafresnaye, 1838)",Pearled Treerunner,
15355.0,refspi1,Red-faced Spinetail,Cranioleuca erythrops,"Cranioleuca erythrops (P.L.Sclater, 1860)",8351,SPECIES,ACCEPTED,Cranioleuca,2485286.0,Cranioleuca erythrops,2485336.0,LC,Cranioleuca erythrops,"(P.L.Sclater, 1860)",Red-faced Spinetail,"Cranioleuca erythrops erythrops, 0.0013189448441247003"
15427.0,slaspi1,Slaty Spinetail,Synallaxis brachyura,"Synallaxis brachyura Lafresnaye, 1843",4140,SPECIES,ACCEPTED,Synallaxis,2484925.0,Synallaxis brachyura,2485023.0,LC,Synallaxis brachyura,"Lafresnaye, 1843",Slaty Spinetail,"Synallaxis brachyura chapmani, 0.0021797045289416324; Synallaxis brachyura nigrifumosa, 0.0004833252779120348"
15470.0,azaspi1,Azara's Spinetail,Synallaxis azarae,"Synallaxis azarae Orbigny, 1835",295,SPECIES,ACCEPTED,Synallaxis,2484925.0,Synallaxis azarae,9492770.0,LC,Synallaxis azarae,"Orbigny, 1835",Azara'S Spinetail,
15494.0,rufspi1,Rufous Spinetail,Synallaxis unirufa,"Synallaxis unirufa Lafresnaye, 1843",96,SPECIES,ACCEPTED,Synallaxis,2484925.0,Synallaxis unirufa,2484927.0,LC,Synallaxis unirufa,"Lafresnaye, 1843",Rufous Spinetail,
15548.0,gowman1,Golden-winged Manakin,Masius chrysopterus,"Masius chrysopterus (Lafresnaye, 1843)",570,SPECIES,ACCEPTED,Masius,2487739.0,Masius chrysopterus,2487740.0,LC,Masius chrysopterus,"(Lafresnaye, 1843)",Golden-winged Manakin,"Masius chrysopterus coronulatus, 0.0035211267605633804"
15608.0,whbman1,White-bearded Manakin,Manacus manacus,"Manacus manacus (Linnaeus, 1766)",85,SPECIES,ACCEPTED,Manacus,2487665.0,Manacus manacus,2487672.0,LC,Manacus manacus,"(Linnaeus, 1766)",White-bearded Manakin,
15640.0,clwman1,Club-winged Manakin,Machaeropterus deliciosus,"Machaeropterus deliciosus (P.L.Sclater, 1860)",1710,SPECIES,ACCEPTED,Machaeropterus,2487746.0,Machaeropterus deliciosus,2487754.0,LC,Machaeropterus deliciosus,"(P.L.Sclater, 1860)",Club-winged Manakin,
15686.0,gabfru1,Green-and-black Fruiteater,Pipreola riefferii,"Pipreola riefferii (Boissonneau, 1840)",51,SPECIES,ACCEPTED,Pipreola,2486358.0,Pipreola riefferii,2486371.0,LC,Pipreola riefferii,"(Boissonneau, 1840)",Green-and-black Fruiteater,"Pipreola riefferii occidentalis, 0.0625"
15696.0,barfru1,Barred Fruiteater,Pipreola arcuata,"Pipreola arcuata (Lafresnaye, 1843)",3,SPECIES,ACCEPTED,Pipreola,2486358.0,Pipreola arcuata,2486368.0,LC,Pipreola arcuata,"(Lafresnaye, 1843)",Barred Fruiteater,"Pipreola arcuata arcuata, 0.5"
15703.0,orbfru1,Orange-breasted Fruiteater,Pipreola jucunda,"Pipreola jucunda P.L.Sclater, 1860",43,SPECIES,ACCEPTED,Pipreola,2486358.0,Pipreola jucunda,2486363.0,LC,Pipreola jucunda,"P.L.Sclater, 1860",Orange-breasted Fruiteater,
15718.0,scafru1,Scaled Fruiteater,Ampelioides tschudii,"Ampelioides tschudii (G.R.Gray, 1846)",790,SPECIES,ACCEPTED,Ampelioides,2486327.0,Ampelioides tschudii,2486328.0,LC,Ampelioides tschudii,"(G.R.Gray, 1846)",Scaled Fruiteater,
15730.0,reccot1,Red-crested Cotinga,Ampelion rubrocristatus,"Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)",16,SPECIES,ACCEPTED,Ampelion,2486416.0,Ampelion rubrocristatus,2486420.0,LC,Ampelion rubrocristatus,"(Orbigny & Lafresnaye, 1837)",Red-crested Cotinga,
15737.0,andcot1,Andean Cock-of-the-rock,Rupicola peruvianus,"Rupicola peruvianus (Latham, 1790)",2030,SPECIES,ACCEPTED,Rupicola,2486333.0,Rupicola peruvianus,5230374.0,LC,Rupicola peruvianus,"(Latham, 1790)",Andean Cock-Of-The-Rock,"Rupicola peruvianus sanguinolentus, 0.005448241703813769"
15743.0,olipih2,Olivaceous Piha,Snowornis cryptolophus,"Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)",54,SPECIES,ACCEPTED,Snowornis,2486235.0,Snowornis cryptolophus,2486238.0,LC,Snowornis cryptolophus,"(P.L.Sclater & Salvin, 1877)",Olivaceous Piha,
15747.0,putfru1,Purple-throated Fruitcrow,Querula purpurata,"Querula purpurata (Statius Muller, 1776)",11,SPECIES,ACCEPTED,Querula,2486252.0,Querula purpurata,2486253.0,LC,Querula purpurata,"(Statius Muller, 1776)",Purple-throated Fruitcrow,
15756.0,lowumb1,Long-wattled Umbrellabird,Cephalopterus penduliger,"Cephalopterus penduliger P.L.Sclater, 1859",47,SPECIES,ACCEPTED,Cephalopterus,5959194.0,Cephalopterus penduliger,5959195.0,VU,Cephalopterus penduliger,"P.L.Sclater, 1859",Long-wattled Umbrellabird,
15786.0,bltcot1,Black-tipped Cotinga,Carpodectes hopkei,"Carpodectes hopkei Berlepsch, 1897",3,SPECIES,ACCEPTED,Carpodectes,2486494.0,Carpodectes hopkei,2486497.0,LC,Carpodectes hopkei,"Berlepsch, 1897",Black-tipped Cotinga,
15798.0,blctit1,Black-crowned Tityra,Tityra inquisitor,"Tityra inquisitor (Lichtenstein, 1823)",285,SPECIES,ACCEPTED,Tityra,2486465.0,Tityra inquisitor,2486476.0,LC,Tityra inquisitor,"(Lichtenstein, 1823)",Black-crowned Tityra,
15806.0,mastit1,Masked Tityra,Tityra semifasciata,"Tityra semifasciata (Spix, 1825)",1308,SPECIES,ACCEPTED,Tityra,2486465.0,Tityra semifasciata,2486467.0,LC,Tityra semifasciata,"(Spix, 1825)",Masked Tityra,"Tityra semifasciata nigriceps, 0.0007651109410864575"
15821.0,thlsch2,Northern Schiffornis,Schiffornis veraepacis,"Schiffornis turdina veraepacis (P.L.Sclater & Salvin, 1860)",33,SPECIES,SYNONYM,Schiffornis,2486445.0,Schiffornis turdina,2486447.0,LC,Schiffornis veraepacis,"(P.L.Sclater & Salvin, 1860)",Northern Schiffornis,
15866.0,barbec1,Barred Becard,Pachyramphus versicolor,"Pachyramphus versicolor (Hartlaub, 1843)",76,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus versicolor,5230348.0,LC,Pachyramphus versicolor,"(Hartlaub, 1843)",Barred Becard,"Pachyramphus versicolor versicolor, 0.013333333333333334"
15874.0,cinbec1,Cinnamon Becard,Pachyramphus cinnamomeus,"Pachyramphus cinnamomeus Lawrence, 1861",3996,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus cinnamomeus,5230338.0,LC,Pachyramphus cinnamomeus,"Lawrence, 1861",Cinnamon Becard,"Pachyramphus cinnamomeus cinnamomeus, 0.000500751126690035"
15885.0,whwbec1,White-winged Becard,Pachyramphus polychopterus,"Pachyramphus polychopterus (Vieillot, 1818)",585,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus polychopterus,5230363.0,LC,Pachyramphus polychopterus,"(Vieillot, 1818)",White-winged Becard,"Pachyramphus polychopterus dorsalis, 0.003430531732418525"
15894.0,bawbec7,Black-and-white Becard,Pachyramphus albogriseus,"Pachyramphus albogriseus P.L.Sclater, 1857",11,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus albogriseus,5230352.0,LC,Pachyramphus albogriseus,"P.L.Sclater, 1857",Black-and-white Becard,"Pachyramphus albogriseus guayaquilensis, 1.0; Pachyramphus albogriseus salvini, 0.1"
15897.0,bawbec6,Cryptic Becard,Pachyramphus salvini,"Pachyramphus salvini Richmond, 1899",684,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus salvini,8120211.0,NE,Pachyramphus salvini,"Richmond, 1899",Cryptic Becard,
15920.0,oncbec1,One-colored Becard,Pachyramphus homochrous,"Pachyramphus homochrous P.L.Sclater, 1859",1303,SPECIES,ACCEPTED,Pachyramphus,2486256.0,Pachyramphus homochrous,5230358.0,LC,Pachyramphus homochrous,"P.L.Sclater, 1859",One-colored Becard,"Pachyramphus homochrous homochrous, 0.0015372790161414297"
15956.0,tabfly1,Tawny-breasted Flycatcher,Myiobius villosus,"Myiobius villosus P.L.Sclater, 1860",383,SPECIES,ACCEPTED,Myiobius,2483292.0,Myiobius villosus,2483293.0,LC,Myiobius villosus,"P.L.Sclater, 1860",Tawny-breasted Myiobius,"Myiobius villosus villosus, 0.013227513227513227"
15961.0,surfly1,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,"Myiobius barbatus sulphureipygius (P.L.Sclater, 1857)",41,SPECIES,SYNONYM,Myiobius,2483292.0,Myiobius barbatus,2483306.0,LC,Myiobius sulphureipygius,"(P.L.Sclater, 1857)",Sulphur-rumped Myiobius,
16002.0,whtspa1,White-throated Spadebill,Platyrinchus mystaceus,"Platyrinchus mystaceus Vieillot, 1818",321,SPECIES,ACCEPTED,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,LC,Platyrinchus mystaceus,"Vieillot, 1818",White-throated Spadebill,"Platyrinchus mystaceus albogularis, 0.01904761904761905"
16038.0,stnfly1,Streak-necked Flycatcher,Mionectes striaticollis,"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC,Mionectes striaticollis,"(Orbigny & Lafresnaye, 1837)",Streak-necked Flycatcher,
16043.0,olsfly2,Olive-streaked Flycatcher,Mionectes olivaceus,"Mionectes olivaceus Lawrence, 1868",10,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC,Mionectes olivaceus,"Lawrence, 1868",Olive-streaked Flycatcher,"Mionectes olivaceus hederaceus, 4.0"
16044.0,olsfly1,Olive-striped Flycatcher,Mionectes galbinus,"Mionectes galbinus Bangs, 1902",248,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC,Mionectes galbinus,"Bangs, 1902",Olive-striped Flycatcher,"Mionectes galbinus hederaceus, 0.012244897959183673"
16051.0,ocbfly1,Ochre-bellied Flycatcher,Mionectes oleagineus,"Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC,Mionectes oleagineus,"(Lichtenstein, 1823)",Ochre-bellied Flycatcher,
16077.0,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris,"Leptopogon superciliaris Tschudi, 1844",3775,SPECIES,ACCEPTED,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC,Leptopogon superciliaris,"Tschudi, 1844",Slaty-capped Flycatcher,"Leptopogon superciliaris superciliaris, 0.002658160552897395; Leptopogon superciliaris transandinus, 0.0007953340402969247"
16085.0,mfbtyr1,Marble-faced Bristle-Tyrant,Pogonotriccus ophthalmicus,"Phylloscartes ophthalmicus (Taczanowski, 1874)",923,SPECIES,SYNONYM,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,LC,Pogonotriccus ophthalmicus,"Taczanowski, 1874",Marble-faced Bristle Tyrant,
16118.0,boptyr1,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,"Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885",82,SPECIES,ACCEPTED,Pseudotriccus,2483813.0,Pseudotriccus pelzelni,2483814.0,LC,Pseudotriccus pelzelni,"Taczanowski & Berlepsch, 1885",Bronze-olive Pygmy Tyrant,"Pseudotriccus pelzelni annectens, 0.05128205128205128"
16126.0,rhptyr1,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps,"Pseudotriccus ruficeps (Lafresnaye, 1843)",28,SPECIES,ACCEPTED,Pseudotriccus,2483813.0,Pseudotriccus ruficeps,2483820.0,LC,Pseudotriccus ruficeps,"(Lafresnaye, 1843)",Rufous-headed Pygmy Tyrant,
16138.0,bcptyr1,Black-capped Pygmy-Tyrant,Myiornis atricapillus,"Myiornis atricapillus (Lawrence, 1875)",12,SPECIES,ACCEPTED,Myiornis,2482865.0,Myiornis atricapillus,2482867.0,LC,Myiornis atricapillus,"(Lawrence, 1875)",Black-capped Pygmy Tyrant,
16142.0,scptyr1,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,"Lophotriccus pileatus (Tschudi, 1844)",5149,SPECIES,ACCEPTED,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,LC,Lophotriccus pileatus,"(Tschudi, 1844)",Scale-crested Pygmy Tyrant,"Lophotriccus pileatus squamaecrista, 0.0027269185820023374; Lophotriccus pileatus luteiventris, 0.00019425019425019425"
16221.0,rcttyr1,Rufous-crowned Tody-Flycatcher,Poecilotriccus ruficeps,"Poecilotriccus ruficeps (Kaup, 1852)",35,SPECIES,ACCEPTED,Poecilotriccus,2483869.0,Poecilotriccus ruficeps,2483882.0,LC,Poecilotriccus ruficeps,"(Kaup, 1852)",Rufous-crowned Tody-Flycatcher,"Poecilotriccus ruficeps rufigenis, 0.029411764705882353"
16266.0,cotfly1,Common Tody-Flycatcher,Todirostrum cinereum,"Todirostrum cinereum (Linnaeus, 1766)",1482,SPECIES,ACCEPTED,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,LC,Todirostrum cinereum,"(Linnaeus, 1766)",Common Tody-Flycatcher,"Todirostrum cinereum sclateri, 0.0013513513513513514"
16277.0,bhtfly1,Black-headed Tody-Flycatcher,Todirostrum nigriceps,"Todirostrum nigriceps P.L.Sclater, 1855",37,SPECIES,ACCEPTED,Todirostrum,2483258.0,Todirostrum nigriceps,2483261.0,LC,Todirostrum nigriceps,"P.L.Sclater, 1855",Black-headed Tody-Flycatcher,
16309.0,pacfla1,Pacific Flatbill,Rhynchocyclus pacificus,"Rhynchocyclus pacificus (Chapman, 1914)",13,SPECIES,ACCEPTED,Rhynchocyclus,2483432.0,Rhynchocyclus pacificus,5229712.0,LC,Rhynchocyclus pacificus,"(Chapman, 1914)",Pacific Flatbill,
16310.0,fubfla1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus,"Rhynchocyclus fulvipectus (P.L.Sclater, 1860)",32,SPECIES,ACCEPTED,Rhynchocyclus,2483432.0,Rhynchocyclus fulvipectus,5229713.0,LC,Rhynchocyclus fulvipectus,"(P.L.Sclater, 1860)",Fulvous-breasted Flatbill,
16331.0,yemfly2,Yellow-winged Flatbill,Tolmomyias flavotectus,"Tolmomyias assimilis flavotectus (Hartert, 1902)",31,SPECIES,SYNONYM,Tolmomyias,2482872.0,Tolmomyias assimilis,2482899.0,LC,Tolmomyias flavotectus,"(Hartert & Ejo, 1902)",Yellow-winged Flatbill,
16356.0,cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,"Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)",125,SPECIES,ACCEPTED,Pyrrhomyias,2483913.0,Pyrrhomyias cinnamomeus,2483914.0,LC,Pyrrhomyias cinnamomeus,"(Orbigny & Lafresnaye, 1837)",Cinnamon Flycatcher,"Pyrrhomyias cinnamomeus pyrrhopterus, 0.008064516129032258"
16372.0,ornfly1,Ornate Flycatcher,Myiotriccus ornatus,"Myiotriccus ornatus (Lafresnaye, 1853)",5940,SPECIES,ACCEPTED,Myiotriccus,2483665.0,Myiotriccus ornatus,2483666.0,LC,Myiotriccus ornatus,"(Lafresnaye, 1853)",Ornate Flycatcher,"Myiotriccus ornatus stellatus, 0.0015174506828528073"
16379.0,hanfly1,Handsome Flycatcher,Nephelomyias pulcher,"Myiophobus pulcher (P.L.Sclater, 1861)",1,SPECIES,SYNONYM,Myiophobus,5229779.0,Myiophobus pulcher,5229786.0,LC,Nephelomyias pulcher,"(P.L.Sclater, 1861)",Handsome Flycatcher,
16386.0,brctyr,Brown-capped Tyrannulet,Ornithion brunneicapillus,"Ornithion brunneicapillus (Lawrence, 1862)",51,SPECIES,ACCEPTED,Ornithion,2483379.0,Ornithion brunneicapillus,2483382.0,LC,Ornithion brunneicapillus,"(Lawrence, 1862)",Brown-capped Tyrannulet,
