,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras
353,6178527,6178527,"Streptoprocne zonaris subtropicalis Parkes, 1994",2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Streptoprocne,2477070.0,Streptoprocne zonaris,2477082.0,,Streptoprocne zonaris subtropicalis,"Parkes, 1994"
781,2477116,2477116,"Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)",23,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Aeronautes,2477107.0,Aeronautes montivagus,2477116.0,LC,Aeronautes montivagus,"(d'Orbigny & Lafresnaye, 1837)"
326,2477137,2477137,"Panyptila cayennensis (J.F.Gmelin, 1789)",225,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Panyptila,2477135.0,Panyptila cayennensis,2477137.0,LC,Panyptila cayennensis,"(J.F.Gmelin, 1789)"
275,5228621,5228621,"Chaetura cinereiventris P.L.Sclater, 1862",270,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Chaetura,2477150.0,Chaetura cinereiventris,5228621.0,LC,Chaetura cinereiventris,"P.L.Sclater, 1862"
758,5228635,5228635,"Chaetura spinicaudus (Temminck, 1839)",57,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Chaetura,2477150.0,Chaetura spinicaudus,5228635.0,LC,Chaetura spinicaudus,"(Temminck, 1839)"
610,2477280,2477280,"Cypseloides cryptus J.T.Zimmer, 1945",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides cryptus,2477280.0,LC,Cypseloides cryptus,"J.T.Zimmer, 1945"
630,2477289,2477289,"Cypseloides cherriei Ridgway, 1893",98,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides cherriei,2477289.0,DD,Cypseloides cherriei,"Ridgway, 1893"
818,2477290,2477290,"Cypseloides lemosi Eisenmann & Lehmann, 1962",3,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides lemosi,2477290.0,LC,Cypseloides lemosi,"Eisenmann & Lehmann, 1962"
421,2476052,2476052,"Ramphomicron microrhynchum (Boissonneau, 1840)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ramphomicron,2476051.0,Ramphomicron microrhynchum,2476052.0,LC,Ramphomicron microrhynchum,"(Boissonneau, 1840)"
269,2476063,2476063,"Chlorostilbon gibsoni (Fraser, 1840)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon gibsoni,2476063.0,LC,Chlorostilbon gibsoni,"(Fraser, 1840)"
572,2476077,2476077,"Chlorostilbon mellisugus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon mellisugus,2476077.0,LC,Chlorostilbon mellisugus,"(Linnaeus, 1758)"
272,2476094,2476094,"Chlorostilbon melanorhynchus Gould, 1860",310,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon melanorhynchus,2476094.0,LC,Chlorostilbon melanorhynchus,"Gould, 1860"
83,2476139,2476139,"Myrtis fanny (R.Lesson, 1838)",110,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Myrtis,2476138.0,Myrtis fanny,2476139.0,LC,Myrtis fanny,"(R.Lesson, 1838)"
230,2476168,2476168,"Adelomyia melanogenys (Fraser, 1840)",304,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Adelomyia,2476167.0,Adelomyia melanogenys,2476168.0,LC,Adelomyia melanogenys,"(Fraser, 1840)"
197,2476195,2476195,"Florisuga mellivora (Linnaeus, 1758)",9156,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Florisuga,2476192.0,Florisuga mellivora,2476195.0,LC,Florisuga mellivora,"(Linnaeus, 1758)"
228,6178733,6178733,Florisuga mellivora mellivora,24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Florisuga,2476192.0,Florisuga mellivora,2476195.0,,Florisuga mellivora mellivora,
731,2476199,2476199,"Schistes geoffroyi (Bourcier, 1843)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes geoffroyi,2476199.0,LC,Schistes geoffroyi,"(Bourcier, 1843)"
829,8752472,8752472,"Schistes albogularis Gould, 1852",829,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes albogularis,8752472.0,LC,Schistes albogularis,"Gould, 1852"
245,6178847,8752472,"Schistes albogularis Gould, 1852",3,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes albogularis,8752472.0,,Schistes geoffroyi albogularis,"Gould, 1852"
616,5228462,5228462,"Threnetes ruckeri (Bourcier, 1847)",19,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Threnetes,2476204.0,Threnetes ruckeri,5228462.0,LC,Threnetes ruckeri,"(Bourcier, 1847)"
519,2476219,2476219,"Heliothryx barroti (Bourcier, 1843)",676,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliothryx,2476218.0,Heliothryx barroti,2476219.0,LC,Heliothryx barroti,"(Bourcier, 1843)"
311,2476279,2476279,"Urosticte benjamini (Bourcier, 1851)",3575,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Urosticte,2476278.0,Urosticte benjamini,2476279.0,LC,Urosticte benjamini,"(Bourcier, 1851)"
622,7060010,2476279,"Urosticte benjamini (Bourcier, 1851)",15,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Urosticte,2476278.0,Urosticte benjamini,2476279.0,,Urosticte benjamini benjamini,
790,5228490,5228490,"Lesbia nuna (R.Lesson, 1832)",16,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Lesbia,2476292.0,Lesbia nuna,5228490.0,LC,Lesbia nuna,"(R.Lesson, 1832)"
638,5228496,5228496,"Lesbia victoriae (Bourcier & Mulsant, 1846)",37,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Lesbia,2476292.0,Lesbia victoriae,5228496.0,LC,Lesbia victoriae,"(Bourcier & Mulsant, 1846)"
401,2476344,2476344,"Haplophaedia lugens (Gould, 1852)",19,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Haplophaedia,2476335.0,Haplophaedia lugens,2476344.0,NT,Haplophaedia lugens,"(Gould, 1852)"
35,2476351,2476351,"Ocreatus underwoodii (R.Lesson, 1832)",4490,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,LC,Ocreatus underwoodii,"(R.Lesson, 1832)"
435,6178930,6178930,"Ocreatus underwoodii melanantherus (Jardine, 1851)",19,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,,Ocreatus underwoodii melanantherus,"(Jardine, 1851)"
28,5228511,2476368,"Calliphlox mitchellii (Bourcier, 1847)",3077,SPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,NE,Philodice mitchellii,"(Bourcier, 1847)"
747,2476368,2476368,"Calliphlox mitchellii (Bourcier, 1847)",9,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,LC,Calliphlox mitchellii,"(Bourcier, 1847)"
316,2476373,2476373,"Calliphlox amethystina (Boddaert, 1783)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Calliphlox,2476367.0,Calliphlox amethystina,2476373.0,LC,Calliphlox amethystina,"(Boddaert, 1783)"
834,2476380,2476380,"Eutoxeres aquila (Bourcier, 1847)",32,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Eutoxeres,2476376.0,Eutoxeres aquila,2476380.0,LC,Eutoxeres aquila,"(Bourcier, 1847)"
165,2476385,2476385,"Aglaiocercus coelestis (Gould, 1861)",3113,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,LC,Aglaiocercus coelestis,"(Gould, 1861)"
200,7060092,7060092,Aglaiocercus coelestis coelestis,8,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,,Aglaiocercus coelestis coelestis,
554,2476388,2476388,"Aglaiocercus kingii (R.Lesson, 1832)",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus kingii,2476388.0,LC,Aglaiocercus kingii,"(R.Lesson, 1832)"
376,2476441,2476441,"Amazilia tzacatl (de la Llave, 1833)",12433,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,LC,Amazilia tzacatl,"(de la Llave, 1833)"
512,6179015,6179015,"Amazilia tzacatl jucunda (Heine, 1863)",4,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,,Amazilia tzacatl jucunda,"(Heine, 1863)"
763,2476528,2476528,"Thalurania colombica (Bourcier, 1843)",6993,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,LC,Thalurania colombica,"(Bourcier, 1843)"
471,7949914,7949914,"Thalurania colombica verticeps (Gould, 1851)",34,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,Thalurania colombica verticeps,"(Gould, 1851)"
659,8384677,8384677,"Thalurania colombica fannyae (Delattre & Bourcier, 1846)",24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,Thalurania colombica fannyae,"(Delattre & Bourcier, 1846)"
123,2476533,2476533,"Thalurania furcata (J.F.Gmelin, 1788)",3,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania furcata,2476533.0,LC,Thalurania furcata,"(J.F.Gmelin, 1788)"
653,2476572,2476572,"Phaethornis longuemareus (R.Lesson, 1832)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis longuemareus,2476572.0,LC,Phaethornis longuemareus,"(R.Lesson, 1832)"
273,2476588,2476588,"Phaethornis yaruqui (Bourcier, 1851)",6804,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis yaruqui,2476588.0,LC,Phaethornis yaruqui,"(Bourcier, 1851)"
842,2476589,2476589,"Phaethornis syrmatophorus Gould, 1852",2438,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,LC,Phaethornis syrmatophorus,"Gould, 1852"
134,7192799,7192799,Phaethornis syrmatophorus syrmatophorus,9,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,,Phaethornis syrmatophorus syrmatophorus,
428,2476600,2476600,"Phaethornis striigularis Gould, 1854",600,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis striigularis,2476600.0,LC,Phaethornis striigularis,"Gould, 1854"
341,2476632,2476632,"Phaethornis atrimentalis Lawrence, 1858",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis atrimentalis,2476632.0,LC,Phaethornis atrimentalis,"Lawrence, 1858"
511,5228530,5228530,"Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Eriocnemis,2476643.0,Eriocnemis nigrivestis,5228530.0,EN,Eriocnemis nigrivestis,"(Bourcier & Mulsant, 1852)"
44,2476710,2476710,"Heliangelus strophianus (Gould, 1846)",203,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliangelus,2476694.0,Heliangelus strophianus,2476710.0,LC,Heliangelus strophianus,"(Gould, 1846)"
461,2476718,2476718,"Anthracothorax nigricollis (Vieillot, 1817)",29,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Anthracothorax,2476712.0,Anthracothorax nigricollis,2476718.0,LC,Anthracothorax nigricollis,"(Vieillot, 1817)"
682,2476786,2476786,"Boissonneaua jardini (Bourcier, 1851)",1251,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua jardini,2476786.0,LC,Boissonneaua jardini,"(Bourcier, 1851)"
321,2476787,2476787,"Boissonneaua flavescens (Loddiges, 1832)",411,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,LC,Boissonneaua flavescens,"(Loddiges, 1832)"
412,6178921,6178921,"Boissonneaua flavescens tinochlora Oberholser, 1902",3,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,,Boissonneaua flavescens tinochlora,"Oberholser, 1902"
0,2476860,2476860,"Metallura tyrianthina (Loddiges, 1832)",32,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Metallura,2476858.0,Metallura tyrianthina,2476860.0,LC,Metallura tyrianthina,"(Loddiges, 1832)"
16,2476897,2476897,"Urochroa bougueri (Bourcier, 1851)",927,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Urochroa,2476896.0,Urochroa bougueri,2476897.0,LC,Urochroa bougueri,"(Bourcier, 1851)"
212,2476911,2476911,"Discosura conversii (Bourcier & Mulsant, 1846)",2174,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Discosura,2476900.0,Discosura conversii,2476911.0,LC,Discosura conversii,"(Bourcier & Mulsant, 1846)"
420,5228583,5228583,"Chaetocercus bombus Gould, 1871",9,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chaetocercus,2476913.0,Chaetocercus bombus,5228583.0,NT,Chaetocercus bombus,"Gould, 1871"
744,5788533,5788533,"Chaetocercus mulsant (Bourcier, 1843)",199,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chaetocercus,2476913.0,Chaetocercus mulsant,5788533.0,LC,Chaetocercus mulsant,"(Bourcier, 1843)"
584,2476931,2476931,"Heliodoxa rubinoides (Bourcier & Mulsant, 1846)",3338,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,LC,Heliodoxa rubinoides,"(Bourcier & Mulsant, 1846)"
256,6178830,6178830,"Heliodoxa rubinoides aequatorialis (Gould, 1860)",6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,,Heliodoxa rubinoides aequatorialis,"(Gould, 1860)"
457,2476948,2476948,"Heliodoxa jacula Gould, 1850",5886,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,LC,Heliodoxa jacula,"Gould, 1850"
111,6178825,8357694,"Heliodoxa jacula jamersoni (Bourcier, 1851)",8,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,,Heliodoxa jacula jamesoni,"(Bourcier, 1851)"
107,8357694,8357694,"Heliodoxa jacula jamersoni (Bourcier, 1851)",3,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,,Heliodoxa jacula jamersoni,"(Bourcier, 1851)"
406,2476953,2476953,"Heliodoxa imperatrix (Gould, 1856)",2329,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa imperatrix,2476953.0,LC,Heliodoxa imperatrix,"(Gould, 1856)"
648,2476964,2476964,"Patagona gigas (Vieillot, 1824)",9,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Patagona,2476963.0,Patagona gigas,2476964.0,LC,Patagona gigas,"(Vieillot, 1824)"
69,2476971,2476971,"Doryfera ludovicae (Bourcier & Mulsant, 1847)",1034,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,LC,Doryfera ludovicae,"(Bourcier & Mulsant, 1847)"
17,7192811,7192811,Doryfera ludovicae ludovicae,2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,,Doryfera ludovicae ludovicae,
565,2476994,2476994,"Heliomaster longirostris (Audebert & Vieillot, 1801)",25,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliomaster,2476988.0,Heliomaster longirostris,2476994.0,LC,Heliomaster longirostris,"(Audebert & Vieillot, 1801)"
588,2477040,2477040,"Coeligena lutetiae (Delattre & Bourcier, 1846)",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena lutetiae,2477040.0,LC,Coeligena lutetiae,"(Delattre & Bourcier, 1846)"
136,2477042,2477042,"Coeligena wilsoni (Delattre & Bourcier, 1846)",2492,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena wilsoni,2477042.0,LC,Coeligena wilsoni,"(Delattre & Bourcier, 1846)"
163,2477053,2477053,"Coeligena torquata (Boissonneau, 1840)",243,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena torquata,2477053.0,LC,Coeligena torquata,"(Boissonneau, 1840)"
137,2477062,2477062,"Coeligena coeligena (R.Lesson, 1833)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena coeligena,2477062.0,LC,Coeligena coeligena,"(R.Lesson, 1833)"
283,10907193,10907193,"Amazilis amazilia (R.Lesson & Garnot, 1827)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilis,4847893.0,Amazilis amazilia,10907193.0,NE,Amazilis amazilia,"(R.Lesson & Garnot, 1827)"
498,10925050,10925050,"Polyerata rosenbergi Boucard, 1895",49,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Polyerata,4849016.0,Polyerata rosenbergi,10925050.0,NE,Polyerata rosenbergi,"Boucard, 1895"
600,10912964,10912964,"Uranomitra franciae (Bourcier & Mulsant, 1846)",7845,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,NE,Uranomitra franciae,"(Bourcier & Mulsant, 1846)"
497,10969016,10969016,"Uranomitra franciae viridiceps (Gould, 1860)",17,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,,Uranomitra franciae viridiceps,"(Gould, 1860)"
43,6178975,10969016,"Uranomitra franciae viridiceps (Gould, 1860)",14,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,,Amazilia franciae viridiceps,"(Gould, 1860)"
422,2476474,10912964,"Uranomitra franciae (Bourcier & Mulsant, 1846)",9,SPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,LC,Amazilia franciae,"(Bourcier & Mulsant, 1846)"
385,5228474,5228474,"Colibri coruscans (Gould, 1846)",2280,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri coruscans,5228474.0,LC,Colibri coruscans,"(Gould, 1846)"
538,7192874,7192874,Colibri coruscans coruscans,6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri coruscans,5228474.0,,Colibri coruscans coruscans,
143,5228485,5228485,"Colibri delphinae (R.Lesson, 1839)",4905,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri delphinae,5228485.0,LC,Colibri delphinae,"(R.Lesson, 1839)"
21,9053125,9053125,"Colibri cyanotus (Bourcier, 1843)",467,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri cyanotus,9053125.0,NE,Colibri cyanotus,"(Bourcier, 1843)"
97,9148492,9148492,Colibri cyanotus cyanotus,5,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri cyanotus,9053125.0,,Colibri cyanotus cyanotus,
613,11080380,11080380,"Chlorestes julie (Bourcier, 1843)",117,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorestes,7611138.0,Chlorestes julie,11080380.0,NE,Chlorestes julie,"(Bourcier, 1843)"
634,2496669,2496669,"Trogon comptus J.T.Zimmer, 1948",62,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon comptus,2496669.0,LC,Trogon comptus,"J.T.Zimmer, 1948"
172,2496673,2496673,"Trogon personatus Gould, 1842",1701,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon personatus,2496673.0,LC,Trogon personatus,"Gould, 1842"
336,6177784,6177784,"Trogon personatus assimilis Gould, 1846",9,SUBSPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon personatus,2496673.0,,Trogon personatus assimilis,"Gould, 1846"
784,11236628,6177809,"Trogon rufus cupreicauda (Chapman, 1914)",6,SPECIES,SYNONYM,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon rufus,2496683.0,NE,Trogon cupreicauda,"(Chapman, 1914)"
333,2496700,2496700,"Trogon collaris Vieillot, 1817",233,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon collaris,2496700.0,LC,Trogon collaris,"Vieillot, 1817"
753,5788446,5788446,"Trogon caligatus Gould, 1838",14,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon caligatus,5788446.0,LC,Trogon caligatus,"Gould, 1838"
167,5788448,5788448,"Trogon chionurus P.L.Sclater & Salvin, 1871",16,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon chionurus,5788448.0,LC,Trogon chionurus,"P.L.Sclater & Salvin, 1871"
37,2496719,2496719,"Pharomachrus antisianus (d'Orbigny, 1837)",116,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Pharomachrus,2496714.0,Pharomachrus antisianus,2496719.0,LC,Pharomachrus antisianus,"(d'Orbigny, 1837)"
334,2496720,2496720,"Pharomachrus auriceps (Gould, 1842)",3775,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Pharomachrus,2496714.0,Pharomachrus auriceps,2496720.0,LC,Pharomachrus auriceps,"(Gould, 1842)"
792,7192479,7192479,Pharomachrus auriceps auriceps,2,SUBSPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Pharomachrus,2496714.0,Pharomachrus auriceps,2496720.0,,Pharomachrus auriceps auriceps,
38,2497921,2497921,"Tyto alba (Scopoli, 1769)",61,SPECIES,ACCEPTED,Strigiformes,1450.0,Tytonidae,5292.0,Tyto,2497905.0,Tyto alba,2497921.0,LC,Tyto alba,"(Scopoli, 1769)"
277,9568884,9568884,"Tyto furcata (Temminck, 1827)",2,SPECIES,ACCEPTED,Strigiformes,1450.0,Tytonidae,5292.0,Tyto,2497905.0,Tyto furcata,9568884.0,NE,Tyto furcata,"(Temminck, 1827)"
186,5232136,5232136,"Glaucidium nubicola Robbins & Stiles, 1999",341,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Glaucidium,2497151.0,Glaucidium nubicola,5232136.0,VU,Glaucidium nubicola,"Robbins & Stiles, 1999"
116,5232137,5232137,"Glaucidium jardinii (Bonaparte, 1855)",21,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Glaucidium,2497151.0,Glaucidium jardinii,5232137.0,LC,Glaucidium jardinii,"(Bonaparte, 1855)"
93,2497328,2497328,"Megascops ingens (Salvin, 1897)",157,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Megascops,2497318.0,Megascops ingens,2497328.0,LC,Megascops ingens,"(Salvin, 1897)"
427,10741190,10741190,"Megascops ingens colombianus (Traylor, 1952)",3,SUBSPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Megascops,2497318.0,Megascops ingens,2497328.0,,Megascops ingens colombianus,"(Traylor, 1952)"
515,2497378,2497378,"Megascops colombianus (Traylor, 1952)",1,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Megascops,2497318.0,Megascops colombianus,2497378.0,NT,Megascops colombianus,"(Traylor, 1952)"
234,6101162,6101162,"Megascops centralis (Hekstra, 1982)",21,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Megascops,2497318.0,Megascops centralis,6101162.0,NE,Megascops centralis,"(Hekstra, 1982)"
235,2497440,2497440,"Strix virgata (Cassin, 1849)",469,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Strix,2497486.0,Strix virgata,2497440.0,LC,Strix virgata,"(Cassin, 1849)"
434,6175944,6175944,Strix virgata virgata,7,SUBSPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Strix,2497486.0,Strix virgata,2497440.0,,Strix virgata virgata,
775,2497536,2497536,"Strix albitarsis (Bonaparte, 1850)",1,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Strix,2497486.0,Strix albitarsis,2497536.0,LC,Strix albitarsis,"(Bonaparte, 1850)"
343,4843093,4843093,"Strix nigrolineata (P.L.Sclater, 1859)",206,SPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Strix,2497486.0,Strix nigrolineata,4843093.0,LC,Strix nigrolineata,"(P.L.Sclater, 1859)"
