sort v2024,species_code,English name,scientific name
1574.0,mopphe1,Mountain Peacock-Pheasant,Polyplectron inopinatum
1575.0,btpphe1,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum
1579.0,mobpar1,Mountain Bamboo-Partridge,Bambusicola fytchii
1582.0,chbpar3,Chinese Bamboo-Partridge,Bambusicola thoracicus
1583.0,taibap1,Taiwan Bamboo-Partridge,Bambusicola sonorivox
1585.0,grejun1,Green Junglefowl,Gallus varius
1586.0,redjun,Red Junglefowl,Gallus gallus
1593.0,grejun2,Gray Junglefowl,Gallus sonneratii
1594.0,ceyjun1,Sri Lanka Junglefowl,Gallus lafayettii
1595.0,forfra2,Latham's Francolin,Peliperdix lathami
1598.0,crefra2,Crested Francolin,Ortygornis sephaena
1605.0,gryfra,Gray Francolin,Ortygornis pondicerianus
1609.0,swafra1,Swamp Francolin,Ortygornis gularis
1610.0,chifra1,Chinese Francolin,Francolinus pintadeanus
1613.0,blkfra,Black Francolin,Francolinus francolinus
1622.0,paifra1,Painted Francolin,Francolinus pictus
1626.0,coqfra2,Coqui Francolin,Campocolinus coqui
1632.0,whtfra2,White-throated Francolin,Campocolinus albogularis
1637.0,schfra2,Schlegel's Francolin,Campocolinus schlegelii
1638.0,rinfra2,Ring-necked Francolin,Scleroptila streptophora
1639.0,rewfra2,Red-winged Francolin,Scleroptila levaillantii
1642.0,finfra2,Finsch's Francolin,Scleroptila finschi
1643.0,moofra2,Moorland Francolin,Scleroptila psilolaema
1644.0,moofra3,Elgon Francolin,Scleroptila elgonensis
1645.0,gywfra1,Gray-winged Francolin,Scleroptila afra
1646.0,orrfra2,Orange River Francolin,Scleroptila gutturalis
1652.0,shefra1,Shelley's Francolin,Scleroptila shelleyi
1653.0,shefra3,Whyte's Francolin,Scleroptila whytei
1655.0,tibsno1,Tibetan Snowcock,Tetraogallus tibetanus
1660.0,altsno1,Altai Snowcock,Tetraogallus altaicus
1661.0,causno1,Caucasian Snowcock,Tetraogallus caucasicus
1662.0,cassno1,Caspian Snowcock,Tetraogallus caspius
1665.0,himsno,Himalayan Snowcock,Tetraogallus himalayensis
1672.0,sespar1,See-see Partridge,Ammoperdix griseogularis
1673.0,sanpar1,Sand Partridge,Ammoperdix heyi
1678.0,broqua1,Brown Quail,Synoicus ypsilophorus
1689.0,snmqua2,Snow Mountain Quail,Synoicus monorthonyx
1690.0,blbqua1,Blue-breasted Quail,Synoicus chinensis
1700.0,bluqua1,Blue Quail,Synoicus adansonii
1701.0,madpar2,Madagascar Partridge,Margaroperdix madagarensis
1702.0,comqua1,Common Quail,Coturnix coturnix
1708.0,japqua,Japanese Quail,Coturnix japonica
1710.0,harqua1,Harlequin Quail,Coturnix delegorguei
1714.0,raiqua1,Rain Quail,Coturnix coromandelica
1716.0,stuqua1,Stubble Quail,Coturnix pectoralis
1717.0,nezqua1,New Zealand Quail,Coturnix novaezelandiae
1719.0,barpar2,Barbary Partridge,Alectoris barbara
1724.0,arapar1,Arabian Partridge,Alectoris melanocephala
1725.0,relpar1,Red-legged Partridge,Alectoris rufa
1729.0,chukar,Chukar,Alectoris chukar
1744.0,rocpar2,Rock Partridge,Alectoris graeca
1753.0,phipar1,Philby's Partridge,Alectoris philbyi
1754.0,przpar1,Przevalski's Partridge,Alectoris magna
1756.0,jubqua1,Jungle Bush-Quail,Perdicula asiatica
1762.0,robqua1,Rock Bush-Quail,Perdicula argoondah
1767.0,pabqua1,Painted Bush-Quail,Perdicula erythrorhyncha
1770.0,mabqua1,Manipur Bush-Quail,Perdicula manipurensis
1773.0,himqua1,Himalayan Quail,Ophrysia superciliosa
1774.0,harfra3,Hartlaub's Spurfowl,Pternistis hartlaubi
1775.0,camfra2,Mount Cameroon Spurfowl,Pternistis camerunensis
1776.0,hanfra2,Handsome Spurfowl,Pternistis nobilis
1777.0,chnfra2,Chestnut-naped Spurfowl,Pternistis castaneicollis
1780.0,ercfra,Erckel's Spurfowl,Pternistis erckelii
1781.0,djifra1,Djibouti Spurfowl,Pternistis ochropectus
1782.0,swifra2,Swierstra's Spurfowl,Pternistis swierstrai
1783.0,ahafra2,Ahanta Spurfowl,Pternistis ahantensis
1784.0,gysfra1,Gray-striped Spurfowl,Pternistis griseostriatus
1785.0,jacfra2,Jackson's Spurfowl,Pternistis jacksoni
1786.0,rebfra1,Red-billed Spurfowl,Pternistis adspersus
1787.0,capfra2,Cape Spurfowl,Pternistis capensis
1788.0,natfra2,Natal Spurfowl,Pternistis natalensis
1789.0,hilfra2,Hildebrandt's Spurfowl,Pternistis hildebrandti
1790.0,dosfra2,Double-spurred Spurfowl,Pternistis bicalcaratus
1793.0,scafra2,Scaly Spurfowl,Pternistis squamatus
1797.0,heufra1,Heuglin's Spurfowl,Pternistis icterorhynchus
1798.0,clafra1,Clapperton's Spurfowl,Pternistis clappertoni
1799.0,harfra4,Harwood's Spurfowl,Pternistis harwoodi
1800.0,swafra2,Swainson's Spurfowl,Pternistis swainsonii
1803.0,yenspu1,Yellow-necked Spurfowl,Pternistis leucoscepus
1804.0,gybfra1,Gray-breasted Spurfowl,Pternistis rufopictus
1805.0,renfra1,Red-necked Spurfowl,Pternistis afer
1817.0,rocpig,Rock Pigeon,Columba livia
1833.0,hilpig1,Hill Pigeon,Columba rupestris
1837.0,snopig1,Snow Pigeon,Columba leuconota
1840.0,spepig1,Speckled Pigeon,Columba guinea
1843.0,whcpig1,White-collared Pigeon,Columba albitorques
1844.0,stodov1,Stock Dove,Columba oenas
1847.0,pabpig1,Yellow-eyed Pigeon,Columba eversmanni
1848.0,sompig1,Somali Pigeon,Columba oliviae
1849.0,cowpig1,Common Wood-Pigeon,Columba palumbus
1856.0,tropig1,Trocaz Pigeon,Columba trocaz
1857.0,bolpig1,Bolle's Pigeon,Columba bollii
1858.0,afepig1,Afep Pigeon,Columba unicincta
1859.0,laupig1,Laurel Pigeon,Columba junoniae
1860.0,rampig1,Rameron Pigeon,Columba arquatrix
1861.0,campig1,Cameroon Pigeon,Columba sjostedti
1862.0,marpig1,Maroon Pigeon,Columba thomensis
1863.0,delpig1,Eastern Bronze-naped Pigeon,Columba delegorguei
1866.0,brnpig1,Western Bronze-naped Pigeon,Columba iriditorques
1867.0,satpig1,Sao Tome Pigeon,Columba malherbii
1868.0,mauwop1,Mauritius Wood-Pigeon,Columba thiriouxi
1869.0,compig1,Comoro Pigeon,Columba pollenii
1870.0,spwpig1,Speckled Wood-Pigeon,Columba hodgsonii
1871.0,whnpig1,White-naped Pigeon,Columba albinucha
1872.0,aswpig1,Ashy Wood-Pigeon,Columba pulchricollis
1873.0,niwpig1,Nilgiri Wood-Pigeon,Columba elphinstonii
1874.0,ceywop1,Sri Lanka Wood-Pigeon,Columba torringtoniae
1875.0,pacpig1,Pale-capped Pigeon,Columba punicea
1876.0,siwpig1,Silvery Wood-Pigeon,Columba argentina
1877.0,anwpig1,Andaman Wood-Pigeon,Columba palumboides
1878.0,jawpig1,Black Wood-Pigeon,Columba janthina
1881.0,ryupig1,Ryukyu Pigeon,Columba jouyi
1882.0,bonpig1,Bonin Pigeon,Columba versicolor
1883.0,metpig1,Metallic Pigeon,Columba vitiensis
1893.0,whhpig1,White-headed Pigeon,Columba leucomela
1894.0,yelpig1,Yellow-legged Pigeon,Columba pallidiceps
1896.0,lemdov2,Lemon Dove,Aplopelia larvata
1903.0,pavpig2,Pale-vented Pigeon,Patagioenas cayennensis
1910.0,scapig2,Scaled Pigeon,Patagioenas speciosa
1911.0,scnpig1,Scaly-naped Pigeon,Patagioenas squamosa
1912.0,picpig2,Picazuro Pigeon,Patagioenas picazuro
1915.0,baepig2,Bare-eyed Pigeon,Patagioenas corensis
1916.0,spwpig3,Spot-winged Pigeon,Patagioenas maculosa
1919.0,whcpig2,White-crowned Pigeon,Patagioenas leucocephala
1920.0,rebpig1,Red-billed Pigeon,Patagioenas flavirostris
1925.0,plapig,Plain Pigeon,Patagioenas inornata
1929.0,batpig1,Band-tailed Pigeon,Patagioenas fasciata
1940.0,chipig2,Chilean Pigeon,Patagioenas araucana
1941.0,ritpig,Ring-tailed Pigeon,Patagioenas caribaea
1942.0,perpig2,Peruvian Pigeon,Patagioenas oenops
1943.0,plupig2,Plumbeous Pigeon,Patagioenas plumbea
1950.0,rudpig,Ruddy Pigeon,Patagioenas subvinacea
1962.0,shbpig,Short-billed Pigeon,Patagioenas nigrirostris
1964.0,duspig2,Dusky Pigeon,Patagioenas goodsoni
1966.0,paspig,Passenger Pigeon,Ectopistes migratorius
1967.0,matdov1,Malagasy Turtle-Dove,Nesoenas picturatus
1973.0,pinpig2,Pink Pigeon,Nesoenas mayeri
1976.0,mautud1,Mauritius Turtle-Dove,Nesoenas cicur
1977.0,rodtud1,Rodrigues Turtle-Dove,Nesoenas rodericanus
1978.0,eutdov,European Turtle-Dove,Streptopelia turtur
1983.0,dutdov1,Dusky Turtle-Dove,Streptopelia lugens
1984.0,adtdov1,Adamawa Turtle-Dove,Streptopelia hypopyrrha
1985.0,ortdov,Oriental Turtle-Dove,Streptopelia orientalis
1992.0,iscdov1,Sunda Collared-Dove,Streptopelia bitorquata
1993.0,phicod1,Philippine Collared-Dove,Streptopelia dusumieri
1994.0,eucdov,Eurasian Collared-Dove,Streptopelia decaocto
1997.0,eurcod2,Burmese Collared-Dove,Streptopelia xanthocycla
1999.0,afcdov1,African Collared-Dove,Streptopelia roseogrisea
2005.0,wwcdov1,White-winged Collared-Dove,Streptopelia reichenowi
2006.0,afmdov1,Mourning Collared-Dove,Streptopelia decipiens
2013.0,reedov1,Red-eyed Dove,Streptopelia semitorquata
2014.0,rindov,Ring-necked Dove,Streptopelia capicola
2021.0,vindov1,Vinaceous Dove,Streptopelia vinacea
2022.0,recdov1,Red Collared-Dove,Streptopelia tranquebarica
2027.0,spodov,Spotted Dove,Spilopelia chinensis
2034.0,laudov1,Laughing Dove,Spilopelia senegalensis
2041.0,bacdov1,Barred Cuckoo-Dove,Macropygia unchall
2045.0,brcdov1,Brown Cuckoo-Dove,Macropygia phasianella
2046.0,ducdov1,Flores Sea Cuckoo-Dove,Macropygia macassariensis
2049.0,timcud1,Timor Cuckoo-Dove,Macropygia magna
2050.0,tancud1,Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
2051.0,sbcdov1,Amboyna Cuckoo-Dove,Macropygia amboinensis
2062.0,sulcud1,Sultan's Cuckoo-Dove,Macropygia doreya
2073.0,ancdov1,Andaman Cuckoo-Dove,Macropygia rufipennis
2076.0,phcdov1,Philippine Cuckoo-Dove,Macropygia tenuirostris
2082.0,rucdov1,Ruddy Cuckoo-Dove,Macropygia emiliana
2085.0,engcud1,Enggano Cuckoo-Dove,Macropygia cinnamomea
2086.0,barcud1,Barusan Cuckoo-Dove,Macropygia modiglianii
2090.0,bbcdov1,Black-billed Cuckoo-Dove,Macropygia nigrirostris
2091.0,macdov1,Spot-breasted Cuckoo-Dove,Macropygia mackinlayi
2094.0,licdov1,Little Cuckoo-Dove,Macropygia ruficeps
2105.0,grcdov2,Great Cuckoo-Dove,Reinwardtoena reinwardti
2109.0,picdov1,Pied Cuckoo-Dove,Reinwardtoena browni
2110.0,crcdov1,Crested Cuckoo-Dove,Reinwardtoena crassirostris
2111.0,wfcdov1,White-faced Cuckoo-Dove,Turacoena manadensis
2112.0,sulcud2,Sula Cuckoo-Dove,Turacoena sulaensis
2113.0,slacud1,Slaty Cuckoo-Dove,Turacoena modesta
2114.0,eswdov1,Emerald-spotted Wood-Dove,Turtur chalcospilos
2115.0,bbwdov1,Black-billed Wood-Dove,Turtur abyssinicus
2116.0,bswdov1,Blue-spotted Wood-Dove,Turtur afer
2117.0,tamdov1,Tambourine Dove,Turtur tympanistria
2118.0,bhwdov1,Blue-headed Wood-Dove,Turtur brehmeri
2122.0,namdov1,Namaqua Dove,Oena capensis
2125.0,emedov2,Asian Emerald Dove,Chalcophaps indica
2132.0,emedov3,Pacific Emerald Dove,Chalcophaps longirostris
2138.0,stedov1,Stephan's Dove,Chalcophaps stephani
2142.0,negbro1,New Guinea Bronzewing,Henicophaps albifrons
2145.0,nebbro1,New Britain Bronzewing,Henicophaps foersteri
2146.0,wegdov1,Wetar Ground Dove,Pampusana hoedtii
2147.0,frgdov1,Shy Ground Dove,Pampusana stairi
2148.0,scgdov1,Santa Cruz Ground Dove,Pampusana sanctaecrucis
2149.0,tbgdov1,Thick-billed Ground Dove,Pampusana salamonis
2150.0,tangrd1,Tanna Ground Dove,Pampusana ferruginea
2151.0,brgdov1,Bronze Ground Dove,Pampusana beccarii
2160.0,pagdov1,Palau Ground Dove,Pampusana canifrons
2161.0,wbgdov1,White-bibbed Ground Dove,Pampusana jobiensis
2164.0,margrd1,Marquesan Ground Dove,Pampusana rubescens
2165.0,cigdov1,Caroline Islands Ground Dove,Pampusana kubaryi
2166.0,pogdov1,Polynesian Ground Dove,Pampusana erythroptera
2167.0,wtgdov1,White-throated Ground Dove,Pampusana xanthonura
2168.0,norgrd1,Norfolk Ground Dove,Pampusana norfolkensis
2169.0,combro1,Common Bronzewing,Phaps chalcoptera
2170.0,brubro1,Brush Bronzewing,Phaps elegans
2174.0,flobro1,Flock Bronzewing,Phaps histrionica
2175.0,crepig1,Crested Pigeon,Ocyphaps lophotes
2178.0,spipig2,Spinifex Pigeon,Geophaps plumifera
2183.0,squpig1,Squatter Pigeon,Geophaps scripta
2186.0,parpig1,Partridge Pigeon,Geophaps smithii
2189.0,cqrpig1,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis
2190.0,wqrpig1,White-quilled Rock-Pigeon,Petrophassa albipennis
2193.0,wonpig1,Wonga Pigeon,Leucosarcia melanoleuca
2194.0,diadov1,Diamond Dove,Geopelia cuneata
2195.0,zebdov,Zebra Dove,Geopelia striata
2196.0,peadov1,Peaceful Dove,Geopelia placida
2200.0,bardov2,Barred Dove,Geopelia maugeus
2201.0,basdov1,Bar-shouldered Dove,Geopelia humeralis
2205.0,incdov,Inca Dove,Columbina inca
2206.0,cogdov,Common Ground Dove,Columbina passerina
2225.0,pbgdov1,Plain-breasted Ground Dove,Columbina minuta
2230.0,rugdov,Ruddy Ground Dove,Columbina talpacoti
2237.0,ecgdov1,Ecuadorian Ground Dove,Columbina buckleyi
2240.0,scadov1,Scaled Dove,Columbina squammata
2244.0,pigdov1,Picui Ground Dove,Columbina picui
2247.0,crgdov1,Croaking Ground Dove,Columbina cruziana
2248.0,begdov2,Blue-eyed Ground Dove,Columbina cyanopis
2250.0,blgdov1,Blue Ground Dove,Claravis pretiosa
2251.0,mcgdov1,Maroon-chested Ground Dove,Paraclaravis mondetoura
2258.0,pwgdov1,Purple-winged Ground Dove,Paraclaravis geoffroyi
2259.0,bfgdov1,Bare-faced Ground Dove,Metriopelia ceciliae
2263.0,begdov1,Bare-eyed Ground Dove,Metriopelia morenoi
2264.0,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera
2267.0,gsgdov1,Golden-spotted Ground Dove,Metriopelia aymara
2268.0,ltgdov1,Long-tailed Ground Dove,Uropelia campestris
2269.0,bhqdov1,Blue-headed Quail-Dove,Starnoenas cyanocephala
2270.0,sapqud1,Purple Quail-Dove,Geotrygon purpurata
2271.0,sapqud2,Sapphire Quail-Dove,Geotrygon saphirina
2274.0,crqdov1,Crested Quail-Dove,Geotrygon versicolor
2275.0,ruqdov,Ruddy Quail-Dove,Geotrygon montana
2278.0,viqdov1,Violaceous Quail-Dove,Geotrygon violacea
2281.0,gfqdov,Gray-fronted Quail-Dove,Geotrygon caniceps
2282.0,wfqdov,White-fronted Quail-Dove,Geotrygon leucometopia
2283.0,kwqdov,Key West Quail-Dove,Geotrygon chrysia
2284.0,brqdov1,Bridled Quail-Dove,Geotrygon mystacea
2285.0,obqdov1,Olive-backed Quail-Dove,Leptotrygon veraguensis
2286.0,whtdov,White-tipped Dove,Leptotila verreauxi
2303.0,cardov1,Caribbean Dove,Leptotila jamaicensis
2308.0,grcdov1,Gray-chested Dove,Leptotila cassinii
2312.0,toldov1,Tolima Dove,Leptotila conoveri
2313.0,ocbdov1,Ochre-bellied Dove,Leptotila ochraceiventris
2314.0,gyhdov1,Gray-headed Dove,Leptotila plumbeiceps
2321.0,grfdov1,Gray-fronted Dove,Leptotila rufaxilla
2328.0,gredov1,Grenada Dove,Leptotila wellsi
2329.0,paldov1,Pallid Dove,Leptotila pallida
2330.0,latdov1,Large-tailed Dove,Leptotila megalura
2332.0,tuqdov1,Tuxtla Quail-Dove,Zentrygon carrikeri
2333.0,bfqdov1,Buff-fronted Quail-Dove,Zentrygon costaricensis
2334.0,pbqdov1,Purplish-backed Quail-Dove,Zentrygon lawrencii
2335.0,wfqdov1,White-faced Quail-Dove,Zentrygon albifacies
2336.0,wtqdov1,White-throated Quail-Dove,Zentrygon frenata
2341.0,liqdov1,Lined Quail-Dove,Zentrygon linearis
2344.0,chqdov1,Chiriqui Quail-Dove,Zentrygon chiriquensis
2345.0,rcqdov1,Russet-crowned Quail-Dove,Zentrygon goldmani
2349.0,wepdov1,West Peruvian Dove,Zenaida meloda
2350.0,whwdov,White-winged Dove,Zenaida asiatica
2354.0,zendov,Zenaida Dove,Zenaida aurita
2358.0,galdov1,Galapagos Dove,Zenaida galapagoensis
2361.0,eardov1,Eared Dove,Zenaida auriculata
2373.0,moudov,Mourning Dove,Zenaida macroura
2383.0,socdov1,Socorro Dove,Zenaida graysoni
2384.0,nicpig1,Nicobar Pigeon,Caloenas nicobarica
2387.0,spgpig1,Spotted Green Pigeon,Caloenas maculata
2388.0,dodo1,Dodo,Raphus cucullatus
2389.0,rodsol2,Rodrigues Solitaire,Pezophaps solitaria
2390.0,sugdov1,Sulawesi Ground Dove,Gallicolumba tristigmata
2394.0,cigdov2,Cinnamon Ground Dove,Gallicolumba rufigula
2400.0,mibhea2,Mindoro Bleeding-heart,Gallicolumba platenae
2401.0,nebhea1,Negros Bleeding-heart,Gallicolumba keayi
2402.0,subhea1,Sulu Bleeding-heart,Gallicolumba menagei
2403.0,lubhea1,Luzon Bleeding-heart,Gallicolumba luzonica
2407.0,minblh1,Mindanao Bleeding-heart,Gallicolumba crinigera
2411.0,chopig1,Choiseul Pigeon,Microgoura meeki
2412.0,tbgpig2,Thick-billed Ground-Pigeon,Trugon terrestris
2416.0,phepig1,Pheasant Pigeon,Otidiphaps nobilis
2421.0,wecpig1,Western Crowned-Pigeon,Goura cristata
2422.0,soucrp1,Sclater's Crowned-Pigeon,Goura sclaterii
2423.0,soucrp2,Scheepmaker's Crowned-Pigeon,Goura scheepmakeri
2424.0,vicpig1,Victoria Crowned-Pigeon,Goura victoria
2428.0,tobpig1,Tooth-billed Pigeon,Didunculus strigirostris
2429.0,whedov1,White-eared Brown-Dove,Phapitreron leucotis
2435.0,amedov1,Amethyst Brown-Dove,Phapitreron amethystinus
2441.0,daedov2,Mindanao Brown-Dove,Phapitreron brunneiceps
2442.0,daedov3,Tawitawi Brown-Dove,Phapitreron cinereiceps
2444.0,ligpig1,Little Green-Pigeon,Treron olax
2445.0,pinpig3,Pink-necked Green-Pigeon,Treron vernans
2446.0,cihpig1,Cinnamon-headed Green-Pigeon,Treron fulvicollis
2451.0,orbpig1,Orange-breasted Green-Pigeon,Treron bicinctus
2456.0,pogpig1,Sri Lanka Green-Pigeon,Treron pompadora
2457.0,pomgrp2,Gray-fronted Green-Pigeon,Treron affinis
2458.0,pomgrp4,Andaman Green-Pigeon,Treron chloropterus
2459.0,pomgrp5,Ashy-headed Green-Pigeon,Treron phayrei
2462.0,pomgrp1,Philippine Green-Pigeon,Treron axillaris
2467.0,pomgrp3,Buru Green-Pigeon,Treron aromaticus
2468.0,thbpig1,Thick-billed Green-Pigeon,Treron curvirostra
2478.0,gycpig1,Gray-cheeked Green-Pigeon,Treron griseicauda
2483.0,sugpig2,Sumba Green-Pigeon,Treron teysmannii
2484.0,flgpig1,Flores Green-Pigeon,Treron floris
2485.0,timgrp1,Timor Green-Pigeon,Treron psittaceus
2486.0,lagpig1,Large Green-Pigeon,Treron capellei
2487.0,yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus
2495.0,brgpig1,Bruce's Green-Pigeon,Treron waalia
2496.0,madgrp2,Comoro Green-Pigeon,Treron griveaudi
2497.0,madgrp1,Madagascar Green-Pigeon,Treron australis
2500.0,pegpig1,Pemba Green-Pigeon,Treron pembaensis
2501.0,stgpig1,Sao Tome Green-Pigeon,Treron sanctithomae
2502.0,yevpig1,Yellow-vented Green-Pigeon,Treron seimundi
2505.0,pitpig1,Pin-tailed Green-Pigeon,Treron apicauda
2509.0,afrgrp1,African Green-Pigeon,Treron calvus
2527.0,gnspig1,Sumatran Green-Pigeon,Treron oxyurus
2528.0,wetpig1,Wedge-tailed Green-Pigeon,Treron sphenurus
2532.0,whbpig1,White-bellied Green-Pigeon,Treron sieboldii
2536.0,whgpig1,Whistling Green-Pigeon,Treron formosae
2544.0,bbfdov1,Black-backed Fruit-Dove,Ptilinopus cinctus
2551.0,bbfdov2,Black-banded Fruit-Dove,Ptilinopus alligator
2552.0,rnfdov1,Red-naped Fruit-Dove,Ptilinopus dohertyi
2553.0,phfdov1,Pink-headed Fruit-Dove,Ptilinopus porphyreus
2554.0,ybfdov2,Yellow-breasted Fruit-Dove,Ptilinopus occipitalis
2557.0,fbfdov1,Flame-breasted Fruit-Dove,Ptilinopus marchei
2558.0,crbfrd1,Cream-breasted Fruit-Dove,Ptilinopus merrilli
2561.0,refdov1,Red-eared Fruit-Dove,Ptilinopus fischeri
2566.0,jafdov1,Jambu Fruit-Dove,Ptilinopus jambu
2567.0,macfrd1,Maroon-chinned Fruit-Dove,Ptilinopus epius
2568.0,macfrd3,Banggai Fruit-Dove,Ptilinopus subgularis
2569.0,macfrd2,Sula Fruit-Dove,Ptilinopus mangoliensis
2570.0,bcfdov1,Black-chinned Fruit-Dove,Ptilinopus leclancheri
2575.0,sbfdov1,Scarlet-breasted Fruit-Dove,Ptilinopus bernsteinii
2578.0,wofdov1,Wompoo Fruit-Dove,Ptilinopus magnificus
2584.0,psfdov1,Pink-spotted Fruit-Dove,Ptilinopus perlatus
2588.0,orfdov1,Ornate Fruit-Dove,Ptilinopus ornatus
2591.0,tafdov1,Tanna Fruit-Dove,Ptilinopus tannensis
2592.0,offdov1,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons
2593.0,wafdov1,Wallace's Fruit-Dove,Ptilinopus wallacii
2594.0,sufdov1,Superb Fruit-Dove,Ptilinopus superbus
2597.0,mcfdov1,Many-colored Fruit-Dove,Ptilinopus perousii
2600.0,pucfrd1,Purple-capped Fruit-Dove,Ptilinopus ponapensis
2601.0,kosfrd1,Kosrae Fruit-Dove,Ptilinopus hernsheimi
2602.0,ccfdov1,Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus
2605.0,pafdov1,Palau Fruit-Dove,Ptilinopus pelewensis
2606.0,cifdov1,Cook Islands Fruit-Dove,Ptilinopus rarotongensis
2609.0,mafdov2,Mariana Fruit-Dove,Ptilinopus roseicapilla
2610.0,rcfdov1,Rose-crowned Fruit-Dove,Ptilinopus regina
2618.0,scfdov1,Silver-capped Fruit-Dove,Ptilinopus richardsii
2621.0,gygfrd2,Raiatea Fruit-Dove,Ptilinopus chrysogaster
2622.0,gygfrd1,Gray-green Fruit-Dove,Ptilinopus purpuratus
2625.0,mafdov1,Makatea Fruit-Dove,Ptilinopus chalcurus
2626.0,atfdov1,Atoll Fruit-Dove,Ptilinopus coralensis
2627.0,rbfdov1,Red-bellied Fruit-Dove,Ptilinopus greyi
2628.0,rafdov1,Rapa Fruit-Dove,Ptilinopus huttoni
2629.0,wcfdov1,White-capped Fruit-Dove,Ptilinopus dupetithouarsii
2632.0,rmfdov1,Red-moustached Fruit-Dove,Ptilinopus mercierii
2633.0,hifdov1,Henderson Island Fruit-Dove,Ptilinopus insularis
2634.0,cofdov1,Coroneted Fruit-Dove,Ptilinopus coronulatus
2640.0,befdov1,Beautiful Fruit-Dove,Ptilinopus pulchellus
2643.0,bcfdov2,Blue-capped Fruit-Dove,Ptilinopus monacha
2644.0,whbfrd1,White-breasted Fruit-Dove,Ptilinopus rivoli
2651.0,yebfrd1,Geelvink Fruit-Dove,Ptilinopus speciosus
2652.0,yebfrd2,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis
2661.0,cbfdov1,Claret-breasted Fruit-Dove,Ptilinopus viridis
2668.0,whfdov2,White-headed Fruit-Dove,Ptilinopus eugeniae
2669.0,obfdov1,Orange-bellied Fruit-Dove,Ptilinopus iozonus
2675.0,kbfdov1,Knob-billed Fruit-Dove,Ptilinopus insolitus
2678.0,gyhfrd1,Gray-headed Fruit-Dove,Ptilinopus hyogastrus
2679.0,cafdov1,Carunculated Fruit-Dove,Ptilinopus granulifrons
2680.0,bknfrd1,Black-naped Fruit-Dove,Ptilinopus melanospilus
2686.0,dwafrd1,Dwarf Fruit-Dove,Ptilinopus nainus
2687.0,nefdov1,Negros Fruit-Dove,Ptilinopus arcanus
2688.0,oradov1,Orange Dove,Ptilinopus victor
2691.0,goldov1,Golden Dove,Ptilinopus luteovirens
2692.0,veldov1,Whistling Dove,Ptilinopus layardi
2695.0,clfdov1,Cloven-feathered Dove,Drepanoptila holosericea
2696.0,mabpig2,Mauritius Blue-Pigeon,Alectroenas nitidissimus
2697.0,rodblp1,Rodrigues Blue-Pigeon,Alectroenas payandeei
2698.0,mabpig1,Madagascar Blue-Pigeon,Alectroenas madagascariensis
2699.0,cobpig1,Comoro Blue-Pigeon,Alectroenas sganzini
2702.0,sebpig1,Seychelles Blue-Pigeon,Alectroenas pulcherrimus
2703.0,pbipig1,Pink-bellied Imperial-Pigeon,Ducula poliocephala
2704.0,wbipig1,White-bellied Imperial-Pigeon,Ducula forsteni
2705.0,miipig2,Mindoro Imperial-Pigeon,Ducula mindorensis
2706.0,gyhimp1,Gray-headed Imperial-Pigeon,Ducula radiata
