scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
"Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)","Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)",124,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pyrrhomyias,2483913.0,Pyrrhomyias cinnamomeus,2483914.0,LC
"Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)","Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pyrrhomyias,2483913.0,Pyrrhomyias cinnamomeus,2483914.0,
"Zimmerius viridiflavus (Tschudi, 1844)","Zimmerius viridiflavus (Tschudi, 1844)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Zimmerius,2483931.0,Zimmerius viridiflavus,2483935.0,LC
"Zimmerius albigularis (Chapman, 1924)","Zimmerius chrysops albigularis (Chapman, 1924)",4442,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC
"Zimmerius chrysops (P.L.Sclater, 1859)","Zimmerius chrysops (P.L.Sclater, 1859)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC
"Serpophaga cinerea (Tschudi, 1844)","Serpophaga cinerea (Tschudi, 1844)",2022,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Serpophaga,2483957.0,Serpophaga cinerea,2483963.0,LC
Serpophaga cinerea cinerea,Serpophaga cinerea cinerea,8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Serpophaga,2483957.0,Serpophaga cinerea,2483963.0,
"Colonia colonus (Vieillot, 1818)","Colonia colonus (Vieillot, 1818)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Colonia,2484014.0,Colonia colonus,5229809.0,LC
"Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)","Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)",143,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Phyllomyias,2484032.0,Phyllomyias griseiceps,2484033.0,LC
"Phyllomyias nigrocapillus (Lafresnaye, 1845)","Phyllomyias nigrocapillus (Lafresnaye, 1845)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Phyllomyias,2484032.0,Phyllomyias nigrocapillus,2484038.0,LC
"Phyllomyias cinereiceps (P.L.Sclater, 1860)","Phyllomyias cinereiceps (P.L.Sclater, 1860)",364,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Phyllomyias,2484032.0,Phyllomyias cinereiceps,2484046.0,LC
"Phyllomyias uropygialis (Lawrence, 1869)","Phyllomyias uropygialis (Lawrence, 1869)",12,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Phyllomyias,2484032.0,Phyllomyias uropygialis,2484048.0,LC
"Phyllomyias zeledoni (Lawrence, 1869)","Phyllomyias burmeisteri zeledoni (Lawrence, 1869)",3,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Phyllomyias,2484032.0,Phyllomyias burmeisteri,2484049.0,LC
"Nephelomyias pulcher (P.L.Sclater, 1861)","Myiophobus pulcher (P.L.Sclater, 1861)",1,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus pulcher,5229786.0,LC
Nephelomyias pulcher pulcher,"Myiophobus pulcher (P.L.Sclater, 1861)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus pulcher,5229786.0,
"Myiophobus flavicans (P.L.Sclater, 1861)","Myiophobus flavicans (P.L.Sclater, 1861)",114,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus flavicans,5229791.0,LC
Myiophobus flavicans flavicans,Myiophobus flavicans flavicans,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus flavicans,5229791.0,
"Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)","Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus phoenicomitra,5229797.0,LC
"Myiophobus phoenicomitra litae (Hartert, 1900)","Myiophobus phoenicomitra litae (Hartert, 1900)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus phoenicomitra,5229797.0,
"Myiophobus crypterythrus (P.L.Sclater, 1861)","Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",774,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC
"Myiophobus fasciatus (Statius Muller, 1776)","Myiophobus fasciatus (Statius Muller, 1776)",53,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC
"Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)","Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,
"Lonchura malacca (Linnaeus, 1766)","Lonchura malacca (Linnaeus, 1766)",3,SPECIES,ACCEPTED,Passeriformes,729.0,Estrildidae,5709.0,Lonchura,2493593.0,Lonchura malacca,2493626.0,LC
"Cacicus uropygialis Lafresnaye, 1843","Cacicus uropygialis Lafresnaye, 1843",846,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Cacicus,2484110.0,Cacicus uropygialis,5229817.0,LC
"Cacicus microrhynchus (P.L.Sclater & Salvin, 1865)","Cacicus uropygialis microrhynchus (P.L.Sclater & Salvin, 1865)",6,SPECIES,SYNONYM,Passeriformes,729.0,Icteridae,6176.0,Cacicus,2484110.0,Cacicus uropygialis,5229817.0,LC
"Cacicus cela (Linnaeus, 1758)","Cacicus cela (Linnaeus, 1758)",3,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Cacicus,2484110.0,Cacicus cela,5229832.0,LC
"Psarocolius angustifrons (Spix, 1824)","Psarocolius angustifrons (Spix, 1824)",233,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Psarocolius,2484215.0,Psarocolius angustifrons,2484222.0,LC
"Psarocolius angustifrons atrocastaneus (Cabanis, 1873)","Psarocolius angustifrons atrocastaneus (Cabanis, 1873)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Psarocolius,2484215.0,Psarocolius angustifrons,2484222.0,
"Leistes militaris (Linnaeus, 1758)","Sturnella militaris (Linnaeus, 1758)",1,SPECIES,SYNONYM,Passeriformes,729.0,Icteridae,6176.0,Sturnella,2484248.0,Sturnella militaris,2484250.0,LC
"Icterus mesomelas (Wagler, 1829)","Icterus mesomelas (Wagler, 1829)",1160,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Icterus,2484282.0,Icterus mesomelas,5229869.0,LC
"Molothrus oryzivorus (Gmelin, 1788)","Molothrus oryzivorus (Gmelin, 1788)",993,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Molothrus,2484385.0,Molothrus oryzivorus,2484386.0,LC
"Scaphidura oryzivora (Gmelin, 1788)","Molothrus oryzivorus (Gmelin, 1788)",1,SPECIES,SYNONYM,Passeriformes,729.0,Icteridae,6176.0,Molothrus,2484385.0,Molothrus oryzivorus,2484386.0,LC
"Molothrus bonariensis (Gmelin, 1789)","Molothrus bonariensis (Gmelin, 1789)",3207,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Molothrus,2484385.0,Molothrus bonariensis,2484396.0,LC
"Amblycercus holosericeus (Deppe, 1830)","Amblycercus holosericeus (Deppe, 1830)",23,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Amblycercus,2484418.0,Amblycercus holosericeus,2484419.0,LC
"Dives warczewiczi (Cabanis, 1861)","Dives warczewiczi (Cabanis, 1861)",3402,SPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Dives,2484433.0,Dives warczewiczi,6100778.0,LC
Dives warczewiczi warczewiczi,Dives warczewiczi warczewiczi,3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Dives,2484433.0,Dives warczewiczi,6100778.0,
"Piranga rubra (Linnaeus, 1758)","Piranga rubra (Linnaeus, 1758)",1818,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga rubra,2488485.0,LC
"Piranga leucoptera Trudeau, 1840","Piranga leucoptera Trudeau, 1840",1696,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga leucoptera,2488493.0,LC
"Piranga leucoptera ardens (Tschudi, 1844)","Piranga leucoptera ardens (Tschudi, 1844)",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga leucoptera,2488493.0,
"Piranga flava (Vieillot, 1822)","Piranga flava (Vieillot, 1822)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga flava,2488498.0,LC
"Piranga olivacea (J.F.Gmelin, 1789)","Piranga olivacea (J.F.Gmelin, 1789)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga olivacea,2488517.0,LC
"Chlorothraupis stolzmanni (von Berlepsch & Taczanowski, 1884)","Chlorothraupis stolzmanni (von Berlepsch & Taczanowski, 1884)",1231,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Chlorothraupis,2488764.0,Chlorothraupis stolzmanni,2488770.0,LC
Chlorothraupis stolzmanni stolzmanni,Chlorothraupis stolzmanni stolzmanni,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Chlorothraupis,2488764.0,Chlorothraupis stolzmanni,2488770.0,
"Cyanoloxia cyanoides (Lafresnaye, 1847)","Cyanocompsa cyanoides (Lafresnaye, 1847)",7,SPECIES,SYNONYM,Passeriformes,729.0,Cardinalidae,9285.0,Cyanocompsa,2490364.0,Cyanocompsa cyanoides,2490370.0,LC
"Pheucticus chrysogaster (Lesson, 1832)","Pheucticus chrysogaster (Lesson, 1832)",190,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Pheucticus,2490486.0,Pheucticus chrysogaster,2490491.0,LC
Pheucticus chrysogaster chrysogaster,Pheucticus chrysogaster chrysogaster,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Pheucticus,2490486.0,Pheucticus chrysogaster,2490491.0,
"Pheucticus ludovicianus (Linnaeus, 1766)","Pheucticus ludovicianus (Linnaeus, 1766)",181,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Pheucticus,2490486.0,Pheucticus ludovicianus,2490494.0,LC
"Amaurospiza moesta (Hartlaub, 1853)","Amaurospiza moesta (Hartlaub, 1853)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Amaurospiza,2491732.0,Amaurospiza moesta,2491738.0,LC
"Amaurospiza aequatorialis Sharpe, 1888","Amaurospiza aequatorialis Sharpe, 1888",357,SPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Amaurospiza,2491732.0,Amaurospiza aequatorialis,7638086.0,NE
"Cinclus leucocephalus Tschudi, 1844","Cinclus leucocephalus Tschudi, 1844",1478,SPECIES,ACCEPTED,Passeriformes,729.0,Cinclidae,9290.0,Cinclus,2495086.0,Cinclus leucocephalus,5231776.0,LC
"Cinclus leucocephalus leuconotus P.L.Sclater, 1858","Cinclus leucocephalus leuconotus P.L.Sclater, 1858",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cinclidae,9290.0,Cinclus,2495086.0,Cinclus leucocephalus,5231776.0,
"Formicarius nigricapillus Ridgway, 1893","Formicarius nigricapillus Ridgway, 1893",11,SPECIES,ACCEPTED,Passeriformes,729.0,Formicariidae,9311.0,Formicarius,2490547.0,Formicarius nigricapillus,2490550.0,LC
"Formicarius rufipectus Salvin, 1866","Formicarius rufipectus Salvin, 1866",2608,SPECIES,ACCEPTED,Passeriformes,729.0,Formicariidae,9311.0,Formicarius,2490547.0,Formicarius rufipectus,2490552.0,LC
"Formicarius rufipectus carrikeri Chapman, 1912","Formicarius rufipectus carrikeri Chapman, 1912",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Formicariidae,9311.0,Formicarius,2490547.0,Formicarius rufipectus,2490552.0,
"Mimus gilvus (Vieillot, 1808)","Mimus gilvus (Vieillot, 1808)",56,SPECIES,ACCEPTED,Passeriformes,729.0,Mimidae,9321.0,Mimus,2494919.0,Mimus gilvus,5231676.0,LC
"Anisognathus notabilis (P.L.Sclater, 1855)","Anisognathus notabilis (P.L.Sclater, 1855)",123,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus notabilis,5230540.0,LC
"Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)","Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus igniventris,5230541.0,LC
"Anisognathus somptuosus (R.Lesson, 1831)","Anisognathus somptuosus (R.Lesson, 1831)",1106,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,LC
"Anisognathus flavinucha (d'Orbigny & Lafresnaye, 1837)","Anisognathus somptuosus flavinucha (d'Orbigny & Lafresnaye, 1837)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,LC
"Anisognathus somptuosus cyanopterus (Cabanis, 1866)","Anisognathus somptuosus cyanopterus (Cabanis, 1866)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,
"Tangara labradorides (Boissonneau, 1840)","Tangara labradorides (Boissonneau, 1840)",2027,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara labradorides,2488101.0,LC
Tangara labradorides labradorides,Tangara labradorides labradorides,7,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara labradorides,2488101.0,
"Tangara nigroviridis (Lafresnaye, 1843)","Tangara nigroviridis (Lafresnaye, 1843)",2573,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara nigroviridis,2488106.0,LC
"Tangara nigroviridis cyanescens (P.L.Sclater, 1857)","Tangara nigroviridis cyanescens (P.L.Sclater, 1857)",8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara nigroviridis,2488106.0,
"Tangara gyrola (Linnaeus, 1758)","Tangara gyrola (Linnaeus, 1758)",4691,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara gyrola,2488114.0,LC
"Tangara gyrola nupera Bangs, 1917","Tangara gyrola nupera Bangs, 1917",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara gyrola,2488114.0,
"Tangara johannae (Dalmas, 1900)","Tangara johannae (Dalmas, 1900)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara johannae,2488153.0,NT
"Tangara vassorii (Boissonneau, 1840)","Tangara vassorii (Boissonneau, 1840)",222,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara vassorii,2488175.0,LC
"Tangara arthus R.Lesson, 1832","Tangara arthus R.Lesson, 1832",9567,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara arthus,2488179.0,LC
"Tangara arthus goodsoni E.Hartert, 1913","Tangara arthus goodsoni E.Hartert, 1913",31,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara arthus,2488179.0,
"Tangara aurulenta (Lafresnaye, 1843)","Tangara arthus aurulenta (Lafresnaye, 1843)",4,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara arthus,2488179.0,LC
"Tangara florida (P.L.Sclater & Salvin, 1869)","Tangara florida (P.L.Sclater & Salvin, 1869)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara florida,2488189.0,LC
"Tangara parzudakii (Lafresnaye, 1843)","Tangara parzudakii (Lafresnaye, 1843)",3237,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara parzudakii,2488192.0,LC
"Tangara parzudakii lunigera (P.L.Sclater, 1851)","Tangara parzudakii lunigera (P.L.Sclater, 1851)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara parzudakii,2488192.0,
"Tangara lunigera (P.L.Sclater, 1851)","Tangara parzudakii lunigera (P.L.Sclater, 1851)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara parzudakii,2488192.0,LC
"Tangara lavinia (Cassin, 1858)","Tangara lavinia (Cassin, 1858)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara lavinia,2488206.0,LC
"Tangara icterocephala (Bonaparte, 1851)","Tangara icterocephala (Bonaparte, 1851)",4520,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara icterocephala,2488222.0,LC
Tangara icterocephala icterocephala,Tangara icterocephala icterocephala,13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara icterocephala,2488222.0,
"Tangara xanthocephala (Tschudi, 1844)","Tangara xanthocephala (Tschudi, 1844)",6,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara xanthocephala,2488242.0,LC
"Heterospingus xanthopygius (P.L.Sclater, 1855)","Heterospingus xanthopygius (P.L.Sclater, 1855)",19,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Heterospingus,2488265.0,Heterospingus xanthopygius,2488266.0,LC
"Chlorochrysa phoenicotis (Bonaparte, 1851)","Chlorochrysa phoenicotis (Bonaparte, 1851)",435,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorochrysa,2488272.0,Chlorochrysa phoenicotis,5230596.0,LC
"Buthraupis montana (d'Orbigny & Lafresnaye, 1837)","Buthraupis montana (d'Orbigny & Lafresnaye, 1837)",16,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Buthraupis,2488296.0,Buthraupis montana,2488303.0,LC
"Bangsia edwardsi (D.G.Elliot, 1865)","Bangsia edwardsi (D.G.Elliot, 1865)",28,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Bangsia,2488329.0,Bangsia edwardsi,2488336.0,LC
"Buthraupis edwardsi D.G.Elliot, 1865","Bangsia edwardsi (D.G.Elliot, 1865)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Bangsia,2488329.0,Bangsia edwardsi,2488336.0,NE
"Dacnis cayana (Linnaeus, 1766)","Dacnis cayana (Linnaeus, 1766)",46,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis cayana,2488352.0,LC
"Dacnis lineata (J.F.Gmelin, 1789)","Dacnis lineata (J.F.Gmelin, 1789)",889,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis lineata,2488364.0,LC
"Dacnis egregia P.L.Sclater, 1855","Dacnis egregia P.L.Sclater, 1855",4,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,LC
"Dacnis lineata aequatorialis Berlepsch & Taczanowski, 1884","Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,
"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884","Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,
"Ramphocelus flammigerus (Jardine & Selby, 1833)","Ramphocelus flammigerus (Jardine & Selby, 1833)",13121,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus flammigerus,2488439.0,LC
"Ramphocelus icteronotus Bonaparte, 1838","Ramphocelus icteronotus Bonaparte, 1838",174,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,LC
"Ramphocelus flammigerus icteronotus Bonaparte, 1838","Ramphocelus icteronotus Bonaparte, 1838",170,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,
"Tersina viridis (Illiger, 1811)","Tersina viridis (Illiger, 1811)",4525,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tersina,2488544.0,Tersina viridis,2488545.0,LC
"Tersina viridis occidentalis (P.L.Sclater, 1855)","Tersina viridis occidentalis (P.L.Sclater, 1855)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tersina,2488544.0,Tersina viridis,2488545.0,
"Tachyphonus rufus (Boddaert, 1783)","Tachyphonus rufus (Boddaert, 1783)",4712,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus rufus,2488583.0,LC
"Tachyphonus delatrii Lafresnaye, 1847","Tachyphonus delatrii Lafresnaye, 1847",5,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus delatrii,2488592.0,LC
"Thraupis episcopus (Linnaeus, 1766)","Thraupis episcopus (Linnaeus, 1766)",11347,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC
"Thraupis episcopus quaesita Bangs & Noble, 1918","Thraupis episcopus quaesita Bangs & Noble, 1918",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,
"Tangara episcopus (Linnaeus, 1766)","Thraupis episcopus (Linnaeus, 1766)",4,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC
"Thraupis palmarum (Wied-Neuwied, 1821)","Thraupis palmarum (Wied-Neuwied, 1821)",8074,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC
"Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)","Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,
"Tangara palmarum (Wied-Neuwied, 1821)","Thraupis palmarum (Wied-Neuwied, 1821)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC
"Iridosornis rufivertex (Lafresnaye, 1842)","Iridosornis rufivertex (Lafresnaye, 1842)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis rufivertex,2488644.0,LC
"Iridosornis porphyrocephalus P.L.Sclater, 1856","Iridosornis porphyrocephalus P.L.Sclater, 1856",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis porphyrocephalus,2488652.0,NT
"Iridophanes pulcherrimus (P.L.Sclater, 1853)","Iridophanes pulcherrimus (P.L.Sclater, 1853)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridophanes,2488676.0,Iridophanes pulcherrimus,2488677.0,LC
"Thlypopsis ornata (P.L.Sclater, 1859)","Thlypopsis ornata (P.L.Sclater, 1859)",34,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis ornata,2488696.0,LC
"Hemispingus superciliaris (Lafresnaye, 1840)","Thlypopsis superciliaris (Lafresnaye, 1840)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis superciliaris,9637395.0,LC
"Chlorophanes spiza (Linnaeus, 1758)","Chlorophanes spiza (Linnaeus, 1758)",548,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorophanes,2488785.0,Chlorophanes spiza,5230641.0,LC
"Pipraeidea melanonota (Vieillot, 1819)","Pipraeidea melanonota (Vieillot, 1819)",2766,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,LC
"Pipraeidea melanonota venezuelensis P.L.Sclater, 1857","Pipraeidea melanonota venezuelensis P.L.Sclater, 1857",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,
"Diglossa albilatera Lafresnaye, 1843","Diglossa albilatera Lafresnaye, 1843",141,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,LC
Diglossa albilatera albilatera,Diglossa albilatera albilatera,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,
"Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)","Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa sittoides,5230689.0,LC
"Diglossa cyanea (Lafresnaye, 1840)","Diglossa cyanea (Lafresnaye, 1840)",326,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa cyanea,7342077.0,LC
