scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
"Premnoplex brunnescens (P.L.Sclater, 1856)","Premnoplex brunnescens (P.L.Sclater, 1856)",668,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnoplex,2485275.0,Premnoplex brunnescens,2485279.0,LC
Premnoplex brunnescens brunnescens,Premnoplex brunnescens brunnescens,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnoplex,2485275.0,Premnoplex brunnescens,2485279.0,
"Cranioleuca erythrops (P.L.Sclater, 1860)","Cranioleuca erythrops (P.L.Sclater, 1860)",8340,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Cranioleuca,2485286.0,Cranioleuca erythrops,2485336.0,LC
Cranioleuca erythrops erythrops,Cranioleuca erythrops erythrops,11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Cranioleuca,2485286.0,Cranioleuca erythrops,2485336.0,
"Glyphorynchus spirurus (Vieillot, 1819)","Glyphorynchus spirurus (Vieillot, 1819)",566,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Glyphorynchus,2485340.0,Glyphorynchus spirurus,2485341.0,LC
"Glyphorynchus spirurus sublestus J.L.Peters, 1929","Glyphorynchus spirurus sublestus J.L.Peters, 1929",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Glyphorynchus,2485340.0,Glyphorynchus spirurus,2485341.0,
"Syndactyla subalaris (P.L.Sclater, 1859)","Syndactyla subalaris (P.L.Sclater, 1859)",3324,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Syndactyla,2485356.0,Syndactyla subalaris,2485362.0,LC
Syndactyla subalaris subalaris,Syndactyla subalaris subalaris,7,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Syndactyla,2485356.0,Syndactyla subalaris,2485362.0,
"Xiphocolaptes promeropirhynchus (Lesson, 1840)","Xiphocolaptes promeropirhynchus (Lesson, 1840)",1424,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphocolaptes,2485457.0,Xiphocolaptes promeropirhynchus,2485461.0,LC
"Automolus virgatus (Lawrence, 1867)","Hyloctistes subulatus virgatus (Lawrence, 1867)",38,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Hyloctistes,2485498.0,Hyloctistes subulatus,2485499.0,LC
"Automolus virgatus assimilis Berlepsch & Taczanowski, 1884","Hyloctistes subulatus assimilis (Berlepsch & Taczanowski, 1884)",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Hyloctistes,2485498.0,Hyloctistes subulatus,2485499.0,
"Xiphorhynchus erythropygius (P.L.Sclater, 1860)","Xiphorhynchus erythropygius (P.L.Sclater, 1860)",4336,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,LC
"Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)","Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,
"Xiphorhynchus aequatorialis (von Berlepsch & Taczanowski, 1884)","Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)",2,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,LC
"Xiphorhynchus lachrymosus (Lawrence, 1862)","Xiphorhynchus lachrymosus (Lawrence, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus lachrymosus,5230187.0,LC
"Premnornis guttuliger (P.L.Sclater, 1864)","Premnornis guttuliger (P.L.Sclater, 1864)",56,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnornis,2485609.0,Premnornis guttuliger,6100762.0,LC
Premnornis guttuliger guttuliger,Premnornis guttuliger guttuliger,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnornis,2485609.0,Premnornis guttuliger,6100762.0,
"Pseudocolaptes boissonneautii (Lafresnaye, 1840)","Pseudocolaptes boissonneautii (Lafresnaye, 1840)",73,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Pseudocolaptes,2485613.0,Pseudocolaptes boissonneautii,2485617.0,NE
"Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922","Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922",42,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Pseudocolaptes,2485613.0,Pseudocolaptes johnsoni,6100763.0,LC
"Xenops rutilans Temminck, 1821","Xenops rutilans Temminck, 1821",88,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xenops,2485652.0,Xenops rutilans,5230207.0,NE
"Xenops minutus (Sparrman, 1788)","Xenops minutus (Sparrman, 1788)",413,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xenops,2485652.0,Xenops minutus,5230220.0,LC
"Anabacerthia variegaticeps (P.L.Sclater, 1857)","Anabacerthia variegaticeps (P.L.Sclater, 1857)",3778,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Anabacerthia,2485681.0,Anabacerthia variegaticeps,2485691.0,LC
"Anabacerthia variegaticeps temporalis (P.L.Sclater, 1859)","Anabacerthia variegaticeps temporalis (P.L.Sclater, 1859)",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Anabacerthia,2485681.0,Anabacerthia variegaticeps,2485691.0,
"Dendroma rufa (Vieillot, 1818)","Philydor rufum (Vieillot, 1818)",4596,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,NE
"Dendroma rufa riveti (Ménégaux & Hellmayr, 1906)","Philydor rufum riveti Menegaux & Hellmayr, 1906",12,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,
"Philydor rufum riveti Menegaux & Hellmayr, 1906","Philydor rufum riveti Menegaux & Hellmayr, 1906",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,
"Philydor rufum (Vieillot, 1818)","Philydor rufum (Vieillot, 1818)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,LC
"Clibanornis rubiginosus (P.L.Sclater, 1857)","Automolus rubiginosus (P.L.Sclater, 1857)",307,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,LC
"Clibanornis rubiginosus nigricauda (Hartert & Ejo, 1898)","Automolus rubiginosus nigricauda Hartert, 1898",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,
Clibanornis rubiginosus rubiginosus,"Automolus rubiginosus (P.L.Sclater, 1857)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,
"Dendrocolaptes sanctithomae (Lafresnaye, 1852)","Dendrocolaptes sanctithomae (Lafresnaye, 1852)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocolaptes,2485784.0,Dendrocolaptes sanctithomae,2485796.0,LC
"Furnarius cinnamomeus (R.P.Lesson, 1844)","Furnarius leucopus cinnamomeus (Lesson, 1844)",4063,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Furnarius,2485812.0,Furnarius leucopus,9309489.0,LC
"Margarornis squamiger (Orbigny & Lafresnaye, 1838)","Margarornis squamiger (Orbigny & Lafresnaye, 1838)",84,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Margarornis,2485841.0,Margarornis squamiger,2485847.0,LC
"Campylorhamphus pusillus (P.L.Sclater, 1860)","Campylorhamphus pusillus (P.L.Sclater, 1860)",10,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Campylorhamphus,2485916.0,Campylorhamphus pusillus,2485937.0,LC
"Dendrocincla fuliginosa (Vieillot, 1818)","Dendrocincla fuliginosa (Vieillot, 1818)",2542,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla fuliginosa,2485950.0,LC
"Dendrocincla fuliginosa ridgwayi Oberholser, 1904","Dendrocincla fuliginosa ridgwayi Oberholser, 1904",11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla fuliginosa,2485950.0,
"Dendrocincla tyrannina (Lafresnaye, 1851)","Dendrocincla tyrannina (Lafresnaye, 1851)",165,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla tyrannina,2485976.0,LC
Dendrocincla tyrannina tyrannina,Dendrocincla tyrannina tyrannina,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla tyrannina,2485976.0,
"Lepidocolaptes lacrymiger (Des Murs, 1849)","Lepidocolaptes lacrymiger (Des Murs, 1849)",2244,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes lacrymiger,2486011.0,LC
"Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)","Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes lacrymiger,2486011.0,
"Lepidocolaptes souleyetii (Des Murs, 1849)","Lepidocolaptes souleyetii (Des Murs, 1849)",481,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes souleyetii,2486044.0,LC
"Lepidocolaptes souleyetii esmeraldae Chapman, 1923","Lepidocolaptes souleyetii esmeraldae Chapman, 1923",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes souleyetii,2486044.0,
"Lepidocolaptes affinis (Lafresnaye, 1839)","Lepidocolaptes affinis (Lafresnaye, 1839)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes affinis,2486053.0,LC
"Progne chalybea (Gmelin, 1789)","Progne chalybea (Gmelin, 1789)",237,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Progne,2489127.0,Progne chalybea,2489133.0,LC
"Riparia riparia (Linnaeus, 1758)","Riparia riparia (Linnaeus, 1758)",15,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Riparia,2489158.0,Riparia riparia,2489160.0,LC
"Petrochelidon pyrrhonota (Vieillot, 1817)","Petrochelidon pyrrhonota (Vieillot, 1817)",10,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Petrochelidon,2489165.0,Petrochelidon pyrrhonota,2489169.0,LC
"Orochelidon murina (Cassin, 1853)","Notiochelidon murina (Cassin, 1853)",41,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon murina,2489177.0,LC
"Pygochelidon cyanoleuca (Vieillot, 1817)","Notiochelidon cyanoleuca (Vieillot, 1817)",7865,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,LC
Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,2,SUBSPECIES,DOUBTFUL,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,
Notiochelidon cyanoleuca cyanoleuca,Notiochelidon cyanoleuca cyanoleuca,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,LC
"Stelgidopteryx ruficollis (Vieillot, 1817)","Stelgidopteryx ruficollis (Vieillot, 1817)",4289,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Stelgidopteryx,2489200.0,Stelgidopteryx ruficollis,2489203.0,LC
"Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)","Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Stelgidopteryx,2489200.0,Stelgidopteryx ruficollis,2489203.0,
"Atticora tibialis (Cassin, 1853)","Neochelidon tibialis (Cassin, 1853)",150,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Neochelidon,2489211.0,Neochelidon tibialis,2489212.0,LC
"Hirundo rustica Linnaeus, 1758","Hirundo rustica Linnaeus, 1758",55,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Hirundo,2489222.0,Hirundo rustica,9515886.0,LC
"Mniotilta varia (Linnaeus, 1766)","Mniotilta varia (Linnaeus, 1766)",161,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Mniotilta,2489612.0,Mniotilta varia,2489613.0,LC
"Cardellina canadensis (Linnaeus, 1766)","Cardellina canadensis (Linnaeus, 1766)",400,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Cardellina,2489633.0,Cardellina canadensis,6091946.0,LC
"Geothlypis semiflava P.L.Sclater, 1860","Geothlypis semiflava P.L.Sclater, 1860",802,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis semiflava,2489641.0,LC
Geothlypis semiflava semiflava,Geothlypis semiflava semiflava,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis semiflava,2489641.0,
"Geothlypis philadelphia (A.Wilson, 1810)","Geothlypis philadelphia (A.Wilson, 1810)",24,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis philadelphia,5789148.0,LC
"Geothlypis auricularis Salvin, 1883","Geothlypis auricularis Salvin, 1883",2,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis auricularis,6100790.0,LC
"Basileuterus tristriatus (Tschudi, 1844)","Basileuterus tristriatus (Tschudi, 1844)",4753,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Basileuterus,2489731.0,Basileuterus tristriatus,2489815.0,LC
"Basileuterus tristriatus daedalus Bangs, 1908","Basileuterus tristriatus daedalus Bangs, 1908",23,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Basileuterus,2489731.0,,,
"Myioborus melanocephalus (Tschudi, 1844)","Myioborus melanocephalus (Tschudi, 1844)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus melanocephalus,2489830.0,LC
"Myioborus miniatus (Swainson, 1827)","Myioborus miniatus (Swainson, 1827)",6736,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,LC
"Myioborus miniatus ballux Wetmore & Phelps, 1944","Myioborus miniatus ballux Wetmore & Phelps, 1944",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,
"Protonotaria citrea (Boddaert, 1783)","Protonotaria citrea (Boddaert, 1783)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Protonotaria,2489870.0,Protonotaria citrea,2489871.0,LC
"Setophaga ruticilla (Linnaeus, 1758)","Setophaga ruticilla (Linnaeus, 1758)",45,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga ruticilla,2489985.0,LC
"Setophaga virens (J.F.Gmelin, 1789)","Setophaga virens (J.F.Gmelin, 1789)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga virens,6092631.0,LC
"Setophaga striata (J.R.Forster, 1772)","Setophaga striata (J.R.Forster, 1772)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga striata,6092935.0,NT
"Setophaga pensylvanica (Linnaeus, 1766)","Setophaga pensylvanica (Linnaeus, 1766)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pensylvanica,6092942.0,LC
"Setophaga fusca (Statius Müller, 1776)","Setophaga fusca (Statius Müller, 1776)",3204,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga fusca,6093199.0,LC
"Setophaga castanea (A.Wilson, 1810)","Setophaga castanea (A.Wilson, 1810)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga castanea,6093202.0,LC
"Setophaga cerulea (A.Wilson, 1810)","Setophaga cerulea (A.Wilson, 1810)",111,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga cerulea,6093350.0,NT
"Setophaga petechia (Linnaeus, 1766)","Setophaga petechia (Linnaeus, 1766)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga petechia,7341834.0,LC
"Setophaga pitiayumi (Vieillot, 1817)","Setophaga pitiayumi (Vieillot, 1817)",7808,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,LC
"Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)","Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,
"Vermivora chrysoptera (Linnaeus, 1766)","Vermivora chrysoptera (Linnaeus, 1766)",17,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Vermivora,5230809.0,Vermivora chrysoptera,5230811.0,NT
"Parkesia noveboracensis (J.F.Gmelin, 1789)","Parkesia noveboracensis (J.F.Gmelin, 1789)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Parkesia,6093857.0,Parkesia noveboracensis,6093856.0,LC
"Myiothlypis fulvicauda (von Spix, 1825)","Myiothlypis fulvicauda (von Spix, 1825)",1392,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis fulvicauda,7341658.0,LC
"Myiothlypis chlorophrys (von Berlepsch, 1907)","Myiothlypis chlorophrys (von Berlepsch, 1907)",181,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis chlorophrys,7529367.0,LC
"Myiothlypis coronata (Tschudi, 1844)","Myiothlypis coronata (Tschudi, 1844)",133,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis coronata,7646544.0,LC
"Myiothlypis nigrocristata (Lafresnaye, 1840)","Myiothlypis nigrocristata (Lafresnaye, 1840)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis nigrocristata,7811145.0,LC
"Leiothlypis peregrina (A.Wilson, 1811)","Leiothlypis peregrina (A.Wilson, 1811)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Leiothlypis,7467942.0,Leiothlypis peregrina,7415507.0,LC
"Passer domesticus (Linnaeus, 1758)","Passer domesticus (Linnaeus, 1758)",40,SPECIES,ACCEPTED,Passeriformes,729.0,Passeridae,5264.0,Passer,2492321.0,Passer domesticus,5231190.0,LC
"Manacus manacus (Linnaeus, 1766)","Manacus manacus (Linnaeus, 1766)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Manacus,2487665.0,Manacus manacus,2487672.0,LC
"Masius chrysopterus (Lafresnaye, 1843)","Masius chrysopterus (Lafresnaye, 1843)",568,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,LC
"Masius chrysopterus coronulatus P.L.Sclater, 1860","Masius chrysopterus coronulatus P.L.Sclater, 1860",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,
"Machaeropterus regulus striolatus (Bonaparte, 1838)","Machaeropterus regulus striolatus (Bonaparte, 1838)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus regulus,2487747.0,
"Machaeropterus deliciosus (P.L.Sclater, 1860)","Machaeropterus deliciosus (P.L.Sclater, 1860)",1710,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus deliciosus,2487754.0,LC
"Myornis senilis (Lafresnaye, 1840)","Myornis senilis (Lafresnaye, 1840)",8,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Myornis,2490962.0,Myornis senilis,2490963.0,LC
"Acropternis orthonyx (Lafresnaye, 1843)","Acropternis orthonyx (Lafresnaye, 1843)",35,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Acropternis,2490974.0,Acropternis orthonyx,2490975.0,LC
"Scytalopus spillmanni Stresemann, 1937","Scytalopus spillmanni Stresemann, 1937",56,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus spillmanni,2490984.0,LC
"Scytalopus vicinior Zimmer, 1939","Scytalopus vicinior Zimmer, 1939",327,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus vicinior,2490999.0,LC
"Scytalopus latrans Hellmayr, 1924","Scytalopus latrans Hellmayr, 1924",5,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Scytalopus,2490976.0,Scytalopus latrans,7340755.0,LC
"Gymnopithys bicolor (Lawrence, 1863)","Gymnopithys leucaspis bicolor (Lawrence, 1863)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Gymnopithys,2490002.0,Gymnopithys leucaspis,2490003.0,LC
"Euchrepomis callinota (P.L.Sclater, 1855)","Terenura callinota (P.L.Sclater, 1855)",257,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,LC
Euchrepomis callinota callinota,"Terenura callinota (P.L.Sclater, 1855)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,
Terenura callinota callinota,Terenura callinota callinota,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,
"Dysithamnus puncticeps Salvin, 1866","Dysithamnus puncticeps Salvin, 1866",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus puncticeps,2490029.0,LC
"Dysithamnus mentalis (Temminck, 1823)","Dysithamnus mentalis (Temminck, 1823)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,LC
"Dysithamnus mentalis aequatorialis Todd, 1916","Dysithamnus mentalis aequatorialis Todd, 1916",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,
"Thamnistes anabatinus P.L.Sclater & Salvin, 1860","Thamnistes anabatinus P.L.Sclater & Salvin, 1860",91,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnistes,2490054.0,Thamnistes anabatinus,9485798.0,LC
"Drymophila striaticeps Chapman, 1912","Drymophila striaticeps Chapman, 1912",301,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Drymophila,2490056.0,Drymophila striaticeps,7493446.0,LC
"Cercomacroides tyrannina (P.L.Sclater, 1855)","Cercomacra tyrannina (P.L.Sclater, 1855)",39,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Cercomacra,2490128.0,Cercomacra tyrannina,2490136.0,LC
"Myrmeciza immaculata (Lafresnaye, 1845)","Myrmeciza immaculata (Lafresnaye, 1845)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza immaculata,2490153.0,NE
"Poliocrania exsul (P.L.Sclater, 1859)","Myrmeciza exsul P.L.Sclater, 1859",1341,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,LC
"Poliocrania exsul maculifer (Hellmayr, 1906)","Myrmeciza exsul maculifer (Hellmayr, 1906)",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,
"Hafferia zeledoni berlepschi (Ridgway, 1909)","Myrmeciza zeledoni Ridgway, 1909",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza zeledoni,7459131.0,
"Myrmotherula pacifica Hellmayr, 1911","Myrmotherula pacifica Hellmayr, 1911",1227,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula pacifica,2490172.0,LC
"Myrmotherula axillaris (Vieillot, 1817)","Myrmotherula axillaris (Vieillot, 1817)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula axillaris,2490191.0,LC
"Myrmotherula schisticolor (Lawrence, 1865)","Myrmotherula schisticolor (Lawrence, 1865)",874,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,LC
Myrmotherula schisticolor schisticolor,Myrmotherula schisticolor schisticolor,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,
"Taraba major (Vieillot, 1816)","Taraba major (Vieillot, 1816)",423,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,LC
"Taraba major transandeanus (P.L.Sclater, 1855)","Taraba major transandeanus (P.L.Sclater, 1855)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,
