taxonKey	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity	relativeRatio	relativePercent	splitScientificName	splitExtras
2482183	2482183	Chamaepetes goudotii (R.Lesson, 1828)	740	SPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Chamaepetes	2482181.0	Chamaepetes goudotii	2482183.0	LC	0.0011406656554819774	Common	0.9973045822102425	99.7%	Chamaepetes goudotii	(R.Lesson, 1828)
6177862	6177862	Chamaepetes goudotii fagani C.Chubb, 1917	2	SUBSPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Chamaepetes	2482181.0	Chamaepetes goudotii	2482183.0		3.0828801499512905e-06	Rare	0.0026954177897574125	0.270%	Chamaepetes goudotii	fagani C.Chubb, 1917
2482198	2482198	Penelope montagnii (Bonaparte, 1856)	25	SPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Penelope	2482191.0	Penelope montagnii	2482198.0	LC	3.853600187439113e-05	Uncommon	0.007984669434685404	0.798%	Penelope montagnii	(Bonaparte, 1856)
2482216	2482216	Penelope ortoni Salvin, 1874	8	SPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Penelope	2482191.0	Penelope ortoni	2482216.0	EN	1.2331520599805162e-05	Rare	0.0025550942190993293	0.256%	Penelope ortoni	Salvin, 1874
2482225	2482225	Penelope purpurascens Wagler, 1830	3098	SPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Penelope	2482191.0	Penelope purpurascens	2482225.0	NT	0.004775381352274549	Common	0.9894602363462153	98.9%	Penelope purpurascens	Wagler, 1830
2482313	2482313	Aburria aburri (R.Lesson, 1828)	1400	SPECIES	ACCEPTED	Galliformes	723.0	Cracidae	5237.0	Aburria	2482290.0	Aburria aburri	2482313.0	NT	0.002158016104965903	Common	1.0	100.0%	Aburria aburri	(R.Lesson, 1828)
5228045	5228045	Odontophorus erythrops Gould, 1859	35	SPECIES	ACCEPTED	Galliformes	723.0	Odontophoridae	9325.0	Odontophorus	2474171.0	Odontophorus erythrops	5228045.0	LC	5.395040262414758e-05	Uncommon	0.032588454376163874	3.26%	Odontophorus erythrops	Gould, 1859
5228049	5228049	Odontophorus melanonotus Gould, 1861	1039	SPECIES	ACCEPTED	Galliformes	723.0	Odontophoridae	9325.0	Odontophorus	2474171.0	Odontophorus melanonotus	5228049.0	VU	0.0016015562378996955	Common	0.9674115456238361	96.7%	Odontophorus melanonotus	Gould, 1861
5228236	5228236	Galbula ruficauda Cuvier, 1816	15	SPECIES	ACCEPTED	Piciformes	724.0	Galbulidae	5244.0	Galbula	7772409.0	Galbula ruficauda	5228236.0	LC	2.312160112463468e-05	Rare	1.0	100.0%	Galbula ruficauda	Cuvier, 1816
2475147	2475147	Malacoptila panamensis Lafresnaye, 1847	76	SPECIES	ACCEPTED	Piciformes	724.0	Bucconidae	5703.0	Malacoptila	2475141.0	Malacoptila panamensis	2475147.0	LC	0.00011714944569814904	Uncommon	0.9743589743589743	97.4%	Malacoptila panamensis	Lafresnaye, 1847
6180305	6180305	Malacoptila panamensis poliopis P.L.Sclater, 1862	2	SUBSPECIES	ACCEPTED	Piciformes	724.0	Bucconidae	5703.0	Malacoptila	2475141.0	Malacoptila panamensis	2475147.0		3.0828801499512905e-06	Rare	0.02564102564102564	2.56%	Malacoptila panamensis	poliopis P.L.Sclater, 1862
2475200	2475200	Nystalus radiatus (P.L.Sclater, 1854)	514	SPECIES	ACCEPTED	Piciformes	724.0	Bucconidae	5703.0	Nystalus	2475191.0	Nystalus radiatus	2475200.0	LC	0.0007923001985374816	Uncommon	1.0	100.0%	Nystalus radiatus	(P.L.Sclater, 1854)
2475205	2475205	Hapaloptila castanea (J.Verreaux, 1866)	24	SPECIES	ACCEPTED	Piciformes	724.0	Bucconidae	5703.0	Hapaloptila	2475204.0	Hapaloptila castanea	2475205.0	LC	3.6994561799415486e-05	Uncommon	1.0	100.0%	Hapaloptila castanea	(J.Verreaux, 1866)
2475207	2475207	Micromonacha lanceolata (Deville, 1849)	22	SPECIES	ACCEPTED	Piciformes	724.0	Bucconidae	5703.0	Micromonacha	2475206.0	Micromonacha lanceolata	2475207.0	LC	3.39116816494642e-05	Uncommon	1.0	100.0%	Micromonacha lanceolata	(Deville, 1849)
5228725	5228725	Picumnus olivaceus Lafresnaye, 1845	892	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Picumnus	2477643.0	Picumnus olivaceus	5228725.0	LC	0.0013749645468782755	Common	0.9977628635346756	99.8%	Picumnus olivaceus	Lafresnaye, 1845
5228729	5228729	Picumnus olivaceus harterti Hellmayr, 1909	2	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Picumnus	2477643.0	Picumnus olivaceus	5228725.0		3.0828801499512905e-06	Rare	0.0022371364653243847	0.224%	Picumnus olivaceus	harterti Hellmayr, 1909
5228831	5228831	Dryocopus lineatus (Linnaeus, 1766)	738	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Dryocopus	2477865.0	Dryocopus lineatus	5228831.0	NE	0.0011375827753320263	Uncommon	0.9959514170040485	99.6%	Dryocopus lineatus	(Linnaeus, 1766)
5228833	5228833	Dryocopus lineatus fuscipennis P.L.Sclater, 1860	3	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Dryocopus	2477865.0	Dryocopus lineatus	5228831.0		4.624320224926936e-06	Rare	0.004048582995951417	0.405%	Dryocopus lineatus	fuscipennis P.L.Sclater, 1860
2478068	2478068	Melanerpes pucherani (Malherbe, 1849)	83	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Melanerpes	2478067.0	Melanerpes pucherani	2478068.0	LC	0.00012793952622297856	Uncommon	1.0	100.0%	Melanerpes pucherani	(Malherbe, 1849)
10680427	2478357	Veniliornis callonotus (Waterhouse, 1841)	697	SPECIES	SYNONYM	Piciformes	724.0	Picidae	9333.0	Veniliornis	2478338.0	Veniliornis callonotus	2478357.0	NE	0.0010743837322580248	Uncommon	0.9561042524005487	95.6%	Dryobates callonotus	(Waterhouse, 1841)
2478357	2478357	Veniliornis callonotus (Waterhouse, 1841)	4	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Veniliornis	2478338.0	Veniliornis callonotus	2478357.0	LC	6.165760299902581e-06	Rare	0.0054869684499314125	0.549%	Veniliornis callonotus	(Waterhouse, 1841)
10860672	2478367	Veniliornis kirkii (Malherbe, 1845)	22	SPECIES	SYNONYM	Piciformes	724.0	Picidae	9333.0	Veniliornis	2478338.0	Veniliornis kirkii	2478367.0	NE	3.39116816494642e-05	Uncommon	0.03017832647462277	3.02%	Dryobates kirkii	(Malherbe, 1845)
10835052	2478378	Veniliornis dignus (P.L.Sclater & Salvin, 1877)	6	SPECIES	SYNONYM	Piciformes	724.0	Picidae	9333.0	Veniliornis	2478338.0	Veniliornis dignus	2478378.0	NE	9.248640449853871e-06	Rare	0.00823045267489712	0.823%	Dryobates dignus	(P.L.Sclater & Salvin, 1877)
5228950	5228950	Celeus loricatus (Reichenbach, 1854)	13	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Celeus	2478432.0	Celeus loricatus	5228950.0	LC	2.0038720974683387e-05	Rare	1.0	100.0%	Celeus loricatus	(Reichenbach, 1854)
2478564	2478564	Campephilus melanoleucos (J.F.Gmelin, 1788)	1	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus melanoleucos	2478564.0	LC	1.5414400749756452e-06	Very Rare	0.000462962962962963	0.046%	Campephilus melanoleucos	(J.F.Gmelin, 1788)
2478569	2478569	Campephilus pollens (Bonaparte, 1845)	216	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus pollens	2478569.0	LC	0.00033295105619473935	Uncommon	0.1	10.0%	Campephilus pollens	(Bonaparte, 1845)
7192569	7192569	Campephilus pollens pollens	3	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus pollens	2478569.0		4.624320224926936e-06	Rare	0.001388888888888889	0.139%	Campephilus pollens	pollens
2478579	2478579	Campephilus gayaquilensis (R.Lesson, 1845)	1861	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus gayaquilensis	2478579.0	LC	0.002868619979529676	Common	0.861574074074074	86.2%	Campephilus gayaquilensis	(R.Lesson, 1845)
2478584	2478584	Campephilus haematogaster (Tschudi, 1844)	78	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus haematogaster	2478584.0	LC	0.00012023232584810033	Uncommon	0.03611111111111111	3.61%	Campephilus haematogaster	(Tschudi, 1844)
6177626	6177626	Campephilus haematogaster splendens Hargitt, 1889	1	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Campephilus	2478560.0	Campephilus haematogaster	2478584.0		1.5414400749756452e-06	Very Rare	0.000462962962962963	0.046%	Campephilus haematogaster	splendens Hargitt, 1889
10809442	9000455	Leuconotopicus fumigatus (d'Orbigny, 1840)	2282	SPECIES	SYNONYM	Piciformes	724.0	Picidae	9333.0	Leuconotopicus	4845041.0	Leuconotopicus fumigatus	9000455.0	NE	0.0035175662510944223	Common	0.9939024390243902	99.4%	Dryobates fumigatus	(d'Orbigny, 1840)
9000455	9000455	Leuconotopicus fumigatus (d'Orbigny, 1840)	8	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Leuconotopicus	4845041.0	Leuconotopicus fumigatus	9000455.0	LC	1.2331520599805162e-05	Rare	0.003484320557491289	0.348%	Leuconotopicus fumigatus	(d'Orbigny, 1840)
8953206	8953206	Leuconotopicus fumigatus fumigatus	5	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Leuconotopicus	4845041.0	Leuconotopicus fumigatus	9000455.0		7.707200374878227e-06	Rare	0.0021777003484320556	0.218%	Leuconotopicus fumigatus	fumigatus
9095476	9095476	Leuconotopicus fumigatus obscuratus (Chapman, 1927)	1	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Leuconotopicus	4845041.0	Leuconotopicus fumigatus	9000455.0		1.5414400749756452e-06	Very Rare	0.00043554006968641115	0.044%	Leuconotopicus fumigatus	obscuratus (Chapman, 1927)
7340159	7340159	Colaptes rivolii (Boissonneau, 1840)	77	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Colaptes	11016979.0	Colaptes rivolii	7340159.0	LC	0.00011869088577312468	Uncommon	0.023368740515933233	2.34%	Colaptes rivolii	(Boissonneau, 1840)
7340161	7340161	Colaptes rubiginosus (Swainson, 1820)	3215	SPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Colaptes	11016979.0	Colaptes rubiginosus	7340161.0	LC	0.004955729841046699	Common	0.9757207890743551	97.6%	Colaptes rubiginosus	(Swainson, 1820)
6540192	6540192	Colaptes rubiginosus rubripileus (Salvadori & Festa, 1900)	3	SUBSPECIES	ACCEPTED	Piciformes	724.0	Picidae	9333.0	Colaptes	11016979.0	Colaptes rubiginosus	7340161.0		4.624320224926936e-06	Rare	0.0009104704097116844	0.091%	Colaptes rubiginosus	rubripileus (Salvadori & Festa, 1900)
2478769	2478769	Ramphastos brevis Meyer de Schauensee, 1945	6618	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Ramphastos	2478764.0	Ramphastos brevis	2478769.0	LC	0.01020125041618882	Abundant	0.5032699619771863	50.3%	Ramphastos brevis	Meyer de Schauensee, 1945
2478779	2478779	Ramphastos ambiguus Swainson, 1823	6526	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Ramphastos	2478764.0	Ramphastos ambiguus	2478779.0	NT	0.010059437929291062	Abundant	0.49627376425855513	49.6%	Ramphastos ambiguus	Swainson, 1823
6540199	6540199	Ramphastos ambiguus swainsonii Gould, 1833	6	SUBSPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Ramphastos	2478764.0	Ramphastos ambiguus	2478779.0		9.248640449853871e-06	Rare	0.00045627376425855514	0.046%	Ramphastos ambiguus	swainsonii Gould, 1833
2478838	2478838	Pteroglossus torquatus (J.F.Gmelin, 1788)	5337	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Pteroglossus	2478813.0	Pteroglossus torquatus	2478838.0	LC	0.00822666568014502	Abundant	0.9778307072187614	97.8%	Pteroglossus torquatus	(J.F.Gmelin, 1788)
5844039	5844039	Pteroglossus torquatus erythropygius	57	SUBSPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Pteroglossus	2478813.0	Pteroglossus torquatus	2478838.0		8.786208427361178e-05	Uncommon	0.01044338585562477	1.04%	Pteroglossus torquatus	erythropygius
2478842	2478842	Pteroglossus erythropygius Gould, 1843	64	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Pteroglossus	2478813.0	Pteroglossus erythropygius	2478842.0	LC	9.86521647984413e-05	Uncommon	0.011725906925613778	1.17%	Pteroglossus erythropygius	Gould, 1843
6176849	6176849	Andigena nigrirostris spilorhynchus Gould, 1858	1	SUBSPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Andigena	2478852.0	Andigena nigrirostris	2478854.0		1.5414400749756452e-06	Very Rare	0.00510204081632653	0.510%	Andigena nigrirostris	spilorhynchus Gould, 1858
2478861	2478861	Andigena laminirostris Gould, 1851	195	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Andigena	2478852.0	Andigena laminirostris	2478861.0	NT	0.0003005808146202508	Uncommon	0.9948979591836735	99.5%	Andigena laminirostris	Gould, 1851
5229025	5229025	Aulacorhynchus haematopygus (Gould, 1835)	4044	SPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Aulacorhynchus	2478937.0	Aulacorhynchus haematopygus	5229025.0	LC	0.006233583663201509	Common	0.9970414201183432	99.7%	Aulacorhynchus haematopygus	(Gould, 1835)
5229026	5229026	Aulacorhynchus haematopygus sexnotatus Gould, 1868	12	SUBSPECIES	ACCEPTED	Piciformes	724.0	Ramphastidae	9343.0	Aulacorhynchus	2478937.0	Aulacorhynchus haematopygus	5229025.0		1.8497280899707743e-05	Rare	0.0029585798816568047	0.296%	Aulacorhynchus haematopygus	sexnotatus Gould, 1868
2478979	2478979	Eubucco bourcierii (Lafresnaye, 1845)	6334	SPECIES	ACCEPTED	Piciformes	724.0	Capitonidae	3242201.0	Eubucco	2478968.0	Eubucco bourcierii	2478979.0	LC	0.009763481434895737	Abundant	0.9993688860839381	99.9%	Eubucco bourcierii	(Lafresnaye, 1845)
6177007	6177007	Eubucco bourcierii aequatorialis (Salvadori & Festa, 1900)	4	SUBSPECIES	ACCEPTED	Piciformes	724.0	Capitonidae	3242201.0	Eubucco	2478968.0	Eubucco bourcierii	2478979.0		6.165760299902581e-06	Rare	0.0006311139160618492	0.063%	Eubucco bourcierii	aequatorialis (Salvadori & Festa, 1900)
2479030	2479030	Capito squamatus Salvin, 1876	24	SPECIES	ACCEPTED	Piciformes	724.0	Capitonidae	3242201.0	Capito	2479028.0	Capito squamatus	2479030.0	LC	3.6994561799415486e-05	Uncommon	1.0	100.0%	Capito squamatus	Salvin, 1876
2478863	2478863	Semnornis ramphastinus (Jardine, 1855)	981	SPECIES	ACCEPTED	Piciformes	724.0	Semnornithidae	6101214.0	Semnornis	2478862.0	Semnornis ramphastinus	2478863.0	NT	0.001512152713551108	Common	0.993920972644377	99.4%	Semnornis ramphastinus	(Jardine, 1855)
7059909	7059909	Semnornis ramphastinus ramphastinus	6	SUBSPECIES	ACCEPTED	Piciformes	724.0	Semnornithidae	6101214.0	Semnornis	2478862.0	Semnornis ramphastinus	2478863.0		9.248640449853871e-06	Rare	0.0060790273556231	0.608%	Semnornis ramphastinus	ramphastinus
2477472	2477472	Nothocercus julius (Bonaparte, 1854)	10	SPECIES	ACCEPTED	Tinamiformes	726.0	Tinamidae	9353.0	Nothocercus	2477468.0	Nothocercus julius	2477472.0	LC	1.5414400749756454e-05	Rare	1.0	100.0%	Nothocercus julius	(Bonaparte, 1854)
2477507	2477507	Crypturellus soui (Hermann, 1783)	64	SPECIES	ACCEPTED	Tinamiformes	726.0	Tinamidae	9353.0	Crypturellus	2477492.0	Crypturellus soui	2477507.0	LC	9.86521647984413e-05	Uncommon	1.0	100.0%	Crypturellus soui	(Hermann, 1783)
2482546	2482546	Cyanolyca pulchra (Lawrence, 1876)	21	SPECIES	ACCEPTED	Passeriformes	729.0	Corvidae	5235.0	Cyanolyca	2482541.0	Cyanolyca pulchra	2482546.0	NT	3.237024157448855e-05	Rare	0.19444444444444445	19.4%	Cyanolyca pulchra	(Lawrence, 1876)
2482549	2482549	Cyanolyca turcosa (Bonaparte, 1853)	85	SPECIES	ACCEPTED	Passeriformes	729.0	Corvidae	5235.0	Cyanolyca	2482541.0	Cyanolyca turcosa	2482549.0	LC	0.00013102240637292983	Uncommon	0.7870370370370371	78.7%	Cyanolyca turcosa	(Bonaparte, 1853)
7342105	7342105	Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Corvidae	5235.0	Cyanolyca	2482541.0	Cyanolyca viridicyanus	7342105.0	NT	3.0828801499512905e-06	Rare	0.018518518518518517	1.85%	Cyanolyca viridicyanus	(Orbigny & Lafresnaye, 1838)
2486238	2486238	Snowornis cryptolophus (P.L.Sclater & Salvin, 1877)	54	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Snowornis	2486235.0	Snowornis cryptolophus	2486238.0	LC	8.323776404868484e-05	Uncommon	1.0	100.0%	Snowornis cryptolophus	(P.L.Sclater & Salvin, 1877)
2486253	2486253	Querula purpurata (Statius Muller, 1776)	11	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Querula	2486252.0	Querula purpurata	2486253.0	LC	1.69558408247321e-05	Rare	1.0	100.0%	Querula purpurata	(Statius Muller, 1776)
5230338	5230338	Pachyramphus cinnamomeus Lawrence, 1861	3994	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus cinnamomeus	5230338.0	LC	0.006156511659452727	Common	0.6001502629601804	60.0%	Pachyramphus cinnamomeus	Lawrence, 1861
7192347	7192347	Pachyramphus cinnamomeus cinnamomeus	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus cinnamomeus	5230338.0		3.0828801499512905e-06	Rare	0.00030052592036063113	0.030%	Pachyramphus cinnamomeus	cinnamomeus
5230348	5230348	Pachyramphus versicolor (Hartlaub, 1843)	75	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus versicolor	5230348.0	LC	0.00011560800562317339	Uncommon	0.011269722013523666	1.13%	Pachyramphus versicolor	(Hartlaub, 1843)
7061149	7061149	Pachyramphus versicolor versicolor	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus versicolor	5230348.0		1.5414400749756452e-06	Very Rare	0.00015026296018031557	0.015%	Pachyramphus versicolor	versicolor
5230352	5230352	Pachyramphus albogriseus P.L.Sclater, 1857	5	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus albogriseus	5230352.0	LC	7.707200374878227e-06	Rare	0.0007513148009015778	0.075%	Pachyramphus albogriseus	P.L.Sclater, 1857
5230353	5230353	Pachyramphus albogriseus guayaquilensis Zimmer, 1936	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus albogriseus	5230352.0		7.707200374878227e-06	Rare	0.0007513148009015778	0.075%	Pachyramphus albogriseus	guayaquilensis Zimmer, 1936
5230354	5230354	Pachyramphus albogriseus salvini Richmond, 1899	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus albogriseus	5230352.0		1.5414400749756452e-06	Very Rare	0.00015026296018031557	0.015%	Pachyramphus albogriseus	salvini Richmond, 1899
5230358	5230358	Pachyramphus homochrous P.L.Sclater, 1859	1301	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus homochrous	5230358.0	LC	0.0020054135375433143	Common	0.19549211119459053	19.5%	Pachyramphus homochrous	P.L.Sclater, 1859
7192350	7192350	Pachyramphus homochrous homochrous	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus homochrous	5230358.0		3.0828801499512905e-06	Rare	0.00030052592036063113	0.030%	Pachyramphus homochrous	homochrous
5230363	5230363	Pachyramphus polychopterus (Vieillot, 1818)	583	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus polychopterus	5230363.0	LC	0.0008986595637108011	Uncommon	0.08760330578512397	8.76%	Pachyramphus polychopterus	(Vieillot, 1818)
5230368	5230368	Pachyramphus polychopterus dorsalis P.L.Sclater, 1862	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus polychopterus	5230363.0		3.0828801499512905e-06	Rare	0.00030052592036063113	0.030%	Pachyramphus polychopterus	dorsalis P.L.Sclater, 1862
8120211	8120211	Pachyramphus salvini Richmond, 1899	684	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pachyramphus	2486256.0	Pachyramphus salvini	8120211.0	NE	0.0010543450112833414	Uncommon	0.10277986476333584	10.3%	Pachyramphus salvini	Richmond, 1899
2486328	2486328	Ampelioides tschudii (G.R.Gray, 1846)	790	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Ampelioides	2486327.0	Ampelioides tschudii	2486328.0	LC	0.0012177376592307598	Common	1.0	100.0%	Ampelioides tschudii	(G.R.Gray, 1846)
5230374	5230374	Rupicola peruvianus (Latham, 1790)	2019	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Rupicola	2486333.0	Rupicola peruvianus	5230374.0	LC	0.003112167511375828	Common	0.9945812807881773	99.5%	Rupicola peruvianus	(Latham, 1790)
5230377	5230377	Rupicola peruvianus sanguinolentus Gould, 1859	11	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Rupicola	2486333.0	Rupicola peruvianus	5230374.0		1.69558408247321e-05	Rare	0.00541871921182266	0.542%	Rupicola peruvianus	sanguinolentus Gould, 1859
2486363	2486363	Pipreola jucunda P.L.Sclater, 1860	43	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pipreola	2486358.0	Pipreola jucunda	2486363.0	LC	6.628192322395274e-05	Uncommon	0.44329896907216493	44.3%	Pipreola jucunda	P.L.Sclater, 1860
2486368	2486368	Pipreola arcuata (Lafresnaye, 1843)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pipreola	2486358.0	Pipreola arcuata	2486368.0	LC	3.0828801499512905e-06	Rare	0.020618556701030927	2.06%	Pipreola arcuata	(Lafresnaye, 1843)
7192340	7192340	Pipreola arcuata arcuata	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pipreola	2486358.0	Pipreola arcuata	2486368.0		1.5414400749756452e-06	Very Rare	0.010309278350515464	1.03%	Pipreola arcuata	arcuata
2486371	2486371	Pipreola riefferii (Boissonneau, 1840)	48	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pipreola	2486358.0	Pipreola riefferii	2486371.0	LC	7.398912359883097e-05	Uncommon	0.4948453608247423	49.5%	Pipreola riefferii	(Boissonneau, 1840)
6172605	6172605	Pipreola riefferii occidentalis (Chapman, 1914)	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Pipreola	2486358.0	Pipreola riefferii	2486371.0		4.624320224926936e-06	Rare	0.030927835051546393	3.09%	Pipreola riefferii	occidentalis (Chapman, 1914)
2486420	2486420	Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)	16	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Ampelion	2486416.0	Ampelion rubrocristatus	2486420.0	LC	2.4663041199610324e-05	Rare	1.0	100.0%	Ampelion rubrocristatus	(Orbigny & Lafresnaye, 1837)
7792707	6172522	Schiffornis turdina veraepacis (P.L.Sclater & Salvin, 1860)	33	SPECIES	SYNONYM	Passeriformes	729.0	Cotingidae	5236.0	Schiffornis	2486445.0	Schiffornis turdina	2486447.0	LC	5.086752247419629e-05	Uncommon	1.0	100.0%	Schiffornis veraepacis	(P.L.Sclater & Salvin, 1860)
2486467	2486467	Tityra semifasciata (Spix, 1825)	1307	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Tityra	2486465.0	Tityra semifasciata	2486467.0	LC	0.0020146621779931683	Common	0.8204645323289391	82.0%	Tityra semifasciata	(Spix, 1825)
6172588	6172588	Tityra semifasciata nigriceps Allen, 1888	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Tityra	2486465.0	Tityra semifasciata	2486467.0		1.5414400749756452e-06	Very Rare	0.0006277463904582549	0.063%	Tityra semifasciata	nigriceps Allen, 1888
2486476	2486476	Tityra inquisitor (Lichtenstein, 1823)	285	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Tityra	2486465.0	Tityra inquisitor	2486476.0	LC	0.0004393104213680589	Uncommon	0.17890772128060264	17.9%	Tityra inquisitor	(Lichtenstein, 1823)
2486497	2486497	Carpodectes hopkei Berlepsch, 1897	3	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Carpodectes	2486494.0	Carpodectes hopkei	2486497.0	LC	4.624320224926936e-06	Rare	1.0	100.0%	Carpodectes hopkei	Berlepsch, 1897
5959195	5959195	Cephalopterus penduliger P.L.Sclater, 1859	47	SPECIES	ACCEPTED	Passeriformes	729.0	Cotingidae	5236.0	Cephalopterus	5959194.0	Cephalopterus penduliger	5959195.0	VU	7.244768352385532e-05	Uncommon	1.0	100.0%	Cephalopterus penduliger	P.L.Sclater, 1859
2487989	2487989	Euphonia saturata (Cabanis, 1861)	824	SPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Euphonia	2487948.0	Euphonia saturata	2487989.0	LC	0.0012701466217799318	Common	0.0521288036945657	5.21%	Euphonia saturata	(Cabanis, 1861)
2487998	2487998	Euphonia laniirostris d'Orbigny & Lafresnaye, 1837	6088	SPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Euphonia	2487948.0	Euphonia laniirostris	2487998.0	LC	0.009384287176451728	Abundant	0.38514582147149995	38.5%	Euphonia laniirostris	d'Orbigny & Lafresnaye, 1837
2488011	2488011	Euphonia xanthogaster Sundevall, 1834	7890	SPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Euphonia	2487948.0	Euphonia xanthogaster	2488011.0	LC	0.012161962191557841	Abundant	0.49914594799772255	49.9%	Euphonia xanthogaster	Sundevall, 1834
