taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity
7341745	Spinus magellanicus (Vieillot, 1805)	7341745	Spinus magellanicus (Vieillot, 1805)	87	SPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Spinus	8051475.0	Spinus magellanicus	7341745.0	LC	0.00013410528652288114	Uncommon
7341765	Spinus xanthogastrus (Du Bus de Gisignies, 1855)	7341765	Spinus xanthogastrus (Du Bus de Gisignies, 1855)	377	SPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Spinus	8051475.0	Spinus xanthogastrus	7341765.0	LC	0.0005811229082658182	Uncommon
7341766	Spinus xanthogastrus xanthogastrus	7341766	Spinus xanthogastrus xanthogastrus	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Fringillidae	5242.0	Spinus	8051475.0	Spinus xanthogastrus	7341765.0		1.5414400749756452e-06	Very Rare
2484927	Synallaxis unirufa Lafresnaye, 1843	2484927	Synallaxis unirufa Lafresnaye, 1843	96	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Synallaxis	2484925.0	Synallaxis unirufa	2484927.0	LC	0.00014797824719766194	Uncommon
2485023	Synallaxis brachyura Lafresnaye, 1843	2485023	Synallaxis brachyura Lafresnaye, 1843	4129	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Synallaxis	2484925.0	Synallaxis brachyura	2485023.0	LC	0.006364606069574439	Common
6089681	Synallaxis brachyura chapmani	6089681	Synallaxis brachyura chapmani	9	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Synallaxis	2484925.0	Synallaxis brachyura	2485023.0		1.3872960674780808e-05	Rare
7683967	Synallaxis brachyura nigrifumosa Lawrence, 1865	7683967	Synallaxis brachyura nigrifumosa Lawrence, 1865	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Synallaxis	2484925.0	Synallaxis brachyura	2485023.0		3.0828801499512905e-06	Rare
9492770	Synallaxis azarae Orbigny, 1835	9492770	Synallaxis azarae Orbigny, 1835	295	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Synallaxis	2484925.0	Synallaxis azarae	9492770.0	LC	0.00045472482211781533	Uncommon
6171449	Sclerurus mexicanus obscurior Hartert, 1901	6171449	Sclerurus mexicanus obscurior Hartert, 1901	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Sclerurus	2485208.0	Sclerurus mexicanus	2485221.0		1.5414400749756452e-06	Very Rare
2485239	Sclerurus guatemalensis (Hartlaub, 1844)	2485239	Sclerurus guatemalensis (Hartlaub, 1844)	14	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Sclerurus	2485208.0	Sclerurus guatemalensis	2485239.0	LC	2.1580161049659035e-05	Rare
8867648	Sclerurus obscurior Hartert & Ejo, 1901	8867648	Sclerurus obscurior Hartert & Ejo, 1901	187	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Sclerurus	2485208.0	Sclerurus obscurior	8867648.0	NE	0.00028824929402044566	Uncommon
2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	82	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes ignobilis	2485256.0	LC	0.0001263980861480029	Uncommon
2485257	Thripadectes virgaticeps Lawrence, 1874	2485257	Thripadectes virgaticeps Lawrence, 1874	527	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes virgaticeps	2485257.0	LC	0.000812338919512165	Uncommon
7191781	Thripadectes virgaticeps virgaticeps	7191781	Thripadectes virgaticeps virgaticeps	6	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes virgaticeps	2485257.0		9.248640449853871e-06	Rare
2485265	Thripadectes holostictus (P.L.Sclater & Salvin, 1876)	2485265	Thripadectes holostictus (P.L.Sclater & Salvin, 1876)	88	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes holostictus	2485265.0	LC	0.0001356467265978568	Uncommon
6171562	Thripadectes holostictus striatidorsus (Berlepsch & Taczanowski, 1884)	6171562	Thripadectes holostictus striatidorsus (Berlepsch & Taczanowski, 1884)	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes holostictus	2485265.0		3.0828801499512905e-06	Rare
7191783	Thripadectes flammulatus flammulatus	7191783	Thripadectes flammulatus flammulatus	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Thripadectes	2485254.0	Thripadectes flammulatus	2485272.0		1.5414400749756452e-06	Very Rare
2485279	Premnoplex brunnescens (P.L.Sclater, 1856)	2485279	Premnoplex brunnescens (P.L.Sclater, 1856)	668	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Premnoplex	2485275.0	Premnoplex brunnescens	2485279.0	LC	0.001029681970083731	Uncommon
7191807	Premnoplex brunnescens brunnescens	7191807	Premnoplex brunnescens brunnescens	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Premnoplex	2485275.0	Premnoplex brunnescens	2485279.0		3.0828801499512905e-06	Rare
2485336	Cranioleuca erythrops (P.L.Sclater, 1860)	2485336	Cranioleuca erythrops (P.L.Sclater, 1860)	8340	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Cranioleuca	2485286.0	Cranioleuca erythrops	2485336.0	LC	0.012855610225296882	Abundant
7191795	Cranioleuca erythrops erythrops	7191795	Cranioleuca erythrops erythrops	11	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Cranioleuca	2485286.0	Cranioleuca erythrops	2485336.0		1.69558408247321e-05	Rare
2485341	Glyphorynchus spirurus (Vieillot, 1819)	2485341	Glyphorynchus spirurus (Vieillot, 1819)	566	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Glyphorynchus	2485340.0	Glyphorynchus spirurus	2485341.0	LC	0.0008724550824362153	Uncommon
6171492	Glyphorynchus spirurus sublestus J.L.Peters, 1929	6171492	Glyphorynchus spirurus sublestus J.L.Peters, 1929	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Glyphorynchus	2485340.0	Glyphorynchus spirurus	2485341.0		3.0828801499512905e-06	Rare
2485362	Syndactyla subalaris (P.L.Sclater, 1859)	2485362	Syndactyla subalaris (P.L.Sclater, 1859)	3324	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Syndactyla	2485356.0	Syndactyla subalaris	2485362.0	LC	0.005123746809219044	Common
7191813	Syndactyla subalaris subalaris	7191813	Syndactyla subalaris subalaris	7	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Syndactyla	2485356.0	Syndactyla subalaris	2485362.0		1.0790080524829517e-05	Rare
2485461	Xiphocolaptes promeropirhynchus (Lesson, 1840)	2485461	Xiphocolaptes promeropirhynchus (Lesson, 1840)	1424	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xiphocolaptes	2485457.0	Xiphocolaptes promeropirhynchus	2485461.0	LC	0.002195010666765319	Common
9174663	Automolus virgatus (Lawrence, 1867)	6171324	Hyloctistes subulatus virgatus (Lawrence, 1867)	38	SPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Hyloctistes	2485498.0	Hyloctistes subulatus	2485499.0	LC	5.857472284907452e-05	Uncommon
11094483	Automolus virgatus assimilis Berlepsch & Taczanowski, 1884	6171326	Hyloctistes subulatus assimilis (Berlepsch & Taczanowski, 1884)	2	SUBSPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Hyloctistes	2485498.0	Hyloctistes subulatus	2485499.0		3.0828801499512905e-06	Rare
5230172	Xiphorhynchus erythropygius (P.L.Sclater, 1860)	5230172	Xiphorhynchus erythropygius (P.L.Sclater, 1860)	4336	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xiphorhynchus	2485513.0	Xiphorhynchus erythropygius	5230172.0	LC	0.006683684165094398	Common
5230175	Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)	5230175	Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xiphorhynchus	2485513.0	Xiphorhynchus erythropygius	5230172.0		1.5414400749756454e-05	Rare
8264206	Xiphorhynchus aequatorialis (von Berlepsch & Taczanowski, 1884)	5230175	Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)	2	SPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Xiphorhynchus	2485513.0	Xiphorhynchus erythropygius	5230172.0	LC	3.0828801499512905e-06	Rare
5230187	Xiphorhynchus lachrymosus (Lawrence, 1862)	5230187	Xiphorhynchus lachrymosus (Lawrence, 1862)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xiphorhynchus	2485513.0	Xiphorhynchus lachrymosus	5230187.0	LC	1.5414400749756452e-06	Very Rare
6100762	Premnornis guttuliger (P.L.Sclater, 1864)	6100762	Premnornis guttuliger (P.L.Sclater, 1864)	56	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Premnornis	2485609.0	Premnornis guttuliger	6100762.0	LC	8.632064419863614e-05	Uncommon
7458315	Premnornis guttuliger guttuliger	7458315	Premnornis guttuliger guttuliger	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Premnornis	2485609.0	Premnornis guttuliger	6100762.0		1.5414400749756452e-06	Very Rare
2485617	Pseudocolaptes boissonneautii (Lafresnaye, 1840)	2485617	Pseudocolaptes boissonneautii (Lafresnaye, 1840)	73	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Pseudocolaptes	2485613.0	Pseudocolaptes boissonneautii	2485617.0	NE	0.0001125251254732221	Uncommon
6100763	Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922	6100763	Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922	42	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Pseudocolaptes	2485613.0	Pseudocolaptes johnsoni	6100763.0	LC	6.47404831489771e-05	Uncommon
5230207	Xenops rutilans Temminck, 1821	5230207	Xenops rutilans Temminck, 1821	88	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xenops	2485652.0	Xenops rutilans	5230207.0	NE	0.0001356467265978568	Uncommon
5230220	Xenops minutus (Sparrman, 1788)	5230220	Xenops minutus (Sparrman, 1788)	413	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Xenops	2485652.0	Xenops minutus	5230220.0	LC	0.0006366147509649415	Uncommon
2485691	Anabacerthia variegaticeps (P.L.Sclater, 1857)	2485691	Anabacerthia variegaticeps (P.L.Sclater, 1857)	3778	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Anabacerthia	2485681.0	Anabacerthia variegaticeps	2485691.0	LC	0.005823560603257988	Common
6171598	Anabacerthia variegaticeps temporalis (P.L.Sclater, 1859)	6171598	Anabacerthia variegaticeps temporalis (P.L.Sclater, 1859)	13	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Anabacerthia	2485681.0	Anabacerthia variegaticeps	2485691.0		2.0038720974683387e-05	Rare
10930571	Dendroma rufa (Vieillot, 1818)	2485712	Philydor rufum (Vieillot, 1818)	4596	SPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Philydor	2485696.0	Philydor rufum	2485712.0	NE	0.0070844585845880655	Common
10958105	Dendroma rufa riveti (Ménégaux & Hellmayr, 1906)	6171472	Philydor rufum riveti Menegaux & Hellmayr, 1906	12	SUBSPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Philydor	2485696.0	Philydor rufum	2485712.0		1.8497280899707743e-05	Rare
6171472	Philydor rufum riveti Menegaux & Hellmayr, 1906	6171472	Philydor rufum riveti Menegaux & Hellmayr, 1906	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Philydor	2485696.0	Philydor rufum	2485712.0		3.0828801499512905e-06	Rare
2485712	Philydor rufum (Vieillot, 1818)	2485712	Philydor rufum (Vieillot, 1818)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Philydor	2485696.0	Philydor rufum	2485712.0	LC	1.5414400749756452e-06	Very Rare
8009306	Clibanornis rubiginosus (P.L.Sclater, 1857)	5230262	Automolus rubiginosus (P.L.Sclater, 1857)	307	SPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Automolus	2485730.0	Automolus rubiginosus	5230262.0	LC	0.0004732221030175231	Uncommon
7742615	Clibanornis rubiginosus nigricauda (Hartert & Ejo, 1898)	5230274	Automolus rubiginosus nigricauda Hartert, 1898	4	SUBSPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Automolus	2485730.0	Automolus rubiginosus	5230262.0		6.165760299902581e-06	Rare
7991598	Clibanornis rubiginosus rubiginosus	5230262	Automolus rubiginosus (P.L.Sclater, 1857)	1	SUBSPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Automolus	2485730.0	Automolus rubiginosus	5230262.0		1.5414400749756452e-06	Very Rare
2485796	Dendrocolaptes sanctithomae (Lafresnaye, 1852)	2485796	Dendrocolaptes sanctithomae (Lafresnaye, 1852)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Dendrocolaptes	2485784.0	Dendrocolaptes sanctithomae	2485796.0	LC	1.3872960674780808e-05	Rare
6100758	Furnarius cinnamomeus (R.P.Lesson, 1844)	6171298	Furnarius leucopus cinnamomeus (Lesson, 1844)	4063	SPECIES	SYNONYM	Passeriformes	729.0	Furnariidae	5243.0	Furnarius	2485812.0	Furnarius leucopus	9309489.0	LC	0.006262871024626047	Common
2485847	Margarornis squamiger (Orbigny & Lafresnaye, 1838)	2485847	Margarornis squamiger (Orbigny & Lafresnaye, 1838)	84	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Margarornis	2485841.0	Margarornis squamiger	2485847.0	LC	0.0001294809662979542	Uncommon
2485937	Campylorhamphus pusillus (P.L.Sclater, 1860)	2485937	Campylorhamphus pusillus (P.L.Sclater, 1860)	10	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Campylorhamphus	2485916.0	Campylorhamphus pusillus	2485937.0	LC	1.5414400749756454e-05	Rare
2485950	Dendrocincla fuliginosa (Vieillot, 1818)	2485950	Dendrocincla fuliginosa (Vieillot, 1818)	2542	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Dendrocincla	2485949.0	Dendrocincla fuliginosa	2485950.0	LC	0.0039183406705880905	Common
6171072	Dendrocincla fuliginosa ridgwayi Oberholser, 1904	6171072	Dendrocincla fuliginosa ridgwayi Oberholser, 1904	11	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Dendrocincla	2485949.0	Dendrocincla fuliginosa	2485950.0		1.69558408247321e-05	Rare
2485976	Dendrocincla tyrannina (Lafresnaye, 1851)	2485976	Dendrocincla tyrannina (Lafresnaye, 1851)	165	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Dendrocincla	2485949.0	Dendrocincla tyrannina	2485976.0	LC	0.00025433761237098144	Uncommon
7191844	Dendrocincla tyrannina tyrannina	7191844	Dendrocincla tyrannina tyrannina	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Dendrocincla	2485949.0	Dendrocincla tyrannina	2485976.0		3.0828801499512905e-06	Rare
2486011	Lepidocolaptes lacrymiger (Des Murs, 1849)	2486011	Lepidocolaptes lacrymiger (Des Murs, 1849)	2244	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Lepidocolaptes	2486010.0	Lepidocolaptes lacrymiger	2486011.0	LC	0.003458991528245348	Common
6171258	Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)	6171258	Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Lepidocolaptes	2486010.0	Lepidocolaptes lacrymiger	2486011.0		7.707200374878227e-06	Rare
2486044	Lepidocolaptes souleyetii (Des Murs, 1849)	2486044	Lepidocolaptes souleyetii (Des Murs, 1849)	481	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Lepidocolaptes	2486010.0	Lepidocolaptes souleyetii	2486044.0	LC	0.0007414326760632854	Uncommon
6171282	Lepidocolaptes souleyetii esmeraldae Chapman, 1923	6171282	Lepidocolaptes souleyetii esmeraldae Chapman, 1923	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Lepidocolaptes	2486010.0	Lepidocolaptes souleyetii	2486044.0		4.624320224926936e-06	Rare
2486053	Lepidocolaptes affinis (Lafresnaye, 1839)	2486053	Lepidocolaptes affinis (Lafresnaye, 1839)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Furnariidae	5243.0	Lepidocolaptes	2486010.0	Lepidocolaptes affinis	2486053.0	LC	1.5414400749756452e-06	Very Rare
2489133	Progne chalybea (Gmelin, 1789)	2489133	Progne chalybea (Gmelin, 1789)	237	SPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Progne	2489127.0	Progne chalybea	2489133.0	LC	0.00036532129776922794	Uncommon
2489160	Riparia riparia (Linnaeus, 1758)	2489160	Riparia riparia (Linnaeus, 1758)	15	SPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Riparia	2489158.0	Riparia riparia	2489160.0	LC	2.312160112463468e-05	Rare
2489169	Petrochelidon pyrrhonota (Vieillot, 1817)	2489169	Petrochelidon pyrrhonota (Vieillot, 1817)	10	SPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Petrochelidon	2489165.0	Petrochelidon pyrrhonota	2489169.0	LC	1.5414400749756454e-05	Rare
7340421	Orochelidon murina (Cassin, 1853)	2489177	Notiochelidon murina (Cassin, 1853)	41	SPECIES	SYNONYM	Passeriformes	729.0	Hirundinidae	5248.0	Notiochelidon	2489174.0	Notiochelidon murina	2489177.0	LC	6.319904307400145e-05	Uncommon
2489207	Pygochelidon cyanoleuca (Vieillot, 1817)	2489208	Notiochelidon cyanoleuca (Vieillot, 1817)	7865	SPECIES	SYNONYM	Passeriformes	729.0	Hirundinidae	5248.0	Notiochelidon	2489174.0	Notiochelidon cyanoleuca	2489208.0	LC	0.01212342618968345	Abundant
7340430	Pygochelidon cyanoleuca cyanoleuca	7340430	Pygochelidon cyanoleuca cyanoleuca	2	SUBSPECIES	DOUBTFUL	Passeriformes	729.0	Hirundinidae	5248.0	Notiochelidon	2489174.0	Notiochelidon cyanoleuca	2489208.0		3.0828801499512905e-06	Rare
8887792	Notiochelidon cyanoleuca cyanoleuca	8887792	Notiochelidon cyanoleuca cyanoleuca	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Notiochelidon	2489174.0	Notiochelidon cyanoleuca	2489208.0	LC	3.0828801499512905e-06	Rare
2489203	Stelgidopteryx ruficollis (Vieillot, 1817)	2489203	Stelgidopteryx ruficollis (Vieillot, 1817)	4289	SPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Stelgidopteryx	2489200.0	Stelgidopteryx ruficollis	2489203.0	LC	0.0066112364815705425	Common
6086538	Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)	6086538	Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Stelgidopteryx	2489200.0	Stelgidopteryx ruficollis	2489203.0		3.0828801499512905e-06	Rare
7340409	Atticora tibialis (Cassin, 1853)	2489212	Neochelidon tibialis (Cassin, 1853)	150	SPECIES	SYNONYM	Passeriformes	729.0	Hirundinidae	5248.0	Neochelidon	2489211.0	Neochelidon tibialis	2489212.0	LC	0.00023121601124634678	Uncommon
9515886	Hirundo rustica Linnaeus, 1758	9515886	Hirundo rustica Linnaeus, 1758	55	SPECIES	ACCEPTED	Passeriformes	729.0	Hirundinidae	5248.0	Hirundo	2489222.0	Hirundo rustica	9515886.0	LC	8.477920412366049e-05	Uncommon
2489613	Mniotilta varia (Linnaeus, 1766)	2489613	Mniotilta varia (Linnaeus, 1766)	161	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Mniotilta	2489612.0	Mniotilta varia	2489613.0	LC	0.0002481718520710789	Uncommon
6091946	Cardellina canadensis (Linnaeus, 1766)	6091946	Cardellina canadensis (Linnaeus, 1766)	400	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Cardellina	2489633.0	Cardellina canadensis	6091946.0	LC	0.0006165760299902581	Uncommon
2489641	Geothlypis semiflava P.L.Sclater, 1860	2489641	Geothlypis semiflava P.L.Sclater, 1860	802	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Geothlypis	2489637.0	Geothlypis semiflava	2489641.0	LC	0.0012362349401304675	Common
6172898	Geothlypis semiflava semiflava	6172898	Geothlypis semiflava semiflava	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Geothlypis	2489637.0	Geothlypis semiflava	2489641.0		6.165760299902581e-06	Rare
5789148	Geothlypis philadelphia (A.Wilson, 1810)	5789148	Geothlypis philadelphia (A.Wilson, 1810)	24	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Geothlypis	2489637.0	Geothlypis philadelphia	5789148.0	LC	3.6994561799415486e-05	Uncommon
6100790	Geothlypis auricularis Salvin, 1883	6100790	Geothlypis auricularis Salvin, 1883	2	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Geothlypis	2489637.0	Geothlypis auricularis	6100790.0	LC	3.0828801499512905e-06	Rare
2489815	Basileuterus tristriatus (Tschudi, 1844)	2489815	Basileuterus tristriatus (Tschudi, 1844)	4753	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Basileuterus	2489731.0	Basileuterus tristriatus	2489815.0	LC	0.007326464676359242	Common
2489830	Myioborus melanocephalus (Tschudi, 1844)	2489830	Myioborus melanocephalus (Tschudi, 1844)	85	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Myioborus	2489828.0	Myioborus melanocephalus	2489830.0	LC	0.00013102240637292983	Uncommon
2489837	Myioborus miniatus (Swainson, 1827)	2489837	Myioborus miniatus (Swainson, 1827)	6736	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Myioborus	2489828.0	Myioborus miniatus	2489837.0	LC	0.010383140345035947	Abundant
6173144	Myioborus miniatus ballux Wetmore & Phelps, 1944	6173144	Myioborus miniatus ballux Wetmore & Phelps, 1944	13	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Myioborus	2489828.0	Myioborus miniatus	2489837.0		2.0038720974683387e-05	Rare
2489871	Protonotaria citrea (Boddaert, 1783)	2489871	Protonotaria citrea (Boddaert, 1783)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Protonotaria	2489870.0	Protonotaria citrea	2489871.0	LC	1.5414400749756452e-06	Very Rare
2489985	Setophaga ruticilla (Linnaeus, 1758)	2489985	Setophaga ruticilla (Linnaeus, 1758)	45	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga ruticilla	2489985.0	LC	6.936480337390403e-05	Uncommon
6092631	Setophaga virens (J.F.Gmelin, 1789)	6092631	Setophaga virens (J.F.Gmelin, 1789)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga virens	6092631.0	LC	1.3872960674780808e-05	Rare
6092935	Setophaga striata (J.R.Forster, 1772)	6092935	Setophaga striata (J.R.Forster, 1772)	13	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga striata	6092935.0	NT	2.0038720974683387e-05	Rare
6092942	Setophaga pensylvanica (Linnaeus, 1766)	6092942	Setophaga pensylvanica (Linnaeus, 1766)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga pensylvanica	6092942.0	LC	3.0828801499512905e-06	Rare
6093199	Setophaga fusca (Statius Müller, 1776)	6093199	Setophaga fusca (Statius Müller, 1776)	3204	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga fusca	6093199.0	LC	0.004938774000221967	Common
6093202	Setophaga castanea (A.Wilson, 1810)	6093202	Setophaga castanea (A.Wilson, 1810)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Parulidae	5263.0	Setophaga	2489984.0	Setophaga castanea	6093202.0	LC	1.3872960674780808e-05	Rare
