"gbif_id","gbif_common_name","ISO 639-2 Code","ISO 639-1 Code","English name of Language","French name of Language","German name of Language"
"2684984","pino del paranà","ita","it","Italian","italien","Italienisch"
"5218465","pipistrello nano","ita","it","Italian","italien","Italienisch"
"2420726","pisci sceccu","ita","it","Italian","italien","Italienisch"
"2420766","pisci tauru","ita","it","Italian","italien","Italienisch"
"2490266","pispola","ita","it","Italian","italien","Italienisch"
"2489521","pitta fatata","ita","it","Italian","italien","Italienisch"
"2481685","pittima reale","ita","it","Italian","italien","Italienisch"
"2480332","piviere dorato","ita","it","Italian","italien","Italienisch"
"2480331","piviere orientale","ita","it","Italian","italien","Italienisch"
"5285930","podocarpo a grandi foglie","ita","it","Italian","italien","Italienisch"
"2480537","poiana","ita","it","Italian","italien","Italienisch"
"2480538","poiana alilarghe","ita","it","Italian","italien","Italienisch"
"2480524","poiana calzata","ita","it","Italian","italien","Italienisch"
"2480564","poiana codabianca","ita","it","Italian","italien","Italienisch"
"2480542","poiana codarossa","ita","it","Italian","italien","Italienisch"
"2480568","poiana collorosso","ita","it","Italian","italien","Italienisch"
"2480567","poiana degli altipiani","ita","it","Italian","italien","Italienisch"
"2480569","poiana delle galapagos","ita","it","Italian","italien","Italienisch"
"5844398","poiana delle strade","ita","it","Italian","italien","Italienisch"
"2480410","poiana di harris","ita","it","Italian","italien","Italienisch"
"6066254","poiana di socotra","ita","it","Italian","italien","Italienisch"
"2480562","poiana di swainson","ita","it","Italian","italien","Italienisch"
"2480556","poiana grigia","ita","it","Italian","italien","Italienisch"
"2480529","poiana spallerosse","ita","it","Italian","italien","Italienisch"
"2480566","poiana tabaccata","ita","it","Italian","italien","Italienisch"
"2474416","pollo sultano","ita","it","Italian","italien","Italienisch"
"5228136","pollo sultano della martinica","ita","it","Italian","italien","Italienisch"
"2289671","polpo comune","ita","it","Italian","italien","Italienisch"
"2289671","polpo di scoglio","ita","it","Italian","italien","Italienisch"
"2441225","potamocer rosso","ita","it","Italian","italien","Italienisch"
"2492751","prinia bruna","ita","it","Italian","italien","Italienisch"
"5882","pristidi","ita","it","Italian","italien","Italienisch"
"5220055","prodelfino bianco-ceruleo","ita","it","Italian","italien","Italienisch"
"1445","psittaciformi","ita","it","Italian","italien","Italienisch"
"2481353","pulcinella di mare","ita","it","Italian","italien","Italienisch"
"5218911","puzzola","ita","it","Italian","italien","Italienisch"
"5201064","qirrâq","ita","it","Italian","italien","Italienisch"
"5201064","quaddu de mari","ita","it","Italian","italien","Italienisch"
"2474156","quaglia","ita","it","Italian","italien","Italienisch"
"2474162","quaglia del giappone","ita","it","Italian","italien","Italienisch"
"2498326","quattrocchi","ita","it","Italian","italien","Italienisch"
"2498329","quattrocchi minore","ita","it","Italian","italien","Italienisch"
"1496","ragni","ita","it","Italian","italien","Italienisch"
"2474732","rallo acquaiolo pettobianco","ita","it","Italian","italien","Italienisch"
"2427091","rana toro","ita","it","Italian","italien","Italienisch"
"2439261","ratto delle chiaviche","ita","it","Italian","italien","Italienisch"
"2498350","re degli edredoni","ita","it","Italian","italien","Italienisch"
"9508008","re dei tiranni stolido","ita","it","Italian","italien","Italienisch"
"2484591","regolo capodorato","ita","it","Italian","italien","Italienisch"
"5220114","renna","ita","it","Italian","italien","Italienisch"
"1459","roditori","ita","it","Italian","italien","Italienisch"
"9515886","rondine","ita","it","Italian","italien","Italienisch"
"2489202","rondine aliruvide settentrionale","ita","it","Italian","italien","Italienisch"
"2489136","rondine pettobruno","ita","it","Italian","italien","Italienisch"
"2479311","rosella cremisi","ita","it","Italian","italien","Italienisch"
"2479320","rosella occidentale","ita","it","Italian","italien","Italienisch"
"2479329","rosella orientale","ita","it","Italian","italien","Italienisch"
"2479323","rosella settentrionale","ita","it","Italian","italien","Italienisch"
"2479308","rosella testachiara","ita","it","Italian","italien","Italienisch"
"2479326","rosella verde","ita","it","Italian","italien","Italienisch"
"2481034","sacro","ita","it","Italian","italien","Italienisch"
"5216423","sagri","ita","it","Italian","italien","Italienisch"
"5216423","sagrì","ita","it","Italian","italien","Italienisch"
"2431776","salamandra pezzata","ita","it","Italian","italien","Italienisch"
"2477269","salangana nidoedule","ita","it","Italian","italien","Italienisch"
"5204014","salmone keta","ita","it","Italian","italien","Italienisch"
"5204024","salmone reale","ita","it","Italian","italien","Italienisch"
"5204037","salmone rosa","ita","it","Italian","italien","Italienisch"
"5204039","salmone rosso","ita","it","Italian","italien","Italienisch"
"5230903","saltatore beccodorato","ita","it","Italian","italien","Italienisch"
"2492519","saltimpalo bianco e nero","ita","it","Italian","italien","Italienisch"
"2290849","scarpetta","ita","it","Italian","italien","Italienisch"
"2290849","scarpitelle","ita","it","Italian","italien","Italienisch"
"2290849","scarpitta","ita","it","Italian","italien","Italienisch"
"2476121","sciabolatore cuneato","ita","it","Italian","italien","Italienisch"
"2476116","sciabolatore pettogrigio","ita","it","Italian","italien","Italienisch"
"5219219","sciacallo dorato","ita","it","Italian","italien","Italienisch"
"5219681","scioattolo grigio","ita","it","Italian","italien","Italienisch"
"714","sclerattinia","ita","it","Italian","italien","Italienisch"
"8211070","scoiattolo comune","ita","it","Italian","italien","Italienisch"
"5219681","scoiattolo grigio","ita","it","Italian","italien","Italienisch"
"872","scorpioni","ita","it","Italian","italien","Italienisch"
"2493863","scricciolo di palude","ita","it","Italian","italien","Italienisch"
"2290849","secce","ita","it","Italian","italien","Italienisch"
"2290849","seccetella","ita","it","Italian","italien","Italienisch"
"2489590","seiuro corona dorata","ita","it","Italian","italien","Italienisch"
"6093856","seiuro del nord","ita","it","Italian","italien","Italienisch"
"6093862","seiuro della luisiana","ita","it","Italian","italien","Italienisch"
"2290849","sepa","ita","it","Italian","italien","Italienisch"
"2290849","sepia","ita","it","Italian","italien","Italienisch"
"2290849","sepia imperiale","ita","it","Italian","italien","Italienisch"
"2290849","seppa","ita","it","Italian","italien","Italienisch"
"2290849","seppia comune","ita","it","Italian","italien","Italienisch"
"2480433","serpentario crestato","ita","it","Italian","italien","Italienisch"
"2480429","serpentario delle filippine","ita","it","Italian","italien","Italienisch"
"2480907","sgarza cinese","ita","it","Italian","italien","Italienisch"
"2480906","sgarza ciuffetto","ita","it","Italian","italien","Italienisch"
"2492675","shama groppabianca","ita","it","Italian","italien","Italienisch"
"2290849","siccia","ita","it","Italian","italien","Italienisch"
"2436886","silvilago","ita","it","Italian","italien","Italienisch"
"2476370","silvistella delle bahama","ita","it","Italian","italien","Italienisch"
"2476077","smeraldo codablu","ita","it","Italian","italien","Italienisch"
"5228516","smeraldo testarame","ita","it","Italian","italien","Italienisch"
"2498408","smergo dal cappuccio","ita","it","Italian","italien","Italienisch"
"9537647","smergo maggiore","ita","it","Italian","italien","Italienisch"
"2498375","smergo minore","ita","it","Italian","italien","Italienisch"
"9813242","smeriglio","ita","it","Italian","italien","Italienisch"
"2480637","sparviere","ita","it","Italian","italien","Italienisch"
"9740253","sparviere americano","ita","it","Italian","italien","Italienisch"
"2480621","sparviere di cooper","ita","it","Italian","italien","Italienisch"
"2480578","sparviere levantino","ita","it","Italian","italien","Italienisch"
"2480598","sparviere zamperossicce","ita","it","Italian","italien","Italienisch"
"2480801","spatola","ita","it","Italian","italien","Italienisch"
"2480801","spatola bianca","ita","it","Italian","italien","Italienisch"
"2434444","speoto","ita","it","Italian","italien","Italienisch"
"2474078","speroniere di germain","ita","it","Italian","italien","Italienisch"
"5788396","speroniere di hainan","ita","it","Italian","italien","Italienisch"
"2474087","speroniere di malesia","ita","it","Italian","italien","Italienisch"
"2474075","speroniere di palawan","ita","it","Italian","italien","Italienisch"
"2474079","speroniere grigio","ita","it","Italian","italien","Italienisch"
"105","spugne","ita","it","Italian","italien","Italienisch"
"2418052","squalo alalunga","ita","it","Italian","italien","Italienisch"
"2417896","squalo di terranuova","ita","it","Italian","italien","Italienisch"
"2418009","squalo grigio","ita","it","Italian","italien","Italienisch"
"2418792","squalo martello maggiore","ita","it","Italian","italien","Italienisch"
"2418009","squalo plumbeo","ita","it","Italian","italien","Italienisch"
"2418005","squalo scuro","ita","it","Italian","italien","Italienisch"
"2441055","stambecco alpino","ita","it","Italian","italien","Italienisch"
"2441055","stambecco delle alpi","ita","it","Italian","italien","Italienisch"
"2441054","stambecco iberico","ita","it","Italian","italien","Italienisch"
"2473958","starna","ita","it","Italian","italien","Italienisch"
"5220045","stenella maculata atlantica","ita","it","Italian","italien","Italienisch"
"5220055","stenella striata","ita","it","Italian","italien","Italienisch"
"2440433","steno","ita","it","Italian","italien","Italienisch"
"2481618","stercorario maggiore","ita","it","Italian","italien","Italienisch"
"3363","stilasteridi","ita","it","Italian","italien","Italienisch"
"1456","stilommatofori","ita","it","Italian","italien","Italienisch"
"4287132","storione atlantico","ita","it","Italian","italien","Italienisch"
"2402122","storione bianco","ita","it","Italian","italien","Italienisch"
"2402193","storione cobice","ita","it","Italian","italien","Italienisch"
"2402129","storione danubiano","ita","it","Italian","italien","Italienisch"
"2402193","storione del naccari","ita","it","Italian","italien","Italienisch"
"2402193","storione di naccari","ita","it","Italian","italien","Italienisch"
"2402193","storione reale","ita","it","Italian","italien","Italienisch"
"4287131","storione siberiano","ita","it","Italian","italien","Italienisch"
"2402159","storione stellato","ita","it","Italian","italien","Italienisch"
"2402168","storione sterleto","ita","it","Italian","italien","Italienisch"
"9809229","storno","ita","it","Italian","italien","Italienisch"
"6100941","storno bramino","ita","it","Italian","italien","Italienisch"
"6100934","storno facciabianca","ita","it","Italian","italien","Italienisch"
"1450","strigiformi","ita","it","Italian","italien","Italienisch"
"2481955","strolaga del pacifico","ita","it","Italian","italien","Italienisch"
"2481958","strolaga minore","ita","it","Italian","italien","Italienisch"
"2495150","struzzo","ita","it","Italian","italien","Italienisch"
"9596413","sturnella occidentale","ita","it","Italian","italien","Italienisch"
"2497052","succiacapre minore","ita","it","Italian","italien","Italienisch"
"2480967","sula mascherata","ita","it","Italian","italien","Italienisch"
"2480978","sula piediazzurri","ita","it","Italian","italien","Italienisch"
"2482054","svasso maggiore","ita","it","Italian","italien","Italienisch"
"9606290","tacchino","ita","it","Italian","italien","Italienisch"
"5227755","tacchino ocellato","ita","it","Italian","italien","Italienisch"
"6100954","taccola","ita","it","Italian","italien","Italienisch"
"7872906","talpa europea","ita","it","Italian","italien","Italienisch"
"2437450","tamia siberiano","ita","it","Italian","italien","Italienisch"
"2488217","tanagra del paradiso","ita","it","Italian","italien","Italienisch"
"2488142","tanagra marezzata","ita","it","Italian","italien","Italienisch"
"2488485","tangara estiva","ita","it","Italian","italien","Italienisch"
"8841716","tartaruga  embricata","ita","it","Italian","italien","Italienisch"
"2442165","tartaruga bastarda","ita","it","Italian","italien","Italienisch"
"8894817","tartaruga caretta","ita","it","Italian","italien","Italienisch"
"8894817","tartaruga comune","ita","it","Italian","italien","Italienisch"
"2442165","tartaruga di kemp","ita","it","Italian","italien","Italienisch"
"8841716","tartaruga embricata","ita","it","Italian","italien","Italienisch"
"9789983","tartaruga liuto","ita","it","Italian","italien","Italienisch"
"8894817","tartaruga marina","ita","it","Italian","italien","Italienisch"
"2442225","tartaruga verde","ita","it","Italian","italien","Italienisch"
"2433875","tasso","ita","it","Italian","italien","Italienisch"
"5284524","tasso del giappone","ita","it","Italian","italien","Italienisch"
"2494056","tessitore baya","ita","it","Italian","italien","Italienisch"
"8909809","testuggine d'acqua o palustre","ita","it","Italian","italien","Italienisch"
"2441454","testuggine di hermann","ita","it","Italian","italien","Italienisch"
"2441461","testuggine greca","ita","it","Italian","italien","Italienisch"
"2443002","testuggine palustre dalle orechie rosse","ita","it","Italian","italien","Italienisch"
"8909809","testuggine palustre europea","ita","it","Italian","italien","Italienisch"
"793","testuggini","ita","it","Italian","italien","Italienisch"
"2473447","tetraogallo del tibet","ita","it","Italian","italien","Italienisch"
"2684178","thuja","ita","it","Italian","italien","Italienisch"
"5229693","tiranno codaforcuta meridionale","ita","it","Italian","italien","Italienisch"
"2482651","tiranno dei giunchi multicolore","ita","it","Italian","italien","Italienisch"
"5219858","topo muschiato","ita","it","Italian","italien","Italienisch"
"2490716","tordo argilla","ita","it","Italian","italien","Italienisch"
"2490821","tordo di swainson","ita","it","Italian","italien","Italienisch"
"9529632","tordo golabianca","ita","it","Italian","italien","Italienisch"
"9510564","tordo migratore americano","ita","it","Italian","italien","Italienisch"
"2490786","tordo nero","ita","it","Italian","italien","Italienisch"
"2490728","tordo oscuro","ita","it","Italian","italien","Italienisch"
"2490718","tordo panciarossiccia","ita","it","Italian","italien","Italienisch"
"2490801","tordo usignolo beccoarancio","ita","it","Italian","italien","Italienisch"
"2490751","tordo zamperosse","ita","it","Italian","italien","Italienisch"
"2495370","tortora alibianche","ita","it","Italian","italien","Italienisch"
"2495347","tortora americana","ita","it","Italian","italien","Italienisch"
"2495594","tortora beccafrutta superba","ita","it","Italian","italien","Italienisch"
"2495691","tortora dal collare asiatica","ita","it","Italian","italien","Italienisch"
"2495720","tortora dal collare insulare","ita","it","Italian","italien","Italienisch"
"2495863","tortora inca","ita","it","Italian","italien","Italienisch"
"2495358","tortora orecchiuta","ita","it","Italian","italien","Italienisch"
"2495681","tortora orientale","ita","it","Italian","italien","Italienisch"
"2495840","tortora smeraldina comune","ita","it","Italian","italien","Italienisch"
"2495486","tortora zebrata","ita","it","Italian","italien","Italienisch"
"2495858","tortorina rossiccia","ita","it","Italian","italien","Italienisch"
"2290374","totariello","ita","it","Italian","italien","Italienisch"
"2473545","tragopan di cabot","ita","it","Italian","italien","Italienisch"
"2473544","tragopan di temminck","ita","it","Italian","italien","Italienisch"
"2473539","tragopan satiro","ita","it","Italian","italien","Italienisch"
"5218819","tricheco","ita","it","Italian","italien","Italienisch"
"5192644","tritone lucido","ita","it","Italian","italien","Italienisch"
"5232027","trogone di cuba","ita","it","Italian","italien","Italienisch"
"2478774","tucano beccorosso","ita","it","Italian","italien","Italienisch"
"2478771","tucano carenato","ita","it","Italian","italien","Italienisch"
"2478770","tucano pettorosso","ita","it","Italian","italien","Italienisch"
"2478782","tucano scanalato","ita","it","Italian","italien","Italienisch"
"2482048","tuffetto","ita","it","Italian","italien","Italienisch"
"2684178","tuia del canada","ita","it","Italian","italien","Italienisch"
"2684178","tuia occidentale","ita","it","Italian","italien","Italienisch"
"2475255","turaco becconero","ita","it","Italian","italien","Italienisch"
"2475223","turaco blu maggiore","ita","it","Italian","italien","Italienisch"
"2475243","turaco di guinea","ita","it","Italian","italien","Italienisch"
"2475250","turaco di knysna","ita","it","Italian","italien","Italienisch"
"2475235","turaco guancebianche","ita","it","Italian","italien","Italienisch"
"2475264","turaco panciabianca","ita","it","Italian","italien","Italienisch"
"2440447","tursiope","ita","it","Italian","italien","Italienisch"
"2440447","tursiope troncato","ita","it","Italian","italien","Italienisch"
"2474864","ubara","ita","it","Italian","italien","Italienisch"
"2474864","ubara africana","ita","it","Italian","italien","Italienisch"
"2474863","ubara asiatica","ita","it","Italian","italien","Italienisch"
"2494854","uccello apostolo","ita","it","Italian","italien","Italienisch"
"2494859","uccello del paradiso minore","ita","it","Italian","italien","Italienisch"
"5959195","uccello parasole caruncolato","ita","it","Italian","italien","Italienisch"
"2497894","ulula","ita","it","Italian","italien","Italienisch"
"2498415","upupa","ita","it","Italian","italien","Italienisch"
"2481342","uria","ita","it","Italian","italien","Italienisch"
"5231398","usignolo del giappone","ita","it","Italian","italien","Italienisch"
"2803398","vaniglia","ita","it","Italian","italien","Italienisch"
"9310756","veneroidi","ita","it","Italian","italien","Italienisch"
"2285980","ventaglio","ita","it","Italian","italien","Italienisch"
"5845582","verdone","ita","it","Italian","italien","Italienisch"
"2487413","vireo occhibianchi","ita","it","Italian","italien","Italienisch"
"5219007","visone d'europa","ita","it","Italian","italien","Italienisch"
"5219007","visone europeo","ita","it","Italian","italien","Italienisch"
"2434333","volpe azara","ita","it","Italian","italien","Italienisch"
"5219243","volpe comune","ita","it","Italian","italien","Italienisch"
"2434333","volpe grigia delle pampas","ita","it","Italian","italien","Italienisch"
"5219243","volpe rossa","ita","it","Italian","italien","Italienisch"
"2434584","volpe sciacallo","ita","it","Italian","italien","Italienisch"
"2498009","volpoca","ita","it","Italian","italien","Italienisch"
"2474621","voltolino","ita","it","Italian","italien","Italienisch"
"2440196","wallaby di bennet","ita","it","Italian","italien","Italienisch"
"2481174","zafferano","ita","it","Italian","italien","Italienisch"
"5218826","zibellino","ita","it","Italian","italien","Italienisch"
"2440369","zifio","ita","it","Italian","italien","Italienisch"
"2491518","zigolo dal collare","ita","it","Italian","italien","Italienisch"
"2491534","zigolo giallo","ita","it","Italian","italien","Italienisch"
"7626513","zigolo nero","ita","it","Italian","italien","Italienisch"
"5230852","zigolo pittato","ita","it","Italian","italien","Italienisch"
"2492419","<U+30A2><U+30A4><U+30A4><U+30ED><U+30D2><U+30BF><U+30AD>","jpn","ja","Japanese","japonais","Japanisch"
"2476077","<U+30A2><U+30A4><U+30AA><U+30D2><U+30E1><U+30A8><U+30E1><U+30E9><U+30EB><U+30C9><U+30CF><U+30C1><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2390168","<U+30A2><U+30A4><U+30B4><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"5066","<U+30A2><U+30A4><U+30B4><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2420928","<U+30A2><U+30A4><U+30B6><U+30E1><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"2188","<U+30A2><U+30A4><U+30B6><U+30E1><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2480978","<U+30A2><U+30AA><U+30A2><U+30B7><U+30AB><U+30C4><U+30AA><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2481726","<U+30A2><U+30AA><U+30A2><U+30B7><U+30B7><U+30AE>","jpn","ja","Japanese","japonais","Japanisch"
"941","<U+30A2><U+30AA><U+30A4><U+76EE>","jpn","ja","Japanese","japonais","Japanisch"
"6685","<U+30A2><U+30AA><U+30A4><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2482593","<U+30A2><U+30AA><U+30AB><U+30B1><U+30B9>","jpn","ja","Japanese","japonais","Japanisch"
"5845582","<U+30A2><U+30AA><U+30AB><U+30EF><U+30E9><U+30D2><U+30EF>","jpn","ja","Japanese","japonais","Japanisch"
"5959235","<U+30A2><U+30AA><U+30AD><U+30B3><U+30F3><U+30B4><U+30A6><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"9797180","<U+30A2><U+30AA><U+30B5><U+30AE>","jpn","ja","Japanese","japonais","Japanisch"
"2480922","<U+30A2><U+30AA><U+30B5><U+30AE><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"2264328","<U+30A2><U+30AA><U+30B5><U+30F3><U+30B4>","jpn","ja","Japanese","japonais","Japanisch"
"2264327","<U+30A2><U+30AA><U+30B5><U+30F3><U+30B4><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"1243","<U+30A2><U+30AA><U+30B5><U+30F3><U+30B4><U+76EE>","jpn","ja","Japanese","japonais","Japanisch"
"8203","<U+30A2><U+30AA><U+30B5><U+30F3><U+30B4><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2420665","<U+30A2><U+30AA><U+30B6><U+30E1><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"2474896","<U+30A2><U+30AA><U+30B7><U+30E7><U+30A6><U+30CE><U+30AC><U+30F3>","jpn","ja","Japanese","japonais","Japanisch"
"5228328","<U+30A2><U+30AA><U+30B7><U+30E7><U+30A6><U+30D3><U+30F3>","jpn","ja","Japanese","japonais","Japanisch"
"2480967","<U+30A2><U+30AA><U+30C4><U+30E9><U+30AB><U+30C4><U+30AA><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2476108","<U+30A2><U+30AA><U+30CE><U+30C9><U+30CF><U+30C1><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2481892","<U+30A2><U+30AA><U+30CE><U+30C9><U+30D2><U+30E1><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"5229110","<U+30A2><U+30AA><U+30CF><U+30B7><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2478770","<U+30A2><U+30AA><U+30CF><U+30B7><U+30D2><U+30E0><U+30CD><U+30AA><U+30AA><U+30CF><U+30B7>","jpn","ja","Japanese","japonais","Japanisch"
"2475364","<U+30A2><U+30AA><U+30CF><U+30E9><U+30CB><U+30B7><U+30D6><U+30C3><U+30DD><U+30A6><U+30BD><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"5230732","<U+30A2><U+30AA><U+30D0><U+30CD><U+30B3><U+30CE><U+30CF><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"5187093","<U+30A2><U+30AA><U+30D2><U+30C8><U+30C7>","jpn","ja","Japanese","japonais","Japanisch"
"5187090","<U+30A2><U+30AA><U+30D2><U+30C8><U+30C7><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"2479662","<U+30A2><U+30AA><U+30DC><U+30A6><U+30B7><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2474099","<U+30A2><U+30AA><U+30DF><U+30DF><U+30AD><U+30B8>","jpn","ja","Japanese","japonais","Japanisch"
"2480998","<U+30A2><U+30AB><U+30A2><U+30B7><U+30C1><U+30E7><U+30A6><U+30B2><U+30F3><U+30DC><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"6820","<U+30A2><U+30AB><U+30A4><U+30AB><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"8894817","<U+30A2><U+30AB><U+30A6><U+30DF><U+30AC><U+30E1>","jpn","ja","Japanese","japonais","Japanisch"
"2419449","<U+30A2><U+30AB><U+30A8><U+30A4><U+5C5E>","jpn","ja","Japanese","japonais","Japanisch"
"2195","<U+30A2><U+30AB><U+30A8><U+30A4><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2480679","<U+30A2><U+30AB><U+30A8><U+30EA><U+30AF><U+30DE><U+30BF><U+30AB>","jpn","ja","Japanese","japonais","Japanisch"
"2480108","<U+30A2><U+30AB><U+30AA><U+30AF><U+30ED><U+30AA><U+30A6><U+30E0>","jpn","ja","Japanese","japonais","Japanisch"
"2498305","<U+30A2><U+30AB><U+30AA><U+30BF><U+30C6><U+30AC><U+30E2>","jpn","ja","Japanese","japonais","Japanisch"
"2480542","<U+30A2><U+30AB><U+30AA><U+30CE><U+30B9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2478828","<U+30A2><U+30AB><U+30AA><U+30D3><U+30C1><U+30E5><U+30A6><U+30CF><U+30B7>","jpn","ja","Japanese","japonais","Japanisch"
"2479630","<U+30A2><U+30AB><U+30AA><U+30DC><U+30A6><U+30B7><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2480907","<U+30A2><U+30AB><U+30AC><U+30B7><U+30E9><U+30B5><U+30AE>","jpn","ja","Japanese","japonais","Japanisch"
"2481019","<U+30A2><U+30AB><U+30AC><U+30B7><U+30E9><U+30C1><U+30E7><U+30A6><U+30B2><U+30F3><U+30DC><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"2479311","<U+30A2><U+30AB><U+30AF><U+30B5><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2480566","<U+30A2><U+30AB><U+30B1><U+30A2><U+30B7><U+30CE><U+30B9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2477968","<U+30A2><U+30AB><U+30B2><U+30E9>","jpn","ja","Japanese","japonais","Japanisch"
"2476008","<U+30A2><U+30AB><U+30B5><U+30A4><U+30C1><U+30E7><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"2480030","<U+30A2><U+30AB><U+30B5><U+30AB><U+30AA><U+30A6><U+30E0>","jpn","ja","Japanese","japonais","Japanisch"
"5185004","<U+30A2><U+30AB><U+30B5><U+30F3><U+30B4>","jpn","ja","Japanese","japonais","Japanisch"
"4523","<U+30A2><U+30AB><U+30B6><U+30A8><U+30D3><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2498139","<U+30A2><U+30AB><U+30B7><U+30DE><U+30A2><U+30B8>","jpn","ja","Japanese","japonais","Japanisch"
"5232118","<U+30A2><U+30AB><U+30B9><U+30BA><U+30E1><U+30D5><U+30AF><U+30ED><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"2498015","<U+30A2><U+30AB><U+30C4><U+30AF><U+30B7><U+30AC><U+30E2>","jpn","ja","Japanese","japonais","Japanisch"
"2279100","<U+30A2><U+30AB><U+30CA><U+30DE><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"8798","<U+30A2><U+30AB><U+30CD><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2498108","<U+30A2><U+30AB><U+30CE><U+30C9><U+30AB><U+30EB><U+30AC><U+30E2>","jpn","ja","Japanese","japonais","Japanisch"
"2479645","<U+30A2><U+30AB><U+30CE><U+30C9><U+30DC><U+30A6><U+30B7><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2490801","<U+30A2><U+30AB><U+30CF><U+30B7><U+30C1><U+30E3><U+30C4><U+30B0><U+30DF>","jpn","ja","Japanese","japonais","Japanisch"
"5228542","<U+30A2><U+30AB><U+30CF><U+30B7><U+30CF><U+30C1><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2498138","<U+30A2><U+30AB><U+30CF><U+30B7><U+30D3><U+30ED><U+30AC><U+30E2>","jpn","ja","Japanese","japonais","Japanisch"
"2498393","<U+30A2><U+30AB><U+30CF><U+30B7><U+30EA><U+30E5><U+30A6><U+30AD><U+30E5><U+30A6><U+30AC><U+30E2>","jpn","ja","Japanese","japonais","Japanisch"
"2495962","<U+30A2><U+30AB><U+30CF><U+30E9><U+30AA><U+30D3><U+30AA><U+30D0><U+30C8>","jpn","ja","Japanese","japonais","Japanisch"
"5219571","<U+30A2><U+30AB><U+30CF><U+30E9><U+30B0><U+30A8><U+30CE><U+30F3>","jpn","ja","Japanese","japonais","Japanisch"
"2492675","<U+30A2><U+30AB><U+30CF><U+30E9><U+30B7><U+30AD><U+30C1><U+30E7><U+30A6>","jpn","ja","Japanese","japonais","Japanisch"
"2481021","<U+30A2><U+30AB><U+30CF><U+30E9><U+30CF><U+30E4><U+30D6><U+30B5>","jpn","ja","Japanese","japonais","Japanisch"
"810","<U+30A2><U+30AB><U+30D2><U+30C8><U+30C7><U+76EE>","jpn","ja","Japanese","japonais","Japanisch"
"5779","<U+30A2><U+30AB><U+30D2><U+30C8><U+30C7><U+79D1>","jpn","ja","Japanese","japonais","Japanisch"
"2479326","<U+30A2><U+30AB><U+30D3><U+30BF><U+30A4><U+30AD><U+30AF><U+30B5><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2476855","<U+30A2><U+30AB><U+30D5><U+30C8><U+30AA><U+30CF><U+30C1><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
"2489785","<U+30A2><U+30AB><U+30DC><U+30A6><U+30B7><U+30A2><U+30E1><U+30EA><U+30AB><U+30E0><U+30B7><U+30AF><U+30A4>","jpn","ja","Japanese","japonais","Japanisch"
"5959224","<U+30A2><U+30AB><U+30DF><U+30DF><U+30B3><U+30F3><U+30B4><U+30A6><U+30A4><U+30F3><U+30B3>","jpn","ja","Japanese","japonais","Japanisch"
"2486122","<U+30A2><U+30AB><U+30E1><U+30D2><U+30E8><U+30C9><U+30EA>","jpn","ja","Japanese","japonais","Japanisch"
