sort v2024,species_code,English name,scientific name,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,absoluteRatio,rarity,relativeRatio,relativePercent,splitScientificName,splitExtras
,,,,7341504,7341504,Terenura callinota callinota,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,,1.5414400749756452e-06,Very Rare,0.003831417624521,0.383%,Terenura callinota,callinota
13522.0,spcant1,Spot-crowned Antvireo,Dysithamnus puncticeps,2490029,2490029,"Dysithamnus puncticeps Salvin, 1866",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus puncticeps,2490029.0,LC,3.0828801499512905e-06,Rare,0.0384615384615384,3.85%,Dysithamnus puncticeps,"Salvin, 1866"
13502.0,plaant1,Plain Antvireo,Dysithamnus mentalis,2490033,2490033,"Dysithamnus mentalis (Temminck, 1823)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,LC,7.553056367380662e-05,Uncommon,0.9423076923076924,94.2%,Dysithamnus mentalis,"(Temminck, 1823)"
13502.0,plaant1,Plain Antvireo,Dysithamnus mentalis,6092915,6092915,"Dysithamnus mentalis aequatorialis Todd, 1916",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,,1.5414400749756452e-06,Very Rare,0.0192307692307692,1.92%,Dysithamnus mentalis,"aequatorialis Todd, 1916"
13489.0,rusant1,Russet Antshrike,Thamnistes anabatinus,9485798,9485798,"Thamnistes anabatinus P.L.Sclater & Salvin, 1860",91,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnistes,2490054.0,Thamnistes anabatinus,9485798.0,LC,0.0001402710468227,Uncommon,1.0,100.0%,Thamnistes anabatinus,"P.L.Sclater & Salvin, 1860"
13742.0,sthant1,Streak-headed Antbird,Drymophila striaticeps,7493446,7493446,"Drymophila striaticeps Chapman, 1912",301,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Drymophila,2490056.0,Drymophila striaticeps,7493446.0,LC,0.0004639734625676,Uncommon,1.0,100.0%,Drymophila striaticeps,"Chapman, 1912"
13774.0,dusant1,Dusky Antbird,Cercomacroides tyrannina,8354252,2490136,"Cercomacra tyrannina (P.L.Sclater, 1855)",39,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Cercomacra,2490128.0,Cercomacra tyrannina,2490136.0,LC,6.0116162924050165e-05,Uncommon,1.0,100.0%,Cercomacroides tyrannina,"(P.L.Sclater, 1855)"
,,,,2490153,2490153,"Myrmeciza immaculata (Lafresnaye, 1845)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza immaculata,2490153.0,NE,1.5414400749756452e-06,Very Rare,0.00074294205052,0.074%,Myrmeciza immaculata,"(Lafresnaye, 1845)"
13883.0,chbant1,Chestnut-backed Antbird,Poliocrania exsul,9599432,2490163,"Myrmeciza exsul P.L.Sclater, 1859",1341,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,LC,0.0020670711405423,Common,0.9962852897473996,99.6%,Poliocrania exsul,"(P.L.Sclater, 1859)"
13883.0,chbant1,Chestnut-backed Antbird,Poliocrania exsul,9577438,6090729,"Myrmeciza exsul maculifer (Hellmayr, 1906)",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,,3.0828801499512905e-06,Rare,0.0014858841010401,0.149%,Poliocrania exsul,"maculifer (Hellmayr, 1906)"
13918.0,zelant1,Zeledon's Antbird,Hafferia zeledoni,9524245,7459131,"Myrmeciza zeledoni Ridgway, 1909",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza zeledoni,7459131.0,,3.0828801499512905e-06,Rare,0.0014858841010401,0.149%,Hafferia zeledoni,"berlepschi (Ridgway, 1909)"
13598.0,pacant,Pacific Antwren,Myrmotherula pacifica,2490172,2490172,"Myrmotherula pacifica Hellmayr, 1911",1227,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula pacifica,2490172.0,LC,0.0018913469719951,Common,0.5801418439716312,58.0%,Myrmotherula pacifica,"Hellmayr, 1911"
13606.0,whfant2,White-flanked Antwren,Myrmotherula axillaris,2490191,2490191,"Myrmotherula axillaris (Vieillot, 1817)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula axillaris,2490191.0,LC,1.3872960674780808e-05,Rare,0.0042553191489361,0.426%,Myrmotherula axillaris,"(Vieillot, 1817)"
13614.0,slaant1,Slaty Antwren,Myrmotherula schisticolor,2490202,2490202,"Myrmotherula schisticolor (Lawrence, 1865)",874,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,LC,0.0013472186255287,Common,0.4132387706855792,41.3%,Myrmotherula schisticolor,"(Lawrence, 1865)"
13614.0,slaant1,Slaty Antwren,Myrmotherula schisticolor,7341689,7341689,Myrmotherula schisticolor schisticolor,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,,7.707200374878227e-06,Rare,0.0023640661938534,0.236%,Myrmotherula schisticolor,schisticolor
13339.0,greant1,Great Antshrike,Taraba major,2490224,2490224,"Taraba major (Vieillot, 1816)",423,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,LC,0.0006520291517146,Uncommon,0.9976415094339622,99.8%,Taraba major,"(Vieillot, 1816)"
13339.0,greant1,Great Antshrike,Taraba major,6093898,6093898,"Taraba major transandeanus (P.L.Sclater, 1855)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,,1.5414400749756452e-06,Very Rare,0.0023584905660377,0.236%,Taraba major,"transandeanus (P.L.Sclater, 1855)"
13685.0,dowant1,Dot-winged Antwren,Microrhopias quixensis,2490240,2490240,"Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC,3.853600187439113e-05,Uncommon,1.0,100.0%,Microrhopias quixensis,"(Cornalia, 1849)"
13894.0,esmant1,Esmeraldas Antbird,Sipia nigricauda,5788647,5788647,"Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,0.0004223545805433,Uncommon,1.0,100.0%,Sipia nigricauda,"(Cassin, 1850)"
13411.0,wesant1,Black-crowned Antshrike,Thamnophilus atrinucha,5959200,5959200,"Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,4.007744194936677e-05,Uncommon,0.0687830687830687,6.88%,Thamnophilus atrinucha,"Salvin & Godman, 1892"
13455.0,uniant2,Uniform Antshrike,Thamnophilus unicolor,5959212,5959212,"Thamnophilus unicolor (P.L.Sclater, 1859)",346,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,0.0005333382659415,Uncommon,0.9153439153439152,91.5%,Thamnophilus unicolor,"(P.L.Sclater, 1859)"
13455.0,uniant2,Uniform Antshrike,Thamnophilus unicolor,7341890,7341890,Thamnophilus unicolor unicolor,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,,9.248640449853871e-06,Rare,0.0158730158730158,1.59%,Thamnophilus unicolor,unicolor
13560.0,chtant1,Checker-throated Stipplethroat,Epinecrophylla fulviventris,5788655,5788655,"Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,1.0790080524829516e-05,Rare,1.0,100.0%,Epinecrophylla fulviventris,"(Lawrence, 1862)"
13918.0,zelant1,Zeledon's Antbird,Hafferia zeledoni,9379128,9379128,"Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,0.0039630424327623,Common,1.0,100.0%,Hafferia zeledoni,"(Pelzeln, 1868)"
28096.0,blasol1,Black Solitaire,Entomodestes coracinus,2490712,2490712,"Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC,8.940352434858743e-05,Uncommon,1.0,100.0%,Entomodestes coracinus,"(Berlepsch, 1897)"
28393.0,grethr1,Great Thrush,Turdus fuscater,2490717,2490717,"Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus fuscater,2490717.0,LC,0.0002928736142453,Uncommon,0.023422090729783,2.34%,Turdus fuscater,"Orbigny & Lafresnaye, 1837"
28281.0,pavthr1,Pale-vented Thrush,Turdus obsoletus,2490754,2490754,"Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC,0.0001079008052482,Uncommon,0.008629191321499,0.863%,Turdus obsoletus,"Lawrence, 1862"
28291.0,ecuthr1,Ecuadorian Thrush,Turdus maculirostris,2490776,2490776,"Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC,0.0113773691933952,Abundant,0.9098865877712032,91.0%,Turdus maculirostris,"Berlepsch & Taczanowski, 1884"
28401.0,glbthr1,Glossy-black Thrush,Turdus serranus,2490784,2490784,"Turdus serranus Tschudi, 1844",195,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,LC,0.0003005808146202,Uncommon,0.0240384615384615,2.40%,Turdus serranus,"Tschudi, 1844"
28401.0,glbthr1,Glossy-black Thrush,Turdus serranus,6093940,6093940,"Turdus serranus fuscobrunneus (Chapman, 1912)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,,4.624320224926936e-06,Rare,0.0003698224852071,0.037%,Turdus serranus,"fuscobrunneus (Chapman, 1912)"
28359.0,paethr1,Pale-eyed Thrush,Turdus leucops,5789052,5789052,"Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus leucops,5789052.0,LC,0.0004023158595686,Uncommon,0.0321745562130177,3.22%,Turdus leucops,"Taczanowski, 1877"
,,,,6100894,6100894,"Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus daguae,6100894.0,NE,3.0828801499512905e-06,Rare,0.0002465483234714,0.025%,Turdus daguae,"Berlepsch, 1897"
28258.0,whtrob1,White-throated Thrush,Turdus assimilis,9529632,9529632,"Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus assimilis,9529632.0,LC,1.5414400749756454e-05,Rare,0.001232741617357,0.123%,Turdus assimilis,"Cabanis, 1850"
28028.0,sbnthr1,Slaty-backed Nightingale-Thrush,Catharus fuscater,2490802,2490802,"Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus fuscater,2490802.0,LC,7.553056367380662e-05,Uncommon,0.0129287598944591,1.29%,Catharus fuscater,"(Lafresnaye, 1845)"
28058.0,sponit2,Speckled Nightingale-Thrush,Catharus maculatus,9784421,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",105,SPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,LC,0.0001618512078724,Uncommon,0.0277044854881266,2.77%,Catharus maculatus,"(P.L.Sclater, 1858)"
28058.0,sponit2,Speckled Nightingale-Thrush,Catharus maculatus,9651823,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,,6.165760299902581e-06,Rare,0.0010554089709762,0.106%,Catharus maculatus,maculatus
28072.0,swathr,Swainson's Thrush,Catharus ustulatus,2490821,2490821,"Catharus ustulatus (Nuttall, 1840)",3630,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC,0.0055954274721615,Common,0.9577836411609498,95.8%,Catharus ustulatus,"(Nuttall, 1840)"
28072.0,swathr,Swainson's Thrush,Catharus ustulatus,6171849,6171849,"Catharus ustulatus swainsoni (Tschudi, 1845)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,,3.0828801499512905e-06,Rare,0.0005277044854881,0.053%,Catharus ustulatus,"swainsoni (Tschudi, 1845)"
27941.0,andsol1,Andean Solitaire,Myadestes ralloides,2490848,2490848,"Myadestes ralloides (Orbigny, 1840)",1793,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC,0.0027638020544313,Common,0.9966648137854364,99.7%,Myadestes ralloides,"(Orbigny, 1840)"
27941.0,andsol1,Andean Solitaire,Myadestes ralloides,6086489,6086489,"Myadestes ralloides plumbeiceps Hellmayr, 1921",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,,9.248640449853871e-06,Rare,0.0033351862145636,0.334%,Myadestes ralloides,"plumbeiceps Hellmayr, 1921"
16441.0,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,2482688,2482688,"Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC,2.0038720974683387e-05,Rare,1.0,100.0%,Anairetes parulus,"(Kittlitz, 1830)"
16077.0,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris,5229505,5229505,"Leptopogon superciliaris Tschudi, 1844",3762,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC,0.0057988975620583,Common,0.9965562913907284,99.7%,Leptopogon superciliaris,"Tschudi, 1844"
16077.0,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris,7192090,7192090,Leptopogon superciliaris superciliaris,10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,1.5414400749756454e-05,Rare,0.0026490066225165,0.265%,Leptopogon superciliaris,superciliaris
16077.0,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris,5229507,5229507,"Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,4.624320224926936e-06,Rare,0.0007947019867549,0.079%,Leptopogon superciliaris,"transandinus Berlepsch & Taczanowski, 1884"
16785.0,wilfly,Willow Flycatcher,Empidonax traillii,2482786,2482786,"Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC,3.0828801499512905e-06,Rare,0.0035026269702276,0.350%,Empidonax traillii,"(Audubon, 1828)"
16783.0,acafly,Acadian Flycatcher,Empidonax virescens,2482802,2482802,"Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC,0.0008770794026611,Uncommon,0.9964973730297724,99.6%,Empidonax virescens,"(Vieillot, 1818)"
16038.0,stnfly1,Streak-necked Flycatcher,Mionectes striaticollis,5229534,5229534,"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC,0.0004223545805433,Uncommon,0.5111940298507462,51.1%,Mionectes striaticollis,"(Orbigny & Lafresnaye, 1837)"
16051.0,ocbfly1,Ochre-bellied Flycatcher,Mionectes oleagineus,5229541,5229541,"Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC,6.165760299902581e-06,Rare,0.0074626865671641,0.746%,Mionectes oleagineus,"(Lichtenstein, 1823)"
16043.0,olsfly2,Olive-streaked Flycatcher,Mionectes olivaceus,5229529,5229529,"Mionectes olivaceus hederaceus Bangs, 1910",8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,,1.2331520599805162e-05,Rare,0.0149253731343283,1.49%,Mionectes olivaceus,"hederaceus Bangs, 1910"
16043.0,olsfly2,Olive-streaked Flycatcher,Mionectes olivaceus,9504121,9504121,"Mionectes olivaceus Lawrence, 1868",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC,3.0828801499512905e-06,Rare,0.003731343283582,0.373%,Mionectes olivaceus,"Lawrence, 1868"
16044.0,olsfly1,Olive-striped Flycatcher,Mionectes galbinus,10803607,10803607,"Mionectes galbinus Bangs, 1902",245,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC,0.000377652818369,Uncommon,0.457089552238806,45.7%,Mionectes galbinus,"Bangs, 1902"
16044.0,olsfly1,Olive-striped Flycatcher,Mionectes galbinus,12239740,12239740,"Mionectes galbinus hederaceus Bangs, 1910",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,,4.624320224926936e-06,Rare,0.0055970149253731,0.560%,Mionectes galbinus,"hederaceus Bangs, 1910"
16995.0,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta,5229568,5229568,"Fluvicola nengeta (Linnaeus, 1766)",2192,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC,0.0033788366443466,Common,0.9995440036479708,100.0%,Fluvicola nengeta,"(Linnaeus, 1766)"
16995.0,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta,5229569,5229569,"Fluvicola nengeta atripennis P.L.Sclater, 1860",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,,1.5414400749756452e-06,Very Rare,0.0004559963520291,0.046%,Fluvicola nengeta,"atripennis P.L.Sclater, 1860"
16138.0,bcptyr1,Black-capped Pygmy-Tyrant,Myiornis atricapillus,2482867,2482867,"Myiornis atricapillus (Lawrence, 1875)",12,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiornis,2482865.0,Myiornis atricapillus,2482867.0,LC,1.8497280899707743e-05,Rare,1.0,100.0%,Myiornis atricapillus,"(Lawrence, 1875)"
16331.0,yemfly2,Yellow-winged Flatbill,Tolmomyias flavotectus,6101060,6174946,"Tolmomyias assimilis flavotectus (Hartert, 1902)",31,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Tolmomyias,2482872.0,Tolmomyias assimilis,2482899.0,LC,4.7784642324245e-05,Uncommon,1.0,100.0%,Tolmomyias flavotectus,"(Hartert & Ejo, 1902)"
17223.0,socfly1,Social Flycatcher,Myiozetetes similis,2482913,2482913,"Myiozetetes similis (Spix, 1825)",2735,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes similis,2482913.0,LC,0.0042158386050583,Common,0.3044978846582053,30.4%,Myiozetetes similis,"(Spix, 1825)"
17218.0,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis,2482921,2482921,"Myiozetetes cayanensis (Linnaeus, 1766)",5763,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,LC,0.0088833191520846,Abundant,0.6416165664662659,64.2%,Myiozetetes cayanensis,"(Linnaeus, 1766)"
17218.0,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis,6174610,6174610,"Myiozetetes cayanensis hellmayri Hartert & Goodson, 1917",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,,7.707200374878227e-06,Rare,0.0005566688933422,0.056%,Myiozetetes cayanensis,"hellmayri Hartert & Goodson, 1917"
17234.0,grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis,2482929,2482929,"Myiozetetes granadensis Lawrence, 1862",479,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes granadensis,2482929.0,LC,0.0007383497959133,Uncommon,0.0533288799821866,5.33%,Myiozetetes granadensis,"Lawrence, 1862"
17271.0,pirfly1,Piratic Flycatcher,Legatus leucophaius,2482940,2482940,"Legatus leucophaius (Vieillot, 1818)",362,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Legatus,2482939.0,Legatus leucophaius,2482940.0,LC,0.0005580013071411,Uncommon,1.0,100.0%,Legatus leucophaius,"(Vieillot, 1818)"
16504.0,greela,Greenish Elaenia,Myiopagis viridicata,2482947,2482947,"Myiopagis viridicata (Vieillot, 1817)",75,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiopagis,2482944.0,Myiopagis viridicata,2482947.0,LC,0.0001156080056231,Uncommon,1.0,100.0%,Myiopagis viridicata,"(Vieillot, 1817)"
16887.0,ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus,2483043,2483043,"Knipolegus poecilurus (P.L.Sclater, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Knipolegus,2483026.0,Knipolegus poecilurus,2483043.0,LC,1.5414400749756452e-06,Very Rare,1.0,100.0%,Knipolegus poecilurus,"(P.L.Sclater, 1862)"
16002.0,whtspa1,White-throated Spadebill,Platyrinchus mystaceus,9701018,9701018,"Platyrinchus mystaceus Vieillot, 1818",315,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,LC,0.0004855536236173,Uncommon,0.9813084112149532,98.1%,Platyrinchus mystaceus,"Vieillot, 1818"
16002.0,whtspa1,White-throated Spadebill,Platyrinchus mystaceus,5229588,5229588,"Platyrinchus mystaceus albogularis P.L.Sclater, 1860",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,,9.248640449853871e-06,Rare,0.0186915887850467,1.87%,Platyrinchus mystaceus,"albogularis P.L.Sclater, 1860"
16530.0,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster,5229606,5229606,"Elaenia flavogaster (Thunberg, 1822)",1255,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,LC,0.0019345072940944,Common,0.5759522716842589,57.6%,Elaenia flavogaster,"(Thunberg, 1822)"
16530.0,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster,5229610,5229610,"Elaenia flavogaster semipagana P.L.Sclater, 1862",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,,1.5414400749756452e-06,Very Rare,0.0004589261128958,0.046%,Elaenia flavogaster,"semipagana P.L.Sclater, 1862"
16544.0,whcela1,White-crested Elaenia,Elaenia albiceps,5229651,5229651,"Elaenia albiceps (Orbigny & Lafresnaye, 1837)",128,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia albiceps,5229651.0,LC,0.0001973043295968,Uncommon,0.0587425424506654,5.87%,Elaenia albiceps,"(Orbigny & Lafresnaye, 1837)"
16543.0,cooela1,Coopmans's Elaenia,Elaenia brachyptera,8921536,8921536,"Elaenia brachyptera Berlepsch, 1907",678,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia brachyptera,8921536.0,LC,0.0010450963708334,Uncommon,0.3111519045433685,31.1%,Elaenia brachyptera,"Berlepsch, 1907"
16553.0,sieela3,Sierran Elaenia,Elaenia pallatangae,9514023,9514023,"Elaenia pallatangae P.L.Sclater, 1862",117,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia pallatangae,9514023.0,LC,0.0001803484887721,Uncommon,0.0536943552088113,5.37%,Elaenia pallatangae,"P.L.Sclater, 1862"
17022.0,slbcht2,Chestnut-bellied Chat-Tyrant,Ochthoeca cinnamomeiventris,2483152,2483152,"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",55,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca cinnamomeiventris,2483152.0,LC,8.477920412366049e-05,Uncommon,0.7051282051282052,70.5%,Ochthoeca cinnamomeiventris,"(Lafresnaye, 1843)"
17014.0,yebcht1,Yellow-bellied Chat-Tyrant,Silvicultrix diadema,2483175,2483172,"Ochthoeca diadema (Hartlaub, 1843)",22,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca diadema,2483172.0,LC,3.39116816494642e-05,Uncommon,0.282051282051282,28.2%,Silvicultrix diadema,"(Hartlaub, 1843)"
