gbifID,species,countryCode,locality,stateProvince,individualCount,decimalLatitude,decimalLongitude,elevation,month,year
3289508185,Cygnus olor,MA,Smir Lagune | واد سمير,Tanger-Tétouan,1,35.717155,-5.33949,7,5,2003
