scientificName,altcommonNames,internalTaxonId,maincommonName,Synonym
Heterotetrax humilis,,22691991,Little Brown Bustard,Eupodotis humilis
Heterotetrax rueppelii,Rüppell's Korhaan,22691980,Rüppell's Bustard,Eupodotis rueppelii
Heterotetrax vigorsii,Karoo Korhaan,22691986,Karoo Bustard,Eupodotis vigorsii
Heteroxenicus stellatus,,22708970,Gould's Shortwing,Brachypteryx stellata
Hieraaetus ayresii,"Ayres's Hawk Eagle, Ayres's Hawk-Eagle",22696103,Ayres's Hawk-eagle,
Hieraaetus morphnoides,,22734332,Little Eagle,
Hieraaetus pennatus,,22696092,Booted Eagle,
Hieraaetus wahlbergi,,22696072,Wahlberg's Eagle,Aquila wahlbergi
Hieraaetus weiskei,,22734094,Pygmy Eagle,
Hierococcyx bocki,,22728118,Dark Hawk-cuckoo,
Hierococcyx fugax,,22728125,Malay Hawk-cuckoo,
Hierococcyx hyperythrus,,22734038,Northern Hawk-cuckoo,
Hierococcyx nisicolor,Hodgson's Hawk-cuckoo,22734046,Whistling Hawk-cuckoo,
Hierococcyx pectoralis,,22734054,Philippine Hawk-cuckoo,
Hierococcyx sparverioides,,22728111,Large Hawk-cuckoo,
Hierococcyx vagans,Moustached Hawk-Cuckoo,22683850,Moustached Hawk-cuckoo,Cuculus vagans
Hierococcyx varius,Common Hawk-Cuckoo,22683846,Common Hawk-cuckoo,Cuculus varius
Himalayapsitta cyanocephala,,22685481,Plum-headed Parakeet,Psittacula cyanocephala
Himalayapsitta finschii,,22685473,Grey-headed Parakeet,Psittacula finschii
Himalayapsitta himalayana,,22685468,Slaty-headed Parakeet,Psittacula himalayana
Himalayapsitta roseata,,22685486,Blossom-headed Parakeet,Psittacula roseata
Himantopus himantopus,,22727969,Black-winged Stilt,"Himantopus mexicanus, Himantopus leucocephalus"
Himantopus novaezelandiae,,22693690,Black Stilt,
Himantornis haematopus,,22692256,Nkulengu Rail,
Himatione fraithii,,103829706,Laysan Honeycreeper,
Himatione sanguinea,,103828426,Apapane ,
Hippolais icterina,,22714916,Icterine Warbler,
Hippolais languida,,22714904,Upcher's Warbler,
Hippolais olivetorum,,22714908,Olive-tree Warbler,
Hippolais polyglotta,,22714912,Melodious Warbler,
Hirundapus caudacutus,"Asian Spine-tailed Swift, Needle-tailed Swift, Spine-tailed Swift",22686677,White-throated Needletail,
Hirundapus celebensis,,22686690,Purple Needletail,
Hirundapus cochinchinensis,,22686684,Silver-backed Needletail,
Hirundapus giganteus,,22686687,Brown-backed Needletail,
Hirundinea bellicosa,,22699743,Swallow Flycatcher,
Hirundinea ferruginea,,22699738,Cliff Flycatcher,
Hirundo aethiopica,,22712266,Ethiopian Swallow,
Hirundo albigularis,,22712278,White-throated Swallow,
Hirundo angolensis,,22712272,Angola Swallow,
Hirundo atrocaerulea,,22712318,Blue Swallow,
Hirundo dimidiata,,22712336,Pearl-breasted Swallow,
Hirundo javanica,,104006526,House Swallow,Hirundo domicola
Hirundo leucosoma,,22712324,Pied-winged Swallow,
Hirundo lucida,,22712260,Red-chested Swallow,
Hirundo megaensis,,22712330,White-tailed Swallow,
Hirundo neoxena,,22712294,Welcome Swallow,
Hirundo nigrita,White-throated Blue Swallow,22712305,White-bibbed Swallow,
Hirundo nigrorufa,,22712312,Black-and-rufous Swallow,
Hirundo rustica,"European Swallow, Swallow",22712252,Barn Swallow,
Hirundo smithii,,22712299,Wire-tailed Swallow,
Hirundo tahitica,,104006414,Tahiti Swallow,
Histrionicus histrionicus,Harlequin,22680423,Harlequin Duck,
Histurgops ruficauda,,22718711,Rufous-tailed Weaver,Histurgops ruficauda ruficauda
Hoploxypterus cayanus,,22694072,Pied Lapwing,Vanellus cayanus
Horizocerus albocristatus,White-crested Hornbill,22725946,Western Long-tailed Hornbill,
Horizocerus cassini,,22725956,Eastern Long-tailed Hornbill,
Horizocerus granti,,22727013,Eastern Little Hornbill,
Horizocerus hartlaubi,Black Dwarf Hornbill,22727003,Western Little Hornbill,
Horornis acanthizoides,,22735889,Yellowish-bellied Bush-warbler,Cettia acanthizoides
Horornis annae,"Palau Bush Warbler, Palau Bush-Warbler",22714391,Palau Bush-warbler,Cettia annae
Horornis brunnescens,,22735325,Hume's Bush-warbler,Cettia brunnescens
Horornis canturians,"Manchurian Bush-warbler, Manchurian Bush-Warbler",22714376,Korean Bush-warbler,Cettia canturians
Horornis carolinae,"Tanimbar Bush Warbler, Tanimbar Bush-Warbler",22714418,Tanimbar Bush-warbler,Cettia carolinae
Horornis diphone,"Japanese Bush Warbler, Japanese Bush-Warbler",22714380,Japanese Bush-warbler,Cettia diphone
Horornis flavolivaceus,,105295705,Aberrant Bush-warbler,Horornis vulcania
Horornis fortipes,"Brown-flanked Bush Warbler, Brownish-flanked Bush-Warbler",22714408,Brownish-flanked Bush-warbler,Cettia fortipes
Horornis haddeni,Odedi,22734397,Bougainville Bush-warbler,Cettia haddeni
Horornis parens,"Shade Bush Warbler, Shade Warbler",22714396,Shade Bush-warbler,"Vitia parens parens, Cettia parens"
Horornis ruficapilla,"Fiji Bush Warbler, Fiji Bush-Warbler",22714403,Fiji Bush-warbler,Cettia ruficapilla
Horornis seebohmi,"Philippine Bush Warbler, Philippine Bush-Warbler",22714386,Philippine Bush-warbler,Cettia seebohmi
Houbaropsis bengalensis,Bengal Bustard,22692015,Bengal Florican,"Eupodotis bengalensis, Otis bengalensis"
Humblotia flavirostris,Grand Comoro Flycatcher,22709303,Humblot's Flycatcher,
Hydrobates castro,Band-rumped Storm-Petrel,132341128,Band-rumped Storm-petrel,"Oceanodroma castro, Thalassidroma castro"
Hydrobates cheimomnestes,,132441735,Ainley's Storm-petrel,Hydrobates leucorhous
Hydrobates furcatus,"Fork-tailed Storm Petrel, Fork-tailed Storm-Petrel",22698572,Fork-tailed Storm-petrel,Oceanodroma furcata
Hydrobates homochroa,Ashy Storm Petrel,22698562,Ashy Storm-petrel,Oceanodroma homochroa
Hydrobates hornbyi,"Hornby's Storm Petrel, Ringed Storm-Petrel",22698567,Ringed Storm-petrel,Oceanodroma hornbyi
Hydrobates jabejabe,,132434704,Cape Verde Storm-petrel,
Hydrobates leucorhous,"Leach's Storm Petrel, Leach's Storm-Petrel",132438298,Leach's Storm-petrel,"Hydrobates leucorhoa, Oceanodroma leucorhoa"
Hydrobates macrodactylus,"Guadalupe Storm Petrel, Guadalupe Storm-Petrel",22698530,Guadalupe Storm-petrel,Oceanodroma macrodactyla
Hydrobates markhami,"Markham's Storm Petrel, Markham's Storm-Petrel",22698543,Markham's Storm-petrel,Oceanodroma markhami
Hydrobates matsudairae,"Matsudaira's Storm Petrel, Matsudaira's Storm-Petrel",22698548,Matsudaira's Storm-petrel,"Hydrobates matsudairae, Oceanodroma matsudairae"
Hydrobates melania,"Black Storm Petrel, Black Storm-Petrel",22698557,Black Storm-petrel,Oceanodroma melania
Hydrobates microsoma,"Least Storm Petrel, Least Storm-Petrel",22698485,Least Storm-petrel,"Oceanodroma microsoma, Halocyptena microsoma"
Hydrobates monorhis,"Swinhoe's Storm Petrel, Swinhoe's Storm-Petrel",22698520,Swinhoe's Storm-petrel,"Hydrobates monorhis monorhis, Oceanodroma monorhis"
Hydrobates monteiroi,,22735624,Monteiro's Storm-petrel,Oceanodroma monteiroi
Hydrobates pelagicus,"British Storm Petrel, European Storm Petrel, European Storm-Petrel, Storm Petrel",22698477,European Storm-petrel,
Hydrobates socorroensis,,132450926,Townsend's Storm-petrel,"Oceanodroma socorroensis, Hydrobates leucorhous"
Hydrobates tethys,"Wedge-rumped Storm Petrel, Wedge-rumped Storm-Petrel",22698496,Wedge-rumped Storm-petrel,Oceanodroma tethys
Hydrobates tristrami,"Tristram's Storm Petrel, Tristram's Storm-Petrel",22698535,Tristram's Storm-petrel,"Hydrobates tristrami tristrami, Oceanodroma tristrami"
Hydrochous gigas,Giant Swiftlet,22686485,Waterfall Swift,Hydrochrous gigas gigas
Hydrocoloeus minutus,,22694469,Little Gull,Larus minutus
Hydrophasianus chirurgus,,22693543,Pheasant-tailed Jacana,
Hydroprogne caspia,,22694524,Caspian Tern,"Hydroprogne caspia, Sterna caspia"
Hydropsalis cayennensis,,22689823,White-tailed Nightjar,Caprimulgus cayennensis
Hydropsalis climacocerca,,22690029,Ladder-tailed Nightjar,
Hydropsalis maculicaudus,,22689847,Spot-tailed Nightjar,Caprimulgus maculicaudus
Hydropsalis torquata,,22690032,Scissor-tailed Nightjar,Hydropsalis brasiliana
Hydrornis baudii,,22698631,Blue-headed Pitta,Pitta baudii
Hydrornis caeruleus,,22698614,Giant Pitta,Pitta caerulea
Hydrornis cyaneus,,22698617,Blue Pitta,Pitta cyanea
Hydrornis elliotii,,22698625,Bar-bellied Pitta,Pitta elliotii
Hydrornis guajanus,,22736518,Javan Banded Pitta,Pitta guajana
Hydrornis gurneyi,,22698628,Gurney's Pitta,Pitta gurneyi
Hydrornis irena,Malayan Banded Pitta,22736523,Malay Banded Pitta,"Pitta guajana, Pitta irena"
Hydrornis nipalensis,,22698602,Blue-naped Pitta,Pitta nipalensis
Hydrornis oatesi,,22698608,Rusty-naped Pitta,Pitta oatesi
Hydrornis phayrei,,22698599,Eared Pitta,Pitta phayrei
Hydrornis schneideri,,22698611,Schneider's Pitta,Pitta schneideri
Hydrornis schwaneri,,22736530,Bornean Banded Pitta,"Pitta guajana, Pitta schwaneri"
Hydrornis soror,,22698605,Blue-rumped Pitta,Pitta soror
Hylacola cauta,Shy Hylacola,22704614,Shy Heathwren,"Hylacola cautus cautus, Calamanthus cautus cautus, Calamanthus cautus"
Hylacola pyrrhopygia,Chestnut-rumped Hylacola,22704604,Chestnut-rumped Heathwren,"Calamanthus pyrrhopygia pyrrhopygia, Hylacola pyrrhopygius pyrrhopygius, Calamanthus pyrrhopygius"
Hylatomus fuscipennis,,22726497,Dusky-winged Woodpecker,
Hylatomus lineatus,,22726489,Lineated Woodpecker,
Hylatomus pileatus,,22681363,Pileated Woodpecker,Dryocopus pileatus
Hylatomus schulzii,,22681373,Black-bodied Woodpecker,Dryocopus schulzii
Hylexetastes perrotii,,103661301,Red-billed Woodcreeper,"Hylexetastes uniformis, Hylexetastes brigidai"
Hylexetastes stresemanni,,22703055,Bar-bellied Woodcreeper,
Hylia prasina,,22715182,Green Hylia,
Hyliota australis,,22715466,Southern Hyliota,
Hyliota flavigaster,,22715462,Yellow-bellied Hyliota,
Hyliota usambara,,22715457,Usambara Hyliota,
Hyliota violacea,,22715471,Violet-backed Hyliota,
Hylocharis chrysura,Gilded Sapphire,22687449,Gilded Hummingbird,"Hylocharis chrysura, Trochilus chrysurus, Amazilia chrysura"
Hylocharis sapphirina,,22687436,Rufous-throated Hummingbird,"Hylocharis sapphirina, Amazilia sapphirina"
Hylocichla mustelina,,22708670,Wood Thrush,Catharus mustelinus
Hylocitrea bonensis,,103867190,Northern Hylocitrea,
Hylocitrea bonthaina,,103867212,Southern Hylocitrea,
Hylomanes momotula,,22682980,Tody Motmot,
Hylonympha macrocerca,,22687749,Scissor-tailed Hummingbird,
Hylopezus auricularis,,22728454,Masked Antpitta,
Hylopezus berlepschi,,22703346,Amazonian Antpitta,
Hylopezus dives,Fulvous-bellied Antpitta,22729072,Thicket Antpitta,
Hylopezus fulviventris,,22703343,White-lored Antpitta,
Hylopezus macularius,,22724505,Spotted Antpitta,
Hylopezus nattereri,,22703352,Speckle-breasted Antpitta,
Hylopezus ochroleucus,,22703349,White-browed Antpitta,
Hylopezus perspicillatus,Spectacled Antpitta,22703339,Streak-chested Antpitta,
Hylophilus amaurocephalus,Gray-eyed Greenlet,22705276,Grey-eyed Greenlet,
Hylophilus brunneiceps,,22705300,Brown-headed Greenlet,
Hylophilus flavipes,,103693596,Scrub Greenlet,
Hylophilus griseiventris,,103693709,Lemon-chested Greenlet,
Hylophilus insularis,,103693666,Tobago Greenlet,
Hylophilus olivaceus,,22705315,Olivaceous Greenlet,
Hylophilus pectoralis,,22705290,Ashy-headed Greenlet,
Hylophilus poicilotis,,22705280,Rufous-crowned Greenlet,
Hylophilus semicinereus,Gray-chested Greenlet,22705286,Grey-chested Greenlet,
Hylophilus thoracicus,,103693705,Rio de Janeiro Greenlet,
Hylophilus viridiflavus,,103693676,Yellow-green Greenlet,
Hylophylax naevioides,,22701911,Spotted Antbird,
Hylophylax naevius,,22701914,Spot-backed Antbird,Hylophylax naevia
Hylophylax punctulatus,,22701922,Dot-backed Antbird,Hylophylax punctulata
Hylopsar cupreocauda,"Copper-tailed Glossy-starling, Copper-tailed Glossy Starling, Copper-tailed Glossy-Starling",22710647,Copper-tailed Starling,Lamprotornis cupreocauda
Hylopsar purpureiceps,"Purple-headed Glossy-starling, Purple-headed Glossy Starling, Purple-headed Glossy-Starling",22710654,Purple-headed Starling,Lamprotornis purpureiceps
Hylorchilus navai,,22711346,Nava's Wren,
Hylorchilus sumichrasti,,22711341,Sumichrast's Wren,
Hymenolaimus malacorhynchos,,22680121,Blue Duck,Hymenolaimus malacorhynchus
Hymenops perspicillatus,,22700266,Spectacled Tyrant,Hymenops perspicillata perspicillata
Hypargos margaritatus,,22719416,Pink-throated Twinspot,
Hypargos niveoguttatus,Peters's Twinspot,22719411,Red-throated Twinspot,
Hypergerus atriceps,Oriole-Warbler,22713842,Oriole Warbler,
Hypnelus bicinctus,,61999682,Two-banded Puffbird,
Hypnelus ruficollis,,61999582,Russet-throated Puffbird,
Hypocnemis cantator,"Guianan Warbling-antbird, Guianan Warbling-Antbird",22735467,Guianan Antwarbler,
Hypocnemis flavescens,"Imeri Warbling-antbird, Imeri Warbling-Antbird",22735473,Imeri Antwarbler,
Hypocnemis hypoxantha,Yellow-browed Antbird,22701734,Yellow-browed Antwarbler,
Hypocnemis ochrogyna,"Rondonia Warbling-antbird, Rondonia Warbling-Antbird",22735491,Rondonia Antwarbler,
Hypocnemis peruviana,"Peruvian Warbling-antbird, Peruvian Warbling-Antbird",22735479,Peruvian Antwarbler,
Hypocnemis rondoni,,103658788,Manicore Antwarbler,
Hypocnemis striata,"Spix's Warbling-antbird, Spix's Warbling-Antbird",22735497,Spix's Antwarbler,
Hypocnemis subflava,"Yellow-breasted Warbling-antbird, Yellow-breasted Warbling-Antbird",22735485,Yellow-breasted Antwarbler,
Hypocnemoides maculicauda,,22701740,Band-tailed Antbird,
Hypocnemoides melanopogon,,22701737,Black-chinned Antbird,
Hypocolius ampelinus,Grey Hypocolius,22713263,Hypocolius,
Hypocryptadius cinnamomeus,,22714344,Cinnamon Ibon,
Hypoedaleus guttatus,,22701229,Spot-backed Antshrike,
Hypopyrrhus pyrohypogaster,,22724268,Red-bellied Grackle,
Hypositta corallirostris,Coral-billed Nuthatch-Vanga,22708069,Nuthatch Vanga,
Hypotaenidia dieffenbachii,,22692455,Dieffenbach's Rail,Gallirallus dieffenbachii
Hypotaenidia immaculata,,22727465,Santa Isabel Rail,
Hypotaenidia insignis,Pink-legged Rail,22692421,New Britain Rail,Gallirallus insignis
Hypotaenidia okinawae,,22692412,Okinawa Rail,"Gallirallus okinawae, Rallus okinawae"
Hypotaenidia owstoni,,22692441,Guam Rail,"Gallirallus owstoni, Rallus owstoni"
Hypotaenidia pacifica,,22692450,Tahiti Rail,Gallirallus pacificus
Hypotaenidia philippensis,"Banded Land-Rail, Banded Rail, Sharpe's Rail",22692425,Buff-banded Rail,"Gallirallus philippensis, Rallus philippensis, Gallirallus sharpei"
Hypotaenidia poeciloptera,,22728740,Bar-winged Rail,"Nesoclopeus poecilopterus, Nesoclopeus poeciloptera"
Hypotaenidia rovianae,,22692438,Roviana Rail,Gallirallus rovianae
Hypotaenidia sylvestris,"Lord Howe Island Woodhen, Lord Howe Rail, Lord Howe Wood Rail",22692395,Lord Howe Woodhen,"Gallirallus sylvestris, Tricholimnas sylvestris, Ocydromus sylvestris"
Hypotaenidia tertia,,22727459,Bougainville Rail,
Hypotaenidia torquata,,22692418,Barred Rail,Gallirallus torquatus
Hypotaenidia wakensis,Wake Rail,22692447,Wake Island Rail,Gallirallus wakensis
Hypotaenidia woodfordi,Woodford's Rail,22727451,Guadalcanal Rail,
Hypothymis azurea,,103715755,Black-naped Monarch,
Hypothymis coelestis,Celestial Blue Monarch,22707078,Celestial Monarch,
Hypothymis helenae,Short-crested Blue Monarch,22707074,Short-crested Monarch,
Hypothymis puella,,103715774,Pale-blue Monarch,
Hypsipetes affinis,,103838632,Seram Golden Bulbul,Thapsinillas affinis
Hypsipetes amaurotis,,22713192,Brown-eared Bulbul,Ixos amaurotis
Hypsipetes aureus,,103842202,Togian Golden Bulbul,Thapsinillas aurea
Hypsipetes borbonicus,"Olivaceous Bulbul, Réunion Black Bulbul",22713231,Reunion Bulbul,
Hypsipetes catarmanensis,,103823501,Camiguin Bulbul,
Hypsipetes chloris,,103841956,Halmahera Golden Bulbul,Thapsinillas chloris
Hypsipetes crassirostris,Seychelles Black Bulbul,22713219,Seychelles Bulbul,
Hypsipetes everetti,,103823433,Yellowish Bulbul,
Hypsipetes ganeesa,,103824080,Square-tailed Bulbul,
Hypsipetes harterti,,103842855,Banggai Golden Bulbul,Thapsinillas harterti
Hypsipetes haynaldi,,103823597,Sulu Bulbul,
Hypsipetes leucocephalus,,103823996,Black Bulbul,
Hypsipetes longirostris,,103842733,Sula Golden Bulbul,Thapsinillas longirostris
Hypsipetes lucasi,,103841328,Obi Golden Bulbul,Thapsinillas lucasi
Hypsipetes madagascariensis,"Madagascar Black Bulbul, Malagasy Bulbul",22713213,Madagascar Bulbul,
Hypsipetes moheliensis,,103823979,Moheli Bulbul,
Hypsipetes mysticalis,,103840832,Buru Golden Bulbul,Thapsinillas mysticalis
Hypsipetes olivaceus,Mauritius Black Bulbul,22713239,Mauritius Bulbul,
Hypsipetes parvirostris,Grand Comoro Black Bulbul,103823897,Grand Comoro Bulbul,
Hypsipetes philippinus,,22713179,Philippine Bulbul,Ixos philippinus
Hypsipetes platenae,Sangihe Golden-bulbul,103842251,Sangihe Golden Bulbul,Thapsinillas platenae
Hypsipetes rufigularis,,22713182,Zamboanga Bulbul,Ixos rufigularis
Hypsipetes siquijorensis,Mottle-breasted Bulbul,22713185,Streak-breasted Bulbul,"Hypsipetes siquijorensis, Ixos siquijorensis, Iole siquijorensis"
Hypsipetes thompsoni,,22713253,White-headed Bulbul,"Hypsipetes thompsoni, Cerasophila thompsoni"
Ianthocincla bieti,Biet's Laughingthrush,22715675,White-speckled Laughingthrush,"Garrulax bieti, Ianthocincla Bieti"
Ianthocincla cineracea,,103871930,Western Moustached Laughingthrush,"Garrulax cineraceus, Trochalopteron cineraceum"
Ianthocincla cinereiceps,,103871982,Eastern Moustached Laughingthrush,Garrulax cinereiceps
Ianthocincla konkakinhensis,,22729480,Chestnut-eared Laughingthrush,Garrulax konkakinhensis
Ianthocincla lunulata,,22715672,Barred Laughingthrush,"Janthocincla lunulata, Garrulax lunulatus"
Ianthocincla maxima,,22715679,Giant Laughingthrush,"Garrulax maximus, Pterorhinus maximus"
Ianthocincla ocellata,,22715682,Spotted Laughingthrush,"Garrulax ocellatus, Cinclosoma ocellatum"
Ianthocincla rufogularis,,22715669,Rufous-chinned Laughingthrush,"Garrulax rufogularis, Ianthocincla rufogularis"
Ianthocincla sukatschewi,Sukatschev's Laughingthrush,22715662,Snowy-cheeked Laughingthrush,"Garrulax sukatschewi, Trochalopteron  Sukatschewi"
Ibidorhyncha struthersii,,22693672,Ibisbill,
Ibycter americanus,,22696229,Red-throated Caracara,Daptrius americanus americanus
Icteria virens,,22722057,Yellow-breasted Chat,
Icterus abeillei,,22729128,Black-backed Oriole,
Icterus auratus,,22724093,Orange Oriole,
Icterus auricapillus,,22724099,Orange-crowned Oriole,
Icterus bonana,,22724150,Martinique Oriole,
Icterus bullockiorum,,22729123,Bullock's Oriole,Icterus bullockii
Icterus cayanensis,,22724076,Epaulet Oriole,
Icterus chrysater,,22724084,Yellow-backed Oriole,
Icterus chrysocephalus,,22724071,Moriche Oriole,
Icterus croconotus,,22735315,Orange-backed Troupial,
Icterus cucullatus,,22724131,Hooded Oriole,
Icterus dominicensis,,22736363,Hispaniolan Oriole,
Icterus fuertesi,Ochre Oriole,22731807,Fuertes's Oriole,
Icterus galbula,,22724126,Baltimore Oriole,
Icterus graceannae,,22724102,White-edged Oriole,
Icterus graduacauda,,22724081,Audubon's Oriole,
Icterus gularis,,22724108,Altamira Oriole,
Icterus icterus,,22735310,Venezuelan Troupial,
Icterus jamacaii,Campo Oriole,22724120,Campo Troupial,
Icterus laudabilis,"St Lucia Oriole, St. Lucia Oriole",22724153,Saint Lucia Oriole,
Icterus leucopteryx,,22724090,Jamaican Oriole,
Icterus maculialatus,,22724157,Bar-winged Oriole,
Icterus melanopsis,,22736377,Cuban Oriole,Icterus dominicensis
Icterus mesomelas,,22724096,Yellow-tailed Oriole,
Icterus nigrogularis,,22724087,Yellow Oriole,
Icterus northropi,,22736369,Bahama Oriole,Icterus dominicensis
Icterus oberi,,22724147,Montserrat Oriole,
Icterus parisorum,,22724160,Scott's Oriole,
Icterus pectoralis,,22724105,Spot-breasted Oriole,
Icterus portoricensis,,22736385,Puerto Rican Oriole,Icterus dominicensis
Icterus prosthemelas,,22731543,Black-cowled Oriole,
Icterus pustulatus,,22724111,Streak-backed Oriole,
Icterus pyrrhopterus,Yellow-shouldered Oriole,22731801,Variable Oriole,
Icterus spurius,,103793298,Orchard Oriole,
Icterus wagleri,,22724139,Black-vented Oriole,
